Group,DISTRICT,DistName,cntyname,RegnName,REGION,Math,Reading,Writing,Total,Above_Crit_Rate,Exnees_Mskd,Crit_Mskd,Part_Rate,Grads_Mskd
All Students,127905,Lueders-Avoca ISD,Jones County,Abilene,14,,,,,,<5,<5,,6
All Students,127906,Stamford ISD,Jones County,Abilene,14,,,,,,<5,<5,,32
All Students,128901,Karnes City ISD,Karnes County,Victoria,3,479,477,453,956,,30,<5,46.9,64
All Students,128902,Kenedy ISD,Karnes County,Victoria,3,490,455,434,945,,11,<5,23.4,47
All Students,128903,Runge ISD,Karnes County,Victoria,3,441,410,396,851,,8,<5,50,16
All Students,128904,Falls City ISD,Karnes County,Victoria,3,598,492,503,1089,50,12,6,34.3,35
All Students,129901,Crandall ISD,Kaufman County,Richardson,10,503,467,465,970,12.9,62,8,38.5,161
All Students,129902,Forney ISD,Kaufman County,Richardson,10,502,478,459,980,24.2,265,64,63.1,420
All Students,129903,Kaufman ISD,Kaufman County,Richardson,10,482,461,451,943,9.5,95,9,48,198
All Students,129904,Kemp ISD,Kaufman County,Richardson,10,479,468,441,947,,27,<5,29,93
All Students,129905,Mabank ISD,Kaufman County,Richardson,10,489,465,454,954,17.1,82,14,38.7,212
All Students,129906,Terrell ISD,Kaufman County,Richardson,10,444,421,416,865,9.1,99,9,46,215
All Students,129910,Scurry-Rosser ISD,Kaufman County,Richardson,10,526,509,486,1035,33.3,18,6,45,40
All Students,130801,Meadowland Charter School,Kendall County,San Antonio,20,,,,,,<5,<5,,9
All Students,130901,Boerne ISD,Kendall County,San Antonio,20,542,528,513,1070,39.4,396,156,83.5,474
All Students,130902,Comfort ISD,Kendall County,Austin,13,485,468,441,954,13.2,53,7,63.9,83
All Students,132902,Jayton-Girard ISD,Kent County,Lubbock,17,,,,,,<5,<5,,10
All Students,133901,Center Point ISD,Kerr County,San Antonio,20,454,474,463,928,,18,<5,54.5,33
All Students,133903,Kerrville ISD,Kerr County,San Antonio,20,508,496,475,1004,27.3,198,54,63.7,311
All Students,133904,Ingram ISD,Kerr County,San Antonio,20,494,469,462,964,,54,<15,67.5,80
All Students,134901,Junction ISD,Kimble County,San Angelo,15,467,452,403,919,,38,<5,88.4,43
All Students,136901,Brackett ISD,Kinney County,San Antonio,20,500,458,454,959,21.2,33,7,64.7,51
All Students,137901,Kingsville ISD,Kleberg County,Corpus Christi,2,457,417,412,874,,76,<5,44.7,170
All Students,137903,Riviera ISD,Kleberg County,Corpus Christi,2,459,392,395,851,,35,<5,85.4,41
All Students,137904,Santa Gertrudis ISD,Kleberg County,Corpus Christi,2,453,455,440,907,,11,<5,28.2,39
All Students,138902,Knox City-O'Brien CISD,Knox County,Wichita Falls,9,557,473,430,1030,,<5,<5,,16
All Students,138903,Munday CISD,Knox County,Wichita Falls,9,,,,,,<5,<5,,27
All Students,139905,Chisum ISD,Lamar County,Mt Pleasant,8,,,,,,<5,<5,,59
All Students,139908,Roxton ISD,Lamar County,Mt Pleasant,8,,,,,,<5,<5,,9
All Students,139909,Paris ISD,Lamar County,Mt Pleasant,8,507,503,491,1009,24.5,53,13,33.1,160
All Students,139911,North Lamar ISD,Lamar County,Mt Pleasant,8,523,515,487,1038,36.2,58,21,34.7,167
All Students,139912,Prairiland ISD,Lamar County,Mt Pleasant,8,509,494,490,1003,,8,<5,11.6,69
All Students,140901,Amherst ISD,Lamb County,Lubbock,17,458,478,453,937,,6,<5,28.6,21
All Students,140904,Littlefield ISD,Lamb County,Lubbock,17,450,406,426,856,,20,<5,24.4,82
All Students,140905,Olton ISD,Lamb County,Lubbock,17,543,450,468,993,,6,<5,16.7,36
All Students,140908,Sudan ISD,Lamb County,Lubbock,17,500,436,440,936,,<10,<5,,20
All Students,141901,Lampasas ISD,Lampasas County,Waco,12,509,498,473,1007,27.9,111,31,51.6,215
All Students,141902,Lometa ISD,Lampasas County,Waco,12,467,453,478,919,,12,<5,63.2,19
All Students,142901,Cotulla ISD,La Salle County,San Antonio,20,441,422,438,863,,13,<5,19.7,66
All Students,143901,Hallettsville ISD,Lavaca County,Victoria,3,503,457,447,960,18.6,43,8,72.9,59
All Students,143902,Moulton ISD,Lavaca County,Victoria,3,452,408,416,860,,18,<5,100,18
All Students,143903,Shiner ISD,Lavaca County,Victoria,3,526,461,493,987,29,31,9,75.6,41
All Students,144901,Giddings ISD,Lee County,Austin,13,511,457,467,967,23.5,68,16,53.1,128
All Students,144902,Lexington ISD,Lee County,Austin,13,479,481,458,960,12.5,40,5,76.9,52
All Students,144903,Dime Box ISD,Lee County,Austin,13,451,389,371,840,,7,<5,116.7,6
All Students,145901,Buffalo ISD,Leon County,Huntsville,6,477,427,405,903,,24,<5,54.5,44
All Students,145902,Centerville ISD,Leon County,Huntsville,6,512,448,444,961,,13,<5,41.9,31
All Students,145906,Normangee ISD,Leon County,Huntsville,6,456,416,416,872,,16,<5,47.1,34
All Students,145907,Oakwood ISD,Leon County,Huntsville,6,420,415,388,835,,<5,<5,,8
All Students,145911,Leon ISD,Leon County,Huntsville,6,497,477,469,974,27.3,22,6,44,50
All Students,146901,Cleveland ISD,Liberty County,Houston,4,467,441,425,908,7.4,68,5,49.6,137
All Students,146902,Dayton ISD,Liberty County,Houston,4,470,461,443,930,17.7,124,22,46.1,269
All Students,146904,Hardin ISD,Liberty County,Houston,4,453,440,428,893,,33,<5,45.2,73
All Students,146905,Hull-Daisetta ISD,Liberty County,Houston,4,438,426,405,864,,16,<5,48.5,33
All Students,146906,Liberty ISD,Liberty County,Houston,4,476,439,425,915,12.5,64,8,54.2,118
All Students,146907,Tarkington ISD,Liberty County,Houston,4,509,494,463,1003,26.2,61,16,50,122
All Students,147901,Coolidge ISD,Limestone County,Waco,12,425,403,395,828,,6,<5,46.2,13
All Students,147902,Groesbeck ISD,Limestone County,Waco,12,523,474,451,997,,7,<5,9.9,71
All Students,147903,Mexia ISD,Limestone County,Waco,12,,,,,,<5,<5,,106
All Students,149901,George West ISD,Live Oak County,Corpus Christi,2,546,473,457,1019,,<15,<5,,59
All Students,149902,Three Rivers ISD,Live Oak County,Corpus Christi,2,517,453,443,970,,6,<5,15,40
All Students,150901,Llano ISD,Llano County,Austin,13,499,470,462,968,22.7,66,15,64.1,103
All Students,152504,Texas Tech University High School,Lubbock County,Lubbock,17,536,563,543,1099,55.3,47,26,,<5
All Students,152803,South Plains,Lubbock County,Lubbock,17,522,432,462,953,,6,<5,5.8,103
All Students,152805,Harmony Science Acad (Lubbock),Lubbock County,Lubbock,17,430,460,433,890,,<5,<5,,<5
All Students,152901,Lubbock ISD,Lubbock County,Lubbock,17,503,497,482,1001,28,733,205,54.3,"1,349"
All Students,152902,New Deal ISD,Lubbock County,Lubbock,17,442,445,422,886,,13,<5,32.5,40
All Students,152903,Slaton ISD,Lubbock County,Lubbock,17,477,444,437,921,,11,<5,15.9,69
All Students,152906,Lubbock-Cooper ISD,Lubbock County,Lubbock,17,515,488,450,1002,31.7,41,13,32.3,127
All Students,152907,Frenship ISD,Lubbock County,Lubbock,17,518,495,476,1013,27.9,204,57,52.4,389
All Students,152908,Roosevelt ISD,Lubbock County,Lubbock,17,479,445,428,924,,31,<5,49.2,63
All Students,152909,Shallowater ISD,Lubbock County,Lubbock,17,498,473,463,971,20.8,53,11,57.6,92
All Students,152910,Idalou ISD,Lubbock County,Lubbock,17,551,514,480,1065,45.5,22,10,34.9,63
All Students,153904,Tahoka ISD,Lynn County,Lubbock,17,499,503,449,1002,,9,<5,25.7,35
All Students,153905,New Home ISD,Lynn County,Lubbock,17,,,,,,<5,<5,,12
All Students,154901,Madisonville CISD,Madison County,Huntsville,6,487,449,429,936,16.7,66,11,50.4,131
All Students,154903,North Zulch ISD,Madison County,Huntsville,6,480,467,477,947,,<5,<5,,11
All Students,155901,Jefferson ISD,Marion County,Mt Pleasant,8,415,470,420,885,,<5,<5,,71
All Students,156902,Stanton ISD,Martin County,Midland,18,491,465,444,956,,14,<5,31.1,45
All Students,156905,Grady ISD,Martin County,Midland,18,,,,,,<5,<5,,21
All Students,157901,Mason ISD,Mason County,San Angelo,15,503,517,487,1021,,18,<5,46.2,39
All Students,158901,Bay City ISD,Matagorda County,Victoria,3,472,437,422,909,15.4,143,22,65.9,217
All Students,158902,Tidehaven ISD,Matagorda County,Victoria,3,463,413,418,876,,18,<5,36,50
All Students,158905,Palacios ISD,Matagorda County,Victoria,3,450,429,426,879,8.6,58,5,61.1,95
All Students,158906,Van Vleck ISD,Matagorda County,Victoria,3,500,474,458,975,20.9,43,9,64.2,67
All Students,159901,Eagle Pass ISD,Maverick County,San Antonio,20,449,416,410,865,5.6,499,28,62.5,799
All Students,160901,Brady ISD,McCulloch County,San Angelo,15,564,536,510,1100,,<10,<5,,78
All Students,160904,Rochelle ISD,McCulloch County,San Angelo,15,,,,,,<5,<5,,13
All Students,161901,Crawford ISD,McLennan County,Waco,12,512,529,521,1041,40.7,27,11,56.3,48
All Students,161903,Midway ISD,McLennan County,Waco,12,536,523,500,1059,43.3,291,126,65.4,445
All Students,161906,La Vega ISD,McLennan County,Waco,12,412,391,394,803,,50,<5,40,125
All Students,161907,Lorena ISD,McLennan County,Waco,12,530,526,502,1056,35.4,48,17,51.1,94
All Students,161908,Mart ISD,McLennan County,Waco,12,460,402,400,862,,27,<5,51.9,52
All Students,161909,McGregor ISD,McLennan County,Waco,12,506,480,451,986,24,25,6,39.7,63
All Students,161910,Moody ISD,McLennan County,Waco,12,465,442,401,906,,11,<5,40.7,27
All Students,161912,Riesel ISD,McLennan County,Waco,12,505,408,427,913,,22,<5,59.5,37
All Students,161914,Waco ISD,McLennan County,Waco,12,449,427,426,877,11.2,251,28,38.4,654
All Students,161916,West ISD,McLennan County,Waco,12,530,477,466,1007,29.6,54,16,59.3,91
All Students,161918,Axtell ISD,McLennan County,Waco,12,532,527,522,1059,,9,<5,18,50
All Students,161919,Bruceville-Eddy ISD,McLennan County,Waco,12,488,474,463,961,,16,<5,37.2,43
All Students,161920,China Spring ISD,McLennan County,Waco,12,553,524,516,1077,40.7,59,24,50,118
All Students,161921,Connally ISD,McLennan County,Waco,12,488,460,445,948,15.8,57,9,46,124
All Students,161922,Robinson ISD,McLennan County,Waco,12,561,515,461,1076,,8,<10,5.2,154
All Students,161923,Bosqueville ISD,McLennan County,Waco,12,493,440,412,933,,21,<5,65.6,32
All Students,162904,McMullen County ISD,McMullen County,Corpus Christi,2,502,458,458,960,,6,<5,54.5,11
All Students,163901,Devine ISD,Medina County,San Antonio,20,462,448,433,910,,46,<5,39.7,116
All Students,163902,D'Hanis School,Medina County,San Antonio,20,558,520,485,1078,,8,<5,30.8,26
All Students,163903,Natalia ISD,Medina County,San Antonio,20,437,403,400,840,,43,<5,87.8,49
All Students,163904,Hondo ISD,Medina County,San Antonio,20,543,514,481,1057,50,14,7,11.7,120
All Students,163908,Medina Valley ISD,Medina County,San Antonio,20,521,491,469,1012,23.7,38,9,17.2,221
All Students,164901,Menard ISD,Menard County,San Angelo,15,,,,,,<5,<5,,19
All Students,165901,Midland ISD,Midland County,Midland,18,515,487,468,1002,28.4,464,132,38.3,"1,212"
All Students,165902,Greenwood ISD,Midland County,Midland,18,495,459,452,954,,56,<15,56.6,99
All Students,166901,Cameron ISD,Milam County,Huntsville,6,462,436,428,898,11.9,59,7,69.4,85
All Students,166903,Milano ISD,Milam County,Huntsville,6,502,432,421,934,,13,<5,44.8,29
All Students,166904,Rockdale ISD,Milam County,Huntsville,6,466,450,433,916,,51,<5,45.9,111
All Students,166905,Thorndale ISD,Milam County,Austin,13,508,472,477,980,39.4,33,13,70.2,47
All Students,166907,Buckholts ISD,Milam County,Huntsville,6,,,,,,<5,<5,,12
All Students,167901,Goldthwaite ISD,Mills County,Waco,12,511,479,438,990,,21,<5,52.5,40
All Students,167904,Priddy ISD,Mills County,Waco,12,,,,,,<5,<5,,<5
All Students,168901,Colorado ISD,Mitchell County,Abilene,14,,,,,,<5,<5,,58
All Students,168902,Loraine ISD,Mitchell County,Abilene,14,358,327,343,684,,9,<5,81.8,11
All Students,168903,Westbrook ISD,Mitchell County,Abilene,14,483,493,463,977,,<5,<5,,12
All Students,169901,Bowie ISD,Montague County,Wichita Falls,9,489,482,457,970,14.9,47,7,58.8,80
All Students,169902,Nocona ISD,Montague County,Wichita Falls,9,545,560,515,1105,,6,<5,15.4,39
All Students,169906,Gold Burg ISD,Montague County,Wichita Falls,9,425,366,355,791,,11,<5,91.7,12
All Students,169910,Forestburg ISD,Montague County,Wichita Falls,9,560,453,478,1013,,<5,<5,,10
All Students,169911,Saint Jo ISD,Montague County,Wichita Falls,9,543,485,481,1028,,11,<5,52.4,21
All Students,170902,Conroe ISD,Montgomery County,Huntsville,6,548,521,507,1069,42.3,"1,959",829,70.7,"2,771"
All Students,170903,Montgomery ISD,Montgomery County,Huntsville,6,530,495,480,1026,31.1,264,82,70,377
All Students,170904,Willis ISD,Montgomery County,Huntsville,6,479,456,433,935,17.8,163,29,51.4,317
All Students,170906,Magnolia ISD,Montgomery County,Huntsville,6,505,488,470,993,27.2,393,107,58,678
All Students,170907,Splendora ISD,Montgomery County,Huntsville,6,478,440,420,917,8.8,80,7,36.9,217
All Students,170908,New Caney ISD,Montgomery County,Huntsville,6,495,471,451,966,23.4,158,37,39,405
All Students,171901,Dumas ISD,Moore County,Amarillo,16,565,545,519,1110,64.3,14,9,6.9,203
All Students,172902,Daingerfield-Lone Star ISD,Morris County,Mt Pleasant,8,421,413,402,833,,27,<5,33.3,81
All Students,172905,Pewitt CISD,Morris County,Mt Pleasant,8,505,511,474,1016,,10,<5,20,50
All Students,174901,Chireno ISD,Nacogdoches County,Kilgore,7,403,423,403,827,,<5,<5,,15
All Students,174902,Cushing ISD,Nacogdoches County,Kilgore,7,533,521,470,1054,,7,<5,25.9,27
All Students,174904,Nacogdoches ISD,Nacogdoches County,Kilgore,7,515,489,463,1004,32.3,127,41,38.4,331
All Students,174906,Woden ISD,Nacogdoches County,Kilgore,7,496,481,452,977,,16,<5,25,64
All Students,174908,Central Heights ISD,Nacogdoches County,Kilgore,7,499,503,470,1002,21.2,33,7,73.3,45
All Students,174909,Martinsville ISD,Nacogdoches County,Kilgore,7,445,433,442,878,,6,<5,26.1,23
All Students,174911,Douglass ISD,Nacogdoches County,Kilgore,7,563,533,538,1096,53.8,13,7,52,25
All Students,175902,Blooming Grove ISD,Navarro County,Waco,12,480,444,434,924,,20,<5,37.7,53
All Students,175903,Corsicana ISD,Navarro County,Waco,12,458,439,414,897,11.7,145,17,49.8,291
All Students,175904,Dawson ISD,Navarro County,Waco,12,573,470,483,1043,,<5,<5,,26
All Students,175905,Frost ISD,Navarro County,Waco,12,568,508,472,1077,,6,<5,35.3,17
All Students,175907,Kerens ISD,Navarro County,Waco,12,490,460,453,950,,<5,<5,,42
All Students,175910,Mildred ISD,Navarro County,Waco,12,458,455,436,914,,25,<5,50,50
All Students,175911,Rice ISD,Navarro County,Waco,12,475,429,439,904,18.5,27,5,61.4,44
All Students,176901,Burkeville ISD,Newton County,Beaumont,5,528,495,488,1023,,6,<5,26.1,23
All Students,176902,Newton ISD,Newton County,Beaumont,5,402,448,392,850,,5,<5,9.6,52
All Students,176903,Deweyville ISD,Newton County,Beaumont,5,469,481,451,950,,17,<5,34,50
All Students,177902,Sweetwater ISD,Nolan County,Abilene,14,543,487,488,1030,,11,<5,11,100
All Students,177903,Blackwell CISD,Nolan County,Abilene,14,,,,,,<5,<5,,15
All Students,177905,Highland ISD,Nolan County,Abilene,14,575,510,518,1085,,<5,<5,,<15
All Students,178804,Richard Milburn Alter High School,Nueces County,Corpus Christi,2,409,425,413,834,,20,<5,23.3,86
All Students,178901,Agua Dulce ISD,Nueces County,Corpus Christi,2,513,443,413,957,,<5,<5,,27
All Students,178902,Bishop CISD,Nueces County,Corpus Christi,2,469,469,436,938,,17,<5,25,68
All Students,178903,Calallen ISD,Nueces County,Corpus Christi,2,473,459,449,932,15,167,25,63.7,262
All Students,178904,Corpus Christi ISD,Nueces County,Corpus Christi,2,470,455,440,925,17.6,"1,155",203,61.5,"1,879"
All Students,178908,Port Aransas ISD,Nueces County,Corpus Christi,2,526,505,507,1032,30,30,9,75,40
All Students,178909,Robstown ISD,Nueces County,Corpus Christi,2,,,,,,<5,<5,,145
All Students,178912,Tuloso-Midway ISD,Nueces County,Corpus Christi,2,497,483,461,980,23.3,90,21,37.7,239
All Students,178913,Banquete ISD,Nueces County,Corpus Christi,2,563,513,485,1075,,<5,<5,,55
All Students,178914,Flour Bluff ISD,Nueces County,Corpus Christi,2,516,503,480,1019,29.8,265,79,70.3,377
All Students,178915,West Oso ISD,Nueces County,Corpus Christi,2,394,373,376,767,,35,<5,47.3,74
All Students,179901,Perryton ISD,Ochiltree County,Amarillo,16,,,,,,<5,<5,,121
All Students,180901,Boys Ranch ISD,Oldham County,Amarillo,16,445,365,375,810,,<5,<5,,23
All Students,180902,Vega ISD,Oldham County,Amarillo,16,,,,,,<5,<5,,16
All Students,181901,Bridge City ISD,Orange County,Beaumont,5,479,448,430,927,13.6,88,12,56.1,157
All Students,181905,Orangefield ISD,Orange County,Beaumont,5,508,482,457,990,22.6,93,21,80.2,116
All Students,181906,West Orange-Cove CISD,Orange County,Beaumont,5,390,381,394,771,,88,<5,82.2,107
All Students,181907,Vidor ISD,Orange County,Beaumont,5,464,465,436,929,15,140,21,51.1,274
All Students,181908,Little Cypress-Mauriceville CISD,Orange County,Beaumont,5,504,488,460,991,25.4,134,34,60.4,222
All Students,182901,Gordon ISD,Palo Pinto County,Fort Worth,11,,,,,,<5,<5,,11
All Students,182902,Graford ISD,Palo Pinto County,Fort Worth,11,483,425,358,908,,8,<5,61.5,13
All Students,182903,Mineral Wells ISD,Palo Pinto County,Fort Worth,11,493,467,436,960,18.8,85,16,40.7,209
All Students,182904,Santo ISD,Palo Pinto County,Fort Worth,11,538,496,484,1034,,<10,<5,,26
All Students,183902,Carthage ISD,Panola County,Kilgore,7,527,534,496,1061,45,20,9,11.8,170
All Students,183904,Gary ISD,Panola County,Kilgore,7,,,,,,<5,<5,,23
All Students,184801,Crosstimbers Academy,Parker County,Fort Worth,11,495,620,483,1115,,<5,<5,,54
All Students,184901,Poolville ISD,Parker County,Fort Worth,11,524,490,468,1014,,5,<5,20.8,24
All Students,184902,Springtown ISD,Parker County,Fort Worth,11,506,494,467,1000,23.4,94,22,48,196
All Students,184903,Weatherford ISD,Parker County,Fort Worth,11,533,513,493,1045,35.5,234,83,52.2,448
All Students,184904,Millsap ISD,Parker County,Fort Worth,11,488,458,453,946,,24,<5,46.2,52
All Students,184907,Aledo ISD,Parker County,Fort Worth,11,564,544,513,1108,50.9,283,144,80.9,350
All Students,184908,Peaster ISD,Parker County,Fort Worth,11,549,507,497,1056,34.2,38,13,56.7,67
All Students,184909,Brock ISD,Parker County,Fort Worth,11,550,518,528,1068,,28,<15,43.1,65
All Students,185902,Farwell ISD,Parmer County,Amarillo,16,557,563,560,1120,,<5,<5,,32
All Students,185903,Friona ISD,Parmer County,Amarillo,16,,,,,,<5,<5,,67
All Students,186901,Buena Vista ISD,Pecos County,Midland,18,490,410,370,900,,<5,<5,,9
All Students,186902,Fort Stockton ISD,Pecos County,Midland,18,441,420,407,861,11.9,59,7,51.3,115
All Students,186903,Iraan-Sheffield ISD,Pecos County,Midland,18,483,470,467,953,,9,<5,12.7,71
All Students,187901,Big Sandy ISD,Polk County,Huntsville,6,449,428,423,877,,12,<5,52.2,23
All Students,187903,Goodrich ISD,Polk County,Huntsville,6,425,418,400,843,,6,<5,66.7,9
All Students,187904,Corrigan-Camden ISD,Polk County,Huntsville,6,495,426,397,921,,30,<5,65.2,46
All Students,187906,Leggett ISD,Polk County,Huntsville,6,453,430,397,883,,<5,<5,,11
All Students,187907,Livingston ISD,Polk County,Huntsville,6,480,453,423,933,15.7,102,16,47,217
All Students,187910,Onalaska ISD,Polk County,Huntsville,6,441,454,442,894,,18,<5,41.9,43
All Students,188801,Richard Milburn Academy (Amarillo),Potter County,Amarillo,16,470,467,424,937,,7,<5,8.1,86
All Students,188901,Amarillo ISD,Potter County,Amarillo,16,502,478,454,980,22.9,597,137,36.8,"1,624"
All Students,188902,River Road ISD,Potter County,Amarillo,16,486,459,470,945,,11,<5,12.5,88
All Students,188903,Highland Park ISD,Potter County,Amarillo,16,495,501,442,996,,10,<5,22.2,45
All Students,188904,Bushland ISD,Potter County,Amarillo,16,505,484,484,988,24.2,33,8,40.2,82
All Students,189901,Marfa ISD,Presidio County,Midland,18,,,,,,<5,<5,,16
All Students,189902,Presidio ISD,Presidio County,Midland,18,483,433,431,916,,<20,<5,,88
All Students,190903,Rains ISD,Rains County,Kilgore,7,501,484,466,986,,7,<5,8.4,83
All Students,191901,Canyon ISD,Randall County,Amarillo,16,524,505,480,1029,32.1,190,61,38.2,498
All Students,192901,Reagan County ISD,Reagan County,Midland,18,,,,,,<5,<5,,36
All Students,193801,Big Springs Charter School,Real County,San Antonio,20,,,,,,<5,<5,,8
All Students,193902,Leakey ISD,Real County,San Antonio,20,480,483,483,963,,<5,<5,,28
All Students,194902,Avery ISD,Red River County,Mt Pleasant,8,533,533,483,1065,,<5,<5,,29
All Students,194903,Rivercrest ISD,Red River County,Mt Pleasant,8,,,,,,<5,<5,,41
All Students,194905,Detroit ISD,Red River County,Mt Pleasant,8,473,488,453,960,,<5,<5,,24
All Students,195901,Pecos-Barstow-Toyah ISD,Reeves County,Midland,18,437,416,395,853,,85,<5,61.2,139
All Students,195902,Balmorhea ISD,Reeves County,Midland,18,433,416,418,849,,9,<5,69.2,13
All Students,196901,Austwell-Tivoli ISD,Refugio County,Victoria,3,490,450,466,940,,5,<5,38.5,13
All Students,196902,Woodsboro ISD,Refugio County,Victoria,3,460,438,418,898,,<5,<5,,30
All Students,196903,Refugio ISD,Refugio County,Victoria,3,462,419,389,881,,35,<5,57.4,61
All Students,198901,Bremond ISD,Robertson County,Huntsville,6,464,449,407,913,,29,<5,65.9,44
All Students,198903,Franklin ISD,Robertson County,Huntsville,6,507,495,460,1002,19.4,31,6,50,62
All Students,198905,Hearne ISD,Robertson County,Huntsville,6,479,473,468,952,,12,<5,23.1,52
All Students,198906,Mumford ISD,Robertson County,Huntsville,6,491,481,453,973,,8,<5,30.8,26
All Students,199901,Rockwall ISD,Rockwall County,Richardson,10,543,514,499,1057,39.1,599,234,71.8,834
All Students,199902,Royse City ISD,Rockwall County,Richardson,10,503,462,443,965,20,130,26,52.8,246
All Students,200901,Ballinger ISD,Runnels County,San Angelo,15,573,547,533,1120,,<5,<5,,66
All Students,200902,Miles ISD,Runnels County,San Angelo,15,545,510,493,1055,,<5,<5,,26
All Students,200904,Winters ISD,Runnels County,San Angelo,15,493,440,413,933,,<5,<5,,31
All Students,201902,Henderson ISD,Rusk County,Kilgore,7,516,484,459,1000,33.3,36,12,17.6,204
All Students,201904,Leveretts Chapel ISD,Rusk County,Kilgore,7,,,,,,<5,<5,,<10
All Students,201908,Overton ISD,Rusk County,Kilgore,7,475,442,421,917,,13,<5,34.2,38
All Students,201910,Tatum ISD,Rusk County,Kilgore,7,478,465,473,943,,<5,<5,,101
All Students,201913,Carlisle ISD,Rusk County,Kilgore,7,459,411,427,870,,12,<5,42.9,28
All Students,201914,West Rusk ISD,Rusk County,Kilgore,7,453,428,435,881,,12,<5,27.3,44
All Students,202903,Hemphill ISD,Sabine County,Kilgore,7,508,505,462,1014,,17,<5,24.6,69
All Students,202905,West Sabine ISD,Sabine County,Kilgore,7,460,443,400,903,,7,<5,18.4,38
All Students,203901,San Augustine ISD,San Augustine Coun,Kilgore,7,478,420,400,898,,<5,<5,,39
All Students,204901,Coldspring-Oakhurst CISD,San Jacinto County,Huntsville,6,443,430,410,873,,49,<5,50,98
All Students,204904,Shepherd ISD,San Jacinto County,Huntsville,6,484,458,447,942,,22,<5,31.9,69
All Students,205901,Aransas Pass ISD,San Patricio Count,Corpus Christi,2,465,455,434,920,,43,<5,43,100
All Students,205902,Gregory-Portland ISD,San Patricio Count,Corpus Christi,2,519,472,464,991,28.3,184,52,67.2,274
All Students,205903,Ingleside ISD,San Patricio Count,Corpus Christi,2,474,454,445,929,10.6,47,5,44.3,106
All Students,205904,Mathis ISD,San Patricio Count,Corpus Christi,2,415,386,366,801,,45,<5,48.4,93
All Students,205905,Odem-Edroy ISD,San Patricio Count,Corpus Christi,2,419,397,437,816,,13,<5,25.5,51
All Students,205906,Sinton ISD,San Patricio Count,Corpus Christi,2,461,449,431,910,12.9,70,9,64.8,108
All Students,205907,Taft ISD,San Patricio Count,Corpus Christi,2,480,448,482,928,,5,<5,8.8,57
All Students,206901,San Saba ISD,San Saba County,San Angelo,15,,,,,,<5,<5,,37
All Students,206902,Richland Springs ISD,San Saba County,San Angelo,15,506,493,480,999,,7,<5,87.5,8
All Students,206903,Cherokee ISD,San Saba County,San Angelo,15,,,,,,<5,<5,,<5
All Students,207901,Schleicher ISD,Schleicher County,San Angelo,15,418,418,426,836,,<10,<5,,40
All Students,208902,Snyder ISD,Scurry County,Abilene,14,526,490,508,1016,,12,<5,7.4,162
All Students,209901,Albany ISD,Shackelford County,Abilene,14,514,475,457,989,21.4,28,6,73.7,38
All Students,209902,Moran ISD,Shackelford County,Abilene,14,450,408,376,858,,<10,<5,,6
All Students,210901,Center ISD,Shelby County,Kilgore,7,467,420,439,887,,19,<5,16.1,118
All Students,210902,Joaquin ISD,Shelby County,Kilgore,7,,,,,,<5,<5,,35
All Students,211902,Stratford ISD,Sherman County,Amarillo,16,,,,,,<5,<5,,35
All Students,212901,Arp ISD,Smith County,Kilgore,7,490,466,470,956,,21,<5,33.3,63
All Students,212902,Bullard ISD,Smith County,Kilgore,7,494,478,448,972,18.8,48,9,43.2,111
All Students,212903,Lindale ISD,Smith County,Kilgore,7,519,495,485,1014,25.9,112,29,49.8,225
All Students,212904,Troup ISD,Smith County,Kilgore,7,450,445,428,894,,20,<5,38.5,52
All Students,212905,Tyler ISD,Smith County,Kilgore,7,494,478,464,972,20.7,372,77,41.4,898
All Students,212906,Whitehouse ISD,Smith County,Kilgore,7,517,506,475,1023,35.3,167,59,59.9,279
All Students,212909,Chapel Hill ISD,Smith County,Kilgore,7,468,429,421,897,9.6,114,11,75.5,151
All Students,212910,Winona ISD,Smith County,Kilgore,7,446,408,419,854,,15,<5,28.8,52
All Students,213801,Brazos River Charter School,Somervell County,Fort Worth,11,447,485,407,932,,6,<5,10.7,56
All Students,213901,Glen Rose ISD,Somervell County,Fort Worth,11,508,472,455,980,28,82,23,73.2,112
All Students,214901,Rio Grande City CISD,Starr County,Edinburg,1,438,397,422,835,,99,<5,19.4,510
All Students,214903,Roma ISD,Starr County,Edinburg,1,493,427,433,920,,<5,<5,,342
All Students,215901,Breckenridge ISD,Stephens County,Abilene,14,529,464,437,993,23.9,46,11,49.5,93
All Students,218901,Sonora ISD,Sutton County,San Angelo,15,483,423,410,907,,<5,<5,,55
All Students,219901,Happy ISD,Swisher County,Amarillo,16,470,450,447,920,,<5,<5,,19
All Students,219903,Tulia ISD,Swisher County,Amarillo,16,,,,,,<5,<5,,61
All Students,220801,Treetops School International,Tarrant County,Fort Worth,11,547,548,520,1095,,6,<5,,<25
All Students,220804,Fort Worth Can Academy,Tarrant County,Fort Worth,11,,,,,,<5,<5,,145
All Students,220809,Fort Worth Academy Of Fine Arts,Tarrant County,Fort Worth,11,530,554,527,1084,39.6,48,19,96,50
All Students,220810,Westlake Academy Charter School,Tarrant County,Fort Worth,11,580,596,582,1176,68.8,32,22,103.2,31
All Students,220812,Richard Milburn Academy (Fort Wort,Tarrant County,Fort Worth,11,,,,,,<5,<5,,25
