Group,DISTRICT,DistName,cntyname,RegnName,REGION,Math,Reading,Writing,Total,Above_Crit_Rate,Exnees_Mskd,Crit_Mskd,Part_Rate,Grads_Mskd
All Students,68901,Ector County ISD,Ector County,Midland,18,494,464,449,958,16,476,76,39.4,"1,209"
All Students,69901,Rocksprings ISD,Edwards County,San Angelo,15,608,558,506,1166,,5,<5,27.8,18
All Students,69902,Nueces Canyon CISD,Edwards County,San Angelo,15,507,483,510,990,,<5,<5,,15
All Students,70801,Waxahachie Faith Family Academy,Ellis County,Richardson,10,477,463,422,940,,6,<5,46.2,13
All Students,70901,Avalon ISD,Ellis County,Richardson,10,451,425,421,876,,14,<5,93.3,15
All Students,70903,Ennis ISD,Ellis County,Richardson,10,511,511,488,1022,33.8,77,26,25.5,302
All Students,70905,Ferris ISD,Ellis County,Richardson,10,464,457,439,921,17.5,57,10,50.4,113
All Students,70907,Italy ISD,Ellis County,Richardson,10,435,399,367,834,,15,<5,39.5,38
All Students,70908,Midlothian ISD,Ellis County,Richardson,10,528,501,484,1029,32.5,249,81,49.8,500
All Students,70910,Palmer ISD,Ellis County,Richardson,10,495,476,456,971,,32,<5,50.8,63
All Students,70911,Red Oak ISD,Ellis County,Richardson,10,511,487,461,998,22.9,205,47,58.6,350
All Students,70912,Waxahachie ISD,Ellis County,Richardson,10,495,483,459,978,26.3,224,59,49.4,453
All Students,70915,Maypearl ISD,Ellis County,Richardson,10,458,449,424,907,13.6,44,6,73.3,60
All Students,71803,Paso Del Norte,El Paso County,El Paso,19,424,342,350,767,,9,<5,8,112
All Students,71804,El Paso Academy,El Paso County,El Paso,19,423,485,438,908,,12,<5,10.1,119
All Students,71806,Harmony Science Acad (El Paso),El Paso County,El Paso,19,514,466,480,980,,14,<5,82.4,17
All Students,71901,Clint ISD,El Paso County,El Paso,19,449,392,397,841,4.3,400,17,62.2,643
All Students,71902,El Paso ISD,El Paso County,El Paso,19,492,459,456,951,19.8,"2,025",400,52.6,"3,852"
All Students,71903,Fabens ISD,El Paso County,El Paso,19,457,392,383,849,,98,<5,65.8,149
All Students,71904,San Elizario ISD,El Paso County,El Paso,19,447,405,404,851,,80,<10,39.8,201
All Students,71905,Ysleta ISD,El Paso County,El Paso,19,412,387,381,799,3.3,"2,884",95,102.9,"2,804"
All Students,71906,Anthony ISD,El Paso County,El Paso,19,413,470,478,883,,<5,<5,,32
All Students,71907,Canutillo ISD,El Paso County,El Paso,19,432,401,396,833,3.8,234,9,60.8,385
All Students,71909,Socorro ISD,El Paso County,El Paso,19,454,421,420,875,6.9,"1,599",110,65.6,"2,437"
All Students,72801,Paradigm Accelerated Charter Schoo,Erath County,Fort Worth,11,462,460,435,923,15.6,96,15,223.3,43
All Students,72902,Dublin ISD,Erath County,Fort Worth,11,512,501,483,1013,25.9,27,7,54,50
All Students,72903,Stephenville,Erath County,Fort Worth,11,521,502,492,1023,32.5,123,40,53.5,230
All Students,72908,Huckabay ISD,Erath County,Fort Worth,11,507,507,507,1013,,6,<5,50,12
All Students,72909,Lingleville ISD,Erath County,Fort Worth,11,,,,,,<5,<5,,13
All Students,73901,Chilton ISD,Falls County,Waco,12,,,,,,<5,<5,,18
All Students,73903,Marlin ISD,Falls County,Waco,12,418,359,366,777,,31,<5,56.4,55
All Students,73905,Rosebud-Lott ISD,Falls County,Waco,12,506,489,485,995,,11,<5,20.8,53
All Students,74903,Bonham ISD,Fannin County,Richardson,10,501,496,464,997,20.6,34,7,38.6,88
All Students,74904,Dodd City ISD,Fannin County,Richardson,10,,,,,,<5,<5,,11
All Students,74905,Ector ISD,Fannin County,Richardson,10,513,489,468,1002,,9,<5,56.3,16
All Students,74909,Leonard ISD,Fannin County,Richardson,10,490,483,459,973,,23,<5,32.4,71
All Students,74911,Savoy ISD,Fannin County,Richardson,10,473,469,461,943,,16,<5,72.7,22
All Students,74912,Trenton ISD,Fannin County,Richardson,10,449,427,451,876,,14,<5,43.8,32
All Students,74917,Sam Rayburn ISD,Fannin County,Richardson,10,523,508,474,1031,,9,<5,40.9,22
All Students,75901,Flatonia ISD,Fayette County,Austin,13,503,461,438,964,,24,<5,64.9,37
All Students,75902,La Grange ISD,Fayette County,Austin,13,518,493,480,1011,33.3,84,28,63.6,132
All Students,75903,Schulenburg ISD,Fayette County,Austin,13,499,447,442,946,19.2,26,5,56.5,46
All Students,75906,Fayetteville ISD,Fayette County,Austin,13,543,500,474,1043,,10,<5,71.4,14
All Students,75908,Round Top-Carmine ISD,Fayette County,Austin,13,519,495,468,1014,,<15,<5,,13
All Students,76903,Roby CISD,Fisher County,Abilene,14,,,,,,<5,<5,,33
All Students,77901,Floydada ISD,Floyd County,Lubbock,17,,,,,,<5,<5,,44
All Students,77902,Lockney ISD,Floyd County,Lubbock,17,,,,,,<5,<5,,34
All Students,78901,Crowell ISD,Foard County,Wichita Falls,9,,,,,,<5,<5,,19
All Students,79901,Lamar CISD,Fort Bend County,Houston,4,503,482,472,985,24.4,767,187,60.9,"1,259"
All Students,79906,Needville ISD,Fort Bend County,Houston,4,527,503,481,1029,30,70,21,44.9,156
All Students,79907,Fort Bend ISD,Fort Bend County,Houston,4,532,494,492,1027,34.8,"3,763","1,310",83,"4,533"
All Students,79910,Stafford MSD,Fort Bend County,Houston,4,472,429,441,901,10.9,138,15,71.9,192
All Students,80901,Mount Vernon ISD,Franklin County,Mt Pleasant,8,523,489,451,1011,,7,<5,7,100
All Students,81902,Fairfield ISD,Freestone County,Waco,12,515,503,481,1018,30.8,26,8,23.6,110
All Students,81904,Teague ISD,Freestone County,Waco,12,485,477,456,962,,22,<5,29.7,74
All Students,81905,Wortham ISD,Freestone County,Waco,12,479,455,426,934,,12,<5,41.4,29
All Students,82902,Dilley ISD,Frio County,San Antonio,20,479,441,436,920,,9,<5,17,53
All Students,82903,Pearsall ISD,Frio County,San Antonio,20,528,501,484,1029,,14,<5,12.3,114
All Students,83903,Seminole ISD,Gaines County,Lubbock,17,471,442,425,913,10.8,74,8,55.2,134
All Students,84901,Dickinson ISD,Galveston County,Houston,4,480,454,436,934,14.7,197,29,42.1,468
All Students,84902,Galveston ISD,Galveston County,Houston,4,479,458,435,936,18.1,199,36,52,383
All Students,84903,High Island ISD,Galveston County,Beaumont,5,447,449,438,896,,12,<5,57.1,21
All Students,84904,La Marque ISD,Galveston County,Houston,4,423,409,397,833,8.5,71,6,45.8,155
All Students,84906,Texas City ISD,Galveston County,Houston,4,478,446,438,925,10,140,14,40.5,346
All Students,84908,Hitchcock ISD,Galveston County,Houston,4,428,432,406,860,,17,<5,37,46
All Students,84909,Santa Fe ISD,Galveston County,Houston,4,498,470,444,968,19.5,113,22,39,290
All Students,84910,Clear Creek ISD,Galveston County,Houston,4,548,521,506,1069,41.4,"1,896",784,75.4,"2,514"
All Students,84911,Friendswood ISD,Galveston County,Houston,4,571,544,529,1116,50.5,402,203,88,457
All Students,85902,Post ISD,Garza County,Lubbock,17,523,540,463,1063,,<5,<5,,51
All Students,86901,Fredericksburg ISD,Gillespie County,Austin,13,502,501,484,1003,27.6,145,40,63.9,227
All Students,86902,Harper ISD,Gillespie County,Austin,13,515,470,465,985,,30,<10,65.2,46
All Students,87901,Glasscock County ISD,Glasscock County,Midland,18,,,,,,<5,<5,,17
All Students,88902,Goliad ISD,Goliad County,Victoria,3,508,450,422,958,20.5,44,9,45.4,97
All Students,89901,Gonzales ISD,Gonzales County,Austin,13,479,465,432,943,,43,<10,36.1,119
All Students,89903,Nixon-Smiley CISD,Gonzales County,Austin,13,495,438,437,933,,6,<5,13.3,45
All Students,90904,Pampa ISD,Gray County,Amarillo,16,516,486,471,1003,23.5,68,16,33.5,203
All Students,91901,Bells ISD,Grayson County,Richardson,10,491,465,446,955,,19,<5,38,50
All Students,91902,Collinsville ISD,Grayson County,Richardson,10,474,538,502,1012,,<10,<5,,34
All Students,91903,Denison ISD,Grayson County,Richardson,10,530,506,476,1036,27.5,80,22,29.5,271
All Students,91905,Howe ISD,Grayson County,Richardson,10,499,489,464,988,,15,<5,27.3,55
All Students,91906,Sherman ISD,Grayson County,Richardson,10,533,512,499,1045,37,119,44,35.4,336
All Students,91908,Van Alstyne ISD,Grayson County,Richardson,10,514,500,467,1014,28.6,56,16,57.1,98
All Students,91909,Whitesboro ISD,Grayson County,Richardson,10,529,520,541,1049,,8,<10,8.1,99
All Students,91910,Whitewright ISD,Grayson County,Richardson,10,533,507,500,1040,29.6,27,8,52.9,51
All Students,91913,Pottsboro ISD,Grayson County,Richardson,10,517,513,482,1030,30.6,36,11,50.7,71
All Students,91914,S And S CISD,Grayson County,Richardson,10,500,486,503,985,,24,<5,38.7,62
All Students,91917,Gunter ISD,Grayson County,Richardson,10,535,499,500,1034,35.7,28,10,50.9,55
All Students,91918,Tom Bean ISD,Grayson County,Richardson,10,506,493,474,998,23.5,34,8,58.6,58
All Students,92801,East Texas Charter Schools,Gregg County,Kilgore,7,440,413,353,853,,<5,<5,,62
All Students,92901,Gladewater ISD,Gregg County,Kilgore,7,487,462,452,949,13.3,45,6,38.8,116
All Students,92902,Kilgore ISD,Gregg County,Kilgore,7,475,460,447,935,,33,<10,18,183
All Students,92903,Longview ISD,Gregg County,Kilgore,7,506,501,496,1007,32.4,136,44,34.5,394
All Students,92904,Pine Tree ISD,Gregg County,Kilgore,7,516,502,488,1018,32.8,128,42,53.1,241
All Students,92906,Sabine ISD,Gregg County,Kilgore,7,513,473,444,986,,30,<5,37.5,80
All Students,92907,Spring Hill ISD,Gregg County,Kilgore,7,537,512,500,1049,38.2,55,21,49.5,111
All Students,92908,White Oak ISD,Gregg County,Kilgore,7,560,540,516,1100,,<25,9,,97
All Students,93901,Anderson-Shiro CISD,Grimes County,Huntsville,6,493,477,457,970,30.4,23,7,46.9,49
All Students,93903,Iola ISD,Grimes County,Huntsville,6,432,411,382,843,,11,<5,55,20
All Students,93904,Navasota ISD,Grimes County,Huntsville,6,463,449,419,912,15.6,90,14,58.4,154
All Students,93905,Richards ISD,Grimes County,Huntsville,6,,,,,,<5,<5,,8
All Students,94901,Seguin ISD,Guadalupe County,Austin,13,487,462,440,949,18.8,224,42,53.8,416
All Students,94902,Schertz-Cibolo-U City ISD,Guadalupe County,Austin,13,504,485,464,989,23.1,594,137,72,825
All Students,94903,Navarro ISD,Guadalupe County,Austin,13,503,497,461,999,25.8,66,17,71.7,92
All Students,94904,Marion ISD,Guadalupe County,Austin,13,492,461,449,953,15,60,9,62.5,96
All Students,95901,Abernathy ISD,Hale County,Lubbock,17,484,442,423,927,,9,<5,27.3,33
All Students,95902,Cotton Center ISD,Hale County,Lubbock,17,442,454,444,896,,5,<5,50,10
All Students,95903,Hale Center ISD,Hale County,Lubbock,17,,,,,,<5,<5,,21
All Students,95904,Petersburg ISD,Hale County,Lubbock,17,380,370,387,750,,<5,<5,,19
All Students,95905,Plainview ISD,Hale County,Lubbock,17,460,434,425,893,,78,<15,28.7,272
All Students,97902,Hamilton ISD,Hamilton County,Waco,12,475,461,466,936,,33,<5,52.4,63
All Students,97903,Hico ISD,Hamilton County,Waco,12,465,466,457,931,,12,<5,24.5,49
All Students,99902,Chillicothe ISD,Hardeman County,Wichita Falls,9,,,,,,<5,<5,,19
All Students,99903,Quanah ISD,Hardeman County,Wichita Falls,9,,,,,,<5,<5,,28
All Students,100903,Kountze ISD,Hardin County,Beaumont,5,487,456,434,942,14,43,6,68.3,63
All Students,100904,Silsbee ISD,Hardin County,Beaumont,5,464,463,434,927,16.8,101,17,62,163
All Students,100905,Hardin-Jefferson ISD,Hardin County,Beaumont,5,505,480,449,986,16.5,79,13,62.7,126
All Students,100907,Lumberton ISD,Hardin County,Beaumont,5,496,491,468,987,17.6,153,27,68.6,223
All Students,100908,West Hardin County CISD,Hardin County,Beaumont,5,468,439,418,907,,14,<5,51.9,27
All Students,101804,George I Sanchez Charter,Harris County,Houston,4,427,388,385,815,,29,<5,33.7,86
All Students,101805,Girls & Boys Preparatory Academy,Harris County,Houston,4,402,394,367,795,,19,<5,73.1,26
All Students,101806,Raul Yzaguirre School For Success,Harris County,Houston,4,484,401,415,885,,<25,<5,,41
All Students,101809,Bay Area Charter Inc,Harris County,Houston,4,425,403,357,828,,6,<5,25,24
All Students,101812,Houston Can Academy Charter School,Harris County,Houston,4,377,351,362,728,,11,<5,7.5,146
All Students,101813,Kipp Inc Charter,Harris County,Houston,4,499,454,463,952,13.9,122,17,103.4,118
All Students,101820,Benji's Special Educational Academ,Harris County,Houston,4,,,,,,<5,<5,,<5
All Students,101821,Houston Heights High School,Harris County,Houston,4,429,385,386,815,,11,<5,22.4,49
All Students,101837,Calvin Nelms Charter Schools,Harris County,Houston,4,498,502,493,1000,,6,<5,12,50
All Students,101838,Southwest School,Harris County,Houston,4,437,401,407,838,,37,<5,50,74
All Students,101845,Yes Preparatory Public Schools,Harris County,Houston,4,525,462,478,987,17.9,190,34,113.8,167
All Students,101846,Harmony Science Academy,Harris County,Houston,4,537,474,482,1011,26.8,71,19,263,27
All Students,101852,Juan B Galaviz Charter School,Harris County,Houston,4,,,,,,<5,<5,,<5
All Students,101854,Richard Milburn Academy (Suburban,Harris County,Houston,4,453,380,398,833,,<5,<5,,64
All Students,101857,Harmony School Of Innovation,Harris County,Houston,4,,,,,,<5,<5,,<5
All Students,101858,Harmony School Of Excellence,Harris County,Houston,4,589,516,517,1106,50,18,9,75,24
All Students,101902,Aldine ISD,Harris County,Houston,4,459,422,411,881,8.7,"1,437",125,51.7,"2,782"
All Students,101903,Alief ISD,Harris County,Houston,4,462,431,421,893,11.6,"1,457",169,62.8,"2,321"
All Students,101905,Channelview ISD,Harris County,Houston,4,463,434,424,898,9.6,188,18,42.1,447
All Students,101906,Crosby ISD,Harris County,Houston,4,494,478,453,972,21,138,29,46.2,299
All Students,101907,Cypress-Fairbanks ISD,Harris County,Houston,4,527,498,478,1025,32.3,"3,892","1,258",65.7,"5,921"
All Students,101908,Deer Park ISD,Harris County,Houston,4,520,482,463,1002,23.5,361,85,44.8,805
All Students,101909,North Forest ISD,Harris County,Houston,4,375,365,363,740,,128,<5,57.9,221
All Students,101910,Galena Park ISD,Harris County,Houston,4,463,430,420,893,11.2,402,45,31.8,"1,265"
All Students,101911,Goose Creek CISD,Harris County,Houston,4,484,452,439,937,18,471,85,40.5,"1,162"
All Students,101912,Houston ISD,Harris County,Houston,4,470,445,440,915,19.1,"6,222","1,187",68.5,"9,077"
All Students,101913,Humble ISD,Harris County,Houston,4,514,497,478,1011,30.4,"1,583",482,69.2,"2,289"
All Students,101914,Katy ISD,Harris County,Houston,4,551,521,509,1071,41.2,"2,929","1,206",75.4,"3,886"
All Students,101915,Klein ISD,Harris County,Houston,4,524,497,477,1021,32.7,"2,009",657,70.6,"2,846"
All Students,101916,La Porte ISD,Harris County,Houston,4,495,474,452,968,19.9,231,46,48.3,478
All Students,101917,Pasadena ISD,Harris County,Houston,4,477,447,435,924,15.4,"1,179",181,43.5,"2,709"
All Students,101919,Spring ISD,Harris County,Houston,4,452,436,423,888,11.2,"1,071",120,60.5,"1,770"
All Students,101920,Spring Branch ISD,Harris County,Houston,4,540,501,499,1041,39.1,"1,371",536,78.7,"1,743"
All Students,101921,Tomball ISD,Harris County,Houston,4,529,499,482,1028,34.1,437,149,65.9,663
All Students,101924,Sheldon ISD,Harris County,Houston,4,441,403,398,844,5.6,177,10,53.5,331
All Students,101925,Huffman ISD,Harris County,Houston,4,499,478,455,978,23.5,136,32,71.6,190
All Students,102901,Karnack ISD,Harrison County,Kilgore,7,,,,,,<5,<5,,<5
All Students,102902,Marshall ISD,Harrison County,Kilgore,7,492,466,459,958,28.2,78,22,26.4,295
All Students,102903,Waskom ISD,Harrison County,Kilgore,7,445,480,403,925,,<5,<5,,39
All Students,102904,Hallsville ISD,Harrison County,Kilgore,7,512,476,458,987,22.8,171,39,62.2,275
All Students,102905,Harleton ISD,Harrison County,Kilgore,7,497,504,470,1001,,<15,<5,,36
All Students,102906,Elysian Fields ISD,Harrison County,Kilgore,7,532,500,512,1032,,5,<5,9.4,53
All Students,104901,Haskell CISD,Haskell County,Abilene,14,,,,,,<5,<5,,48
All Students,104903,Rule ISD,Haskell County,Abilene,14,,,,,,<5,<5,,9
All Students,104907,Paint Creek ISD,Haskell County,Abilene,14,,,,,,<5,<5,,7
All Students,105801,Katherine Anne Porter School,Hays County,Austin,13,528,519,496,1048,26.3,19,5,79.2,24
All Students,105902,San Marcos CISD,Hays County,Austin,13,470,453,425,923,15.7,178,28,42,424
All Students,105904,Dripping Springs ISD,Hays County,Austin,13,578,564,536,1142,58,226,131,85,266
All Students,105905,Wimberley ISD,Hays County,Austin,13,552,531,509,1083,46.4,125,58,87.4,143
All Students,105906,Hays CISD,Hays County,Austin,13,487,465,446,952,20.5,492,101,62.4,789
All Students,106901,Canadian ISD,Hemphill County,Amarillo,16,,,,,,<5,<5,,46
All Students,107901,Athens ISD,Henderson County,Kilgore,7,483,474,453,958,16.4,61,10,34.7,176
All Students,107902,Brownsboro ISD,Henderson County,Kilgore,7,472,461,444,933,,52,<10,27.4,190
All Students,107904,Cross Roads ISD,Henderson County,Kilgore,7,484,462,452,946,,12,<5,24,50
All Students,107905,Eustace ISD,Henderson County,Kilgore,7,495,462,445,957,23.9,46,11,53.5,86
All Students,107906,Malakoff ISD,Henderson County,Kilgore,7,482,496,462,978,,13,<5,18.1,72
All Students,107907,Trinidad ISD,Henderson County,Kilgore,7,,,,,,<5,<5,,14
All Students,107910,Lapoynor ISD,Henderson County,Kilgore,7,471,435,419,906,,14,<5,33.3,42
All Students,108804,Mid-Valley Academy,Hidalgo County,Edinburg,1,393,440,400,833,,<5,<5,,125
All Students,108807,Idea Public Schools,Hidalgo County,Edinburg,1,463,426,433,889,12.8,149,19,104.9,142
All Students,108902,Donna ISD,Hidalgo County,Edinburg,1,554,512,487,1067,,9,<5,1.5,594
All Students,108903,Edcouch-Elsa ISD,Hidalgo County,Edinburg,1,429,399,398,828,,141,<15,46.8,301
All Students,108904,Edinburg CISD,Hidalgo County,Edinburg,1,505,465,463,970,19.1,304,58,17.9,"1,695"
All Students,108905,Hidalgo ISD,Hidalgo County,Edinburg,1,420,401,403,821,,106,<5,49.8,213
All Students,108906,McAllen ISD,Hidalgo County,Edinburg,1,493,461,450,954,19.5,724,141,55.3,"1,310"
All Students,108907,Mercedes ISD,Hidalgo County,Edinburg,1,469,445,444,914,,49,<5,18.5,265
All Students,108908,Mission CISD,Hidalgo County,Edinburg,1,478,463,460,941,16.8,125,21,15.9,784
All Students,108909,Pharr-San Juan-Alamo ISD,Hidalgo County,Edinburg,1,435,417,412,851,9.4,212,20,12.1,"1,747"
All Students,108910,Progreso ISD,Hidalgo County,Edinburg,1,429,424,438,853,,<25,<5,,114
All Students,108911,Sharyland ISD,Hidalgo County,Edinburg,1,497,457,449,954,16.4,378,62,58.6,645
All Students,108912,La Joya ISD,Hidalgo County,Edinburg,1,465,435,430,900,11.3,106,12,8.1,"1,308"
All Students,108913,Weslaco ISD,Hidalgo County,Edinburg,1,458,414,426,872,10.5,133,14,13.9,958
All Students,108916,Valley View ISD,Hidalgo County,Edinburg,1,493,490,459,983,,<20,<5,,266
All Students,109901,Abbott ISD,Hill County,Waco,12,558,488,488,1045,,<5,<5,,13
All Students,109902,Bynum ISD,Hill County,Waco,12,523,495,460,1018,,<5,<5,,9
All Students,109903,Covington ISD,Hill County,Waco,12,,,,,,<5,<5,,11
All Students,109904,Hillsboro ISD,Hill County,Waco,12,502,470,458,973,21.1,38,8,43.2,88
All Students,109905,Hubbard ISD,Hill County,Waco,12,466,417,371,883,,14,<5,46.7,30
All Students,109907,Itasca ISD,Hill County,Waco,12,487,424,420,911,,20,<5,66.7,30
All Students,109911,Whitney ISD,Hill County,Waco,12,519,522,478,1040,33.3,24,8,27.3,88
All Students,109912,Aquilla ISD,Hill County,Waco,12,443,461,424,904,,9,<5,50,18
All Students,109913,Blum ISD,Hill County,Waco,12,498,487,480,985,,6,<5,26.1,23
All Students,109914,Penelope ISD,Hill County,Waco,12,500,540,511,1040,,7,<5,46.7,15
All Students,110901,Anton ISD,Hockley County,Lubbock,17,452,472,420,924,,5,<5,25,20
All Students,110902,Levelland ISD,Hockley County,Lubbock,17,484,471,437,955,22.8,57,13,35.2,162
All Students,110905,Ropes ISD,Hockley County,Lubbock,17,569,523,542,1092,,9,<10,39.1,23
All Students,110906,Smyer ISD,Hockley County,Lubbock,17,537,515,525,1052,,6,<5,42.9,14
All Students,110907,Sundown ISD,Hockley County,Lubbock,17,546,448,455,995,,11,<5,34.4,32
All Students,110908,Whitharral ISD,Hockley County,Lubbock,17,473,410,405,883,,<5,<5,,12
All Students,111901,Granbury ISD,Hood County,Fort Worth,11,536,515,487,1051,36.8,204,75,55.6,367
All Students,111902,Lipan ISD,Hood County,Fort Worth,11,493,463,423,955,,<5,<5,,13
All Students,111903,Tolar ISD,Hood County,Fort Worth,11,501,501,469,1002,28.6,21,6,60,35
All Students,112901,Sulphur Springs ISD,Hopkins County,Mt Pleasant,8,511,506,491,1017,28.4,67,19,33.7,199
All Students,112905,Cumby ISD,Hopkins County,Mt Pleasant,8,558,483,453,1040,,<5,<5,,27
All Students,112908,Como-Pickton CISD,Hopkins County,Mt Pleasant,8,545,494,490,1039,,8,<5,19.5,41
All Students,112909,Saltillo ISD,Hopkins County,Mt Pleasant,8,511,456,423,967,,9,<5,40.9,22
All Students,112910,Sulphur Bluff ISD,Hopkins County,Mt Pleasant,8,533,460,453,993,,<5,<5,,17
All Students,113901,Crockett ISD,Houston County,Huntsville,6,441,412,411,852,,61,<5,71.8,85
All Students,113902,Grapeland ISD,Houston County,Huntsville,6,485,450,476,935,,11,<5,36.7,30
All Students,113903,Lovelady ISD,Houston County,Huntsville,6,513,472,482,985,,19,<5,43.2,44
All Students,113905,Latexo ISD,Houston County,Huntsville,6,463,455,423,918,,22,<5,88,25
All Students,113906,Kennard ISD,Houston County,Huntsville,6,488,472,439,960,,9,<5,50,18
All Students,114901,Big Spring ISD,Howard County,Midland,18,479,496,483,975,,8,<5,3.9,207
All Students,114902,Coahoma ISD,Howard County,Midland,18,528,498,458,1026,,<10,<5,,51
All Students,114904,Forsan ISD,Howard County,Midland,18,521,509,503,1030,,<15,<5,,45
All Students,115901,Ft Hancock ISD,Hudspeth County,El Paso,19,430,376,370,806,,21,<5,72.4,29
All Students,115902,Sierra Blanca ISD,Hudspeth County,El Paso,19,399,383,393,782,,<10,<5,,12
All Students,116801,Phoenix Charter School,Hunt County,Richardson,10,,,,,,<5,<5,,15
All Students,116901,Caddo Mills ISD,Hunt County,Richardson,10,532,498,485,1030,31.3,48,15,52.7,91
All Students,116902,Celeste ISD,Hunt County,Richardson,10,,,,,,<5,<5,,34
All Students,116903,Commerce ISD,Hunt County,Richardson,10,488,461,453,949,13.9,36,5,41.9,86
All Students,116905,Greenville ISD,Hunt County,Richardson,10,483,484,458,967,21.4,98,21,39.8,246
All Students,116906,Lone Oak ISD,Hunt County,Richardson,10,546,506,490,1053,40.6,32,13,52.5,61
All Students,116908,Quinlan ISD,Hunt County,Richardson,10,446,442,421,888,,56,<5,40.3,139
All Students,116909,Wolfe City ISD,Hunt County,Richardson,10,583,529,487,1111,,7,<5,17.5,40
All Students,116915,Bland ISD,Hunt County,Richardson,10,473,448,451,921,,21,<5,58.3,36
All Students,116916,Boles ISD,Hunt County,Richardson,10,504,477,475,981,,12,<5,32.4,37
All Students,117901,Borger ISD,Hutchinson County,Amarillo,16,487,478,452,965,22.6,31,7,23.3,133
All Students,117903,Sanford-Fritch ISD,Hutchinson County,Amarillo,16,497,567,507,1063,,<5,<5,,33
All Students,117904,Plemons-Stinnett-Phillips CISD,Hutchinson County,Amarillo,16,,,,,,<5,<5,,36
All Students,118902,Irion County ISD,Irion County,San Angelo,15,530,481,441,1011,,8,<5,27.6,29
All Students,119901,Bryson ISD,Jack County,Wichita Falls,9,,,,,,<5,<5,,10
All Students,119902,Jacksboro ISD,Jack County,Wichita Falls,9,488,484,436,971,24,25,6,47.2,53
All Students,119903,Perrin-Whitt CISD,Jack County,Wichita Falls,9,521,464,439,985,,8,<5,36.4,22
All Students,120901,Edna ISD,Jackson County,Victoria,3,509,501,455,1010,36,25,9,27.5,91
All Students,120902,Ganado ISD,Jackson County,Victoria,3,501,451,460,952,,13,<5,43.3,30
All Students,120905,Industrial ISD,Jackson County,Victoria,3,509,482,473,991,,26,<10,35.1,74
All Students,121902,Brookeland ISD,Jasper County,Beaumont,5,537,520,450,1057,,<5,<5,,24
All Students,121903,Buna ISD,Jasper County,Beaumont,5,487,470,453,957,18,50,9,64.9,77
All Students,121904,Jasper ISD,Jasper County,Beaumont,5,472,472,449,944,,29,<5,21.5,135
All Students,121905,Kirbyville CISD,Jasper County,Beaumont,5,466,464,444,930,,<10,<5,,84
All Students,121906,Evadale ISD,Jasper County,Beaumont,5,423,425,394,848,,23,<5,79.3,29
All Students,122901,Ft Davis ISD,Jeff Davis County,Midland,18,489,502,490,991,26.2,42,11,85.7,49
All Students,122902,Valentine ISD,Jeff Davis County,Midland,18,437,493,423,930,,<5,<5,,<10
All Students,123503,Texas Academy Of Leadership In The,Jefferson County,Beaumont,5,617,613,588,1230,78.8,33,26,,<5
All Students,123803,Tekoa Academy Of Accelerated Studi,Jefferson County,Beaumont,5,267,325,305,592,,6,<5,54.5,11
All Students,123807,Bob Hope School,Jefferson County,Beaumont,5,335,313,320,648,,<5,<5,,<5
All Students,123905,Nederland ISD,Jefferson County,Beaumont,5,500,482,465,981,22.3,211,47,69.9,302
All Students,123907,Port Arthur ISD,Jefferson County,Beaumont,5,396,390,380,787,,215,<5,53.2,404
All Students,123908,Port Neches-Groves ISD,Jefferson County,Beaumont,5,505,484,456,990,22.6,221,50,75.2,294
All Students,123910,Beaumont ISD,Jefferson County,Beaumont,5,460,440,440,900,,665,<95,61,"1,091"
All Students,123913,Sabine Pass ISD,Jefferson County,Beaumont,5,484,456,436,940,,27,<5,93.1,29
All Students,123914,Hamshire-Fannett ISD,Jefferson County,Beaumont,5,482,456,440,937,10.5,76,8,71.7,106
All Students,124901,Jim Hogg County ISD,Jim Hogg County,Edinburg,1,,,,,,<5,<5,,72
All Students,125901,Alice ISD,Jim Wells County,Corpus Christi,2,531,535,517,1066,46.7,15,7,7,213
All Students,125902,Ben Bolt-Palito Blanco ISD,Jim Wells County,Corpus Christi,2,473,427,433,900,,7,<5,18.9,37
All Students,125903,Orange Grove ISD,Jim Wells County,Corpus Christi,2,471,491,459,963,,8,<5,7.4,108
All Students,125905,Premont ISD,Jim Wells County,Corpus Christi,2,,,,,,<5,<5,,28
All Students,126901,Alvarado ISD,Johnson County,Fort Worth,11,473,459,433,932,14.4,118,17,50.6,233
All Students,126902,Burleson ISD,Johnson County,Fort Worth,11,508,489,459,997,24.8,322,80,52.9,609
All Students,126903,Cleburne ISD,Johnson County,Fort Worth,11,503,487,463,990,23.8,147,35,41.4,355
All Students,126904,Grandview ISD,Johnson County,Fort Worth,11,506,480,444,986,26.9,26,7,43.3,60
All Students,126905,Joshua ISD,Johnson County,Fort Worth,11,510,482,468,992,19.4,139,27,51.7,269
All Students,126906,Keene ISD,Johnson County,Fort Worth,11,471,450,429,922,,32,<5,80,40
All Students,126907,Rio Vista ISD,Johnson County,Fort Worth,11,489,483,474,971,,21,<5,41.2,51
All Students,126908,Venus ISD,Johnson County,Fort Worth,11,464,451,433,915,,24,<5,26.7,90
All Students,126911,Godley ISD,Johnson County,Fort Worth,11,526,483,467,1009,23.5,51,12,54.8,93
All Students,127901,Anson ISD,Jones County,Abilene,14,483,443,425,926,,12,<5,26.7,45
All Students,127904,Hawley ISD,Jones County,Abilene,14,486,426,413,912,,18,<5,47.4,38
