Group,District,DistName,County,CntyName,Region,RegnName,Students_Mskd,Exnees_Mskd,Part_Rate,Exnees_Crit_Mskd,Exnees_Above_Crit_Rate,Exams_Mskd,Exams_Crit_Mskd,Exams_Above_Crit_Rate
All Students,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,<125,<25,3.2,<25,,<25,<25,
All Students,090904,Pampa ISD,090,Gray County,16,Amarillo,451,123,27.3,27,22.0,224,39,17.4
All Students,091901,Bells ISD,091,Grayson County,10,Richardson,<100,<25,2.0,<25,,<25,<25,
All Students,091903,Denison ISD,091,Grayson County,10,Richardson,595,92,15.5,46,50.0,214,83,38.8
All Students,091905,Howe ISD,091,Grayson County,10,Richardson,155,31,20.0,7,22.6,32,8,25.0
All Students,091906,Sherman ISD,091,Grayson County,10,Richardson,850,237,27.9,152,64.1,592,344,58.1
All Students,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,203,39,19.2,10,25.6,54,10,18.5
All Students,091909,Whitesboro ISD,091,Grayson County,10,Richardson,197,39,19.8,18,46.2,65,29,44.6
All Students,091910,Whitewright ISD,091,Grayson County,10,Richardson,<125,<25,8.9,<25,81.8,11,9,81.8
All Students,091913,Pottsboro ISD,091,Grayson County,10,Richardson,217,33,15.2,26,78.8,47,37,78.7
All Students,091914,S And S CISD,091,Grayson County,10,Richardson,122,21,17.2,5,23.8,35,6,17.1
All Students,091917,Gunter ISD,091,Grayson County,10,Richardson,127,24,18.9,13,54.2,25,14,56.0
All Students,092902,Kilgore ISD,092,Gregg County,07,Kilgore,507,39,7.7,8,20.5,45,8,17.8
All Students,092903,Longview ISD,092,Gregg County,07,Kilgore,<975,<250,23.5,<50,17.3,399,49,12.3
All Students,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,655,128,19.5,69,53.9,296,128,43.2
All Students,092906,Sabine ISD,092,Gregg County,07,Kilgore,<200,<25,9.7,<25,15.8,<25,<25,15.0
All Students,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,232,65,28.0,39,60.0,128,76,59.4
All Students,092908,White Oak ISD,092,Gregg County,07,Kilgore,<225,<25,10.9,<25,91.3,30,27,90.0
All Students,093903,Iola ISD,093,Grimes County,06,Huntsville,<75,<25,6.1,<25,25.0,<25,<25,25.0
All Students,093904,Navasota ISD,093,Grimes County,06,Huntsville,333,56,16.8,23,41.1,95,33,34.7
All Students,094901,Seguin ISD,094,Guadalupe County,13,Austin,948,159,16.8,41,25.8,299,63,21.1
All Students,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,<2350,<650,27.7,<325,49.1,1269,520,41.0
All Students,094903,Navarro ISD,094,Guadalupe County,13,Austin,250,53,21.2,29,54.7,59,30,50.8
All Students,094904,Marion ISD,094,Guadalupe County,13,Austin,224,30,13.4,16,53.3,51,18,35.3
All Students,095901,Abernathy ISD,095,Hale County,17,Lubbock,<125,<25,6.4,<25,,<25,<25,
All Students,095905,Plainview ISD,095,Hale County,17,Lubbock,710,138,19.4,20,14.5,214,27,12.6
All Students,097902,Hamilton ISD,097,Hamilton County,12,Waco,<100,<25,4.5,<25,25.0,<25,<25,25.0
All Students,097903,Hico ISD,097,Hamilton County,12,Waco,<100,<25,6.5,<25,33.3,<25,<25,33.3
All Students,098901,Gruver ISD,098,Hansford County,16,Amarillo,<75,<25,18.0,<25,36.4,<25,<25,20.0
All Students,098904,Spearman ISD,098,Hansford County,16,Amarillo,<125,<25,19.5,<25,,<25,<25,
All Students,100903,Kountze ISD,100,Hardin County,05,Beaumont,<150,<75,37.2,<25,3.7,<75,<25,3.6
All Students,100904,Silsbee ISD,100,Hardin County,05,Beaumont,386,40,10.4,21,52.5,40,21,52.5
All Students,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,298,39,13.1,18,46.2,70,24,34.3
All Students,100907,Lumberton ISD,100,Hardin County,05,Beaumont,574,71,12.4,41,57.7,135,66,48.9
All Students,101806,Raul Yzaguirre School For Success,101,Harris County,04,Houston,125,36,28.8,21,58.3,56,22,39.3
All Students,101813,Kipp Inc Charter,101,Harris County,04,Houston,875,505,57.7,177,35.0,1039,249,24.0
All Students,101822,Jamie's House Charter School,101,Harris County,04,Houston,<25,<25,,<25,100,<25,<25,50.0
All Students,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,1572,1212,77.1,479,39.5,2263,752,33.2
All Students,101846,Harmony Science Academy,101,Harris County,04,Houston,367,83,22.6,57,68.7,155,81,52.3
All Students,101858,Harmony School Of Excellence,101,Harris County,04,Houston,336,169,50.3,104,61.5,384,217,56.5
All Students,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,305,159,52.1,97,61.0,362,210,58.0
All Students,101902,Aldine ISD,101,Harris County,04,Houston,8076,1615,20.0,403,25.0,3099,502,16.2
All Students,101903,Alief ISD,101,Harris County,04,Houston,5541,1174,21.2,441,37.6,2425,694,28.6
All Students,101905,Channelview ISD,101,Harris County,04,Houston,1225,325,26.5,105,32.3,681,150,22.0
All Students,101906,Crosby ISD,101,Harris County,04,Houston,762,95,12.5,40,42.1,186,70,37.6
All Students,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,16590,3543,21.4,2329,65.7,7869,4804,61.0
All Students,101908,Deer Park ISD,101,Harris County,04,Houston,2002,436,21.8,185,42.4,996,302,30.3
All Students,101910,Galena Park ISD,101,Harris County,04,Houston,3346,383,11.4,246,64.2,722,367,50.8
All Students,101911,Goose Creek CISD,101,Harris County,04,Houston,3195,633,19.8,203,32.1,1315,346,26.3
All Students,101912,Houston ISD,101,Harris County,04,Houston,23191,8289,35.7,2862,34.5,19330,6435,33.3
All Students,101913,Humble ISD,101,Harris County,04,Houston,5763,1488,25.8,951,63.9,3294,1933,58.7
All Students,101914,Katy ISD,101,Harris County,04,Houston,10025,3351,33.4,2704,80.7,9256,6732,72.7
All Students,101915,Klein ISD,101,Harris County,04,Houston,7150,1284,18.0,776,60.4,2781,1576,56.7
All Students,101916,La Porte ISD,101,Harris County,04,Houston,1127,292,25.9,96,32.9,613,135,22.0
All Students,101917,Pasadena ISD,101,Harris County,04,Houston,7397,1780,24.1,667,37.5,4443,1237,27.8
All Students,101919,Spring ISD,101,Harris County,04,Houston,4449,785,17.6,132,16.8,1378,180,13.1
All Students,101920,Spring Branch ISD,101,Harris County,04,Houston,4577,1785,39.0,1108,62.1,4752,2528,53.2
All Students,101921,Tomball ISD,101,Harris County,04,Houston,1733,587,33.9,436,74.3,1288,898,69.7
All Students,101924,Sheldon ISD,101,Harris County,04,Houston,979,117,12.0,35,29.9,222,42,18.9
All Students,101925,Huffman ISD,101,Harris County,04,Houston,471,67,14.2,35,52.2,143,62,43.4
All Students,102901,Karnack ISD,102,Harrison County,07,Kilgore,<25,<25,,<25,50.0,<25,<25,50.0
All Students,102902,Marshall ISD,102,Harrison County,07,Kilgore,648,89,13.7,45,50.6,212,71,33.5
All Students,102904,Hallsville ISD,102,Harrison County,07,Kilgore,672,114,17.0,75,65.8,261,152,58.2
All Students,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,<150,<25,3.6,<25,40.0,<25,<25,40.0
All Students,104903,Rule ISD,104,Haskell County,14,Abilene,<25,<25,25.0,<25,33.3,<25,<25,33.3
All Students,105801,Katherine Anne Porter School,105,Hays County,13,Austin,90,13,14.4,7,53.8,14,8,57.1
All Students,105902,San Marcos CISD,105,Hays County,13,Austin,1020,149,14.6,72,48.3,302,123,40.7
All Students,105904,Dripping Springs ISD,105,Hays County,13,Austin,778,235,30.2,177,75.3,525,379,72.2
All Students,105905,Wimberley ISD,105,Hays County,13,Austin,310,82,26.5,66,80.5,136,101,74.3
All Students,105906,Hays CISD,105,Hays County,13,Austin,2345,744,31.7,312,41.9,1915,702,36.7
All Students,106901,Canadian ISD,106,Hemphill County,16,Amarillo,<125,<25,8.8,<25,,<25,<25,
All Students,107901,Athens ISD,107,Henderson County,07,Kilgore,461,167,36.2,24,14.4,283,36,12.7
All Students,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,388,146,37.6,25,17.1,295,31,10.5
All Students,107905,Eustace ISD,107,Henderson County,07,Kilgore,<225,<25,2.8,<25,33.3,<25,<25,33.3
All Students,107906,Malakoff ISD,107,Henderson County,07,Kilgore,<175,<50,14.8,<25,,<50,<25,
All Students,108801,Ignite Public Schools And Communit,108,Hidalgo County,01,Edinburg,<25,<25,,<25,,<25,<25,
All Students,108804,Midvalley Academy Charter District,108,Hidalgo County,01,Edinburg,<275,<25,0.4,<25,100,<25,<25,25.0
All Students,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,<1250,<1050,83.1,<550,52.0,<4475,<900,19.7
All Students,108808,Vanguard Academy,108,Hidalgo County,01,Edinburg,101,43,42.6,16,37.2,61,23,37.7
All Students,108902,Donna ISD,108,Hidalgo County,01,Edinburg,1785,372,20.8,74,19.9,660,85,12.9
All Students,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,652,136,20.9,39,28.7,284,48,16.9
All Students,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,4488,884,19.7,362,41.0,1835,567,30.9
All Students,108905,Hidalgo ISD,108,Hidalgo County,01,Edinburg,438,168,38.4,33,19.6,362,40,11.0
All Students,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,<3400,<1425,41.6,<650,44.7,<3100,<975,30.7
All Students,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,647,161,24.9,51,31.7,270,55,20.4
All Students,108908,Mission CISD,108,Hidalgo County,01,Edinburg,1890,584,30.9,107,18.3,1178,155,13.2
All Students,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,4406,1656,37.6,307,18.5,3531,401,11.4
All Students,108910,Progreso ISD,108,Hidalgo County,01,Edinburg,<275,<25,3.0,<25,25.0,<25,<25,25.0
All Students,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,1624,461,28.4,244,52.9,857,392,45.7
All Students,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,3482,869,25.0,135,15.5,1686,162,9.6
All Students,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,2183,383,17.5,145,37.9,861,192,22.3
All Students,108914,La Villa ISD,108,Hidalgo County,01,Edinburg,<100,<50,48.8,<25,2.6,<75,<25,3.9
All Students,108915,Monte Alto ISD,108,Hidalgo County,01,Edinburg,<150,<50,29.3,<25,10.3,<75,<25,7.3
All Students,108916,Valley View ISD,108,Hidalgo County,01,Edinburg,632,150,23.7,42,28.0,198,43,21.7
All Students,109904,Hillsboro ISD,109,Hill County,12,Waco,<250,<25,9.1,<25,,<50,<25,
All Students,109911,Whitney ISD,109,Hill County,12,Waco,<200,<25,6.3,<25,16.7,<25,<25,14.3
All Students,110902,Levelland ISD,110,Hockley County,17,Lubbock,<375,<25,4.3,<25,6.3,<25,<25,5.9
All Students,110905,Ropes ISD,110,Hockley County,17,Lubbock,<50,<25,4.4,<25,,<25,<25,
All Students,110907,Sundown ISD,110,Hockley County,17,Lubbock,<75,<25,2.8,<25,100,<25,<25,100
All Students,111901,Granbury ISD,111,Hood County,11,Fort Worth,933,160,17.1,62,38.8,280,101,36.1
All Students,111902,Lipan ISD,111,Hood County,11,Fort Worth,<50,<25,17.8,<25,25.0,<25,<25,22.2
All Students,111903,Tolar ISD,111,Hood County,11,Fort Worth,<125,<25,4.3,<25,20.0,<25,<25,20.0
All Students,112901,Sulphur Springs ISD,112,Hopkins County,08,Mt Pleasant,535,74,13.8,46,62.2,88,55,62.5
All Students,112906,North Hopkins ISD,112,Hopkins County,08,Mt Pleasant,<75,<25,5.6,<25,50.0,<25,<25,50.0
All Students,113901,Crockett ISD,113,Houston County,06,Huntsville,<175,<50,25.7,<25,2.6,<75,<25,1.8
All Students,113905,Latexo ISD,113,Houston County,06,Huntsville,<100,<25,13.0,<25,90.0,19,13,68.4
All Students,114901,Big Spring ISD,114,Howard County,18,Midland,417,48,11.5,16,33.3,67,25,37.3
All Students,115901,Ft Hancock ISD,115,Hudspeth County,19,El Paso,<75,<25,1.6,<25,,<25,<25,
All Students,115902,Sierra Blanca ISD,115,Hudspeth County,19,El Paso,<25,<25,4.3,<25,,<25,<25,
All Students,116903,Commerce ISD,116,Hunt County,10,Richardson,<225,<25,1.8,<25,50.0,<25,<25,60.0
All Students,116905,Greenville ISD,116,Hunt County,08,Mt Pleasant,615,29,4.7,7,24.1,30,7,23.3
All Students,116906,Lone Oak ISD,116,Hunt County,10,Richardson,<150,<25,11.7,<25,13.3,<25,<25,13.3
All Students,116908,Quinlan ISD,116,Hunt County,10,Richardson,<375,<25,2.5,<25,55.6,10,5,50.0
All Students,117901,Borger ISD,117,Hutchinson County,16,Amarillo,381,56,14.7,9,16.1,58,11,19.0
All Students,118902,Irion County ISD,118,Irion County,15,San Angelo,<75,<50,47.2,<25,,<50,<25,
All Students,119902,Jacksboro ISD,119,Jack County,09,Wichita Falls,124,24,19.4,12,50.0,38,18,47.4
All Students,119903,Perrin-Whitt CISD,119,Jack County,09,Wichita Falls,<75,<25,16.0,<25,12.5,<25,<25,9.1
All Students,120901,Edna ISD,120,Jackson County,03,Victoria,<225,<50,14.5,<25,13.8,31,5,16.1
All Students,120902,Ganado ISD,120,Jackson County,03,Victoria,<100,<25,1.0,<25,,<25,<25,
All Students,120905,Industrial ISD,120,Jackson County,03,Victoria,179,32,17.9,16,50.0,32,16,50.0
All Students,121903,Buna ISD,121,Jasper County,05,Beaumont,<175,<25,5.2,<25,66.7,10,6,60.0
All Students,121904,Jasper ISD,121,Jasper County,05,Beaumont,323,30,9.3,9,30.0,34,11,32.4
All Students,121905,Kirbyville CISD,121,Jasper County,05,Beaumont,<200,<25,0.5,<25,100,<25,<25,100
All Students,122902,Valentine ISD,122,Jeff Davis County,18,Midland,<25,<25,50.0,<25,,<25,<25,
All Students,123803,Tekoa Academy Of Accelerated Studi,123,Jefferson County,05,Beaumont,<50,<25,2.1,<25,100,<25,<25,100
All Students,123905,Nederland ISD,123,Jefferson County,05,Beaumont,753,68,9.0,22,32.4,98,31,31.6
All Students,123907,Port Arthur ISD,123,Jefferson County,05,Beaumont,936,118,12.6,6,5.1,195,6,3.1
All Students,123908,Port Neches-Groves ISD,123,Jefferson County,05,Beaumont,<675,<25,2.1,<25,28.6,19,6,31.6
All Students,123910,Beaumont ISD,123,Jefferson County,05,Beaumont,2369,173,7.3,68,39.3,304,110,36.2
All Students,123913,Sabine Pass ISD,123,Jefferson County,05,Beaumont,76,32,42.1,20,62.5,62,30,48.4
All Students,123914,Hamshire-Fannett ISD,123,Jefferson County,05,Beaumont,275,67,24.4,12,17.9,107,13,12.1
All Students,124901,Jim Hogg County ISD,124,Jim Hogg County,01,Edinburg,<150,<50,18.1,<25,3.8,<75,<25,1.8
All Students,125901,Alice ISD,125,Jim Wells County,02,Corpus Christi,588,139,23.6,25,18.0,213,39,18.3
All Students,125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,02,Corpus Christi,<125,<25,19.0,<25,,<25,<25,
All Students,125903,Orange Grove ISD,125,Jim Wells County,02,Corpus Christi,<300,<25,2.5,<25,42.9,<25,<25,42.9
All Students,126901,Alvarado ISD,126,Johnson County,11,Fort Worth,<475,<25,3.6,<25,11.8,<25,<25,10.0
All Students,126902,Burleson ISD,126,Johnson County,11,Fort Worth,1628,496,30.5,244,49.2,1141,490,42.9
All Students,126903,Cleburne ISD,126,Johnson County,11,Fort Worth,793,169,21.3,73,43.2,351,120,34.2
All Students,126904,Grandview ISD,126,Johnson County,11,Fort Worth,<200,<25,7.0,<25,23.1,<25,<25,23.1
All Students,126905,Joshua ISD,126,Johnson County,11,Fort Worth,665,51,7.7,28,54.9,79,41,51.9
All Students,126906,Keene ISD,126,Johnson County,11,Fort Worth,136,37,27.2,7,18.9,43,8,18.6
All Students,126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,<125,<25,3.3,<25,25.0,<25,<25,25.0
All Students,126911,Godley ISD,126,Johnson County,11,Fort Worth,<225,<25,0.5,<25,,<25,<25,
All Students,127904,Hawley ISD,127,Jones County,14,Abilene,<100,<25,5.4,<25,60.0,<25,<25,60.0
All Students,127905,Lueders-Avoca ISD,127,Jones County,14,Abilene,<25,<25,5.3,<25,,<25,<25,
All Students,128902,Kenedy ISD,128,Karnes County,03,Victoria,<100,<25,3.9,<25,66.7,<25,<25,28.6
All Students,128903,Runge ISD,128,Karnes County,03,Victoria,<50,<25,22.6,<25,,<25,<25,
All Students,129901,Crandall ISD,129,Kaufman County,10,Richardson,440,97,22.0,39,40.2,165,56,33.9
All Students,129902,Forney ISD,129,Kaufman County,10,Richardson,1280,275,21.5,154,56.0,607,268,44.2
All Students,129903,Kaufman ISD,129,Kaufman County,10,Richardson,475,39,8.2,15,38.5,55,20,36.4
All Students,129905,Mabank ISD,129,Kaufman County,10,Richardson,471,78,16.6,38,48.7,176,81,46.0
All Students,129906,Terrell ISD,129,Kaufman County,10,Richardson,<525,<25,2.0,<25,30.0,<25,<25,30.0
All Students,129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,<175,<25,1.9,<25,33.3,<25,<25,25.0
All Students,130901,Boerne ISD,130,Kendall County,20,San Antonio,1226,557,45.4,393,70.6,1465,939,64.1
All Students,130902,Comfort ISD,130,Kendall County,13,Austin,<150,<25,6.8,<25,40.0,<25,<25,30.8
All Students,133901,Center Point ISD,133,Kerr County,20,San Antonio,<100,<25,1.3,<25,,<25,<25,
All Students,133903,Kerrville ISD,133,Kerr County,20,San Antonio,684,184,26.9,106,57.6,413,218,52.8
All Students,133904,Ingram ISD,133,Kerr County,20,San Antonio,176,21,11.9,6,28.6,30,6,20.0
All Students,136901,Brackett ISD,136,Kinney County,20,San Antonio,86,15,17.4,8,53.3,20,11,55.0
All Students,137901,Kingsville ISD,137,Kleberg County,02,Corpus Christi,410,103,25.1,11,10.7,152,11,7.2
All Students,137903,Riviera ISD,137,Kleberg County,02,Corpus Christi,<75,<25,11.4,<25,50.0,10,5,50.0
All Students,137904,Santa Gertrudis ISD,137,Kleberg County,02,Corpus Christi,174,47,27.0,13,27.7,56,18,32.1
All Students,139909,Paris ISD,139,Lamar County,08,Mt Pleasant,407,100,24.6,56,56.0,196,98,50.0
All Students,139911,North Lamar ISD,139,Lamar County,08,Mt Pleasant,389,32,8.2,17,53.1,58,29,50.0
All Students,140904,Littlefield ISD,140,Lamb County,17,Lubbock,<175,<50,19.0,<25,12.1,<50,<25,11.8
All Students,140908,Sudan ISD,140,Lamb County,17,Lubbock,<75,<25,3.0,<25,50.0,<25,<25,60.0
All Students,141901,Lampasas ISD,141,Lampasas County,12,Waco,493,106,21.5,56,52.8,250,98,39.2
All Students,141902,Lometa ISD,141,Lampasas County,12,Waco,<50,<25,2.7,<25,,<25,<25,
All Students,142901,Cotulla ISD,142,La Salle County,20,San Antonio,<175,<50,18.5,<25,10.0,<50,<25,7.9
All Students,143901,Hallettsville ISD,143,Lavaca County,03,Victoria,160,27,16.9,13,48.1,27,13,48.1
All Students,143902,Moulton ISD,143,Lavaca County,03,Victoria,<50,<25,6.5,<25,,<25,<25,
All Students,143903,Shiner ISD,143,Lavaca County,03,Victoria,<100,<25,4.7,<25,,<25,<25,
All Students,144901,Giddings ISD,144,Lee County,13,Austin,279,96,34.4,27,28.1,161,44,27.3
All Students,144902,Lexington ISD,144,Lee County,13,Austin,140,36,25.7,8,22.2,48,8,16.7
All Students,145901,Buffalo ISD,145,Leon County,06,Huntsville,<150,<50,20.6,<25,6.9,<50,<25,5.4
All Students,146901,Cleveland ISD,146,Liberty County,04,Houston,<450,<50,6.2,<25,,<50,<25,
All Students,146902,Dayton ISD,146,Liberty County,04,Houston,672,65,9.7,20,30.8,105,28,26.7
All Students,146904,Hardin ISD,146,Liberty County,04,Houston,<175,<25,0.7,<25,100,<25,<25,100
All Students,146905,Hull-Daisetta ISD,146,Liberty County,05,Beaumont,<100,<25,20.0,<25,,<25,<25,
All Students,146906,Liberty ISD,146,Liberty County,04,Houston,<300,<25,1.0,<25,100,6,5,83.3
All Students,146907,Tarkington ISD,146,Liberty County,04,Houston,245,16,6.5,10,62.5,25,15,60.0
All Students,147902,Groesbeck ISD,147,Limestone County,12,Waco,<225,<25,8.8,<25,,<25,<25,
All Students,149901,George West ISD,149,Live Oak County,02,Corpus Christi,<175,<25,12.0,<25,,<25,<25,
All Students,149902,Three Rivers ISD,149,Live Oak County,02,Corpus Christi,<100,<25,21.5,<25,11.8,<25,<25,9.1
All Students,150901,Llano ISD,150,Llano County,13,Austin,213,49,23.0,13,26.5,73,18,24.7
All Students,152901,Lubbock ISD,152,Lubbock County,17,Lubbock,3283,1049,32.0,424,40.4,2638,865,32.8
All Students,152903,Slaton ISD,152,Lubbock County,17,Lubbock,<175,<25,9.8,<25,6.3,<25,<25,5.6
All Students,152907,Frenship ISD,152,Lubbock County,17,Lubbock,1158,291,25.1,113,38.8,501,185,36.9
All Students,152908,Roosevelt ISD,152,Lubbock County,17,Lubbock,<150,<25,2.2,<25,66.7,<25,<25,66.7
All Students,152909,Shallowater ISD,152,Lubbock County,17,Lubbock,<225,<25,5.9,<25,66.7,12,8,66.7
All Students,152910,Idalou ISD,152,Lubbock County,17,Lubbock,<150,<25,2.3,<25,66.7,<25,<25,66.7
All Students,153903,O'Donnell ISD,153,Lynn County,17,Lubbock,<50,<25,5.6,<25,50.0,<25,<25,25.0
All Students,153904,Tahoka ISD,153,Lynn County,17,Lubbock,<100,<25,22.2,<25,5.6,<25,<25,5.6
All Students,155901,Jefferson ISD,155,Marion County,08,Mt Pleasant,<175,<25,1.2,<25,50.0,<25,<25,20.0
All Students,156902,Stanton ISD,156,Martin County,18,Midland,<125,<50,27.2,<25,7.1,<50,<25,7.1
All Students,157901,Mason ISD,157,Mason County,15,San Angelo,<125,<25,11.9,<25,66.7,15,10,66.7
All Students,158901,Bay City ISD,158,Matagorda County,03,Victoria,480,52,10.8,18,34.6,86,30,34.9
All Students,158902,Tidehaven ISD,158,Matagorda County,03,Victoria,<125,<25,15.4,<25,18.8,<25,<25,18.8
All Students,158905,Palacios ISD,158,Matagorda County,03,Victoria,217,35,16.1,13,37.1,60,20,33.3
All Students,158906,Van Vleck ISD,158,Matagorda County,03,Victoria,145,38,26.2,7,18.4,76,11,14.5
All Students,159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,1960,356,18.2,183,51.4,648,289,44.6
All Students,160901,Brady ISD,160,McCulloch County,15,San Angelo,<200,<25,6.0,<25,16.7,<25,<25,16.7
All Students,160905,Lohn ISD,160,McCulloch County,15,San Angelo,<25,<25,8.3,<25,,<25,<25,
All Students,161802,Rapoport Academy Public School,161,McLennan County,12,Waco,<75,<50,42.0,<50,86.2,38,30,78.9
All Students,161807,Harmony Science Acad (Waco),161,McLennan County,12,Waco,706,319,45.2,148,46.4,648,269,41.5
All Students,161903,Midway ISD,161,McLennan County,12,Waco,1160,259,22.3,207,79.9,676,520,76.9
All Students,161907,Lorena ISD,161,McLennan County,12,Waco,240,32,13.3,20,62.5,55,31,56.4
All Students,161908,Mart ISD,161,McLennan County,12,Waco,<100,<25,6.5,<25,,<25,<25,
All Students,161909,McGregor ISD,161,McLennan County,12,Waco,197,59,29.9,17,28.8,84,26,31.0
All Students,161912,Riesel ISD,161,McLennan County,12,Waco,<100,<25,2.4,<25,,<25,<25,
All Students,161914,Waco ISD,161,McLennan County,12,Waco,1609,265,16.5,77,29.1,374,88,23.5
All Students,161916,West ISD,161,McLennan County,12,Waco,<225,<50,11.5,<25,16.0,<50,<25,15.4
All Students,161918,Axtell ISD,161,McLennan County,12,Waco,122,18,14.8,5,27.8,21,6,28.6
All Students,161920,China Spring ISD,161,McLennan County,12,Waco,360,68,18.9,25,36.8,98,37,37.8
All Students,161921,Connally ISD,161,McLennan County,12,Waco,299,75,25.1,14,18.7,121,16,13.2
All Students,161922,Robinson ISD,161,McLennan County,12,Waco,347,35,10.1,9,25.7,35,9,25.7
All Students,161925,Gholson ISD,161,McLennan County,12,Waco,<50,<25,8.1,<25,33.3,<25,<25,33.3
All Students,162904,McMullen County ISD,162,McMullen County,02,Corpus Christi,<50,<25,2.4,<25,100,<25,<25,100
All Students,163901,Devine ISD,163,Medina County,20,San Antonio,<275,<25,3.9,<25,20.0,<25,<25,20.0
All Students,163902,D'Hanis School,163,Medina County,20,San Antonio,<75,<25,1.7,<25,100,<25,<25,100
All Students,163904,Hondo ISD,163,Medina County,20,San Antonio,264,23,8.7,6,26.1,34,6,17.6
All Students,163908,Medina Valley ISD,163,Medina County,20,San Antonio,572,44,7.7,15,34.1,52,20,38.5
All Students,165901,Midland ISD,165,Midland County,18,Midland,2866,459,16.0,174,37.9,1092,338,31.0
All Students,165902,Greenwood ISD,165,Midland County,18,Midland,<250,<25,1.2,<25,,<25,<25,
All Students,166901,Cameron ISD,166,Milam County,06,Huntsville,<200,<25,3.5,<25,14.3,<25,<25,14.3
All Students,166904,Rockdale ISD,166,Milam County,06,Huntsville,201,38,18.9,13,34.2,64,15,23.4
All Students,166905,Thorndale ISD,166,Milam County,13,Austin,79,32,40.5,10,31.3,52,12,23.1
All Students,166907,Buckholts ISD,166,Milam County,06,Huntsville,<25,<25,6.3,<25,,<25,<25,
All Students,167904,Priddy ISD,167,Mills County,12,Waco,<25,<25,7.1,<25,100,<25,<25,50.0
All Students,169901,Bowie ISD,169,Montague County,09,Wichita Falls,<225,<25,3.7,<25,50.0,14,6,42.9
All Students,169902,Nocona ISD,169,Montague County,09,Wichita Falls,<125,<25,8.1,<25,20.0,<25,<25,23.1
All Students,169906,Gold Burg ISD,169,Montague County,09,Wichita Falls,<25,<25,5.0,<25,,<25,<25,
All Students,169909,Prairie Valley ISD,169,Montague County,09,Wichita Falls,<25,<25,7.1,<25,100,<25,<25,100
All Students,170902,Conroe ISD,170,Montgomery County,06,Huntsville,7730,2842,36.8,1818,64.0,7553,4357,57.7
All Students,170903,Montgomery ISD,170,Montgomery County,06,Huntsville,1134,291,25.7,121,41.6,626,254,40.6
All Students,170904,Willis ISD,170,Montgomery County,06,Huntsville,918,67,7.3,21,31.3,114,32,28.1
All Students,170906,Magnolia ISD,170,Montgomery County,06,Huntsville,1824,501,27.5,310,61.9,1152,615,53.4
All Students,170907,Splendora ISD,170,Montgomery County,06,Huntsville,523,29,5.5,14,48.3,33,16,48.5
All Students,170908,New Caney ISD,170,Montgomery County,06,Huntsville,1651,395,23.9,107,27.1,697,142,20.4
All Students,171901,Dumas ISD,171,Moore County,16,Amarillo,602,116,19.3,9,7.8,172,9,5.2
All Students,171902,Sunray ISD,171,Moore County,16,Amarillo,<100,<25,1.2,<25,,<25,<25,
All Students,172905,Pewitt CISD,172,Morris County,08,Mt Pleasant,<175,<25,2.0,<25,,<25,<25,
All Students,174901,Chireno ISD,174,Nacogdoches County,07,Kilgore,<50,<25,2.1,<25,100,<25,<25,100
All Students,174902,Cushing ISD,174,Nacogdoches County,07,Kilgore,93,41,44.1,7,17.1,73,11,15.1
All Students,174904,Nacogdoches ISD,174,Nacogdoches County,07,Kilgore,787,115,14.6,43,37.4,181,63,34.8
All Students,175903,Corsicana ISD,175,Navarro County,12,Waco,702,91,13.0,51,56.0,169,70,41.4
All Students,177902,Sweetwater ISD,177,Nolan County,14,Abilene,250,20,8.0,5,25.0,20,5,25.0
All Students,177903,Blackwell CISD,177,Nolan County,14,Abilene,<25,<25,12.5,<25,,<25,<25,
All Students,177905,Highland ISD,177,Nolan County,14,Abilene,<50,<25,4.0,<25,,<25,<25,
All Students,178901,Agua Dulce ISD,178,Nueces County,02,Corpus Christi,<75,<25,1.6,<25,100,<25,<25,100
All Students,178902,Bishop CISD,178,Nueces County,02,Corpus Christi,195,27,13.8,5,18.5,38,5,13.2
