Group,District,DistName,County,CntyName,Region,RegnName,Students_Mskd,Exnees_Mskd,Part_Rate,Exnees_Crit_Mskd,Exnees_Above_Crit_Rate,Exams_Mskd,Exams_Crit_Mskd,Exams_Above_Crit_Rate
All Students,178903,Calallen ISD,178,Nueces County,02,Corpus Christi,575,93,16.2,49,52.7,155,76,49.0
All Students,178904,Corpus Christi ISD,178,Nueces County,02,Corpus Christi,4809,731,15.2,281,38.4,1468,489,33.3
All Students,178906,London ISD,178,Nueces County,02,Corpus Christi,103,38,36.9,15,39.5,67,22,32.8
All Students,178908,Port Aransas ISD,178,Nueces County,02,Corpus Christi,<100,<25,13.8,<25,27.3,15,5,33.3
All Students,178909,Robstown ISD,178,Nueces County,02,Corpus Christi,<350,<75,17.9,<25,1.7,<100,<25,1.0
All Students,178912,Tuloso-Midway ISD,178,Nueces County,20,San Antonio,589,61,10.4,27,44.3,71,30,42.3
All Students,178913,Banquete ISD,178,Nueces County,02,Corpus Christi,153,22,14.4,6,27.3,31,6,19.4
All Students,178914,Flour Bluff ISD,178,Nueces County,02,Corpus Christi,911,230,25.2,119,51.7,505,215,42.6
All Students,178915,West Oso ISD,178,Nueces County,02,Corpus Christi,<250,<50,16.7,<25,,<75,<25,
All Students,179901,Perryton ISD,179,Ochiltree County,16,Amarillo,283,58,20.5,16,27.6,115,23,20.0
All Students,180902,Vega ISD,180,Oldham County,16,Amarillo,<75,<25,15.4,<25,,<25,<25,
All Students,181901,Bridge City ISD,181,Orange County,05,Beaumont,339,46,13.6,22,47.8,81,30,37.0
All Students,181906,West Orange-Cove CISD,181,Orange County,05,Beaumont,<275,<75,20.6,<25,,<75,<25,
All Students,181907,Vidor ISD,181,Orange County,05,Beaumont,669,21,3.1,6,28.6,31,7,22.6
All Students,181908,Little Cypress-Mauriceville CISD,181,Orange County,05,Beaumont,499,23,4.6,15,65.2,32,22,68.8
All Students,182903,Mineral Wells ISD,182,Palo Pinto County,11,Fort Worth,419,27,6.4,16,59.3,37,19,51.4
All Students,183902,Carthage ISD,183,Panola County,07,Kilgore,340,44,12.9,17,38.6,56,23,41.1
All Students,183904,Gary ISD,183,Panola County,07,Kilgore,<50,<25,8.2,<25,50.0,<25,<25,33.3
All Students,184902,Springtown ISD,184,Parker County,11,Fort Worth,417,34,8.2,17,50.0,62,27,43.5
All Students,184903,Weatherford ISD,184,Parker County,11,Fort Worth,1113,256,23.0,167,65.2,555,265,47.7
All Students,184904,Millsap ISD,184,Parker County,11,Fort Worth,<150,<50,20.2,<25,15.4,<50,<25,11.8
All Students,184907,Aledo ISD,184,Parker County,11,Fort Worth,760,269,35.4,194,72.1,648,393,60.6
All Students,184908,Peaster ISD,184,Parker County,11,Fort Worth,120,15,12.5,5,33.3,26,8,30.8
All Students,185903,Friona ISD,185,Parmer County,16,Amarillo,155,19,12.3,5,26.3,22,5,22.7
All Students,186903,Iraan-Sheffield ISD,186,Pecos County,18,Midland,<125,<25,0.9,<25,,<25,<25,
All Students,187907,Livingston ISD,187,Polk County,06,Huntsville,<550,<25,0.9,<25,40.0,<25,<25,40.0
All Students,188901,Amarillo ISD,188,Potter County,16,Amarillo,<4125,<850,20.2,<350,39.6,1711,596,34.8
All Students,188903,Highland Park ISD,188,Potter County,16,Amarillo,<150,<25,0.8,<25,,<25,<25,
All Students,188904,Bushland ISD,188,Potter County,16,Amarillo,<275,<25,3.7,<25,60.0,14,8,57.1
All Students,189902,Presidio ISD,189,Presidio County,18,Midland,<225,<25,1.8,<25,100,5,5,100
All Students,190903,Rains ISD,190,Rains County,07,Kilgore,<250,<25,7.3,<25,5.6,<25,<25,5.6
All Students,191901,Canyon ISD,191,Randall County,16,Amarillo,1363,167,12.3,94,56.3,269,136,50.6
All Students,192901,Reagan County ISD,192,Reagan County,18,Midland,<150,<25,12.0,<25,13.3,22,8,36.4
All Students,193902,Leakey ISD,193,Real County,20,San Antonio,<50,<25,18.4,<25,28.6,<25,<25,28.6
All Students,194902,Avery ISD,194,Red River County,08,Mt Pleasant,<75,<25,25.0,<25,21.4,<25,<25,15.8
All Students,194903,Rivercrest ISD,194,Red River County,08,Mt Pleasant,<100,<25,1.1,<25,,<25,<25,
All Students,195901,Pecos-Barstow-Toyah ISD,195,Reeves County,18,Midland,<300,<50,14.8,<25,,<75,<25,
All Students,195902,Balmorhea ISD,195,Reeves County,18,Midland,<25,<25,5.3,<25,100,<25,<25,100
All Students,196901,Austwell-Tivoli ISD,196,Refugio County,03,Victoria,<50,<25,6.9,<25,100,<25,<25,100
All Students,196903,Refugio ISD,196,Refugio County,03,Victoria,<100,<25,7.2,<25,,<25,<25,
All Students,198903,Franklin ISD,198,Robertson County,06,Huntsville,158,28,17.7,13,46.4,33,15,45.5
All Students,198905,Hearne ISD,198,Robertson County,06,Huntsville,<100,<25,1.0,<25,100,<25,<25,66.7
All Students,198906,Mumford ISD,198,Robertson County,06,Huntsville,<75,<25,4.7,<25,,<25,<25,
All Students,199901,Rockwall ISD,199,Rockwall County,10,Richardson,2177,814,37.4,513,63.0,1707,969,56.8
All Students,199902,Royse City ISD,199,Rockwall County,10,Richardson,686,111,16.2,65,58.6,222,89,40.1
All Students,201902,Henderson ISD,201,Rusk County,07,Kilgore,429,53,12.4,16,30.2,64,21,32.8
All Students,201908,Overton ISD,201,Rusk County,07,Kilgore,<75,<25,20.8,<25,20.0,<25,<25,20.0
All Students,201913,Carlisle ISD,201,Rusk County,07,Kilgore,96,15,15.6,9,60.0,15,9,60.0
All Students,203901,San Augustine ISD,203,San Augustine County,07,Kilgore,<100,<50,30.2,<25,,<50,<25,
All Students,204901,Coldspring-Oakhurst CISD,204,San Jacinto County,06,Huntsville,210,56,26.7,12,21.4,122,16,13.1
All Students,204904,Shepherd ISD,204,San Jacinto County,06,Huntsville,<250,<50,18.0,<25,7.0,<75,<25,4.4
All Students,205902,Gregory-Portland ISD,205,San Patricio County,02,Corpus Christi,633,84,13.3,34,40.5,152,53,34.9
All Students,205904,Mathis ISD,205,San Patricio County,02,Corpus Christi,<175,<25,7.9,<25,7.7,<25,<25,7.7
All Students,205905,Odem-Edroy ISD,205,San Patricio County,02,Corpus Christi,<150,<25,0.8,<25,,<25,<25,
All Students,205906,Sinton ISD,205,San Patricio County,02,Corpus Christi,307,12,3.9,5,41.7,12,5,41.7
All Students,205907,Taft ISD,205,San Patricio County,02,Corpus Christi,<175,<25,0.6,<25,,<25,<25,
All Students,206901,San Saba ISD,206,San Saba County,15,San Angelo,95,22,23.2,7,31.8,22,7,31.8
All Students,207901,Schleicher ISD,207,Schleicher County,15,San Angelo,<100,<25,9.3,<25,,<25,<25,
All Students,209901,Albany ISD,209,Shackelford County,14,Abilene,<75,<25,11.6,<25,37.5,<25,<25,37.5
All Students,210905,Timpson ISD,210,Shelby County,07,Kilgore,<75,<25,3.1,<25,100,<25,<25,100
All Students,212901,Arp ISD,212,Smith County,07,Kilgore,<125,<25,0.8,<25,,<25,<25,
All Students,212902,Bullard ISD,212,Smith County,07,Kilgore,354,16,4.5,9,56.3,20,10,50.0
All Students,212903,Lindale ISD,212,Smith County,07,Kilgore,581,71,12.2,34,47.9,99,40,40.4
All Students,212905,Tyler ISD,212,Smith County,07,Kilgore,<2150,<375,17.5,<175,46.4,756,298,39.4
All Students,212906,Whitehouse ISD,212,Smith County,07,Kilgore,690,113,16.4,56,49.6,229,116,50.7
All Students,212909,Chapel Hill ISD,212,Smith County,07,Kilgore,487,16,3.3,7,43.8,26,12,46.2
All Students,213901,Glen Rose ISD,213,Somervell County,11,Fort Worth,234,38,16.2,17,44.7,55,27,49.1
All Students,214901,Rio Grande City CISD,214,Starr County,01,Edinburg,1392,394,28.3,200,50.8,813,256,31.5
All Students,214903,Roma ISD,214,Starr County,01,Edinburg,782,190,24.3,90,47.4,329,115,35.0
All Students,215901,Breckenridge ISD,215,Stephens County,14,Abilene,<175,<25,1.3,<25,,<25,<25,
All Students,217901,Aspermont ISD,217,Stonewall County,14,Abilene,<50,<25,2.8,<25,,<25,<25,
All Students,218901,Sonora ISD,218,Sutton County,15,San Angelo,<150,<25,13.9,<25,20.0,<25,<25,20.0
All Students,220809,Fort Worth Academy Of Fine Arts,220,Tarrant County,11,Fort Worth,113,62,54.9,27,43.5,102,33,32.4
All Students,220810,Westlake Academy Charter School,220,Tarrant County,11,Fort Worth,<150,<50,33.1,<50,77.8,130,75,57.7
All Students,220817,Newman International Academy Of Ar,220,Tarrant County,11,Fort Worth,<125,<25,3.8,<25,,<25,<25,
All Students,220901,Arlington ISD,220,Tarrant County,11,Fort Worth,8376,2053,24.5,820,39.9,4623,1633,35.3
All Students,220902,Birdville ISD,220,Tarrant County,11,Fort Worth,3127,1054,33.7,542,51.4,2602,1154,44.4
All Students,220904,Everman ISD,220,Tarrant County,11,Fort Worth,671,155,23.1,19,12.3,234,29,12.4
All Students,220905,Fort Worth ISD,220,Tarrant County,11,Fort Worth,<9100,<3450,37.8,<875,25.2,<8275,<1600,19.2
All Students,220906,Grapevine-Colleyville ISD,220,Tarrant County,11,Fort Worth,2308,1195,51.8,844,70.6,3933,2390,60.8
All Students,220907,Keller ISD,220,Tarrant County,11,Fort Worth,5151,1704,33.1,1234,72.4,4358,2721,62.4
All Students,220908,Mansfield ISD,220,Tarrant County,11,Fort Worth,5025,1559,31.0,604,38.7,3420,1181,34.5
All Students,220910,Lake Worth ISD,220,Tarrant County,11,Fort Worth,330,76,23.0,23,30.3,135,33,24.4
All Students,220912,Crowley ISD,220,Tarrant County,11,Fort Worth,2103,441,21.0,199,45.1,1139,386,33.9
All Students,220914,Kennedale ISD,220,Tarrant County,11,Fort Worth,474,73,15.4,43,58.9,126,65,51.6
All Students,220915,Azle ISD,220,Tarrant County,11,Fort Worth,883,122,13.8,54,44.3,221,84,38.0
All Students,220916,Hurst-Euless-Bedford ISD,220,Tarrant County,11,Fort Worth,3147,850,27.0,511,60.1,1468,809,55.1
All Students,220917,Castleberry ISD,220,Tarrant County,11,Fort Worth,438,93,21.2,8,8.6,153,8,5.2
All Students,220918,Eagle Mt-Saginaw ISD,220,Tarrant County,11,Fort Worth,2609,835,32.0,410,49.1,1946,759,39.0
All Students,220919,Carroll ISD,220,Tarrant County,11,Fort Worth,1299,694,53.4,595,85.7,2031,1678,82.6
All Students,220920,White Settlement ISD,220,Tarrant County,11,Fort Worth,896,188,21.0,48,25.5,368,86,23.4
All Students,221801,Texas College Preparatory Academie,221,Taylor County,14,Abilene,551,94,17.1,56,59.6,158,87,55.1
All Students,221901,Abilene ISD,221,Taylor County,14,Abilene,1934,612,31.6,302,49.3,1630,663,40.7
All Students,221904,Merkel ISD,221,Taylor County,14,Abilene,153,15,9.8,5,33.3,22,6,27.3
All Students,221911,Jim Ned CISD,221,Taylor County,14,Abilene,164,59,36.0,30,50.8,104,43,41.3
All Students,221912,Wylie ISD,221,Taylor County,14,Abilene,477,59,12.4,49,83.1,77,62,80.5
All Students,222901,Terrell County ISD,222,Terrell County,18,Midland,<25,<25,4.8,<25,,<25,<25,
All Students,223901,Brownfield ISD,223,Terry County,17,Lubbock,<250,<75,22.5,<25,5.5,<100,<25,5.2
All Students,223902,Meadow ISD,223,Terry County,17,Lubbock,<50,<25,9.1,<25,,<25,<25,
All Students,224902,Woodson ISD,224,Throckmorton County,09,Wichita Falls,<25,<25,4.8,<25,100,<25,<25,100
All Students,225902,Mount Pleasant ISD,225,Titus County,08,Mt Pleasant,671,69,10.3,32,46.4,122,45,36.9
All Students,225906,Chapel Hill ISD,225,Titus County,08,Mt Pleasant,140,38,27.1,19,50.0,45,19,42.2
All Students,226801,Texas Leadership,226,Tom Green County,15,San Angelo,<125,<25,0.8,<25,100,<25,<25,50.0
All Students,226903,San Angelo ISD,226,Tom Green County,15,San Angelo,1896,342,18.0,174,50.9,676,332,49.1
All Students,227804,Nyos Charter School,227,Travis County,13,Austin,112,48,42.9,32,66.7,90,64,71.1
All Students,227814,Chaparral Star Academy,227,Travis County,13,Austin,38,23,60.5,14,60.9,49,24,49.0
All Students,227816,Harmony Science Academy (Austin),227,Travis County,13,Austin,336,127,37.8,81,63.8,259,156,60.2
All Students,227820,Kipp Austin Public Schools Inc,227,Travis County,13,Austin,244,207,84.8,91,44.0,394,136,34.5
All Students,227824,East Austin College Prep,227,Travis County,13,Austin,151,33,21.9,10,30.3,47,11,23.4
All Students,227901,Austin ISD,227,Travis County,13,Austin,9622,3321,34.5,2096,63.1,7676,4542,59.2
All Students,227904,Pflugerville ISD,227,Travis County,13,Austin,3430,1084,31.6,562,51.8,2861,1164,40.7
All Students,227907,Manor ISD,227,Travis County,13,Austin,971,233,24.0,23,9.9,345,29,8.4
All Students,227909,Eanes ISD,227,Travis County,13,Austin,1309,862,65.9,701,81.3,3002,2157,71.9
All Students,227910,Del Valle ISD,227,Travis County,13,Austin,1318,368,27.9,141,38.3,829,241,29.1
All Students,227912,Lago Vista ISD,227,Travis County,13,Austin,220,59,26.8,32,54.2,122,60,49.2
All Students,227913,Lake Travis ISD,227,Travis County,13,Austin,1276,559,43.8,426,76.2,1398,971,69.5
All Students,228903,Trinity ISD,228,Trinity County,06,Huntsville,<175,<25,7.2,<25,,<25,<25,
All Students,229901,Colmesneil ISD,229,Tyler County,05,Beaumont,<75,<25,7.5,<25,25.0,<25,<25,25.0
All Students,229903,Woodville ISD,229,Tyler County,05,Beaumont,<200,<50,16.8,<25,6.3,<50,<25,6.3
All Students,229904,Warren ISD,229,Tyler County,05,Beaumont,184,17,9.2,8,47.1,17,8,47.1
All Students,230901,Big Sandy ISD,230,Upshur County,07,Kilgore,<100,<25,2.2,<25,100,<25,<25,100
All Students,230902,Gilmer ISD,230,Upshur County,07,Kilgore,350,69,19.7,22,31.9,96,30,31.3
All Students,230903,Ore City ISD,230,Upshur County,07,Kilgore,<125,<25,1.0,<25,,<25,<25,
All Students,230905,Harmony ISD,230,Upshur County,07,Kilgore,141,23,16.3,14,60.9,23,14,60.9
All Students,230906,New Diana ISD,230,Upshur County,07,Kilgore,<150,<50,19.1,<25,12.0,<50,<25,8.6
All Students,232901,Knippa ISD,232,Uvalde County,20,San Antonio,<50,<25,9.8,<25,50.0,<25,<25,50.0
All Students,232902,Sabinal ISD,232,Uvalde County,20,San Antonio,<75,<50,54.8,<25,,<75,<25,
All Students,232903,Uvalde CISD,232,Uvalde County,20,San Antonio,591,144,24.4,14,9.7,226,15,6.6
All Students,233901,San Felipe-Del Rio CISD,233,Val Verde County,15,San Angelo,1407,353,25.1,54,15.3,704,77,10.9
All Students,234902,Canton ISD,234,Van Zandt County,10,Richardson,288,65,22.6,32,49.2,81,42,51.9
All Students,234903,Edgewood ISD,234,Van Zandt County,07,Kilgore,<150,<25,6.3,<25,55.6,13,5,38.5
All Students,234905,Martins Mill ISD,234,Van Zandt County,07,Kilgore,<75,<25,2.7,<25,100,<25,<25,100
All Students,234906,Van ISD,234,Van Zandt County,07,Kilgore,347,15,4.3,10,66.7,20,14,70.0
All Students,234907,Wills Point ISD,234,Van Zandt County,10,Richardson,<350,<25,6.1,<25,15.0,<25,<25,12.5
All Students,235902,Victoria ISD,235,Victoria County,03,Victoria,1691,402,23.8,90,22.4,825,175,21.2
All Students,236901,New Waverly ISD,236,Walker County,06,Huntsville,128,5,3.9,5,100,5,5,100
All Students,236902,Huntsville ISD,236,Walker County,06,Huntsville,936,40,4.3,26,65.0,58,35,60.3
All Students,237902,Hempstead ISD,237,Waller County,04,Houston,191,34,17.8,9,26.5,43,10,23.3
All Students,237904,Waller ISD,237,Waller County,04,Houston,818,118,14.4,41,34.7,175,52,29.7
All Students,237905,Royal ISD,237,Waller County,04,Houston,239,62,25.9,8,12.9,128,10,7.8
All Students,238904,Grandfalls-Royalty ISD,238,Ward County,18,Midland,<25,<25,6.7,<25,100,<25,<25,33.3
All Students,239901,Brenham ISD,239,Washington County,06,Huntsville,647,105,16.2,65,61.9,162,100,61.7
All Students,239903,Burton ISD,239,Washington County,06,Huntsville,<75,<25,1.7,<25,,<25,<25,
All Students,240503,Texas A&M International University,240,Webb County,01,Edinburg,<25,<25,,<25,100,9,9,100
All Students,240901,Laredo ISD,240,Webb County,01,Edinburg,2556,821,32.1,217,26.4,1299,227,17.5
All Students,240903,United ISD,240,Webb County,01,Edinburg,6076,1279,21.1,760,59.4,2539,1054,41.5
All Students,240904,Webb CISD,240,Webb County,01,Edinburg,<75,<25,17.0,<25,11.1,<25,<25,11.1
All Students,241901,Boling ISD,241,Wharton County,03,Victoria,<175,<25,8.4,<25,7.1,<25,<25,9.1
All Students,241903,El Campo ISD,241,Wharton County,03,Victoria,429,56,13.1,18,32.1,104,25,24.0
All Students,241904,Wharton ISD,241,Wharton County,03,Victoria,<300,<25,0.3,<25,,<25,<25,
All Students,243901,Burkburnett ISD,243,Wichita County,09,Wichita Falls,441,119,27.0,63,52.9,260,113,43.5
All Students,243905,Wichita Falls ISD,243,Wichita County,09,Wichita Falls,1775,342,19.3,173,50.6,<1100,<400,36.6
All Students,243906,City View ISD,243,Wichita County,09,Wichita Falls,<150,<50,26.1,<25,2.8,<50,<25,2.4
All Students,244903,Vernon ISD,244,Wilbarger County,09,Wichita Falls,<250,<25,5.0,<25,33.3,<25,<25,33.3
All Students,244905,Northside ISD,244,Wilbarger County,09,Wichita Falls,<25,<25,19.0,<25,,<25,<25,
All Students,245901,Lasara ISD,245,Willacy County,01,Edinburg,<75,<50,63.0,<25,,<75,<25,
All Students,245902,Lyford CISD,245,Willacy County,01,Edinburg,<225,<100,40.8,<25,4.9,206,5,2.4
All Students,245903,Raymondville ISD,245,Willacy County,01,Edinburg,<300,<75,22.9,<25,4.8,<150,<25,3.1
All Students,246902,Florence ISD,246,Williamson County,13,Austin,<175,<50,23.6,<25,10.5,<50,<25,8.9
All Students,246904,Georgetown ISD,246,Williamson County,13,Austin,1728,437,25.3,275,62.9,948,516,54.4
All Students,246906,Hutto ISD,246,Williamson County,13,Austin,795,155,19.5,87,56.1,356,158,44.4
All Students,246907,Jarrell ISD,246,Williamson County,13,Austin,<200,<25,5.6,<25,,<25,<25,
All Students,246908,Liberty Hill ISD,246,Williamson County,13,Austin,529,139,26.3,84,60.4,222,131,59.0
All Students,246909,Round Rock ISD,246,Williamson County,13,Austin,6747,2580,38.2,2067,80.1,6811,5124,75.2
All Students,246911,Taylor ISD,246,Williamson County,13,Austin,453,94,20.8,27,28.7,175,39,22.3
All Students,246912,Thrall ISD,246,Williamson County,13,Austin,103,16,15.5,6,37.5,16,6,37.5
All Students,246913,Leander ISD,246,Williamson County,13,Austin,<5275,<2100,39.7,<1600,76.6,4974,3598,72.3
All Students,247901,Floresville ISD,247,Wilson County,20,San Antonio,567,123,21.7,13,10.6,156,15,9.6
All Students,247903,La Vernia ISD,247,Wilson County,20,San Antonio,503,121,24.1,35,28.9,143,44,30.8
All Students,247904,Poth ISD,247,Wilson County,20,San Antonio,<125,<25,7.9,<25,33.3,<25,<25,18.8
All Students,247906,Stockdale ISD,247,Wilson County,20,San Antonio,105,6,5.7,6,100,6,6,100
All Students,248901,Kermit ISD,248,Winkler County,18,Midland,<175,<25,11.8,<25,,<50,<25,
All Students,248902,Wink-Loving ISD,248,Winkler County,18,Midland,<50,<25,6.5,<25,33.3,<25,<25,33.3
All Students,249902,Boyd ISD,249,Wise County,11,Fort Worth,<175,<25,3.3,<25,60.0,<25,<25,60.0
All Students,249903,Bridgeport ISD,249,Wise County,11,Fort Worth,294,32,10.9,23,71.9,58,34,58.6
All Students,249905,Decatur ISD,249,Wise County,11,Fort Worth,420,110,26.2,39,35.5,219,62,28.3
All Students,249906,Paradise ISD,249,Wise County,11,Fort Worth,<175,<25,0.6,<25,,<25,<25,
All Students,250902,Hawkins ISD,250,Wood County,07,Kilgore,<125,<25,1.0,<25,100,<25,<25,75.0
All Students,250904,Quitman ISD,250,Wood County,07,Kilgore,<175,<50,17.8,<25,14.3,<50,<25,13.8
All Students,251901,Denver City ISD,251,Yoakum County,17,Lubbock,<250,<25,2.9,<25,,<25,<25,
All Students,252901,Graham ISD,252,Young County,09,Wichita Falls,335,28,8.4,10,35.7,47,18,38.3
All Students,253901,Zapata County ISD,253,Zapata County,01,Edinburg,499,41,8.2,30,73.2,66,35,53.0
All Students,254901,Crystal City ISD,254,Zavala County,20,San Antonio,<250,<25,4.5,<25,,<25,<25,
