DistName,RegnName,Year,ACT-Composite,ACT-Part_Rate,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year (%)
SEGUIN ISD,Austin,2015,19.3,20.4,152.0,267.0,20.2,1.756578947,61.0,441.0,13.83219955,934.0,36.5,398107.0,34.91610597977487
SEGUIN ISD,Austin,2016,19.2,19.3,159.0,299.0,21.1,1.880503145,72.0,446.0,16.14349776,936.0,45.3,410739.0,33.745341541555376
SEGUIN ISD,Austin,2017,19.4,23.2,147.0,272.0,26.5,1.850340136,63.0,462.0,13.63636364,994.0,39.0,435573.0,41.11469345164814
SEGUIN ISD,Austin,2018,19.610144956222214,21.069768178520363,169.9019341114484,275.56914585784017,21.329823754816264,1.6256863284963734,72.13638916086131,457.0371920939372,15.792642358788488,944.5971903329646,46.043738854804275,396835.54522304476,36.91089454332814
SEGUIN ISD,Austin,2019,19.61986257017476,21.080209094367003,169.98612733945208,275.7057014306141,21.340393538639265,1.6264919213251623,72.1721356371551,457.26367236752196,15.80046824697421,945.0652761557263,46.06655537554502,397032.193164186,36.961317794220605
SEGUIN ISD,Austin,2020,19.6295801841273,21.090650010213643,170.07032056745578,275.8422570033881,21.350963322462267,1.6272975141539516,72.20788211344889,457.49015264110665,15.808294135159931,945.5333619784875,46.089371896285755,397228.8411053272,37.01174104511301
SHELDON ISD,Houston,2011,17.4,16.3,82.0,145.0,22.1,1.768292683,53.0,353.0,15.01416431,844.0,53.5,720051.0,19.0
SHELDON ISD,Houston,2012,17.6,30.0,84.0,120.0,14.2,1.428571429,55.0,343.0,16.03498542,841.0,52.5,616900.0,25.0
SHELDON ISD,Houston,2013,17.2,28.3,72.0,118.0,11.0,1.638888889,44.0,378.0,11.64021164,821.0,55.0,582031.0,25.0
SHELDON ISD,Houston,2014,18.1,30.3,81.0,138.0,19.6,1.703703704,57.0,383.0,14.88250653,849.0,57.2,610754.0,32.0
SHELDON ISD,Houston,2015,17.4,19.8,160.0,288.0,8.7,1.8,63.0,430.0,14.65116279,831.0,57.4,653775.0,22.182978737297958
SHELDON ISD,Houston,2016,18.5,18.0,117.0,222.0,18.9,1.8974358969999998,63.0,445.0,14.15730337,841.0,54.6,639057.0,24.745407906319784
SHELDON ISD,Houston,2017,18.1,11.7,139.0,227.0,12.3,1.633093525,59.0,480.0,12.29166667,866.0,90.8,671870.0,31.928503946103632
SHELDON ISD,Houston,2018,17.792684123775242,22.09763802151204,105.23153514549158,180.11510336909276,15.285845027365514,1.6991277487072454,56.401214437157925,402.5570058534729,14.123348809401426,843.5337227665582,60.27066941613191,643335.1112457822,25.62077048629584
SHELDON ISD,Houston,2019,17.801501112934695,22.108588288123293,105.28368159501858,180.2043576324075,15.293419777131305,1.6999697347075955,56.42916350278586,402.75648900800894,14.130347495630069,843.9517275845793,60.30053595201702,643653.9096160728,25.66559902754655
SHELDON ISD,Houston,2020,17.81031810209415,22.11953855473455,105.33582804454558,180.2936118957222,15.300994526897096,1.7008117207079465,56.45711256841379,402.9559721625448,14.137346181858707,844.3697324026004,60.3304024879021,643972.707986363,25.710427568797257
SHERMAN ISD,Richardson,2011,20.8,29.8,159.0,347.0,47.6,2.182389937,45.0,376.0,11.96808511,1045.0,35.4,361049.0,40.0
SHERMAN ISD,Richardson,2012,21.6,26.0,167.0,363.0,51.8,2.173652695,35.0,385.0,9.090909091,1075.0,26.2,354452.0,63.0
SHERMAN ISD,Richardson,2013,20.6,32.4,156.0,368.0,58.2,2.358974359,49.0,340.0,14.41176471,1039.0,33.8,355057.0,47.0
SHERMAN ISD,Richardson,2014,21.3,28.1,171.0,444.0,61.5,2.596491228,44.0,377.0,11.67108753,1042.0,35.3,353566.0,50.0
SHERMAN ISD,Richardson,2015,20.5,33.3,219.0,575.0,44.3,2.625570776,43.0,402.0,10.69651741,1044.0,33.8,353316.0,45.40440035174808
SHERMAN ISD,Richardson,2016,22.0,31.6,237.0,592.0,58.1,2.497890295,43.0,396.0,10.85858586,1054.0,32.1,383595.0,49.75930661549451
SHERMAN ISD,Richardson,2017,21.4,37.5,219.0,600.0,53.3,2.7397260269999997,53.0,403.0,13.15136476,1105.0,33.3,408276.0,51.00635302388082
SHERMAN ISD,Richardson,2018,21.213633851528886,31.307379390985236,190.1181101946226,470.89106834686936,53.650268513105146,2.4585822944317988,44.66232420210331,383.48574239083723,11.71606698510147,1059.8241275085056,32.90844470193777,367787.1403368389,48.87652021565276
SHERMAN ISD,Richardson,2019,21.22414605859109,31.322893454112574,190.2123213493276,471.12441377221467,53.67685437460818,2.4598006206431133,44.68445617643537,383.6757749688308,11.721872766560885,1060.349312903703,32.924752157191456,367969.3936273922,48.93287291435111
SHERMAN ISD,Richardson,2020,21.234658265653287,31.338407517239922,190.3065325040326,471.35775919756,53.70344023611121,2.461018946854427,44.70658815076743,383.8658075468242,11.727678548020306,1060.8744982989006,32.94105961244514,368151.64691794576,48.989225613049484
SOUTH SAN ANTONIO ISD,San Antonio,2011,17.9,20.9,74.0,119.0,25.2,1.6081081080000001,49.0,422.0,11.61137441,860.0,53.7,137309.0,37.0
SOUTH SAN ANTONIO ISD,San Antonio,2012,17.7,12.9,71.0,113.0,15.9,1.591549296,55.0,448.0,12.27678571,848.0,53.8,132601.0,24.0
SOUTH SAN ANTONIO ISD,San Antonio,2013,17.2,21.3,68.0,99.0,8.1,1.455882353,44.0,431.0,10.20881671,849.0,58.2,133804.0,30.0
SOUTH SAN ANTONIO ISD,San Antonio,2014,17.9,16.8,143.0,230.0,16.5,1.608391608,48.0,500.0,9.6,854.0,38.8,141665.0,35.0
SOUTH SAN ANTONIO ISD,San Antonio,2015,18.2,23.3,158.0,276.0,22.1,1.7468354430000002,51.0,514.0,9.922178987999999,847.0,46.9,142508.0,28.55275242261004
SOUTH SAN ANTONIO ISD,San Antonio,2016,17.9,15.4,132.0,265.0,21.9,2.007575758,78.0,493.0,15.82150101,764.0,87.4,147447.0,18.57791240399696
SOUTH SAN ANTONIO ISD,San Antonio,2017,18.8,13.1,166.0,273.0,13.9,1.644578313,55.0,533.0,10.31894934,858.0,82.6,168538.0,33.169278095472194
SOUTH SAN ANTONIO ISD,San Antonio,2018,17.978767072629555,17.70534269231582,116.26495622222065,196.88552529813262,17.691632738594173,1.66952659861358,54.39852353011615,478.2691414201892,11.417056167354398,841.6549829185652,60.3296385638916,143704.35830995935,28.320071819263063
SOUTH SAN ANTONIO ISD,San Antonio,2019,17.987676273359302,17.71411640029021,116.32257017475894,196.983089978657,17.70039965273619,1.6703539160559062,54.425480182014134,478.5061429768889,11.4227137769517,842.0720567455812,60.359534321356364,143775.56958761544,28.36623797267083
SOUTH SAN ANTONIO ISD,San Antonio,2020,17.99658547408905,17.722890108264593,116.38018412729716,197.08065465918136,17.70916656687821,1.6711812334982317,54.4524368339121,478.7431445335887,11.428371386549001,842.4891305725978,60.389430078821114,143846.78086527152,28.412404126078627
SOUTHSIDE ISD,San Antonio,2011,19.1,29.3,131.0,187.0,19.3,1.427480916,27.0,298.0,9.060402685,820.0,69.2,98207.0,19.0
SOUTHSIDE ISD,San Antonio,2012,18.0,28.1,111.0,193.0,25.4,1.738738739,33.0,295.0,11.18644068,862.0,50.5,99783.0,24.0
SOUTHSIDE ISD,San Antonio,2013,19.3,17.1,132.0,192.0,29.2,1.454545455,31.0,287.0,10.80139373,886.0,53.7,103674.0,42.0
SOUTHSIDE ISD,San Antonio,2014,19.0,22.8,90.0,144.0,27.8,1.6,42.0,268.0,15.67164179,836.0,94.4,119556.0,36.0
SOUTHSIDE ISD,San Antonio,2015,17.9,11.3,120.0,152.0,28.3,1.266666667,41.0,274.0,14.96350365,783.0,96.0,159869.0,26.958434291312614
SOUTHSIDE ISD,San Antonio,2016,18.0,17.2,125.0,164.0,14.6,1.3119999999999998,47.0,344.0,13.6627907,768.0,100.0,217848.0,25.11796139454397
SOUTHSIDE ISD,San Antonio,2017,17.9,5.5,75.0,145.0,12.4,1.9333333330000002,45.0,325.0,13.84615385,857.0,99.7,277041.0,29.692844705554677
SOUTHSIDE ISD,San Antonio,2018,18.493426937245978,18.78734162164447,112.21152915818465,168.46071875858476,22.470024245071038,1.5363296765246657,38.08197285284609,299.31906428958837,12.768723025911571,831.9211289947659,80.67634705248403,154075.1833645143,30.260873384798742
SOUTHSIDE ISD,San Antonio,2019,18.50259117259645,18.796651503518426,112.26713447491316,168.54419780653254,22.48115904400318,1.5370909895457383,38.10084399895751,299.4673889002374,12.775050440691507,832.3333793064585,80.71632542069636,154151.53380225686,30.30800128328366
SOUTHSIDE ISD,San Antonio,2020,18.511755407946914,18.805961385392386,112.32273979164171,168.62767685448028,22.49229384293533,1.5378523025668112,38.11971514506892,299.6157135108864,12.781377855471444,832.7456296181505,80.7563037889087,154227.88423999946,30.35512918176849
SOUTHWEST ISD,San Antonio,2011,17.1,5.4,95.0,100.0,12.0,1.052631579,50.0,627.0,7.9744816589999985,844.0,42.8,140399.0,34.0
SOUTHWEST ISD,San Antonio,2012,18.3,11.0,83.0,83.0,12.0,1.0,45.0,655.0,6.870229008,902.0,31.0,128207.0,36.0
SOUTHWEST ISD,San Antonio,2013,18.0,14.7,112.0,157.0,26.8,1.401785714,45.0,719.0,6.258692629,866.0,36.6,122476.0,47.0
SOUTHWEST ISD,San Antonio,2014,17.8,8.0,233.0,348.0,20.4,1.493562232,54.0,701.0,7.703281027,763.0,94.7,123555.0,37.0
SOUTHWEST ISD,San Antonio,2015,18.3,5.8,278.0,451.0,18.0,1.622302158,71.0,812.0,8.743842365,766.0,100.0,138509.0,25.947691984555206
SOUTHWEST ISD,San Antonio,2016,18.5,5.8,253.0,477.0,15.7,1.885375494,78.0,830.0,9.397590361,747.0,98.3,157338.0,22.054438931999286
SOUTHWEST ISD,San Antonio,2017,17.5,32.2,313.0,534.0,17.8,1.706070288,87.0,855.0,10.1754386,837.0,87.0,229647.0,29.236783815148442
SOUTHWEST ISD,San Antonio,2018,17.96429663935985,11.870709059147547,195.7558222685553,307.92200694527594,17.564504722928568,1.45483793658749,61.56494164136735,744.2687537948959,8.177712614532544,819.4500462079216,70.21971062289123,148909.42020730168,29.763813649577344
SOUTHWEST ISD,San Antonio,2019,17.97319866940909,11.876591471961794,195.85282713588367,308.0745946593222,17.573208640036064,1.4555588671804471,61.595449541090524,744.6375688364196,8.181764999376215,819.8561165975191,70.25450730803637,148983.21080205258,29.810695235012048
SOUTHWEST ISD,San Antonio,2020,17.982100699458325,11.882473884776035,195.949832003212,308.22718237336835,17.58191255714356,1.4562797977734043,61.625957440813714,745.0063838779432,8.185817384219888,820.2621869871167,70.28930399318149,149057.00139680348,29.857576820446752
SPRING BRANCH ISD,Houston,2011,23.6,49.4,1275.0,3315.0,65.6,2.6,435.0,1867.0,23.29941082,1041.0,78.7,638169.0,42.0
SPRING BRANCH ISD,Houston,2012,23.7,48.3,1444.0,3718.0,64.0,2.574792244,447.0,1835.0,24.35967302,1051.0,73.5,611345.0,49.0
