DistName,RegnName,SAT-Total,SAT-Part_Rate,Year
Canton ISD,Richardson,1015.0,39.4,2012
Wills Point ISD,Richardson,1042.0,29.6,2012
Hempstead ISD,Houston,839.0,25.4,2012
Waller ISD,Houston,965.0,32.6,2012
Royal ISD,Houston,965.0,11.4,2012
Florence ISD,Austin,979.0,64.6,2012
Georgetown ISD,Austin,1062.0,61.5,2012
Granger ISD,Austin,972.0,25.0,2012
Hutto ISD,Austin,958.0,59.2,2012
Jarrell ISD,Austin,981.0,64.2,2012
Liberty Hill ISD,Austin,1031.0,65.3,2012
Round Rock ISD,Austin,1091.0,73.7,2012
Taylor ISD,Austin,943.0,44.7,2012
Thrall ISD,Austin,936.0,65.8,2012
Leander ISD,Austin,1056.0,69.3,2012
Floresville ISD,San Antonio,941.0,59.1,2012
La Vernia ISD,San Antonio,996.0,62.4,2012
Poth ISD,San Antonio,999.0,71.2,2012
Stockdale ISD,San Antonio,964.0,59.1,2012
Alvord ISD,Fort Worth,985.0,59.6,2012
Boyd ISD,Fort Worth,965.0,52.6,2012
Bridgeport ISD,Fort Worth,967.0,36.0,2012
Chico ISD,Fort Worth,937.0,33.3,2012
Decatur ISD,Fort Worth,994.0,25.9,2012
Paradise ISD,Fort Worth,1015.0,42.7,2012
Slidell ISD,Fort Worth,943.0,82.4,2012
Crystal City ISD,San Antonio,1002.0,11.9,2012
La Pryor ISD,San Antonio,,,2012
Charlotte ISD,San Antonio,815.0,53.6,2013
Jourdanton ISD,San Antonio,935.0,24.3,2013
Lytle ISD,San Antonio,878.0,38.0,2013
Pleasanton ISD,San Antonio,951.0,33.9,2013
Poteet ISD,San Antonio,855.0,22.3,2013
Medina ISD,San Antonio,863.0,66.7,2013
Bandera ISD,San Antonio,1013.0,63.1,2013
Bastrop ISD,Austin,938.0,41.8,2013
Elgin ISD,Austin,903.0,45.6,2013
Smithville ISD,Austin,956.0,39.6,2013
Bartlett ISD,Austin,807.0,56.4,2013
Alamo Heights ISD,San Antonio,1105.0,84.5,2013
Harlandale ISD,San Antonio,798.0,92.3,2013
Edgewood ISD,San Antonio,799.0,49.9,2013
Randolph Field ISD,San Antonio,1028.0,85.7,2013
San Antonio ISD,San Antonio,819.0,58.3,2013
South San Antonio ISD,San Antonio,849.0,58.2,2013
Somerset ISD,San Antonio,814.0,46.2,2013
North East ISD,San Antonio,1013.0,68.8,2013
East Central ISD,San Antonio,903.0,53.0,2013
Southwest ISD,San Antonio,866.0,36.6,2013
Lackland ISD,San Antonio,1029.0,34.2,2013
Ft Sam Houston ISD,San Antonio,1017.0,76.3,2013
Northside ISD,San Antonio,971.0,63.1,2013
Judson ISD,San Antonio,903.0,65.7,2013
Southside ISD,San Antonio,886.0,53.7,2013
Johnson City ISD,Austin,1034.0,66.7,2013
Blanco ISD,Austin,1025.0,32.4,2013
Alvin ISD,Houston,971.0,46.0,2013
Angleton ISD,Houston,945.0,38.9,2013
Danbury ISD,Houston,973.0,,2013
Brazosport ISD,Houston,1026.0,43.2,2013
Sweeny ISD,Houston,952.0,45.1,2013
Columbia-Brazoria ISD,Houston,937.0,32.4,2013
Pearland ISD,Houston,1006.0,54.3,2013
Marble Falls ISD,Austin,985.0,43.2,2013
Lockhart ISD,Austin,932.0,48.8,2013
Luling ISD,Austin,916.0,46.2,2013
Prairie Lea ISD,Austin,830.0,50.0,2013
Anahuac ISD,Houston,895.0,55.6,2013
Barbers Hill ISD,Houston,998.0,61.2,2013
Allen ISD,Richardson,1104.0,70.3,2013
Anna ISD,Richardson,976.0,43.9,2013
Celina ISD,Richardson,1018.0,11.5,2013
Farmersville ISD,Richardson,972.0,39.4,2013
Frisco ISD,Richardson,1078.0,64.3,2013
McKinney ISD,Richardson,1079.0,62.7,2013
Melissa ISD,Richardson,1057.0,47.3,2013
Plano ISD,Richardson,1149.0,70.5,2013
Princeton ISD,Richardson,998.0,34.4,2013
Prosper ISD,Richardson,1070.0,63.7,2013
Wylie ISD,Richardson,1026.0,48.1,2013
Blue Ridge ISD,Richardson,934.0,61.7,2013
Community ISD,Richardson,1014.0,44.8,2013
Lovejoy ISD,Richardson,1127.0,83.2,2013
New Braunfels ISD,Austin,1027.0,59.3,2013
Comal ISD,Austin,1014.0,65.3,2013
Gainesville ISD,Fort Worth,975.0,22.8,2013
Muenster ISD,Fort Worth,1040.0,,2013
Valley View ISD,Fort Worth,954.0,53.7,2013
Callisburg ISD,Fort Worth,977.0,40.5,2013
Era ISD,Fort Worth,1106.0,,2013
Lindsay ISD,Fort Worth,1095.0,59.5,2013
Carrollton-Farmers Branch ISD,Richardson,990.0,56.5,2013
Cedar Hill ISD,Richardson,900.0,53.3,2013
Dallas ISD,Richardson,856.0,64.6,2013
Desoto ISD,Richardson,851.0,56.7,2013
Duncanville ISD,Richardson,925.0,38.9,2013
Garland ISD,Richardson,970.0,44.5,2013
Grand Prairie ISD,Richardson,917.0,49.1,2013
Highland Park ISD,Richardson,1205.0,83.8,2013
Irving ISD,Richardson,834.0,83.5,2013
Lancaster ISD,Richardson,788.0,60.3,2013
Mesquite ISD,Richardson,908.0,47.9,2013
Richardson ISD,Richardson,1046.0,65.3,2013
Sunnyvale ISD,Richardson,993.0,84.7,2013
Coppell ISD,Richardson,1142.0,88.7,2013
Denton ISD,Fort Worth,1001.0,53.4,2013
Lewisville ISD,Fort Worth,1094.0,67.7,2013
Pilot Point ISD,Fort Worth,957.0,44.2,2013
Krum ISD,Fort Worth,945.0,48.6,2013
Ponder ISD,Fort Worth,1046.0,35.9,2013
Aubrey ISD,Fort Worth,1004.0,50.8,2013
Sanger ISD,Fort Worth,994.0,42.1,2013
Argyle ISD,Fort Worth,1069.0,71.3,2013
Northwest ISD,Fort Worth,1014.0,64.2,2013
Lake Dallas ISD,Fort Worth,1021.0,59.6,2013
Little Elm ISD,Fort Worth,941.0,51.0,2013
Avalon ISD,Richardson,920.0,,2013
Ennis ISD,Richardson,985.0,23.2,2013
Ferris ISD,Richardson,915.0,50.0,2013
Italy ISD,Richardson,933.0,29.8,2013
Midlothian ISD,Richardson,1008.0,48.6,2013
Milford ISD,Richardson,,,2013
Palmer ISD,Richardson,957.0,44.0,2013
Red Oak ISD,Richardson,957.0,45.8,2013
Waxahachie ISD,Richardson,977.0,48.9,2013
Maypearl ISD,Richardson,952.0,56.4,2013
Dublin ISD,Fort Worth,960.0,45.2,2013
Huckabay ISD,Fort Worth,964.0,58.3,2013
Lingleville ISD,Fort Worth,883.0,64.7,2013
Bonham ISD,Richardson,936.0,26.1,2013
Ector ISD,Richardson,1022.0,27.3,2013
Honey Grove ISD,Richardson,,,2013
Leonard ISD,Richardson,1048.0,50.8,2013
Savoy ISD,Richardson,864.0,35.0,2013
Trenton ISD,Richardson,979.0,45.7,2013
Sam Rayburn ISD,Richardson,960.0,22.0,2013
Flatonia ISD,Austin,994.0,47.9,2013
La Grange ISD,Austin,1005.0,59.1,2013
Schulenburg ISD,Austin,983.0,60.9,2013
Fayetteville ISD,Austin,980.0,,2013
Round Top-Carmine ISD,Austin,1050.0,40.0,2013
Needville ISD,Houston,1011.0,51.7,2013
Fort Bend ISD,Houston,1033.0,73.4,2013
Dilley ISD,San Antonio,1015.0,,2013
Pearsall ISD,San Antonio,1020.0,4.0,2013
Dickinson ISD,Houston,941.0,37.0,2013
Galveston ISD,Houston,963.0,48.6,2013
La Marque ISD,Houston,794.0,52.3,2013
Texas City ISD,Houston,909.0,38.5,2013
Hitchcock ISD,Houston,874.0,31.5,2013
Santa Fe ISD,Houston,998.0,37.5,2013
Clear Creek ISD,Houston,1069.0,66.5,2013
Friendswood ISD,Houston,1111.0,77.3,2013
Fredericksburg ISD,Austin,1025.0,56.5,2013
Harper ISD,Austin,1011.0,51.0,2013
Gonzales ISD,Austin,962.0,36.2,2013
Waelder ISD,Austin,774.0,61.9,2013
Bells ISD,Richardson,920.0,40.0,2013
Collinsville ISD,Richardson,,,2013
Denison ISD,Richardson,1009.0,36.5,2013
Howe ISD,Richardson,1034.0,24.4,2013
Sherman ISD,Richardson,1039.0,33.8,2013
Van Alstyne ISD,Richardson,996.0,57.3,2013
Whitesboro ISD,Richardson,1076.0,9.5,2013
Whitewright ISD,Richardson,973.0,,2013
Pottsboro ISD,Richardson,1057.0,45.7,2013
Gunter ISD,Richardson,1002.0,59.5,2013
Tom Bean ISD,Richardson,985.0,31.7,2013
Seguin ISD,Austin,913.0,51.9,2013
Schertz-Cibolo-U City ISD,San Antonio,1015.0,57.3,2013
Navarro ISD,Austin,1002.0,74.5,2013
Marion ISD,Austin,956.0,56.0,2013
Aldine ISD,Houston,861.0,51.7,2013
Alief ISD,Houston,873.0,60.3,2013
Channelview ISD,Houston,897.0,41.8,2013
Crosby ISD,Houston,984.0,35.5,2013
Cypress-Fairbanks ISD,Houston,1024.0,60.0,2013
Deer Park ISD,Houston,993.0,45.8,2013
North Forest ISD,Houston,775.0,39.4,2013
Galena Park ISD,Houston,890.0,28.0,2013
Houston ISD,Houston,850.0,96.1,2013
Humble ISD,Houston,1000.0,63.3,2013
Katy ISD,Houston,1071.0,70.4,2013
Klein ISD,Houston,1018.0,61.0,2013
La Porte ISD,Houston,969.0,40.1,2013
Pasadena ISD,Houston,905.0,46.7,2013
Spring ISD,Houston,869.0,54.7,2013
Spring Branch ISD,Houston,1028.0,73.1,2013
Tomball ISD,Houston,1038.0,58.8,2013
Sheldon ISD,Houston,821.0,55.0,2013
Huffman ISD,Houston,975.0,55.9,2013
Dripping Springs ISD,Austin,1132.0,78.2,2013
Wimberley ISD,Austin,1088.0,67.8,2013
Granbury ISD,Fort Worth,1013.0,53.4,2013
Lipan ISD,Fort Worth,930.0,,2013
Tolar ISD,Fort Worth,1002.0,59.6,2013
Caddo Mills ISD,Richardson,1043.0,40.8,2013
Celeste ISD,Richardson,1110.0,,2013
Commerce ISD,Richardson,1008.0,33.6,2013
Greenville ISD,Richardson,936.0,35.1,2013
Lone Oak ISD,Richardson,952.0,57.4,2013
Quinlan ISD,Richardson,945.0,24.3,2013
Wolfe City ISD,Richardson,903.0,21.2,2013
Campbell ISD,Richardson,,,2013
Bland ISD,Richardson,1031.0,28.1,2013
Boles ISD,Richardson,943.0,37.8,2013
Alvarado ISD,Fort Worth,915.0,46.8,2013
Burleson ISD,Fort Worth,985.0,54.8,2013
Cleburne ISD,Fort Worth,959.0,44.4,2013
Grandview ISD,Fort Worth,987.0,35.6,2013
Joshua ISD,Fort Worth,1011.0,49.5,2013
Keene ISD,Fort Worth,894.0,44.3,2013
Rio Vista ISD,Fort Worth,892.0,51.1,2013
Venus ISD,Fort Worth,922.0,20.0,2013
Godley ISD,Fort Worth,955.0,48.8,2013
Falls City ISD,San Antonio,1006.0,32.4,2013
Crandall ISD,Richardson,981.0,40.0,2013
Forney ISD,Richardson,972.0,53.5,2013
Kaufman ISD,Richardson,937.0,55.3,2013
Kemp ISD,Richardson,957.0,45.8,2013
Mabank ISD,Richardson,1026.0,32.2,2013
Terrell ISD,Richardson,877.0,29.0,2013
Scurry-Rosser ISD,Richardson,974.0,43.3,2013
Boerne ISD,San Antonio,1094.0,76.3,2013
Comfort ISD,Austin,968.0,53.2,2013
Center Point ISD,San Antonio,886.0,56.9,2013
Kerrville ISD,San Antonio,1030.0,53.4,2013
Ingram ISD,San Antonio,973.0,62.2,2013
Brackett ISD,San Antonio,936.0,71.1,2013
Cotulla ISD,San Antonio,785.0,30.6,2013
Giddings ISD,Austin,949.0,51.0,2013
Lexington ISD,Austin,968.0,55.0,2013
Dime Box ISD,Austin,1016.0,71.4,2013
Cleveland ISD,Houston,917.0,34.4,2013
Dayton ISD,Houston,938.0,33.9,2013
Hardin ISD,Houston,883.0,50.0,2013
Liberty ISD,Houston,960.0,66.7,2013
Tarkington ISD,Houston,1007.0,32.9,2013
Llano ISD,Austin,1020.0,63.9,2013
Eagle Pass ISD,San Antonio,880.0,53.5,2013
Devine ISD,San Antonio,881.0,46.3,2013
Natalia ISD,San Antonio,819.0,58.1,2013
Hondo ISD,San Antonio,1146.0,9.6,2013
Medina Valley ISD,San Antonio,1056.0,11.8,2013
Thorndale ISD,Austin,983.0,36.4,2013
Gordon ISD,Fort Worth,860.0,,2013
Graford ISD,Fort Worth,912.0,42.9,2013
Mineral Wells ISD,Fort Worth,953.0,31.8,2013
Santo ISD,Fort Worth,1022.0,39.1,2013
Strawn ISD,Fort Worth,933.0,,2013
Poolville ISD,Fort Worth,998.0,48.5,2013
Springtown ISD,Fort Worth,1002.0,43.7,2013
Weatherford ISD,Fort Worth,1020.0,45.0,2013
Millsap ISD,Fort Worth,1032.0,36.2,2013
Aledo ISD,Fort Worth,1084.0,74.5,2013
Peaster ISD,Fort Worth,1070.0,40.0,2013
Brock ISD,Fort Worth,1036.0,28.3,2013
Leakey ISD,San Antonio,948.0,,2013
Rockwall ISD,Richardson,1054.0,63.7,2013
Royse City ISD,Richardson,940.0,52.3,2013
Glen Rose ISD,Fort Worth,991.0,63.7,2013
Arlington ISD,Fort Worth,977.0,58.3,2013
Birdville ISD,Fort Worth,991.0,46.1,2013
Everman ISD,Fort Worth,826.0,45.5,2013
Fort Worth ISD,Fort Worth,892.0,59.4,2013
Grapevine-Colleyville ISD,Fort Worth,1100.0,74.1,2013
Keller ISD,Fort Worth,1049.0,63.1,2013
Mansfield ISD,Fort Worth,978.0,66.1,2013
Lake Worth ISD,Fort Worth,849.0,55.7,2013
Crowley ISD,Fort Worth,917.0,62.8,2013
Kennedale ISD,Fort Worth,979.0,51.3,2013
Azle ISD,Fort Worth,962.0,54.6,2013
Hurst-Euless-Bedford ISD,Fort Worth,1000.0,55.8,2013
Castleberry ISD,Fort Worth,901.0,41.4,2013
Eagle Mt-Saginaw ISD,Fort Worth,987.0,50.8,2013
Carroll ISD,Fort Worth,1167.0,78.3,2013
White Settlement ISD,Fort Worth,936.0,43.3,2013
Austin ISD,Austin,1025.0,63.7,2013
Pflugerville ISD,Austin,973.0,65.8,2013
Manor ISD,Austin,835.0,62.5,2013
Eanes ISD,Austin,1212.0,87.9,2013
Del Valle ISD,Austin,866.0,36.3,2013
Lago Vista ISD,Austin,1030.0,62.9,2013
Lake Travis ISD,Austin,1138.0,86.8,2013
Knippa ISD,San Antonio,967.0,100.0,2013
Sabinal ISD,San Antonio,800.0,78.6,2013
Utopia ISD,San Antonio,902.0,,2013
Canton ISD,Richardson,1013.0,43.3,2013
Wills Point ISD,Richardson,965.0,30.4,2013
Hempstead ISD,Houston,876.0,14.5,2013
Waller ISD,Houston,970.0,31.2,2013
Royal ISD,Houston,967.0,12.5,2013
Florence ISD,Austin,919.0,53.3,2013
Georgetown ISD,Austin,1046.0,63.3,2013
Granger ISD,Austin,998.0,37.8,2013
Hutto ISD,Austin,966.0,61.5,2013
Jarrell ISD,Austin,998.0,57.4,2013
Liberty Hill ISD,Austin,1040.0,57.5,2013
Round Rock ISD,Austin,1095.0,68.1,2013
Taylor ISD,Austin,960.0,45.2,2013
Thrall ISD,Austin,1020.0,57.9,2013
Leander ISD,Austin,1075.0,68.3,2013
Floresville ISD,San Antonio,931.0,54.8,2013
La Vernia ISD,San Antonio,972.0,53.5,2013
Poth ISD,San Antonio,993.0,68.3,2013
Stockdale ISD,San Antonio,972.0,55.7,2013
Alvord ISD,Fort Worth,1009.0,51.4,2013
Boyd ISD,Fort Worth,943.0,54.1,2013
Bridgeport ISD,Fort Worth,1005.0,39.5,2013
Chico ISD,Fort Worth,952.0,19.6,2013
Decatur ISD,Fort Worth,1005.0,33.9,2013
Paradise ISD,Fort Worth,1021.0,31.4,2013
Slidell ISD,Fort Worth,883.0,50.0,2013
Crystal City ISD,San Antonio,813.0,22.1,2013
La Pryor ISD,San Antonio,837.0,43.9,2013
Charlotte ISD,San Antonio,713.0,14.8,2014
Jourdanton ISD,San Antonio,929.0,20.6,2014
Lytle ISD,San Antonio,900.0,25.4,2014
Pleasanton ISD,San Antonio,930.0,45.1,2014
Poteet ISD,San Antonio,888.0,14.0,2014
Medina ISD,San Antonio,943.0,60.0,2014
Bandera ISD,San Antonio,1010.0,56.2,2014
Bastrop ISD,Austin,946.0,50.3,2014
Elgin ISD,Austin,951.0,51.8,2014
Smithville ISD,Austin,983.0,30.8,2014
Bartlett ISD,Austin,905.0,11.8,2014
Alamo Heights ISD,San Antonio,1117.0,83.9,2014
Harlandale ISD,San Antonio,791.0,89.9,2014
Edgewood ISD,San Antonio,796.0,51.2,2014
Randolph Field ISD,San Antonio,1088.0,71.7,2014
San Antonio ISD,San Antonio,809.0,60.9,2014
South San Antonio ISD,San Antonio,854.0,38.8,2014
Somerset ISD,San Antonio,837.0,50.9,2014
North East ISD,San Antonio,1013.0,69.2,2014
East Central ISD,San Antonio,906.0,49.8,2014
Southwest ISD,San Antonio,763.0,94.7,2014
Lackland ISD,San Antonio,1058.0,40.7,2014
Ft Sam Houston ISD,San Antonio,1051.0,69.0,2014
Northside ISD,San Antonio,976.0,60.1,2014
Judson ISD,San Antonio,893.0,63.5,2014
Southside ISD,San Antonio,836.0,94.4,2014
Johnson City ISD,Austin,992.0,75.0,2014
Blanco ISD,Austin,1001.0,41.3,2014
Alvin ISD,Houston,962.0,49.7,2014
Angleton ISD,Houston,965.0,43.2,2014
Danbury ISD,Houston,965.0,53.0,2014
Brazosport ISD,Houston,994.0,43.6,2014
Sweeny ISD,Houston,949.0,46.0,2014
Columbia-Brazoria ISD,Houston,977.0,31.1,2014
Pearland ISD,Houston,1044.0,59.2,2014
Marble Falls ISD,Austin,981.0,48.9,2014
Lockhart ISD,Austin,917.0,51.7,2014
Luling ISD,Austin,920.0,42.1,2014
Prairie Lea ISD,Austin,860.0,42.9,2014
Anahuac ISD,Houston,905.0,63.1,2014
Barbers Hill ISD,Houston,1013.0,53.9,2014
Allen ISD,Richardson,1092.0,67.6,2014
Anna ISD,Richardson,987.0,46.0,2014
Celina ISD,Richardson,1021.0,22.4,2014
Farmersville ISD,Richardson,1006.0,35.4,2014
Frisco ISD,Richardson,1092.0,65.8,2014
McKinney ISD,Richardson,1072.0,61.5,2014
Melissa ISD,Richardson,1006.0,45.4,2014
Plano ISD,Richardson,1151.0,70.2,2014
Princeton ISD,Richardson,979.0,26.9,2014
Prosper ISD,Richardson,1060.0,66.8,2014
Wylie ISD,Richardson,1001.0,51.4,2014
Blue Ridge ISD,Richardson,909.0,24.3,2014
Community ISD,Richardson,947.0,52.4,2014
Lovejoy ISD,Richardson,1144.0,82.2,2014
New Braunfels ISD,Austin,1024.0,56.5,2014
Comal ISD,Austin,1013.0,63.9,2014
Gainesville ISD,Fort Worth,994.0,22.2,2014
Muenster ISD,Fort Worth,1095.0,63.9,2014
Valley View ISD,Fort Worth,943.0,70.8,2014
Callisburg ISD,Fort Worth,897.0,72.8,2014
Era ISD,Fort Worth,921.0,33.3,2014
Lindsay ISD,Fort Worth,1070.0,69.7,2014
Carrollton-Farmers Branch ISD,Richardson,1000.0,56.6,2014
Cedar Hill ISD,Richardson,911.0,48.4,2014
Dallas ISD,Richardson,865.0,65.4,2014
Desoto ISD,Richardson,846.0,56.4,2014
Duncanville ISD,Richardson,883.0,46.2,2014
Garland ISD,Richardson,974.0,49.8,2014
Grand Prairie ISD,Richardson,910.0,47.4,2014
Highland Park ISD,Richardson,1217.0,69.5,2014
Irving ISD,Richardson,837.0,87.1,2014
Lancaster ISD,Richardson,802.0,52.1,2014
Mesquite ISD,Richardson,905.0,51.6,2014
Richardson ISD,Richardson,1052.0,58.9,2014
Sunnyvale ISD,Richardson,1048.0,82.6,2014
Coppell ISD,Richardson,1153.0,86.7,2014
Denton ISD,Fort Worth,1003.0,56.2,2014
Lewisville ISD,Fort Worth,1091.0,65.6,2014
Pilot Point ISD,Fort Worth,959.0,36.8,2014
Krum ISD,Fort Worth,981.0,55.6,2014
Ponder ISD,Fort Worth,1044.0,46.3,2014
Aubrey ISD,Fort Worth,1015.0,48.2,2014
Sanger ISD,Fort Worth,984.0,43.1,2014
Argyle ISD,Fort Worth,1082.0,81.3,2014
Northwest ISD,Fort Worth,1013.0,63.3,2014
Lake Dallas ISD,Fort Worth,998.0,58.0,2014
Little Elm ISD,Fort Worth,964.0,52.3,2014
Avalon ISD,Richardson,872.0,66.7,2014
Ennis ISD,Richardson,993.0,22.9,2014
Ferris ISD,Richardson,893.0,50.3,2014
Italy ISD,Richardson,915.0,28.9,2014
Midlothian ISD,Richardson,1024.0,45.7,2014
Palmer ISD,Richardson,927.0,43.7,2014
Red Oak ISD,Richardson,979.0,47.9,2014
Waxahachie ISD,Richardson,1003.0,49.6,2014
Maypearl ISD,Richardson,1012.0,36.0,2014
Dublin ISD,Fort Worth,911.0,41.4,2014
Stephenville ISD,Fort Worth,1011.0,58.8,2014
Huckabay ISD,Fort Worth,982.0,75.0,2014
Lingleville ISD,Fort Worth,805.0,42.9,2014
Bonham ISD,Richardson,988.0,31.2,2014
Dodd City ISD,Richardson,,7.1,2014
Ector ISD,Richardson,1017.0,17.6,2014
Honey Grove ISD,Richardson,895.0,6.3,2014
Leonard ISD,Richardson,942.0,47.4,2014
Savoy ISD,Richardson,1028.0,42.9,2014
Trenton ISD,Richardson,975.0,34.6,2014
Sam Rayburn ISD,Richardson,888.0,15.6,2014
Flatonia ISD,Austin,876.0,69.8,2014
La Grange ISD,Austin,977.0,50.3,2014
Schulenburg ISD,Austin,998.0,53.4,2014
Fayetteville ISD,Austin,964.0,76.5,2014
Round Top-Carmine ISD,Austin,955.0,42.9,2014
Needville ISD,Houston,988.0,41.0,2014
Fort Bend ISD,Houston,1034.0,74.5,2014
Dilley ISD,San Antonio,880.0,21.6,2014
Pearsall ISD,San Antonio,1070.0,1.9,2014
Dickinson ISD,Houston,928.0,46.5,2014
Galveston ISD,Houston,918.0,48.0,2014
La Marque ISD,Houston,826.0,50.4,2014
Texas City ISD,Houston,905.0,48.1,2014
Hitchcock ISD,Houston,753.0,25.5,2014
Santa Fe ISD,Houston,950.0,32.1,2014
Clear Creek ISD,Houston,1079.0,68.3,2014
Friendswood ISD,Houston,1113.0,79.8,2014
Fredericksburg ISD,Austin,1013.0,60.4,2014
Harper ISD,Austin,957.0,35.0,2014
Gonzales ISD,Austin,949.0,28.8,2014
Waelder ISD,Austin,704.0,55.6,2014
Bells ISD,Richardson,1003.0,41.4,2014
Collinsville ISD,Richardson,1025.0,7.7,2014
Denison ISD,Richardson,1024.0,20.9,2014
Howe ISD,Richardson,993.0,38.7,2014
Sherman ISD,Richardson,1042.0,35.3,2014
Van Alstyne ISD,Richardson,1009.0,46.9,2014
Whitesboro ISD,Richardson,1015.0,12.6,2014
Whitewright ISD,Richardson,1032.0,41.2,2014
Pottsboro ISD,Richardson,1094.0,49.3,2014
Gunter ISD,Richardson,988.0,49.2,2014
Tom Bean ISD,Richardson,1048.0,29.7,2014
Seguin ISD,Austin,940.0,47.2,2014
Schertz-Cibolo-U City ISD,San Antonio,999.0,64.1,2014
Navarro ISD,Austin,984.0,68.4,2014
Marion ISD,Austin,963.0,53.2,2014
Aldine ISD,Houston,860.0,53.2,2014
Alief ISD,Houston,877.0,64.4,2014
Channelview ISD,Houston,882.0,51.4,2014
Crosby ISD,Houston,963.0,36.5,2014
Cypress-Fairbanks ISD,Houston,1023.0,59.7,2014
Deer Park ISD,Houston,986.0,47.3,2014
Galena Park ISD,Houston,890.0,25.0,2014
Houston ISD,Houston,839.0,98.0,2014
Humble ISD,Houston,1012.0,60.4,2014
Katy ISD,Houston,1074.0,70.0,2014
Klein ISD,Houston,1024.0,58.4,2014
La Porte ISD,Houston,953.0,44.8,2014
Pasadena ISD,Houston,901.0,50.5,2014
Spring ISD,Houston,790.0,96.6,2014
Spring Branch ISD,Houston,1037.0,71.8,2014
Tomball ISD,Houston,1043.0,66.0,2014
Sheldon ISD,Houston,849.0,57.2,2014
Huffman ISD,Houston,988.0,53.0,2014
Dripping Springs ISD,Austin,1098.0,76.3,2014
Wimberley ISD,Austin,1102.0,69.8,2014
Granbury ISD,Fort Worth,1016.0,45.6,2014
Lipan ISD,Fort Worth,1015.0,57.9,2014
Tolar ISD,Fort Worth,999.0,60.9,2014
Caddo Mills ISD,Richardson,1050.0,44.1,2014
Celeste ISD,Richardson,939.0,25.6,2014
Commerce ISD,Richardson,957.0,38.8,2014
Greenville ISD,Richardson,946.0,38.2,2014
Lone Oak ISD,Richardson,978.0,44.8,2014
Quinlan ISD,Richardson,943.0,28.1,2014
Wolfe City ISD,Richardson,1034.0,14.9,2014
Campbell ISD,Richardson,1107.0,15.0,2014
Bland ISD,Richardson,1083.0,27.3,2014
Boles ISD,Richardson,970.0,51.2,2014
Alvarado ISD,Fort Worth,936.0,45.8,2014
Burleson ISD,Fort Worth,978.0,56.8,2014
Cleburne ISD,Fort Worth,955.0,48.2,2014
Grandview ISD,Fort Worth,978.0,35.4,2014
Joshua ISD,Fort Worth,1001.0,41.9,2014
Keene ISD,Fort Worth,871.0,57.9,2014
Rio Vista ISD,Fort Worth,954.0,57.1,2014
Venus ISD,Fort Worth,905.0,40.8,2014
Godley ISD,Fort Worth,961.0,61.9,2014
Falls City ISD,San Antonio,957.0,55.6,2014
Crandall ISD,Richardson,997.0,35.4,2014
Forney ISD,Richardson,979.0,53.3,2014
Kaufman ISD,Richardson,923.0,53.4,2014
Kemp ISD,Richardson,906.0,36.3,2014
Mabank ISD,Richardson,1016.0,25.6,2014
Terrell ISD,Richardson,925.0,28.7,2014
Scurry-Rosser ISD,Richardson,938.0,44.4,2014
Boerne ISD,San Antonio,1080.0,74.0,2014
Comfort ISD,Austin,971.0,58.2,2014
Center Point ISD,San Antonio,929.0,67.6,2014
Kerrville ISD,San Antonio,1023.0,61.6,2014
Ingram ISD,San Antonio,872.0,50.0,2014
Brackett ISD,San Antonio,928.0,45.3,2014
Cotulla ISD,San Antonio,784.0,38.5,2014
Giddings ISD,Austin,933.0,54.5,2014
Lexington ISD,Austin,995.0,43.1,2014
Dime Box ISD,Austin,964.0,70.0,2014
Cleveland ISD,Houston,849.0,59.5,2014
Dayton ISD,Houston,938.0,38.5,2014
Hardin ISD,Houston,969.0,39.1,2014
Liberty ISD,Houston,931.0,52.7,2014
Tarkington ISD,Houston,995.0,34.3,2014
Llano ISD,Austin,972.0,60.9,2014
Eagle Pass ISD,San Antonio,884.0,54.3,2014
Devine ISD,San Antonio,914.0,43.3,2014
Natalia ISD,San Antonio,852.0,40.7,2014
Hondo ISD,San Antonio,958.0,20.0,2014
Medina Valley ISD,San Antonio,994.0,10.4,2014
Thorndale ISD,Austin,961.0,47.2,2014
Gordon ISD,Fort Worth,970.0,16.7,2014
Graford ISD,Fort Worth,901.0,69.2,2014
Mineral Wells ISD,Fort Worth,922.0,28.3,2014
Santo ISD,Fort Worth,999.0,26.5,2014
Strawn ISD,Fort Worth,1028.0,62.5,2014
Poolville ISD,Fort Worth,913.0,71.0,2014
Springtown ISD,Fort Worth,985.0,51.1,2014
Weatherford ISD,Fort Worth,988.0,46.7,2014
Millsap ISD,Fort Worth,961.0,39.7,2014
Aledo ISD,Fort Worth,1091.0,75.2,2014
Peaster ISD,Fort Worth,1034.0,65.5,2014
Brock ISD,Fort Worth,1037.0,35.7,2014
Leakey ISD,San Antonio,1100.0,18.2,2014
Rockwall ISD,Richardson,1058.0,65.2,2014
Royse City ISD,Richardson,971.0,58.3,2014
Glen Rose ISD,Fort Worth,964.0,60.4,2014
Arlington ISD,Fort Worth,973.0,60.7,2014
Birdville ISD,Fort Worth,995.0,43.9,2014
Everman ISD,Fort Worth,834.0,58.6,2014
Fort Worth ISD,Fort Worth,832.0,97.9,2014
Grapevine-Colleyville ISD,Fort Worth,1098.0,70.5,2014
Keller ISD,Fort Worth,1053.0,60.8,2014
Mansfield ISD,Fort Worth,987.0,65.9,2014
