DistName,RegnName,SAT-Total,SAT-Part_Rate,Year
Lake Worth ISD,Fort Worth,872.0,49.7,2014
Crowley ISD,Fort Worth,909.0,59.9,2014
Kennedale ISD,Fort Worth,980.0,63.0,2014
Azle ISD,Fort Worth,982.0,50.4,2014
Hurst-Euless-Bedford ISD,Fort Worth,1022.0,54.0,2014
Castleberry ISD,Fort Worth,873.0,45.5,2014
Eagle Mt-Saginaw ISD,Fort Worth,964.0,48.7,2014
Carroll ISD,Fort Worth,1180.0,81.9,2014
White Settlement ISD,Fort Worth,939.0,49.0,2014
Austin ISD,Austin,1026.0,67.5,2014
Pflugerville ISD,Austin,966.0,68.0,2014
Manor ISD,Austin,852.0,68.4,2014
Eanes ISD,Austin,1221.0,84.7,2014
Del Valle ISD,Austin,847.0,36.9,2014
Lago Vista ISD,Austin,1014.0,57.6,2014
Lake Travis ISD,Austin,1136.0,81.6,2014
Knippa ISD,San Antonio,1025.0,80.0,2014
Sabinal ISD,San Antonio,820.0,83.3,2014
Utopia ISD,San Antonio,1024.0,46.7,2014
Canton ISD,Richardson,1047.0,48.9,2014
Wills Point ISD,Richardson,975.0,26.5,2014
Hempstead ISD,Houston,880.0,28.1,2014
Waller ISD,Houston,933.0,36.5,2014
Royal ISD,Houston,889.0,23.1,2014
Florence ISD,Austin,973.0,62.5,2014
Georgetown ISD,Austin,1056.0,62.4,2014
Granger ISD,Austin,917.0,38.5,2014
Hutto ISD,Austin,934.0,54.3,2014
Jarrell ISD,Austin,998.0,56.3,2014
Liberty Hill ISD,Austin,1039.0,61.9,2014
Round Rock ISD,Austin,1099.0,68.6,2014
Taylor ISD,Austin,942.0,48.1,2014
Thrall ISD,Austin,1001.0,68.9,2014
Leander ISD,Austin,1081.0,71.3,2014
Floresville ISD,San Antonio,933.0,64.3,2014
La Vernia ISD,San Antonio,974.0,62.0,2014
Poth ISD,San Antonio,976.0,63.5,2014
Stockdale ISD,San Antonio,940.0,77.8,2014
Alvord ISD,Fort Worth,992.0,47.7,2014
Boyd ISD,Fort Worth,943.0,49.4,2014
Bridgeport ISD,Fort Worth,979.0,52.2,2014
Chico ISD,Fort Worth,963.0,35.7,2014
Decatur ISD,Fort Worth,989.0,24.6,2014
Paradise ISD,Fort Worth,992.0,46.4,2014
Slidell ISD,Fort Worth,905.0,71.4,2014
Crystal City ISD,San Antonio,989.0,9.2,2014
La Pryor ISD,San Antonio,902.0,16.7,2014
Charlotte ISD,San Antonio,823.0,40.0,2015
Jourdanton ISD,San Antonio,952.0,33.3,2015
Lytle ISD,San Antonio,894.0,47.4,2015
Pleasanton ISD,San Antonio,915.0,36.9,2015
Poteet ISD,San Antonio,896.0,11.9,2015
Medina ISD,San Antonio,1044.0,47.1,2015
Bandera ISD,San Antonio,1026.0,57.0,2015
Bastrop ISD,Austin,927.0,46.4,2015
Elgin ISD,Austin,900.0,49.7,2015
Smithville ISD,Austin,960.0,47.9,2015
Bartlett ISD,Austin,,4.2,2015
Alamo Heights ISD,San Antonio,1100.0,78.6,2015
Harlandale ISD,San Antonio,760.0,95.0,2015
Edgewood ISD,San Antonio,797.0,48.9,2015
Randolph Field ISD,San Antonio,1038.0,83.6,2015
San Antonio ISD,San Antonio,803.0,63.1,2015
South San Antonio ISD,San Antonio,847.0,46.9,2015
Somerset ISD,San Antonio,829.0,58.5,2015
North East ISD,San Antonio,1016.0,68.1,2015
East Central ISD,San Antonio,914.0,50.9,2015
Southwest ISD,San Antonio,766.0,100.0,2015
Lackland ISD,San Antonio,1033.0,28.9,2015
Ft Sam Houston ISD,San Antonio,990.0,87.6,2015
Northside ISD,San Antonio,974.0,59.7,2015
Judson ISD,San Antonio,852.0,90.6,2015
Southside ISD,San Antonio,783.0,96.0,2015
Johnson City ISD,Austin,958.0,65.3,2015
Blanco ISD,Austin,965.0,29.0,2015
Alvin ISD,Houston,962.0,46.7,2015
Angleton ISD,Houston,932.0,52.2,2015
Danbury ISD,Houston,953.0,63.6,2015
Brazosport ISD,Houston,988.0,40.9,2015
Sweeny ISD,Houston,983.0,42.4,2015
Columbia-Brazoria ISD,Houston,908.0,36.0,2015
Pearland ISD,Houston,1054.0,59.4,2015
Marble Falls ISD,Austin,991.0,45.0,2015
Lockhart ISD,Austin,859.0,72.0,2015
Luling ISD,Austin,898.0,44.7,2015
Prairie Lea ISD,Austin,917.0,100.0,2015
Anahuac ISD,Houston,894.0,43.2,2015
Barbers Hill ISD,Houston,1038.0,53.0,2015
Allen ISD,Richardson,1113.0,67.9,2015
Anna ISD,Richardson,990.0,45.5,2015
Celina ISD,Richardson,1088.0,9.9,2015
Farmersville ISD,Richardson,933.0,30.6,2015
Frisco ISD,Richardson,1085.0,68.3,2015
McKinney ISD,Richardson,1066.0,63.6,2015
Melissa ISD,Richardson,1068.0,33.6,2015
Plano ISD,Richardson,1156.0,68.7,2015
Princeton ISD,Richardson,943.0,34.4,2015
Prosper ISD,Richardson,1064.0,56.8,2015
Wylie ISD,Richardson,1001.0,52.2,2015
Blue Ridge ISD,Richardson,1066.0,24.5,2015
Community ISD,Richardson,923.0,42.7,2015
Lovejoy ISD,Richardson,1134.0,85.3,2015
New Braunfels ISD,Austin,1023.0,57.0,2015
Comal ISD,Austin,1009.0,64.6,2015
Gainesville ISD,Fort Worth,943.0,36.8,2015
Muenster ISD,Fort Worth,1077.0,60.0,2015
Valley View ISD,Fort Worth,976.0,63.3,2015
Callisburg ISD,Fort Worth,947.0,44.8,2015
Era ISD,Fort Worth,1014.0,12.2,2015
Lindsay ISD,Fort Worth,1033.0,47.5,2015
Carrollton-Farmers Branch ISD,Richardson,984.0,57.8,2015
Cedar Hill ISD,Richardson,905.0,54.3,2015
Dallas ISD,Richardson,799.0,100.0,2015
Desoto ISD,Richardson,821.0,59.4,2015
Duncanville ISD,Richardson,878.0,57.2,2015
Garland ISD,Richardson,957.0,51.4,2015
Grand Prairie ISD,Richardson,824.0,93.5,2015
Highland Park ISD,Richardson,1212.0,62.4,2015
Irving ISD,Richardson,840.0,82.4,2015
Lancaster ISD,Richardson,793.0,53.0,2015
Mesquite ISD,Richardson,899.0,50.7,2015
Richardson ISD,Richardson,1039.0,55.6,2015
Sunnyvale ISD,Richardson,1064.0,69.1,2015
Coppell ISD,Richardson,1155.0,74.7,2015
Denton ISD,Fort Worth,1000.0,51.2,2015
Lewisville ISD,Fort Worth,1090.0,66.0,2015
Pilot Point ISD,Fort Worth,980.0,38.1,2015
Krum ISD,Fort Worth,975.0,41.9,2015
Ponder ISD,Fort Worth,1049.0,34.8,2015
Aubrey ISD,Fort Worth,1004.0,46.8,2015
Sanger ISD,Fort Worth,973.0,34.5,2015
Argyle ISD,Fort Worth,1107.0,73.3,2015
Northwest ISD,Fort Worth,1030.0,58.2,2015
Lake Dallas ISD,Fort Worth,1008.0,60.5,2015
Little Elm ISD,Fort Worth,933.0,52.8,2015
Avalon ISD,Richardson,942.0,50.0,2015
Ennis ISD,Richardson,959.0,22.4,2015
Ferris ISD,Richardson,896.0,49.7,2015
Italy ISD,Richardson,1057.0,8.8,2015
Midlothian ISD,Richardson,1040.0,48.5,2015
Palmer ISD,Richardson,911.0,58.0,2015
Red Oak ISD,Richardson,937.0,49.0,2015
Waxahachie ISD,Richardson,1000.0,45.7,2015
Maypearl ISD,Richardson,1029.0,50.8,2015
Dublin ISD,Fort Worth,936.0,63.2,2015
Stephenville ISD,Fort Worth,1019.0,53.7,2015
Huckabay ISD,Fort Worth,940.0,20.0,2015
Lingleville ISD,Fort Worth,891.0,100.0,2015
Bonham ISD,Richardson,959.0,32.1,2015
Ector ISD,Richardson,953.0,15.8,2015
Honey Grove ISD,Richardson,995.0,11.1,2015
Leonard ISD,Richardson,958.0,37.2,2015
Savoy ISD,Richardson,1019.0,41.7,2015
Trenton ISD,Richardson,1116.0,28.2,2015
Sam Rayburn ISD,Richardson,995.0,7.4,2015
Flatonia ISD,Austin,971.0,43.6,2015
La Grange ISD,Austin,1008.0,60.9,2015
Schulenburg ISD,Austin,1007.0,51.1,2015
Fayetteville ISD,Austin,1053.0,46.2,2015
Round Top-Carmine ISD,Austin,1006.0,77.8,2015
Needville ISD,Houston,1007.0,42.9,2015
Fort Bend ISD,Houston,1026.0,74.9,2015
Dilley ISD,San Antonio,857.0,30.0,2015
Pearsall ISD,San Antonio,912.0,4.5,2015
Dickinson ISD,Houston,943.0,48.2,2015
Galveston ISD,Houston,915.0,45.4,2015
La Marque ISD,Houston,798.0,52.8,2015
Texas City ISD,Houston,895.0,42.6,2015
Hitchcock ISD,Houston,790.0,21.6,2015
Santa Fe ISD,Houston,955.0,35.7,2015
Clear Creek ISD,Houston,1073.0,67.6,2015
Friendswood ISD,Houston,1098.0,78.2,2015
Fredericksburg ISD,Austin,968.0,63.0,2015
Harper ISD,Austin,984.0,52.6,2015
Gonzales ISD,Austin,944.0,36.2,2015
Waelder ISD,Austin,728.0,44.4,2015
Bells ISD,Richardson,967.0,54.5,2015
Denison ISD,Richardson,1040.0,26.9,2015
Howe ISD,Richardson,1024.0,50.9,2015
Sherman ISD,Richardson,1044.0,33.8,2015
Van Alstyne ISD,Richardson,1069.0,25.9,2015
Whitesboro ISD,Richardson,1003.0,8.2,2015
Whitewright ISD,Richardson,1004.0,47.2,2015
Pottsboro ISD,Richardson,1049.0,51.6,2015
Gunter ISD,Richardson,1040.0,35.6,2015
Tom Bean ISD,Richardson,971.0,19.3,2015
Seguin ISD,Austin,934.0,36.5,2015
Schertz-Cibolo-U City ISD,San Antonio,1009.0,62.6,2015
Navarro ISD,Austin,971.0,65.8,2015
Marion ISD,Austin,945.0,59.1,2015
Aldine ISD,Houston,791.0,88.0,2015
Alief ISD,Houston,881.0,64.1,2015
Channelview ISD,Houston,896.0,50.8,2015
Crosby ISD,Houston,949.0,39.6,2015
Cypress-Fairbanks ISD,Houston,1015.0,59.1,2015
Deer Park ISD,Houston,975.0,42.1,2015
Galena Park ISD,Houston,875.0,30.3,2015
Houston ISD,Houston,848.0,96.5,2015
Humble ISD,Houston,996.0,58.5,2015
Katy ISD,Houston,1075.0,69.7,2015
Klein ISD,Houston,1018.0,57.7,2015
La Porte ISD,Houston,956.0,49.6,2015
Pasadena ISD,Houston,895.0,51.9,2015
Spring ISD,Houston,785.0,95.5,2015
Spring Branch ISD,Houston,1002.0,77.9,2015
Tomball ISD,Houston,1035.0,58.7,2015
Sheldon ISD,Houston,831.0,57.4,2015
Huffman ISD,Houston,967.0,53.6,2015
Dripping Springs ISD,Austin,1105.0,72.0,2015
Wimberley ISD,Austin,1088.0,68.8,2015
Granbury ISD,Fort Worth,996.0,47.3,2015
Lipan ISD,Fort Worth,1037.0,25.0,2015
Tolar ISD,Fort Worth,1032.0,34.5,2015
Caddo Mills ISD,Richardson,1014.0,43.5,2015
Celeste ISD,Richardson,993.0,9.3,2015
Commerce ISD,Richardson,961.0,34.9,2015
Greenville ISD,Richardson,958.0,33.3,2015
Lone Oak ISD,Richardson,964.0,50.0,2015
Quinlan ISD,Richardson,964.0,27.6,2015
Campbell ISD,Richardson,938.0,29.6,2015
Bland ISD,Richardson,1008.0,57.5,2015
Boles ISD,Richardson,937.0,71.0,2015
Alvarado ISD,Fort Worth,918.0,54.8,2015
Burleson ISD,Fort Worth,988.0,53.5,2015
Cleburne ISD,Fort Worth,941.0,44.9,2015
Grandview ISD,Fort Worth,988.0,41.7,2015
Joshua ISD,Fort Worth,992.0,50.3,2015
Keene ISD,Fort Worth,977.0,55.4,2015
Rio Vista ISD,Fort Worth,960.0,48.0,2015
Venus ISD,Fort Worth,898.0,53.2,2015
Godley ISD,Fort Worth,980.0,48.2,2015
Falls City ISD,San Antonio,986.0,50.0,2015
Crandall ISD,Richardson,960.0,45.4,2015
Forney ISD,Richardson,962.0,58.4,2015
Kaufman ISD,Richardson,937.0,47.6,2015
Kemp ISD,Richardson,920.0,45.7,2015
Mabank ISD,Richardson,979.0,29.3,2015
Terrell ISD,Richardson,893.0,18.9,2015
Scurry-Rosser ISD,Richardson,940.0,28.8,2015
Boerne ISD,San Antonio,1050.0,74.1,2015
Comfort ISD,Austin,971.0,50.5,2015
Center Point ISD,San Antonio,909.0,62.8,2015
Kerrville ISD,San Antonio,1016.0,58.7,2015
Ingram ISD,San Antonio,874.0,50.7,2015
Brackett ISD,San Antonio,934.0,45.8,2015
Cotulla ISD,San Antonio,836.0,39.2,2015
Giddings ISD,Austin,983.0,46.2,2015
Lexington ISD,Austin,933.0,41.4,2015
Dime Box ISD,Austin,1040.0,13.3,2015
Cleveland ISD,Houston,799.0,87.4,2015
Dayton ISD,Houston,917.0,34.5,2015
Hardin ISD,Houston,896.0,53.5,2015
Liberty ISD,Houston,908.0,53.0,2015
Tarkington ISD,Houston,957.0,44.5,2015
Llano ISD,Austin,1011.0,64.1,2015
Eagle Pass ISD,San Antonio,872.0,56.3,2015
Devine ISD,San Antonio,915.0,31.5,2015
Natalia ISD,San Antonio,871.0,37.8,2015
Hondo ISD,San Antonio,1071.0,14.0,2015
Medina Valley ISD,San Antonio,1028.0,10.7,2015
Thorndale ISD,Austin,924.0,72.3,2015
Gordon ISD,Fort Worth,820.0,42.9,2015
Graford ISD,Fort Worth,904.0,45.0,2015
Mineral Wells ISD,Fort Worth,963.0,41.0,2015
Santo ISD,Fort Worth,918.0,11.4,2015
Strawn ISD,Fort Worth,1030.0,11.1,2015
Poolville ISD,Fort Worth,922.0,60.0,2015
Springtown ISD,Fort Worth,945.0,48.7,2015
Weatherford ISD,Fort Worth,1000.0,46.0,2015
Millsap ISD,Fort Worth,867.0,26.8,2015
Aledo ISD,Fort Worth,1091.0,66.0,2015
Peaster ISD,Fort Worth,1076.0,33.8,2015
Brock ISD,Fort Worth,1048.0,24.3,2015
Leakey ISD,San Antonio,1160.0,14.3,2015
Rockwall ISD,Richardson,1052.0,62.7,2015
Royse City ISD,Richardson,949.0,55.9,2015
Glen Rose ISD,Fort Worth,1003.0,67.0,2015
Arlington ISD,Fort Worth,949.0,64.1,2015
Birdville ISD,Fort Worth,985.0,45.4,2015
Everman ISD,Fort Worth,829.0,49.2,2015
Fort Worth ISD,Fort Worth,821.0,99.0,2015
Grapevine-Colleyville ISD,Fort Worth,1102.0,74.6,2015
Keller ISD,Fort Worth,1037.0,59.8,2015
Mansfield ISD,Fort Worth,983.0,67.6,2015
Lake Worth ISD,Fort Worth,877.0,55.5,2015
Crowley ISD,Fort Worth,898.0,56.0,2015
Kennedale ISD,Fort Worth,961.0,64.5,2015
Azle ISD,Fort Worth,970.0,47.4,2015
Hurst-Euless-Bedford ISD,Fort Worth,1008.0,56.9,2015
Castleberry ISD,Fort Worth,886.0,38.3,2015
Eagle Mt-Saginaw ISD,Fort Worth,978.0,48.2,2015
Carroll ISD,Fort Worth,1187.0,74.0,2015
White Settlement ISD,Fort Worth,925.0,49.4,2015
Austin ISD,Austin,1025.0,65.6,2015
Pflugerville ISD,Austin,959.0,63.8,2015
Manor ISD,Austin,839.0,55.3,2015
Eanes ISD,Austin,1210.0,82.4,2015
Del Valle ISD,Austin,877.0,43.1,2015
Lago Vista ISD,Austin,1049.0,70.9,2015
Lake Travis ISD,Austin,1107.0,83.4,2015
Knippa ISD,San Antonio,1038.0,44.4,2015
Sabinal ISD,San Antonio,870.0,67.6,2015
Utopia ISD,San Antonio,994.0,40.0,2015
Canton ISD,Richardson,1034.0,45.6,2015
Wills Point ISD,Richardson,991.0,32.7,2015
Hempstead ISD,Houston,790.0,30.5,2015
Waller ISD,Houston,929.0,32.6,2015
Royal ISD,Houston,797.0,47.1,2015
Florence ISD,Austin,967.0,60.5,2015
Georgetown ISD,Austin,1047.0,60.1,2015
Granger ISD,Austin,978.0,34.1,2015
Hutto ISD,Austin,940.0,58.2,2015
Jarrell ISD,Austin,1012.0,48.5,2015
Liberty Hill ISD,Austin,1041.0,62.5,2015
Round Rock ISD,Austin,1090.0,71.4,2015
Taylor ISD,Austin,945.0,55.1,2015
Thrall ISD,Austin,926.0,58.1,2015
Leander ISD,Austin,1087.0,74.3,2015
Floresville ISD,San Antonio,992.0,51.1,2015
La Vernia ISD,San Antonio,978.0,69.2,2015
Poth ISD,San Antonio,935.0,67.9,2015
Stockdale ISD,San Antonio,884.0,60.3,2015
Alvord ISD,Fort Worth,974.0,25.0,2015
Boyd ISD,Fort Worth,934.0,39.6,2015
Bridgeport ISD,Fort Worth,955.0,45.8,2015
Chico ISD,Fort Worth,894.0,30.8,2015
Decatur ISD,Fort Worth,979.0,25.5,2015
Paradise ISD,Fort Worth,984.0,52.9,2015
Slidell ISD,Fort Worth,995.0,53.3,2015
Crystal City ISD,San Antonio,926.0,13.3,2015
La Pryor ISD,San Antonio,670.0,8.0,2015
Charlotte ISD,San Antonio,823.0,34.6,2016
Jourdanton ISD,San Antonio,962.0,35.5,2016
Lytle ISD,San Antonio,878.0,35.8,2016
Pleasanton ISD,San Antonio,913.0,41.3,2016
Poteet ISD,San Antonio,848.0,36.4,2016
Medina ISD,San Antonio,927.0,62.1,2016
Bandera ISD,San Antonio,1006.0,54.5,2016
Bastrop ISD,Austin,922.0,49.4,2016
Elgin ISD,Austin,850.0,82.7,2016
Smithville ISD,Austin,958.0,33.8,2016
Bartlett ISD,Austin,598.0,21.7,2016
Alamo Heights ISD,San Antonio,1083.0,82.4,2016
Harlandale ISD,San Antonio,757.0,93.7,2016
Edgewood ISD,San Antonio,791.0,47.7,2016
Randolph Field ISD,San Antonio,1029.0,72.9,2016
San Antonio ISD,San Antonio,812.0,64.5,2016
South San Antonio ISD,San Antonio,764.0,87.4,2016
Somerset ISD,San Antonio,767.0,90.4,2016
North East ISD,San Antonio,994.0,70.3,2016
East Central ISD,San Antonio,901.0,45.8,2016
Southwest ISD,San Antonio,747.0,98.3,2016
Lackland ISD,San Antonio,1058.0,40.0,2016
Ft Sam Houston ISD,San Antonio,1005.0,76.1,2016
Northside ISD,San Antonio,893.0,93.3,2016
Judson ISD,San Antonio,826.0,92.5,2016
Southside ISD,San Antonio,768.0,100.0,2016
Johnson City ISD,Austin,984.0,72.7,2016
Blanco ISD,Austin,948.0,32.8,2016
Alvin ISD,Houston,934.0,49.6,2016
Angleton ISD,Houston,932.0,45.0,2016
Danbury ISD,Houston,940.0,58.7,2016
Brazosport ISD,Houston,999.0,31.9,2016
Sweeny ISD,Houston,964.0,48.3,2016
Columbia-Brazoria ISD,Houston,950.0,40.6,2016
Pearland ISD,Houston,1034.0,64.0,2016
Marble Falls ISD,Austin,988.0,38.8,2016
Lockhart ISD,Austin,834.0,90.7,2016
Luling ISD,Austin,850.0,36.0,2016
Prairie Lea ISD,Austin,918.0,100.0,2016
Anahuac ISD,Houston,905.0,48.9,2016
Barbers Hill ISD,Houston,1023.0,51.7,2016
Allen ISD,Richardson,1091.0,68.1,2016
Anna ISD,Richardson,934.0,43.1,2016
Celina ISD,Richardson,1064.0,16.8,2016
Farmersville ISD,Richardson,1013.0,37.7,2016
Frisco ISD,Richardson,1097.0,67.8,2016
McKinney ISD,Richardson,1064.0,62.5,2016
Melissa ISD,Richardson,1007.0,36.1,2016
Plano ISD,Richardson,1135.0,67.8,2016
Princeton ISD,Richardson,972.0,37.4,2016
Prosper ISD,Richardson,1079.0,46.3,2016
Wylie ISD,Richardson,1000.0,53.1,2016
Blue Ridge ISD,Richardson,960.0,38.1,2016
Community ISD,Richardson,954.0,46.3,2016
Lovejoy ISD,Richardson,1135.0,77.5,2016
New Braunfels ISD,Austin,1028.0,53.3,2016
Comal ISD,Austin,1010.0,63.4,2016
Gainesville ISD,Fort Worth,926.0,28.1,2016
Muenster ISD,Fort Worth,1087.0,42.9,2016
Valley View ISD,Fort Worth,984.0,49.1,2016
Callisburg ISD,Fort Worth,1053.0,3.9,2016
Era ISD,Fort Worth,1123.0,8.1,2016
Lindsay ISD,Fort Worth,982.0,48.6,2016
Carrollton-Farmers Branch ISD,Richardson,976.0,55.9,2016
Cedar Hill ISD,Richardson,909.0,54.5,2016
Dallas ISD,Richardson,799.0,100.0,2016
Desoto ISD,Richardson,820.0,57.5,2016
Duncanville ISD,Richardson,861.0,60.8,2016
Garland ISD,Richardson,947.0,51.6,2016
Grand Prairie ISD,Richardson,827.0,89.5,2016
Highland Park ISD,Richardson,1243.0,60.0,2016
Irving ISD,Richardson,830.0,83.1,2016
Lancaster ISD,Richardson,780.0,49.6,2016
Mesquite ISD,Richardson,882.0,52.4,2016
Richardson ISD,Richardson,1037.0,54.6,2016
Sunnyvale ISD,Richardson,1074.0,79.6,2016
Coppell ISD,Richardson,1162.0,74.4,2016
Denton ISD,Fort Worth,993.0,54.8,2016
Lewisville ISD,Fort Worth,1083.0,66.2,2016
Pilot Point ISD,Fort Worth,1041.0,40.0,2016
Krum ISD,Fort Worth,976.0,35.4,2016
Ponder ISD,Fort Worth,1009.0,42.0,2016
Aubrey ISD,Fort Worth,989.0,55.6,2016
Sanger ISD,Fort Worth,961.0,34.3,2016
Argyle ISD,Fort Worth,1083.0,64.1,2016
Northwest ISD,Fort Worth,1024.0,49.4,2016
Lake Dallas ISD,Fort Worth,966.0,58.1,2016
Little Elm ISD,Fort Worth,940.0,48.5,2016
Avalon ISD,Richardson,924.0,61.1,2016
Ennis ISD,Richardson,917.0,26.5,2016
Ferris ISD,Richardson,917.0,35.2,2016
Italy ISD,Richardson,1108.0,8.9,2016
Midlothian ISD,Richardson,1016.0,46.5,2016
Palmer ISD,Richardson,994.0,56.7,2016
Red Oak ISD,Richardson,922.0,48.7,2016
Waxahachie ISD,Richardson,985.0,53.2,2016
Maypearl ISD,Richardson,979.0,39.2,2016
Dublin ISD,Fort Worth,946.0,45.8,2016
Stephenville ISD,Fort Worth,1025.0,54.8,2016
Huckabay ISD,Fort Worth,1037.0,42.9,2016
Lingleville ISD,Fort Worth,910.0,36.4,2016
Bonham ISD,Richardson,986.0,18.5,2016
Ector ISD,Richardson,972.0,31.6,2016
Honey Grove ISD,Richardson,933.0,17.1,2016
Leonard ISD,Richardson,912.0,41.3,2016
Savoy ISD,Richardson,955.0,75.0,2016
Trenton ISD,Richardson,1076.0,21.4,2016
Flatonia ISD,Austin,913.0,49.0,2016
La Grange ISD,Austin,983.0,60.3,2016
Schulenburg ISD,Austin,980.0,41.5,2016
Fayetteville ISD,Austin,1113.0,21.4,2016
Round Top-Carmine ISD,Austin,1011.0,81.8,2016
Needville ISD,Houston,993.0,37.0,2016
Fort Bend ISD,Houston,1028.0,73.7,2016
Dilley ISD,San Antonio,877.0,23.8,2016
Pearsall ISD,San Antonio,838.0,13.1,2016
Dickinson ISD,Houston,913.0,46.1,2016
Galveston ISD,Houston,910.0,45.9,2016
La Marque ISD,Houston,754.0,50.9,2016
Texas City ISD,Houston,877.0,40.9,2016
Hitchcock ISD,Houston,784.0,39.2,2016
Santa Fe ISD,Houston,950.0,45.8,2016
Clear Creek ISD,Houston,1063.0,63.0,2016
Friendswood ISD,Houston,1098.0,78.1,2016
Fredericksburg ISD,Austin,986.0,59.6,2016
Harper ISD,Austin,1013.0,55.8,2016
Gonzales ISD,Austin,953.0,32.8,2016
Waelder ISD,Austin,730.0,61.5,2016
Bells ISD,Richardson,984.0,31.4,2016
Collinsville ISD,Richardson,,3.0,2016
Denison ISD,Richardson,993.0,15.1,2016
Howe ISD,Richardson,959.0,43.4,2016
Sherman ISD,Richardson,1054.0,32.1,2016
Tioga ISD,Richardson,928.0,60.9,2016
Van Alstyne ISD,Richardson,951.0,32.7,2016
Whitesboro ISD,Richardson,1129.0,11.0,2016
Whitewright ISD,Richardson,1019.0,37.5,2016
Pottsboro ISD,Richardson,1055.0,52.8,2016
Gunter ISD,Richardson,1013.0,31.3,2016
Tom Bean ISD,Richardson,974.0,11.4,2016
Seguin ISD,Austin,936.0,45.3,2016
Schertz-Cibolo-U City ISD,San Antonio,994.0,64.0,2016
Navarro ISD,Austin,995.0,65.1,2016
Marion ISD,Austin,949.0,58.9,2016
Aldine ISD,Houston,766.0,94.1,2016
Alief ISD,Houston,804.0,94.8,2016
Channelview ISD,Houston,886.0,54.0,2016
Crosby ISD,Houston,926.0,42.4,2016
Cypress-Fairbanks ISD,Houston,1012.0,54.3,2016
Deer Park ISD,Houston,975.0,49.5,2016
Galena Park ISD,Houston,892.0,29.0,2016
Houston ISD,Houston,844.0,94.2,2016
Humble ISD,Houston,998.0,58.7,2016
Katy ISD,Houston,1074.0,69.9,2016
Klein ISD,Houston,1005.0,56.6,2016
La Porte ISD,Houston,954.0,45.1,2016
Pasadena ISD,Houston,883.0,51.9,2016
Spring ISD,Houston,775.0,95.5,2016
Spring Branch ISD,Houston,943.0,99.2,2016
Tomball ISD,Houston,1056.0,62.3,2016
Sheldon ISD,Houston,841.0,54.6,2016
Huffman ISD,Houston,983.0,52.2,2016
Dripping Springs ISD,Austin,1132.0,63.2,2016
Wimberley ISD,Austin,1082.0,53.2,2016
Granbury ISD,Fort Worth,1024.0,44.2,2016
Lipan ISD,Fort Worth,952.0,21.7,2016
Tolar ISD,Fort Worth,937.0,37.9,2016
Caddo Mills ISD,Richardson,999.0,46.4,2016
Celeste ISD,Richardson,1092.0,16.7,2016
Commerce ISD,Richardson,903.0,28.0,2016
Lone Oak ISD,Richardson,1003.0,38.1,2016
Quinlan ISD,Richardson,923.0,23.8,2016
Campbell ISD,Richardson,967.0,24.1,2016
Bland ISD,Richardson,833.0,27.8,2016
Boles ISD,Richardson,940.0,45.1,2016
Alvarado ISD,Fort Worth,893.0,39.7,2016
Burleson ISD,Fort Worth,968.0,61.0,2016
Cleburne ISD,Fort Worth,932.0,40.0,2016
Grandview ISD,Fort Worth,982.0,36.5,2016
Joshua ISD,Fort Worth,990.0,51.5,2016
Keene ISD,Fort Worth,953.0,52.4,2016
Rio Vista ISD,Fort Worth,944.0,49.0,2016
Venus ISD,Fort Worth,921.0,34.3,2016
Godley ISD,Fort Worth,931.0,48.0,2016
Falls City ISD,San Antonio,908.0,11.4,2016
Crandall ISD,Richardson,925.0,47.1,2016
Forney ISD,Richardson,974.0,58.1,2016
Kaufman ISD,Richardson,955.0,100.0,2016
Kemp ISD,Richardson,977.0,22.9,2016
Mabank ISD,Richardson,968.0,33.6,2016
Terrell ISD,Richardson,884.0,27.5,2016
Scurry-Rosser ISD,Richardson,977.0,43.8,2016
Boerne ISD,San Antonio,1062.0,77.6,2016
Comfort ISD,Austin,914.0,53.1,2016
Center Point ISD,San Antonio,930.0,48.8,2016
Kerrville ISD,San Antonio,1019.0,51.7,2016
Ingram ISD,San Antonio,856.0,59.0,2016
Brackett ISD,San Antonio,1015.0,47.4,2016
Cotulla ISD,San Antonio,812.0,44.6,2016
Giddings ISD,Austin,970.0,46.4,2016
Lexington ISD,Austin,962.0,42.7,2016
Dime Box ISD,Austin,910.0,21.4,2016
Cleveland ISD,Houston,748.0,100.0,2016
Dayton ISD,Houston,905.0,39.8,2016
Hardin ISD,Houston,928.0,57.8,2016
Liberty ISD,Houston,932.0,49.0,2016
Tarkington ISD,Houston,941.0,46.3,2016
Llano ISD,Austin,989.0,47.7,2016
Eagle Pass ISD,San Antonio,866.0,54.8,2016
Devine ISD,San Antonio,919.0,44.7,2016
Natalia ISD,San Antonio,833.0,59.3,2016
Hondo ISD,San Antonio,891.0,11.7,2016
Medina Valley ISD,San Antonio,956.0,10.3,2016
Thorndale ISD,Austin,965.0,62.2,2016
Tuloso-Midway ISD,San Antonio,960.0,30.6,2016
Gordon ISD,Fort Worth,978.0,29.4,2016
Graford ISD,Fort Worth,976.0,33.3,2016
Mineral Wells ISD,Fort Worth,941.0,42.1,2016
Santo ISD,Fort Worth,828.0,11.4,2016
Strawn ISD,Fort Worth,937.0,25.0,2016
Poolville ISD,Fort Worth,891.0,36.0,2016
Springtown ISD,Fort Worth,944.0,38.3,2016
