DistName,RegnName,Year,ACT-Composite,ACT-Part_Rate,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA
BIRDVILLE ISD,Fort Worth,2011,22.0,29.7,909.0,2219.0,39.8,2.441144114,213.0,1446.0,14.73029046,1002.0,53.2,337577.0
BIRDVILLE ISD,Fort Worth,2012,21.8,30.9,944.0,2147.0,47.6,2.2743644069999998,203.0,1353.0,15.00369549,993.0,47.8,309498.0
BIRDVILLE ISD,Fort Worth,2013,21.4,34.1,940.0,2154.0,43.8,2.291489362,269.0,1471.0,18.28687967,991.0,46.1,305372.0
BIRDVILLE ISD,Fort Worth,2014,21.4,34.7,971.0,2258.0,49.0,2.325437693,264.0,1480.0,17.83783784,995.0,43.9,311982.0
BIRDVILLE ISD,Fort Worth,2015,21.5,35.3,1082.0,2730.0,44.6,2.52310536,262.0,1552.0,16.8814433,985.0,45.4,317725.0
BIRDVILLE ISD,Fort Worth,2016,21.2,36.4,1054.0,2602.0,44.4,2.468690702,254.0,1518.0,16.73254282,980.0,48.2,322629.0
BIRDVILLE ISD,Fort Worth,2017,21.4,35.6,1069.0,2583.0,44.0,2.416276894,253.0,1484.0,17.04851752,1073.0,51.8,338349.0
BIRDVILLE ISD,Fort Worth,2018,21.571101882831925,33.88353584283671,997.6075899328716,2389.631429839329,44.83217411088493,2.3962873920720575,245.9310546112829,1474.959394014102,16.67957078061943,1004.7176472701402,48.15225013559489,321086.4607980023
BIRDVILLE ISD,Fort Worth,2019,21.581791229651962,33.90032649488965,998.1019445364062,2390.8155881296357,44.85439025266435,2.397474848658813,246.0529233202082,1475.690295596864,16.687836177438367,1005.2155251924743,48.17611150830827,321245.57202733733
BIRDVILLE ISD,Fort Worth,2020,21.592480576472,33.91711714694259,998.5962991399408,2391.9997464199428,44.87660639444378,2.3986623052455682,246.17479202913353,1476.4211971796262,16.69610157425731,1005.7134031148083,48.199972881021644,321404.6832566723
BOERNE ISD,San Antonio,2011,24.4,38.2,427.0,1183.0,60.6,2.770491803,181.0,506.0,35.77075099,1070.0,83.5,692549.0
BOERNE ISD,San Antonio,2012,24.4,49.3,445.0,1139.0,66.9,2.559550562,144.0,525.0,27.42857143,1084.0,72.6,689003.0
BOERNE ISD,San Antonio,2013,25.0,44.8,441.0,1203.0,68.1,2.727891156,175.0,569.0,30.75571178,1094.0,76.3,674863.0
