DistName,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),Year
SALTILLO ISD,,18.0,,2012
SAM RAYBURN ISD,,39.0,,2012
SAN ANGELO ISD,262.0,938.0,27.931769722814497,2012
SAN ANTONIO ISD,338.0,2696.0,12.537091988130564,2012
SAN AUGUSTINE ISD,9.0,45.0,20.0,2012
SAN DIEGO ISD,23.0,81.0,28.39506172839506,2012
SAN ELIZARIO ISD,37.0,238.0,15.546218487394958,2012
SAN ISIDRO ISD,8.0,30.0,26.666666666666668,2012
SAN PERLITA ISD,,17.0,,2012
SAN SABA ISD,11.0,34.0,32.35294117647059,2012
SANFORD-FRITCH ISD,,46.0,,2012
SANGER ISD,26.0,170.0,15.294117647058824,2012
SANTA ANNA ISD,,15.0,,2012
SANTA FE ISD,39.0,331.0,11.782477341389729,2012
SANTA GERTRUDIS ISD,,38.0,,2012
SANTA MARIA ISD,10.0,35.0,28.57142857142857,2012
SANTA ROSA ISD,12.0,67.0,17.91044776119403,2012
SANTO ISD,9.0,29.0,31.03448275862069,2012
SAVOY ISD,,25.0,,2012
SCHERTZ-CIBOLO-U CITY ISD,244.0,1012.0,24.110671936758894,2012
SCHLEICHER ISD,9.0,38.0,23.684210526315788,2012
SCHULENBURG ISD,13.0,50.0,26.0,2012
SCURRY-ROSSER ISD,10.0,59.0,16.94915254237288,2012
SEAGRAVES ISD,5.0,29.0,17.24137931034483,2012
SEALY ISD,33.0,180.0,18.333333333333332,2012
SEGUIN ISD,73.0,473.0,15.433403805496829,2012
SEMINOLE ISD,26.0,154.0,16.883116883116884,2012
SEYMOUR ISD,5.0,35.0,14.285714285714285,2012
SHALLOWATER ISD,36.0,115.0,31.30434782608696,2012
SHAMROCK ISD,,18.0,,2012
SHARYLAND ISD,237.0,672.0,35.267857142857146,2012
SHELBYVILLE ISD,5.0,32.0,15.625,2012
SHELDON ISD,55.0,343.0,16.034985422740526,2012
SHEPHERD ISD,11.0,114.0,9.649122807017543,2012
SHERMAN ISD,35.0,385.0,9.090909090909092,2012
SHINER ISD,16.0,47.0,34.04255319148936,2012
SIDNEY ISD,,9.0,,2012
SIERRA BLANCA ISD,,8.0,,2012
SILSBEE ISD,40.0,178.0,22.47191011235955,2012
SILVERTON ISD,,11.0,,2012
SIMMS ISD,5.0,46.0,10.869565217391305,2012
SINTON ISD,35.0,140.0,25.0,2012
SKIDMORE-TYNAN ISD,9.0,60.0,15.0,2012
SLATON ISD,9.0,69.0,13.043478260869565,2012
SLIDELL ISD,5.0,17.0,29.411764705882355,2012
SLOCUM ISD,6.0,28.0,21.428571428571427,2012
SMITHVILLE ISD,17.0,106.0,16.037735849056602,2012
SMYER ISD,,25.0,,2012
SNOOK ISD,6.0,33.0,18.181818181818183,2012
SNYDER ISD,10.0,167.0,5.9880239520958085,2012
SOCORRO ISD,714.0,2774.0,25.739005046863735,2012
SOMERSET ISD,27.0,189.0,14.285714285714285,2012
SOMERVILLE ISD,,30.0,,2012
SONORA ISD,18.0,60.0,30.0,2012
SOUTH SAN ANTONIO ISD,55.0,448.0,12.276785714285714,2012
SOUTH TEXAS ISD,268.0,462.0,58.00865800865801,2012
SOUTHLAND ISD,,13.0,,2012
SOUTHSIDE ISD,33.0,295.0,11.186440677966102,2012
SOUTHWEST ISD,45.0,655.0,6.870229007633588,2012
SPEARMAN ISD,11.0,56.0,19.642857142857142,2012
SPLENDORA ISD,22.0,210.0,10.476190476190476,2012
SPRING BRANCH ISD,447.0,1835.0,24.35967302452316,2012
SPRING HILL ISD,20.0,113.0,17.699115044247787,2012
SPRING ISD,404.0,1943.0,20.79258878023675,2012
SPRINGLAKE-EARTH ISD,,27.0,,2012
SPRINGTOWN ISD,28.0,202.0,13.861386138613863,2012
SPUR ISD,,11.0,,2012
SPURGER ISD,,13.0,,2012
STAMFORD ISD,8.0,35.0,22.857142857142858,2012
STANTON ISD,7.0,46.0,15.217391304347828,2012
STAR ISD,,12.0,,2012
STERLING CITY ISD,5.0,13.0,38.46153846153847,2012
STOCKDALE ISD,12.0,44.0,27.27272727272727,2012
STRATFORD ISD,11.0,43.0,25.581395348837212,2012
STRAWN ISD,,9.0,,2012
SUDAN ISD,,25.0,,2012
SULPHUR BLUFF ISD,,19.0,,2012
SULPHUR SPRINGS ISD,43.0,252.0,17.063492063492063,2012
SUNDOWN ISD,,34.0,,2012
SUNNYVALE ISD,31.0,89.0,34.831460674157306,2012
SUNRAY ISD,7.0,47.0,14.893617021276595,2012
SWEENY ISD,21.0,141.0,14.893617021276595,2012
SWEETWATER ISD,25.0,103.0,24.271844660194176,2012
TAFT ISD,13.0,62.0,20.967741935483872,2012
TAHOKA ISD,6.0,37.0,16.216216216216218,2012
TARKINGTON ISD,12.0,138.0,8.695652173913043,2012
TATUM ISD,12.0,120.0,10.0,2012
TAYLOR ISD,36.0,206.0,17.475728155339805,2012
TEAGUE ISD,11.0,73.0,15.068493150684931,2012
TEMPLE ISD,59.0,512.0,11.5234375,2012
TENAHA ISD,,34.0,,2012
TERRELL COUNTY ISD,5.0,8.0,62.5,2012
TERRELL ISD,26.0,205.0,12.682926829268293,2012
TEXARKANA ISD,67.0,476.0,14.07563025210084,2012
TEXAS CITY ISD,51.0,350.0,14.571428571428571,2012
TEXHOMA ISD,,31.0,,2012
TEXLINE ISD,,,,2012
THORNDALE ISD,9.0,44.0,20.454545454545457,2012
THRALL ISD,9.0,38.0,23.684210526315788,2012
THREE RIVERS ISD,7.0,51.0,13.725490196078432,2012
THROCKMORTON ISD,7.0,18.0,38.88888888888889,2012
TIDEHAVEN ISD,,43.0,,2012
TIMPSON ISD,,38.0,,2012
TOLAR ISD,19.0,54.0,35.18518518518518,2012
TOM BEAN ISD,7.0,59.0,11.864406779661017,2012
TOMBALL ISD,149.0,701.0,21.255349500713265,2012
TORNILLO ISD,11.0,56.0,19.642857142857142,2012
TRENT ISD,,14.0,,2012
TRENTON ISD,,39.0,,2012
TRINIDAD ISD,,12.0,,2012
TRINITY ISD,6.0,51.0,11.76470588235294,2012
TROUP ISD,7.0,68.0,10.294117647058822,2012
TROY ISD,22.0,95.0,23.157894736842106,2012
TULIA ISD,6.0,57.0,10.526315789473683,2012
TULOSO-MIDWAY ISD,72.0,258.0,27.906976744186046,2012
TURKEY-QUITAQUE ISD,9.0,27.0,33.33333333333333,2012
TYLER ISD,133.0,947.0,14.044350580781414,2012
UNION GROVE ISD,10.0,63.0,15.873015873015872,2012
UNION HILL ISD,,33.0,,2012
UNITED ISD,689.0,2636.0,26.138088012139605,2012
UTOPIA ISD,7.0,18.0,38.88888888888889,2012
VALENTINE ISD,,5.0,,2012
VALLEY MILLS ISD,5.0,42.0,11.904761904761903,2012
VALLEY VIEW ISD,7.0,41.0,17.073170731707318,2012
VALLEY VIEW ISD,76.0,280.0,27.142857142857142,2012
VAN ALSTYNE ISD,13.0,113.0,11.504424778761061,2012
VAN ISD,23.0,159.0,14.465408805031446,2012
VAN VLECK ISD,12.0,70.0,17.142857142857142,2012
VEGA ISD,6.0,25.0,24.0,2012
VENUS ISD,12.0,111.0,10.81081081081081,2012
VERIBEST ISD,,14.0,,2012
VERNON ISD,16.0,121.0,13.223140495867769,2012
VICTORIA ISD,95.0,722.0,13.157894736842104,2012
VIDOR ISD,46.0,324.0,14.19753086419753,2012
WACO ISD,57.0,759.0,7.5098814229249005,2012
WAELDER ISD,,15.0,,2012
WALL ISD,42.0,84.0,50.0,2012
WALLER ISD,56.0,368.0,15.217391304347828,2012
WALNUT SPRINGS ISD,,13.0,,2012
WARREN ISD,23.0,72.0,31.944444444444443,2012
WASKOM ISD,,41.0,,2012
WATER VALLEY ISD,,19.0,,2012
WAXAHACHIE ISD,95.0,517.0,18.3752417794971,2012
WEATHERFORD ISD,85.0,508.0,16.73228346456693,2012
WEIMAR ISD,12.0,47.0,25.53191489361702,2012
WELLINGTON ISD,13.0,36.0,36.11111111111111,2012
WELLS ISD,,22.0,,2012
WESLACO ISD,224.0,1030.0,21.74757281553398,2012
WEST ISD,17.0,123.0,13.821138211382115,2012
WEST OSO ISD,29.0,114.0,25.438596491228072,2012
WEST RUSK ISD,,42.0,,2012
WEST SABINE ISD,5.0,39.0,12.82051282051282,2012
WESTBROOK ISD,,11.0,,2012
WESTWOOD ISD,18.0,102.0,17.647058823529413,2012
WHARTON ISD,12.0,138.0,8.695652173913043,2012
WHEELER ISD,,17.0,,2012
WHITE DEER ISD,6.0,29.0,20.689655172413794,2012
WHITE OAK ISD,9.0,94.0,9.574468085106384,2012
WHITE SETTLEMENT ISD,46.0,446.0,10.31390134529148,2012
WHITEHOUSE ISD,64.0,310.0,20.64516129032258,2012
WHITESBORO ISD,11.0,97.0,11.34020618556701,2012
WHITEWRIGHT ISD,8.0,51.0,15.686274509803921,2012
WHITHARRAL ISD,,10.0,,2012
WHITNEY ISD,20.0,86.0,23.25581395348837,2012
WICHITA FALLS ISD,219.0,901.0,24.30632630410655,2012
WILLIS ISD,88.0,389.0,22.62210796915167,2012
WILLS POINT ISD,22.0,162.0,13.580246913580247,2012
WILSON ISD,,5.0,,2012
WIMBERLEY ISD,54.0,179.0,30.16759776536313,2012
WINDTHORST ISD,13.0,41.0,31.70731707317073,2012
WINK-LOVING ISD,7.0,23.0,30.434782608695656,2012
WINNSBORO ISD,17.0,81.0,20.98765432098765,2012
WINONA ISD,5.0,57.0,8.771929824561402,2012
WINTERS ISD,14.0,40.0,35.0,2012
WODEN ISD,8.0,62.0,12.903225806451612,2012
WOLFE CITY ISD,11.0,39.0,28.205128205128204,2012
WOODSBORO ISD,,34.0,,2012
WOODSON ISD,,9.0,,2012
WOODVILLE ISD,26.0,70.0,37.142857142857146,2012
WORTHAM ISD,,32.0,,2012
WYLIE ISD,119.0,707.0,16.831683168316832,2012
WYLIE ISD,43.0,213.0,20.187793427230048,2012
YANTIS ISD,,14.0,,2012
YOAKUM ISD,14.0,89.0,15.730337078651685,2012
YORKTOWN ISD,,37.0,,2012
YSLETA ISD,715.0,3036.0,23.55072463768116,2012
ZAPATA COUNTY ISD,49.0,177.0,27.683615819209038,2012
ZAVALLA ISD,5.0,29.0,17.24137931034483,2012
ZEPHYR ISD,,8.0,,2012
ABBOTT ISD,,23.0,,2013
ABERNATHY ISD,8.0,45.0,17.77777777777778,2013
ABILENE ISD,133.0,981.0,13.557594291539246,2013
ACADEMY ISD,22.0,80.0,27.500000000000004,2013
ADRIAN ISD,,5.0,,2013
AGUA DULCE ISD,,27.0,,2013
ALAMO HEIGHTS ISD,102.0,355.0,28.732394366197184,2013
ALBA-GOLDEN ISD,7.0,52.0,13.461538461538462,2013
ALBANY ISD,15.0,52.0,28.846153846153843,2013
ALDINE ISD,447.0,3052.0,14.64613368283093,2013
ALEDO ISD,82.0,349.0,23.49570200573066,2013
ALICE ISD,61.0,278.0,21.942446043165468,2013
ALIEF ISD,461.0,2566.0,17.965705378020267,2013
ALLEN ISD,257.0,1300.0,19.76923076923077,2013
ALPINE ISD,,70.0,,2013
ALTO ISD,,33.0,,2013
ALVARADO ISD,42.0,237.0,17.72151898734177,2013
ALVIN ISD,188.0,1056.0,17.803030303030305,2013
ALVORD ISD,13.0,37.0,35.13513513513514,2013
AMARILLO ISD,281.0,1790.0,15.69832402234637,2013
AMHERST ISD,,12.0,,2013
ANAHUAC ISD,18.0,81.0,22.22222222222222,2013
ANDREWS ISD,35.0,177.0,19.774011299435028,2013
ANGLETON ISD,65.0,473.0,13.742071881606766,2013
ANNA ISD,18.0,155.0,11.612903225806452,2013
ANSON ISD,6.0,53.0,11.320754716981133,2013
ANTHONY ISD,7.0,34.0,20.588235294117645,2013
ANTON ISD,,17.0,,2013
APPLE SPRINGS ISD,,18.0,,2013
AQUILLA ISD,,21.0,,2013
ARANSAS COUNTY ISD,50.0,202.0,24.752475247524753,2013
ARANSAS PASS ISD,20.0,116.0,17.24137931034483,2013
ARCHER CITY ISD,8.0,36.0,22.22222222222222,2013
ARGYLE ISD,49.0,150.0,32.666666666666664,2013
ARLINGTON ISD,790.0,3760.0,21.01063829787234,2013
ARP ISD,10.0,64.0,15.625,2013
ASPERMONT ISD,,16.0,,2013
ATHENS ISD,28.0,191.0,14.659685863874344,2013
ATLANTA ISD,17.0,122.0,13.934426229508196,2013
AUBREY ISD,26.0,120.0,21.666666666666668,2013
AUSTIN ISD,858.0,4236.0,20.254957507082153,2013
AUSTWELL-TIVOLI ISD,,7.0,,2013
AVALON ISD,,17.0,,2013
AVERY ISD,9.0,37.0,24.324324324324326,2013
AVINGER ISD,,9.0,,2013
AXTELL ISD,8.0,53.0,15.09433962264151,2013
AZLE ISD,69.0,388.0,17.783505154639176,2013
BAIRD ISD,,19.0,,2013
BALLINGER ISD,18.0,53.0,33.9622641509434,2013
BALMORHEA ISD,,10.0,,2013
BANDERA ISD,29.0,168.0,17.261904761904763,2013
BANGS ISD,23.0,81.0,28.39506172839506,2013
BANQUETE ISD,17.0,56.0,30.357142857142854,2013
BARBERS HILL ISD,52.0,289.0,17.99307958477509,2013
BARTLETT ISD,,39.0,,2013
BASTROP ISD,94.0,617.0,15.235008103727715,2013
BAY CITY ISD,38.0,220.0,17.272727272727273,2013
BEAUMONT ISD,336.0,1209.0,27.791563275434246,2013
BECKVILLE ISD,6.0,41.0,14.634146341463413,2013
BEEVILLE ISD,24.0,251.0,9.56175298804781,2013
BELLEVUE ISD,,12.0,,2013
BELLS ISD,,40.0,,2013
BELLVILLE ISD,35.0,169.0,20.710059171597635,2013
BELTON ISD,95.0,614.0,15.472312703583063,2013
BEN BOLT-PALITO BLANCO ISD,9.0,49.0,18.367346938775512,2013
BENAVIDES ISD,,20.0,,2013
BENJAMIN ISD,,,,2013
BIG SANDY ISD,6.0,44.0,13.636363636363635,2013
BIG SANDY ISD,8.0,45.0,17.77777777777778,2013
BIG SPRING ISD,19.0,236.0,8.050847457627118,2013
BIRDVILLE ISD,269.0,1471.0,18.286879673691367,2013
BLANCO ISD,25.0,74.0,33.78378378378378,2013
BLAND ISD,5.0,32.0,15.625,2013
BLANKET ISD,,17.0,,2013
BLOOMBURG ISD,,22.0,,2013
BLOOMING GROVE ISD,10.0,56.0,17.857142857142858,2013
BLOOMINGTON ISD,5.0,54.0,9.25925925925926,2013
BLUE RIDGE ISD,9.0,47.0,19.148936170212767,2013
BLUM ISD,,26.0,,2013
BOERNE ISD,175.0,569.0,30.755711775043938,2013
BOLES ISD,9.0,37.0,24.324324324324326,2013
BOLING ISD,,54.0,,2013
BONHAM ISD,9.0,115.0,7.82608695652174,2013
BOOKER ISD,,22.0,,2013
BORDEN COUNTY ISD,7.0,16.0,43.75,2013
BORGER ISD,18.0,158.0,11.39240506329114,2013
BOSQUEVILLE ISD,,43.0,,2013
BOVINA ISD,,33.0,,2013
BOWIE ISD,24.0,95.0,25.263157894736842,2013
BOYD ISD,22.0,85.0,25.882352941176475,2013
BOYS RANCH ISD,,41.0,,2013
BRACKETT ISD,6.0,38.0,15.789473684210526,2013
BRADY ISD,18.0,71.0,25.352112676056336,2013
BRAZOS ISD,12.0,48.0,25.0,2013
BRAZOSPORT ISD,126.0,759.0,16.600790513833992,2013
BRECKENRIDGE ISD,8.0,73.0,10.95890410958904,2013
BREMOND ISD,5.0,34.0,14.705882352941178,2013
BRENHAM ISD,47.0,320.0,14.6875,2013
BRIDGE CITY ISD,27.0,158.0,17.088607594936708,2013
BRIDGEPORT ISD,21.0,129.0,16.27906976744186,2013
BROADDUS ISD,,33.0,,2013
BROCK ISD,9.0,60.0,15.0,2013
BRONTE ISD,9.0,19.0,47.368421052631575,2013
BROOKELAND ISD,,19.0,,2013
BROOKESMITH ISD,,8.0,,2013
BROOKS COUNTY ISD,21.0,89.0,23.595505617977526,2013
BROWNFIELD ISD,12.0,112.0,10.714285714285714,2013
BROWNSBORO ISD,20.0,170.0,11.76470588235294,2013
BROWNSVILLE ISD,814.0,2831.0,28.753090780642882,2013
BROWNWOOD ISD,39.0,199.0,19.597989949748744,2013
BRUCEVILLE-EDDY ISD,7.0,65.0,10.76923076923077,2013
BRYAN ISD,119.0,813.0,14.637146371463713,2013
BRYSON ISD,,15.0,,2013
BUCKHOLTS ISD,,13.0,,2013
BUENA VISTA ISD,,6.0,,2013
BUFFALO ISD,7.0,54.0,12.962962962962962,2013
BULLARD ISD,25.0,127.0,19.68503937007874,2013
BUNA ISD,27.0,101.0,26.732673267326735,2013
BURKBURNETT ISD,45.0,172.0,26.16279069767442,2013
BURKEVILLE ISD,,18.0,,2013
BURLESON ISD,99.0,683.0,14.494875549048317,2013
BURTON ISD,,24.0,,2013
BUSHLAND ISD,19.0,82.0,23.170731707317074,2013
BYNUM ISD,,20.0,,2013
CADDO MILLS ISD,16.0,103.0,15.53398058252427,2013
CALALLEN ISD,78.0,265.0,29.433962264150942,2013
CALDWELL ISD,16.0,117.0,13.675213675213676,2013
CALHOUN COUNTY ISD,28.0,273.0,10.256410256410255,2013
CALLISBURG ISD,10.0,79.0,12.658227848101266,2013
CALVERT ISD,,12.0,,2013
CAMERON ISD,18.0,91.0,19.78021978021978,2013
CAMPBELL ISD,,19.0,,2013
CANADIAN ISD,15.0,44.0,34.090909090909086,2013
CANTON ISD,41.0,141.0,29.078014184397162,2013
CANUTILLO ISD,91.0,413.0,22.033898305084744,2013
CANYON ISD,164.0,628.0,26.11464968152866,2013
CARLISLE ISD,,36.0,,2013
CARROLL ISD,144.0,589.0,24.448217317487266,2013
CARROLLTON-FARMERS BRANCH ISD,285.0,1671.0,17.0556552962298,2013
CARTHAGE ISD,11.0,160.0,6.875000000000001,2013
CASTLEBERRY ISD,19.0,174.0,10.919540229885058,2013
CAYUGA ISD,,49.0,,2013
CEDAR HILL ISD,156.0,591.0,26.39593908629442,2013
CELESTE ISD,9.0,49.0,18.367346938775512,2013
CELINA ISD,36.0,148.0,24.324324324324326,2013
CENTER ISD,22.0,141.0,15.602836879432624,2013
CENTER POINT ISD,7.0,51.0,13.725490196078432,2013
CENTERVILLE ISD,10.0,55.0,18.181818181818183,2013
CENTERVILLE ISD,,,,2013
CENTRAL HEIGHTS ISD,13.0,46.0,28.26086956521739,2013
CENTRAL ISD,10.0,106.0,9.433962264150944,2013
CHANNELVIEW ISD,59.0,481.0,12.266112266112266,2013
CHANNING ISD,,16.0,,2013
CHAPEL HILL ISD,21.0,231.0,9.090909090909092,2013
CHAPEL HILL ISD,13.0,73.0,17.80821917808219,2013
CHARLOTTE ISD,,28.0,,2013
CHEROKEE ISD,,12.0,,2013
CHESTER ISD,,14.0,,2013
CHICO ISD,,46.0,,2013
CHILDRESS ISD,18.0,71.0,25.352112676056336,2013
CHILLICOTHE ISD,,20.0,,2013
CHILTON ISD,,43.0,,2013
CHINA SPRING ISD,28.0,182.0,15.384615384615385,2013
CHIRENO ISD,,20.0,,2013
CHISUM ISD,8.0,58.0,13.793103448275861,2013
CHRISTOVAL ISD,10.0,29.0,34.48275862068966,2013
CISCO ISD,9.0,67.0,13.432835820895523,2013
CITY VIEW ISD,13.0,57.0,22.807017543859647,2013
CLARENDON ISD,8.0,41.0,19.51219512195122,2013
CLARKSVILLE ISD,8.0,48.0,16.666666666666664,2013
CLAUDE ISD,,23.0,,2013
CLEAR CREEK ISD,746.0,2797.0,26.671433678941725,2013
CLEBURNE ISD,62.0,405.0,15.308641975308642,2013
CLEVELAND ISD,16.0,157.0,10.191082802547772,2013
CLIFTON ISD,20.0,70.0,28.57142857142857,2013
CLINT ISD,123.0,628.0,19.5859872611465,2013
COAHOMA ISD,9.0,57.0,15.789473684210526,2013
COLEMAN ISD,9.0,51.0,17.647058823529413,2013
COLLEGE STATION ISD,174.0,694.0,25.072046109510087,2013
COLLINSVILLE ISD,7.0,36.0,19.444444444444446,2013
COLMESNEIL ISD,9.0,35.0,25.71428571428571,2013
COLORADO ISD,9.0,74.0,12.162162162162163,2013
COLUMBIA-BRAZORIA ISD,35.0,207.0,16.908212560386474,2013
COLUMBUS ISD,28.0,123.0,22.76422764227642,2013
COMAL ISD,323.0,1232.0,26.217532467532468,2013
COMANCHE ISD,23.0,77.0,29.87012987012987,2013
COMFORT ISD,24.0,77.0,31.16883116883117,2013
COMMERCE ISD,34.0,116.0,29.310344827586203,2013
COMMUNITY ISD,19.0,125.0,15.2,2013
COMSTOCK ISD,,10.0,,2013
CONNALLY ISD,16.0,145.0,11.03448275862069,2013
CONROE ISD,621.0,3305.0,18.789712556732223,2013
COOLIDGE ISD,,20.0,,2013
COOPER ISD,6.0,51.0,11.76470588235294,2013
COPPELL ISD,252.0,781.0,32.2663252240717,2013
COPPERAS COVE ISD,92.0,510.0,18.03921568627451,2013
CORPUS CHRISTI ISD,493.0,2260.0,21.8141592920354,2013
CORRIGAN-CAMDEN ISD,11.0,59.0,18.64406779661017,2013
CORSICANA ISD,26.0,318.0,8.176100628930817,2013
COTTON CENTER ISD,,6.0,,2013
COTULLA ISD,7.0,62.0,11.29032258064516,2013
COVINGTON ISD,,13.0,,2013
CRANDALL ISD,36.0,190.0,18.947368421052634,2013
CRANE ISD,12.0,61.0,19.672131147540984,2013
CRANFILLS GAP ISD,,6.0,,2013
CRAWFORD ISD,7.0,46.0,15.217391304347828,2013
CROCKETT ISD,13.0,83.0,15.66265060240964,2013
CROSBY ISD,50.0,335.0,14.925373134328357,2013
CROSS PLAINS ISD,5.0,21.0,23.809523809523807,2013
CROSS ROADS ISD,,49.0,,2013
CROWELL ISD,,22.0,,2013
CROWLEY ISD,195.0,994.0,19.61770623742455,2013
CRYSTAL CITY ISD,10.0,113.0,8.849557522123893,2013
CUERO ISD,21.0,103.0,20.388349514563107,2013
CULBERSON COUNTY-ALLAMOORE ISD,,38.0,,2013
CUMBY ISD,8.0,45.0,17.77777777777778,2013
CUSHING ISD,7.0,47.0,14.893617021276595,2013
CYPRESS-FAIRBANKS ISD,1515.0,6982.0,21.698653680893727,2013
DAINGERFIELD-LONE STAR ISD,7.0,84.0,8.333333333333332,2013
DALHART ISD,22.0,100.0,22.0,2013
DALLAS ISD,1214.0,7706.0,15.753957954840384,2013
DANBURY ISD,8.0,51.0,15.686274509803921,2013
DARROUZETT ISD,,15.0,,2013
DAWSON ISD,,8.0,,2013
DAWSON ISD,,29.0,,2013
DAYTON ISD,36.0,336.0,10.714285714285714,2013
DE LEON ISD,7.0,34.0,20.588235294117645,2013
DECATUR ISD,33.0,186.0,17.741935483870968,2013
DEER PARK ISD,129.0,855.0,15.087719298245613,2013
DEKALB ISD,14.0,57.0,24.561403508771928,2013
DEL VALLE ISD,74.0,611.0,12.111292962356792,2013
DELL CITY ISD,,,,2013
DENISON ISD,32.0,282.0,11.347517730496454,2013
DENTON ISD,292.0,1364.0,21.407624633431084,2013
DENVER CITY ISD,11.0,91.0,12.087912087912088,2013
DESOTO ISD,131.0,563.0,23.26820603907638,2013
DETROIT ISD,,33.0,,2013
DEVINE ISD,25.0,134.0,18.65671641791045,2013
DEWEYVILLE ISD,5.0,45.0,11.11111111111111,2013
D'HANIS ISD,,19.0,,2013
DIBOLL ISD,17.0,129.0,13.178294573643413,2013
DICKINSON ISD,81.0,557.0,14.542190305206462,2013
DILLEY ISD,8.0,51.0,15.686274509803921,2013
DIME BOX ISD,,7.0,,2013
DIMMITT ISD,15.0,62.0,24.193548387096776,2013
DODD CITY ISD,,18.0,,2013
DONNA ISD,135.0,736.0,18.342391304347828,2013
DOUGLASS ISD,,17.0,,2013
DRIPPING SPRINGS ISD,97.0,321.0,30.218068535825545,2013
DUBLIN ISD,16.0,62.0,25.806451612903224,2013
DUMAS ISD,21.0,259.0,8.108108108108109,2013
DUNCANVILLE ISD,148.0,797.0,18.569636135508155,2013
EAGLE MT-SAGINAW ISD,194.0,999.0,19.41941941941942,2013
EAGLE PASS ISD,192.0,963.0,19.937694704049843,2013
EANES ISD,190.0,597.0,31.825795644891127,2013
EARLY ISD,21.0,78.0,26.923076923076923,2013
EAST BERNARD ISD,14.0,55.0,25.454545454545453,2013
EAST CENTRAL ISD,93.0,668.0,13.922155688622754,2013
EAST CHAMBERS ISD,16.0,79.0,20.253164556962027,2013
EASTLAND ISD,13.0,91.0,14.285714285714285,2013
ECTOR COUNTY ISD,215.0,1247.0,17.24137931034483,2013
ECTOR ISD,,22.0,,2013
EDCOUCH-ELSA ISD,79.0,322.0,24.53416149068323,2013
EDGEWOOD ISD,64.0,549.0,11.657559198542804,2013
EDGEWOOD ISD,7.0,50.0,14.000000000000002,2013
EDNA ISD,13.0,103.0,12.62135922330097,2013
EL CAMPO ISD,16.0,214.0,7.476635514018691,2013
EL PASO ISD,1256.0,3945.0,31.837769328263626,2013
ELECTRA ISD,8.0,32.0,25.0,2013
ELGIN ISD,37.0,239.0,15.481171548117153,2013
ELKHART ISD,15.0,80.0,18.75,2013
ELYSIAN FIELDS ISD,9.0,57.0,15.789473684210526,2013
ENNIS ISD,49.0,345.0,14.202898550724639,2013
ERA ISD,8.0,33.0,24.242424242424242,2013
EULA ISD,,19.0,,2013
EUSTACE ISD,11.0,83.0,13.253012048192772,2013
EVADALE ISD,8.0,30.0,26.666666666666668,2013
EVANT ISD,,16.0,,2013
EVERMAN ISD,50.0,275.0,18.181818181818183,2013
FABENS ISD,34.0,176.0,19.318181818181817,2013
FAIRFIELD ISD,30.0,118.0,25.423728813559322,2013
FALLS CITY ISD,20.0,34.0,58.82352941176471,2013
FANNINDEL ISD,,15.0,,2013
FARMERSVILLE ISD,12.0,94.0,12.76595744680851,2013
FARWELL ISD,7.0,35.0,20.0,2013
FAYETTEVILLE ISD,,15.0,,2013
FERRIS ISD,19.0,134.0,14.17910447761194,2013
FLATONIA ISD,11.0,48.0,22.916666666666664,2013
FLORENCE ISD,14.0,75.0,18.666666666666668,2013
FLORESVILLE ISD,62.0,321.0,19.314641744548286,2013
FLOUR BLUFF ISD,137.0,394.0,34.77157360406091,2013
FLOYDADA ISD,14.0,53.0,26.41509433962264,2013
FOLLETT ISD,,14.0,,2013
FORESTBURG ISD,,6.0,,2013
FORNEY ISD,108.0,546.0,19.78021978021978,2013
FORSAN ISD,6.0,36.0,16.666666666666664,2013
FORT BEND ISD,1557.0,5077.0,30.667717155800673,2013
FORT STOCKTON ISD,26.0,138.0,18.84057971014493,2013
FORT WORTH ISD,558.0,3646.0,15.304443225452552,2013
FRANKLIN ISD,15.0,65.0,23.076923076923077,2013
FRANKSTON ISD,6.0,50.0,12.0,2013
FREDERICKSBURG ISD,70.0,246.0,28.455284552845526,2013
FREER ISD,16.0,51.0,31.372549019607842,2013
FRENSHIP ISD,113.0,484.0,23.34710743801653,2013
FRIENDSWOOD ISD,155.0,481.0,32.224532224532226,2013
FRIONA ISD,22.0,80.0,27.500000000000004,2013
FRISCO ISD,517.0,2234.0,23.14234556848702,2013
FROST ISD,,21.0,,2013
FRUITVALE ISD,6.0,27.0,22.22222222222222,2013
FT DAVIS ISD,,26.0,,2013
FT HANCOCK ISD,,34.0,,2013
FT SAM HOUSTON ISD,13.0,76.0,17.105263157894736,2013
GAINESVILLE ISD,20.0,145.0,13.793103448275861,2013
GALENA PARK ISD,230.0,1532.0,15.013054830287206,2013
GALVESTON ISD,85.0,459.0,18.51851851851852,2013
GANADO ISD,7.0,38.0,18.421052631578945,2013
GARLAND ISD,661.0,3940.0,16.77664974619289,2013
GARRISON ISD,8.0,40.0,20.0,2013
GARY ISD,,32.0,,2013
GATESVILLE ISD,32.0,191.0,16.75392670157068,2013
GEORGE WEST ISD,25.0,91.0,27.472527472527474,2013
GEORGETOWN ISD,178.0,694.0,25.64841498559078,2013
GHOLSON ISD,,,,2013
GIDDINGS ISD,35.0,149.0,23.48993288590604,2013
GILMER ISD,14.0,142.0,9.859154929577464,2013
GLADEWATER ISD,10.0,140.0,7.142857142857142,2013
