DistName,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),Year
SANTO ISD,11.0,35.0,31.428571428571427,2016
SAVOY ISD,,32.0,,2016
SCHERTZ-CIBOLO-U CITY ISD,271.0,1114.0,24.326750448833035,2016
SCHLEICHER ISD,16.0,46.0,34.78260869565217,2016
SCHULENBURG ISD,7.0,53.0,13.20754716981132,2016
SCURRY-ROSSER ISD,8.0,73.0,10.95890410958904,2016
SEAGRAVES ISD,,40.0,,2016
SEALY ISD,31.0,210.0,14.761904761904763,2016
SEGUIN ISD,72.0,446.0,16.143497757847534,2016
SEMINOLE ISD,18.0,163.0,11.042944785276074,2016
SEYMOUR ISD,9.0,38.0,23.684210526315788,2016
SHALLOWATER ISD,28.0,99.0,28.28282828282828,2016
SHAMROCK ISD,5.0,29.0,17.24137931034483,2016
SHARYLAND ISD,237.0,818.0,28.973105134474324,2016
SHELBYVILLE ISD,11.0,55.0,20.0,2016
SHELDON ISD,63.0,445.0,14.157303370786517,2016
SHEPHERD ISD,22.0,113.0,19.469026548672566,2016
SHERMAN ISD,43.0,396.0,10.85858585858586,2016
SHINER ISD,12.0,38.0,31.57894736842105,2016
SIDNEY ISD,,10.0,,2016
SIERRA BLANCA ISD,,10.0,,2016
SILSBEE ISD,34.0,187.0,18.181818181818183,2016
SILVERTON ISD,,12.0,,2016
SIMMS ISD,,40.0,,2016
SINTON ISD,44.0,158.0,27.848101265822784,2016
SKIDMORE-TYNAN ISD,13.0,58.0,22.413793103448278,2016
SLATON ISD,11.0,80.0,13.750000000000002,2016
SLIDELL ISD,,19.0,,2016
SLOCUM ISD,,25.0,,2016
SMITHVILLE ISD,22.0,133.0,16.541353383458645,2016
SMYER ISD,,24.0,,2016
SNOOK ISD,7.0,35.0,20.0,2016
SNYDER ISD,10.0,138.0,7.246376811594203,2016
SOCORRO ISD,847.0,3177.0,26.660371419578215,2016
SOMERSET ISD,37.0,261.0,14.17624521072797,2016
SOMERVILLE ISD,,23.0,,2016
SONORA ISD,20.0,61.0,32.78688524590164,2016
SOUTH SAN ANTONIO ISD,78.0,493.0,15.821501014198782,2016
SOUTH TEXAS ISD,342.0,596.0,57.38255033557047,2016
SOUTHLAND ISD,,14.0,,2016
SOUTHSIDE ISD,47.0,344.0,13.662790697674417,2016
SOUTHWEST ISD,78.0,830.0,9.397590361445783,2016
SPEARMAN ISD,11.0,58.0,18.96551724137931,2016
SPLENDORA ISD,39.0,244.0,15.983606557377051,2016
SPRING BRANCH ISD,512.0,2143.0,23.891740550629958,2016
SPRING HILL ISD,27.0,108.0,25.0,2016
SPRING ISD,418.0,2016.0,20.734126984126984,2016
SPRINGLAKE-EARTH ISD,,22.0,,2016
SPRINGTOWN ISD,30.0,193.0,15.544041450777202,2016
SPUR ISD,5.0,14.0,35.714285714285715,2016
SPURGER ISD,,22.0,,2016
STAMFORD ISD,7.0,40.0,17.5,2016
STANTON ISD,6.0,41.0,14.634146341463413,2016
STEPHENVILLE ISD,81.0,219.0,36.986301369863014,2016
STERLING CITY ISD,,21.0,,2016
STOCKDALE ISD,13.0,57.0,22.807017543859647,2016
STRATFORD ISD,,46.0,,2016
STRAWN ISD,,12.0,,2016
SUDAN ISD,5.0,30.0,16.666666666666664,2016
SULPHUR BLUFF ISD,,19.0,,2016
SULPHUR SPRINGS ISD,43.0,232.0,18.53448275862069,2016
SUNDOWN ISD,6.0,34.0,17.647058823529413,2016
SUNNYVALE ISD,42.0,103.0,40.77669902912621,2016
SUNRAY ISD,6.0,42.0,14.285714285714285,2016
SWEENY ISD,22.0,120.0,18.333333333333332,2016
SWEETWATER ISD,24.0,129.0,18.6046511627907,2016
TAFT ISD,22.0,76.0,28.947368421052634,2016
TAHOKA ISD,8.0,39.0,20.51282051282051,2016
TARKINGTON ISD,17.0,121.0,14.049586776859504,2016
TATUM ISD,15.0,109.0,13.761467889908257,2016
TAYLOR ISD,46.0,261.0,17.624521072796934,2016
TEAGUE ISD,14.0,84.0,16.666666666666664,2016
TEMPLE ISD,55.0,497.0,11.066398390342053,2016
TENAHA ISD,5.0,32.0,15.625,2016
TERRELL COUNTY ISD,,11.0,,2016
TERRELL ISD,28.0,240.0,11.666666666666666,2016
TEXARKANA ISD,66.0,438.0,15.068493150684931,2016
TEXAS CITY ISD,57.0,428.0,13.317757009345794,2016
TEXLINE ISD,,10.0,,2016
THORNDALE ISD,10.0,45.0,22.22222222222222,2016
THRALL ISD,16.0,57.0,28.07017543859649,2016
THREE RIVERS ISD,9.0,37.0,24.324324324324326,2016
THROCKMORTON ISD,,13.0,,2016
TIDEHAVEN ISD,5.0,57.0,8.771929824561402,2016
TIMPSON ISD,,32.0,,2016
TIOGA ISD,5.0,23.0,21.73913043478261,2016
TOLAR ISD,22.0,58.0,37.93103448275862,2016
TOM BEAN ISD,,44.0,,2016
TOMBALL ISD,178.0,800.0,22.25,2016
TORNILLO ISD,17.0,103.0,16.50485436893204,2016
TRENT ISD,,8.0,,2016
TRENTON ISD,5.0,42.0,11.904761904761903,2016
TRINIDAD ISD,,12.0,,2016
TRINITY ISD,15.0,74.0,20.27027027027027,2016
TROUP ISD,6.0,71.0,8.450704225352112,2016
TROY ISD,23.0,105.0,21.904761904761905,2016
TULIA ISD,15.0,64.0,23.4375,2016
TULOSO-MIDWAY ISD,82.0,317.0,25.86750788643533,2016
TURKEY-QUITAQUE ISD,,15.0,,2016
TYLER ISD,115.0,921.0,12.48642779587405,2016
UNION GROVE ISD,5.0,44.0,11.363636363636363,2016
UNION HILL ISD,,18.0,,2016
UNITED ISD,789.0,2912.0,27.09478021978022,2016
UTOPIA ISD,,12.0,,2016
VALENTINE ISD,,,,2016
VALLEY MILLS ISD,7.0,42.0,16.666666666666664,2016
VALLEY VIEW ISD,11.0,53.0,20.754716981132077,2016
VALLEY VIEW ISD,83.0,319.0,26.01880877742947,2016
VAN ALSTYNE ISD,16.0,98.0,16.3265306122449,2016
VAN ISD,20.0,174.0,11.494252873563218,2016
VAN VLECK ISD,12.0,65.0,18.461538461538463,2016
VEGA ISD,13.0,25.0,52.0,2016
VENUS ISD,18.0,105.0,17.142857142857142,2016
VERIBEST ISD,,19.0,,2016
VERNON ISD,15.0,115.0,13.043478260869565,2016
VICTORIA ISD,104.0,755.0,13.774834437086092,2016
VIDOR ISD,64.0,345.0,18.55072463768116,2016
WACO ISD,45.0,714.0,6.302521008403361,2016
WAELDER ISD,,13.0,,2016
WALL ISD,,77.0,,2016
WALLER ISD,80.0,384.0,20.833333333333336,2016
WALNUT SPRINGS ISD,,20.0,,2016
WARREN ISD,10.0,80.0,12.5,2016
WASKOM ISD,12.0,66.0,18.181818181818183,2016
WATER VALLEY ISD,9.0,27.0,33.33333333333333,2016
WAXAHACHIE ISD,106.0,538.0,19.702602230483272,2016
WEATHERFORD ISD,84.0,514.0,16.342412451361866,2016
WEIMAR ISD,8.0,40.0,20.0,2016
WELLINGTON ISD,15.0,44.0,34.090909090909086,2016
WELLS ISD,,18.0,,2016
WESLACO ISD,222.0,1165.0,19.05579399141631,2016
WEST ISD,8.0,97.0,8.24742268041237,2016
WEST OSO ISD,16.0,91.0,17.582417582417584,2016
WEST RUSK COUNTY CONSOLIDATED ISD,5.0,65.0,7.6923076923076925,2016
WEST SABINE ISD,7.0,52.0,13.461538461538462,2016
WESTBROOK ISD,,14.0,,2016
WESTWOOD ISD,13.0,103.0,12.62135922330097,2016
WHARTON ISD,8.0,137.0,5.839416058394161,2016
WHEELER ISD,,26.0,,2016
WHITE DEER ISD,6.0,23.0,26.08695652173913,2016
WHITE OAK ISD,24.0,114.0,21.052631578947366,2016
WHITE SETTLEMENT ISD,65.0,420.0,15.476190476190476,2016
WHITEHOUSE ISD,65.0,343.0,18.950437317784257,2016
WHITESBORO ISD,18.0,109.0,16.51376146788991,2016
WHITEWRIGHT ISD,10.0,64.0,15.625,2016
WHITHARRAL ISD,,12.0,,2016
WHITNEY ISD,10.0,101.0,9.900990099009901,2016
WICHITA FALLS ISD,211.0,907.0,23.26350606394708,2016
WILLIS ISD,93.0,411.0,22.62773722627737,2016
WILLS POINT ISD,25.0,157.0,15.92356687898089,2016
WILSON ISD,,6.0,,2016
WIMBERLEY ISD,38.0,141.0,26.95035460992908,2016
WINDTHORST ISD,15.0,46.0,32.608695652173914,2016
WINK-LOVING ISD,,24.0,,2016
WINNSBORO ISD,12.0,90.0,13.333333333333334,2016
WINONA ISD,,57.0,,2016
WINTERS ISD,9.0,31.0,29.03225806451613,2016
WODEN ISD,16.0,55.0,29.09090909090909,2016
WOLFE CITY ISD,10.0,42.0,23.809523809523807,2016
WOODSBORO ISD,,32.0,,2016
WOODSON ISD,,9.0,,2016
WOODVILLE ISD,16.0,94.0,17.02127659574468,2016
WORTHAM ISD,,31.0,,2016
WYLIE ISD,199.0,949.0,20.969441517386723,2016
WYLIE ISD,60.0,235.0,25.53191489361702,2016
YANTIS ISD,,22.0,,2016
YOAKUM ISD,10.0,90.0,11.11111111111111,2016
YORKTOWN ISD,8.0,31.0,25.806451612903224,2016
YSLETA ISD,722.0,2882.0,25.05204718945177,2016
ZAPATA COUNTY ISD,57.0,225.0,25.333333333333336,2016
ZAVALLA ISD,,32.0,,2016
ZEPHYR ISD,,19.0,,2016
ABBOTT ISD,,21.0,,2017
ABERNATHY ISD,12.0,61.0,19.672131147540984,2017
ABILENE ISD,131.0,1006.0,13.021868787276341,2017
ACADEMY ISD,24.0,104.0,23.076923076923077,2017
ADRIAN ISD,,5.0,,2017
AGUA DULCE ISD,7.0,24.0,29.166666666666668,2017
ALAMO HEIGHTS ISD,118.0,411.0,28.710462287104622,2017
ALBA-GOLDEN ISD,10.0,60.0,16.666666666666664,2017
ALBANY ISD,8.0,34.0,23.52941176470588,2017
ALDINE ISD,569.0,3665.0,15.525238744884037,2017
ALEDO ISD,101.0,402.0,25.12437810945274,2017
ALICE ISD,96.0,309.0,31.06796116504854,2017
ALIEF ISD,516.0,2702.0,19.096965210954846,2017
ALLEN ISD,390.0,1533.0,25.440313111545986,2017
ALPINE ISD,,60.0,,2017
ALTO ISD,9.0,45.0,20.0,2017
ALVARADO ISD,26.0,236.0,11.016949152542372,2017
ALVIN ISD,251.0,1330.0,18.87218045112782,2017
ALVORD ISD,7.0,51.0,13.725490196078432,2017
AMARILLO ISD,325.0,1915.0,16.971279373368144,2017
AMHERST ISD,,9.0,,2017
ANAHUAC ISD,25.0,86.0,29.069767441860467,2017
ANDREWS ISD,41.0,232.0,17.67241379310345,2017
ANGLETON ISD,54.0,420.0,12.857142857142856,2017
ANNA ISD,24.0,154.0,15.584415584415584,2017
ANSON ISD,6.0,39.0,15.384615384615385,2017
ANTHONY ISD,17.0,63.0,26.984126984126984,2017
ANTON ISD,,13.0,,2017
APPLE SPRINGS ISD,,18.0,,2017
AQUILLA ISD,,14.0,,2017
ARANSAS COUNTY ISD,50.0,207.0,24.154589371980677,2017
ARANSAS PASS ISD,11.0,97.0,11.34020618556701,2017
ARCHER CITY ISD,17.0,45.0,37.77777777777778,2017
ARGYLE ISD,49.0,183.0,26.775956284153008,2017
ARLINGTON ISD,895.0,4075.0,21.96319018404908,2017
ARP ISD,5.0,73.0,6.8493150684931505,2017
ASPERMONT ISD,5.0,20.0,25.0,2017
ATHENS ISD,39.0,228.0,17.105263157894736,2017
ATLANTA ISD,21.0,131.0,16.030534351145036,2017
AUBREY ISD,27.0,134.0,20.149253731343283,2017
AUSTIN ISD,866.0,4352.0,19.89889705882353,2017
AUSTWELL-TIVOLI ISD,,15.0,,2017
AVALON ISD,,17.0,,2017
AVERY ISD,,26.0,,2017
AVINGER ISD,,13.0,,2017
AXTELL ISD,10.0,49.0,20.408163265306122,2017
AZLE ISD,45.0,416.0,10.817307692307693,2017
BAIRD ISD,,14.0,,2017
BALLINGER ISD,24.0,69.0,34.78260869565217,2017
BALMORHEA ISD,,9.0,,2017
BANDERA ISD,29.0,149.0,19.463087248322147,2017
BANGS ISD,19.0,73.0,26.027397260273972,2017
BANQUETE ISD,25.0,75.0,33.33333333333333,2017
BARBERS HILL ISD,92.0,344.0,26.744186046511626,2017
BARTLETT ISD,,30.0,,2017
BASTROP ISD,132.0,679.0,19.44035346097202,2017
BAY CITY ISD,40.0,223.0,17.937219730941703,2017
BEAUMONT ISD,290.0,1040.0,27.884615384615387,2017
BECKVILLE ISD,6.0,42.0,14.285714285714285,2017
BEEVILLE ISD,30.0,241.0,12.448132780082988,2017
BELLEVUE ISD,,13.0,,2017
BELLS ISD,5.0,49.0,10.204081632653061,2017
BELLVILLE ISD,32.0,161.0,19.875776397515526,2017
BELTON ISD,116.0,724.0,16.022099447513813,2017
BEN BOLT-PALITO BLANCO ISD,11.0,50.0,22.0,2017
BENAVIDES ISD,9.0,31.0,29.03225806451613,2017
BENJAMIN ISD,,14.0,,2017
BIG SANDY ISD,7.0,31.0,22.58064516129032,2017
BIG SANDY ISD,,43.0,,2017
BIG SPRING ISD,26.0,202.0,12.871287128712872,2017
BIRDVILLE ISD,253.0,1484.0,17.048517520215633,2017
BLANCO ISD,25.0,79.0,31.645569620253166,2017
BLAND ISD,11.0,44.0,25.0,2017
BLANKET ISD,,16.0,,2017
BLOOMBURG ISD,,28.0,,2017
BLOOMING GROVE ISD,5.0,54.0,9.25925925925926,2017
BLOOMINGTON ISD,8.0,50.0,16.0,2017
BLUE RIDGE ISD,7.0,40.0,17.5,2017
BLUM ISD,5.0,29.0,17.24137931034483,2017
BOERNE ISD,206.0,654.0,31.49847094801223,2017
BOLES ISD,11.0,48.0,22.916666666666664,2017
BOLING ISD,13.0,87.0,14.942528735632186,2017
BONHAM ISD,14.0,106.0,13.20754716981132,2017
BOOKER ISD,6.0,23.0,26.08695652173913,2017
BORDEN COUNTY ISD,5.0,16.0,31.25,2017
BORGER ISD,25.0,195.0,12.82051282051282,2017
BOSQUEVILLE ISD,8.0,42.0,19.047619047619047,2017
BOVINA ISD,,26.0,,2017
BOWIE ISD,26.0,113.0,23.008849557522122,2017
BOYD ISD,11.0,60.0,18.333333333333332,2017
BOYS RANCH ISD,8.0,41.0,19.51219512195122,2017
BRACKETT ISD,13.0,47.0,27.659574468085108,2017
BRADY ISD,33.0,111.0,29.72972972972973,2017
BRAZOS ISD,8.0,54.0,14.814814814814813,2017
BRAZOSPORT ISD,91.0,807.0,11.27633209417596,2017
BRECKENRIDGE ISD,15.0,89.0,16.853932584269664,2017
BREMOND ISD,8.0,31.0,25.806451612903224,2017
BRENHAM ISD,54.0,313.0,17.252396166134183,2017
BRIDGE CITY ISD,36.0,166.0,21.686746987951807,2017
BRIDGEPORT ISD,20.0,135.0,14.814814814814813,2017
BROADDUS ISD,,32.0,,2017
BROCK ISD,39.0,97.0,40.20618556701031,2017
BRONTE ISD,,28.0,,2017
BROOKELAND ISD,,25.0,,2017
BROOKESMITH ISD,,16.0,,2017
BROOKS COUNTY ISD,30.0,98.0,30.612244897959183,2017
BROWNFIELD ISD,8.0,132.0,6.0606060606060606,2017
BROWNSBORO ISD,29.0,174.0,16.666666666666664,2017
BROWNSVILLE ISD,893.0,3096.0,28.84366925064599,2017
BROWNWOOD ISD,36.0,198.0,18.181818181818183,2017
BRUCEVILLE-EDDY ISD,6.0,61.0,9.836065573770492,2017
BRYAN ISD,169.0,913.0,18.51040525739321,2017
BRYSON ISD,,23.0,,2017
BUCKHOLTS ISD,,,,2017
BUENA VISTA ISD,,12.0,,2017
BUFFALO ISD,8.0,68.0,11.76470588235294,2017
BULLARD ISD,33.0,168.0,19.642857142857142,2017
BUNA ISD,13.0,83.0,15.66265060240964,2017
BURKBURNETT ISD,43.0,213.0,20.187793427230048,2017
BURKEVILLE ISD,,20.0,,2017
BURLESON ISD,145.0,853.0,16.998827667057444,2017
BURTON ISD,,33.0,,2017
BUSHLAND ISD,47.0,135.0,34.81481481481482,2017
BYNUM ISD,,11.0,,2017
CADDO MILLS ISD,27.0,120.0,22.5,2017
CALALLEN ISD,95.0,293.0,32.42320819112628,2017
CALDWELL ISD,21.0,122.0,17.21311475409836,2017
CALHOUN COUNTY ISD,45.0,314.0,14.331210191082802,2017
CALLISBURG ISD,12.0,76.0,15.789473684210526,2017
CALVERT ISD,,10.0,,2017
CAMERON ISD,8.0,99.0,8.080808080808081,2017
CAMPBELL ISD,,24.0,,2017
CANADIAN ISD,21.0,68.0,30.88235294117647,2017
CANTON ISD,38.0,166.0,22.89156626506024,2017
CANUTILLO ISD,121.0,409.0,29.584352078239608,2017
CANYON ISD,181.0,657.0,27.54946727549467,2017
CARLISLE ISD,,45.0,,2017
CARROLL ISD,188.0,664.0,28.313253012048197,2017
CARROLLTON-FARMERS BRANCH ISD,321.0,1597.0,20.100187852222916,2017
CARTHAGE ISD,24.0,162.0,14.814814814814813,2017
CASTLEBERRY ISD,14.0,214.0,6.5420560747663545,2017
CAYUGA ISD,7.0,49.0,14.285714285714285,2017
CEDAR HILL ISD,186.0,594.0,31.313131313131315,2017
CELESTE ISD,9.0,37.0,24.324324324324326,2017
CELINA ISD,42.0,163.0,25.766871165644172,2017
CENTER ISD,23.0,163.0,14.11042944785276,2017
CENTER POINT ISD,5.0,33.0,15.151515151515152,2017
CENTERVILLE ISD,8.0,40.0,20.0,2017
CENTERVILLE ISD,,7.0,,2017
CENTRAL HEIGHTS ISD,24.0,70.0,34.285714285714285,2017
CENTRAL ISD,16.0,117.0,13.675213675213676,2017
CHANNELVIEW ISD,69.0,609.0,11.330049261083744,2017
CHANNING ISD,,15.0,,2017
CHAPEL HILL ISD,17.0,240.0,7.083333333333333,2017
CHAPEL HILL ISD,15.0,66.0,22.727272727272727,2017
CHARLOTTE ISD,8.0,41.0,19.51219512195122,2017
CHEROKEE ISD,,12.0,,2017
CHESTER ISD,,14.0,,2017
CHICO ISD,5.0,50.0,10.0,2017
CHILDRESS ISD,21.0,90.0,23.333333333333332,2017
CHILLICOTHE ISD,,10.0,,2017
CHILTON ISD,,20.0,,2017
CHINA SPRING ISD,28.0,194.0,14.432989690721648,2017
CHIRENO ISD,,21.0,,2017
CHISUM ISD,6.0,63.0,9.523809523809524,2017
CHRISTOVAL ISD,20.0,46.0,43.47826086956522,2017
CISCO ISD,8.0,70.0,11.428571428571429,2017
CITY VIEW ISD,13.0,61.0,21.311475409836063,2017
CLARENDON ISD,5.0,32.0,15.625,2017
CLARKSVILLE ISD,8.0,26.0,30.76923076923077,2017
CLAUDE ISD,9.0,26.0,34.61538461538461,2017
CLEAR CREEK ISD,947.0,3018.0,31.378396288933068,2017
CLEBURNE ISD,47.0,396.0,11.868686868686869,2017
CLEVELAND ISD,25.0,224.0,11.160714285714286,2017
CLIFTON ISD,19.0,78.0,24.358974358974358,2017
CLINT ISD,182.0,783.0,23.243933588761177,2017
COAHOMA ISD,10.0,60.0,16.666666666666664,2017
COLEMAN ISD,7.0,55.0,12.727272727272727,2017
COLLEGE STATION ISD,253.0,842.0,30.04750593824228,2017
COLLINSVILLE ISD,9.0,41.0,21.951219512195124,2017
COLMESNEIL ISD,8.0,31.0,25.806451612903224,2017
COLORADO ISD,15.0,72.0,20.833333333333336,2017
COLUMBIA-BRAZORIA ISD,30.0,179.0,16.75977653631285,2017
COLUMBUS ISD,20.0,122.0,16.39344262295082,2017
COMAL ISD,372.0,1490.0,24.966442953020135,2017
COMANCHE ISD,27.0,92.0,29.347826086956523,2017
COMFORT ISD,14.0,82.0,17.073170731707318,2017
COMMERCE ISD,28.0,119.0,23.52941176470588,2017
COMMUNITY ISD,28.0,142.0,19.718309859154928,2017
COMSTOCK ISD,,15.0,,2017
CONNALLY ISD,13.0,160.0,8.125,2017
CONROE ISD,861.0,3791.0,22.711685571089422,2017
COOLIDGE ISD,,15.0,,2017
COOPER ISD,16.0,57.0,28.07017543859649,2017
COPPELL ISD,312.0,895.0,34.86033519553073,2017
COPPERAS COVE ISD,84.0,563.0,14.92007104795737,2017
CORPUS CHRISTI ISD,539.0,2468.0,21.839546191247976,2017
CORRIGAN-CAMDEN ISD,6.0,53.0,11.320754716981133,2017
CORSICANA ISD,42.0,347.0,12.103746397694524,2017
COTTON CENTER ISD,,7.0,,2017
COTULLA ISD,17.0,86.0,19.767441860465116,2017
COVINGTON ISD,,23.0,,2017
CRANDALL ISD,42.0,230.0,18.26086956521739,2017
CRANE ISD,18.0,77.0,23.376623376623375,2017
CRANFILLS GAP ISD,,8.0,,2017
CRAWFORD ISD,5.0,28.0,17.857142857142858,2017
CROCKETT ISD,8.0,74.0,10.81081081081081,2017
CROSBY ISD,69.0,356.0,19.382022471910112,2017
CROSS PLAINS ISD,,20.0,,2017
CROSS ROADS ISD,,42.0,,2017
CROWELL ISD,,11.0,,2017
CROWLEY ISD,156.0,1027.0,15.18987341772152,2017
CRYSTAL CITY ISD,14.0,125.0,11.200000000000001,2017
CUERO ISD,31.0,142.0,21.830985915492956,2017
CULBERSON COUNTY-ALLAMOORE ISD,5.0,26.0,19.230769230769234,2017
CUMBY ISD,,32.0,,2017
CUSHING ISD,10.0,40.0,25.0,2017
CYPRESS-FAIRBANKS ISD,1727.0,8072.0,21.39494549058474,2017
DAINGERFIELD-LONE STAR ISD,8.0,65.0,12.307692307692308,2017
DALHART ISD,23.0,117.0,19.65811965811966,2017
DALLAS ISD,1446.0,7685.0,18.81587508132726,2017
DAMON ISD,,,,2017
DANBURY ISD,11.0,59.0,18.64406779661017,2017
DARROUZETT ISD,,,,2017
DAWSON ISD,,10.0,,2017
DAWSON ISD,,39.0,,2017
DAYTON ISD,47.0,364.0,12.912087912087914,2017
DE LEON ISD,18.0,41.0,43.90243902439025,2017
DECATUR ISD,52.0,200.0,26.0,2017
DEER PARK ISD,145.0,927.0,15.641855447680692,2017
DEKALB ISD,6.0,55.0,10.909090909090908,2017
DEL VALLE ISD,89.0,632.0,14.082278481012658,2017
DELL CITY ISD,,,,2017
DENISON ISD,32.0,263.0,12.167300380228136,2017
DENTON ISD,270.0,1657.0,16.294508147254074,2017
DENVER CITY ISD,17.0,126.0,13.492063492063492,2017
DESOTO ISD,198.0,733.0,27.012278308321964,2017
DETROIT ISD,,32.0,,2017
DEVINE ISD,26.0,131.0,19.84732824427481,2017
DEWEYVILLE ISD,,50.0,,2017
D'HANIS ISD,9.0,27.0,33.33333333333333,2017
DIBOLL ISD,16.0,126.0,12.698412698412698,2017
DICKINSON ISD,107.0,638.0,16.77115987460815,2017
DILLEY ISD,11.0,57.0,19.298245614035086,2017
DIME BOX ISD,,15.0,,2017
DIMMITT ISD,16.0,77.0,20.77922077922078,2017
DODD CITY ISD,8.0,28.0,28.57142857142857,2017
DONNA ISD,141.0,926.0,15.226781857451405,2017
DOUGLASS ISD,6.0,20.0,30.0,2017
DRIPPING SPRINGS ISD,136.0,406.0,33.497536945812804,2017
DUBLIN ISD,16.0,59.0,27.11864406779661,2017
DUMAS ISD,27.0,335.0,8.059701492537313,2017
DUNCANVILLE ISD,235.0,945.0,24.867724867724867,2017
EAGLE MT-SAGINAW ISD,239.0,1356.0,17.62536873156342,2017
EAGLE PASS ISD,251.0,1079.0,23.262279888785915,2017
EANES ISD,204.0,651.0,31.336405529953915,2017
EARLY ISD,27.0,74.0,36.486486486486484,2017
EAST BERNARD ISD,19.0,71.0,26.76056338028169,2017
EAST CENTRAL ISD,91.0,697.0,13.055954088952653,2017
EAST CHAMBERS ISD,15.0,79.0,18.9873417721519,2017
EASTLAND ISD,19.0,69.0,27.536231884057973,2017
ECTOR COUNTY ISD,276.0,1581.0,17.4573055028463,2017
ECTOR ISD,,20.0,,2017
EDCOUCH-ELSA ISD,80.0,366.0,21.85792349726776,2017
EDGEWOOD ISD,65.0,591.0,10.998307952622675,2017
EDGEWOOD ISD,8.0,73.0,10.95890410958904,2017
EDNA ISD,12.0,87.0,13.793103448275861,2017
EL CAMPO ISD,29.0,237.0,12.236286919831224,2017
EL PASO ISD,1203.0,3883.0,30.981200103013133,2017
ELECTRA ISD,9.0,29.0,31.03448275862069,2017
ELGIN ISD,43.0,288.0,14.930555555555555,2017
ELKHART ISD,8.0,89.0,8.98876404494382,2017
ELYSIAN FIELDS ISD,8.0,60.0,13.333333333333334,2017
ENNIS ISD,41.0,389.0,10.539845758354756,2017
ERA ISD,6.0,35.0,17.142857142857142,2017
EULA ISD,,25.0,,2017
EUSTACE ISD,16.0,117.0,13.675213675213676,2017
EVADALE ISD,6.0,37.0,16.216216216216218,2017
EVANT ISD,5.0,13.0,38.46153846153847,2017
EVERMAN ISD,41.0,351.0,11.68091168091168,2017
FABENS ISD,35.0,157.0,22.29299363057325,2017
FAIRFIELD ISD,28.0,117.0,23.931623931623932,2017
FALLS CITY ISD,9.0,35.0,25.71428571428571,2017
FANNINDEL ISD,,8.0,,2017
FARMERSVILLE ISD,13.0,86.0,15.11627906976744,2017
FARWELL ISD,,31.0,,2017
FAYETTEVILLE ISD,,10.0,,2017
FERRIS ISD,9.0,149.0,6.0402684563758395,2017
FLATONIA ISD,9.0,46.0,19.565217391304348,2017
FLORENCE ISD,17.0,72.0,23.61111111111111,2017
FLORESVILLE ISD,44.0,280.0,15.714285714285714,2017
FLOUR BLUFF ISD,129.0,438.0,29.45205479452055,2017
FLOYDADA ISD,11.0,55.0,20.0,2017
FOLLETT ISD,,7.0,,2017
FORESTBURG ISD,,12.0,,2017
FORNEY ISD,134.0,627.0,21.371610845295056,2017
FORSAN ISD,8.0,40.0,20.0,2017
FORT BEND ISD,1717.0,5487.0,31.292145070165844,2017
FORT STOCKTON ISD,27.0,151.0,17.880794701986755,2017
FORT WORTH ISD,733.0,4306.0,17.02275894101254,2017
FRANKLIN ISD,19.0,80.0,23.75,2017
FRANKSTON ISD,6.0,54.0,11.11111111111111,2017
FREDERICKSBURG ISD,48.0,228.0,21.052631578947366,2017
FREER ISD,8.0,57.0,14.035087719298245,2017
FRENSHIP ISD,148.0,613.0,24.143556280587276,2017
FRIENDSWOOD ISD,205.0,540.0,37.96296296296296,2017
FRIONA ISD,17.0,71.0,23.943661971830984,2017
FRISCO ISD,889.0,3452.0,25.7531865585168,2017
FROST ISD,,35.0,,2017
FRUITVALE ISD,5.0,30.0,16.666666666666664,2017
FT DAVIS ISD,,9.0,,2017
FT HANCOCK ISD,,30.0,,2017
FT SAM HOUSTON ISD,20.0,77.0,25.97402597402597,2017
GAINESVILLE ISD,15.0,175.0,8.571428571428571,2017
GALENA PARK ISD,209.0,1607.0,13.005600497822028,2017
GALVESTON ISD,79.0,413.0,19.128329297820823,2017
GANADO ISD,9.0,50.0,18.0,2017
GARLAND ISD,747.0,3977.0,18.78300226301232,2017
GARRISON ISD,13.0,49.0,26.53061224489796,2017
GARY ISD,,32.0,,2017
GATESVILLE ISD,30.0,173.0,17.341040462427745,2017
GEORGE WEST ISD,27.0,78.0,34.61538461538461,2017
GEORGETOWN ISD,221.0,838.0,26.37231503579952,2017
GHOLSON ISD,,20.0,,2017
GIDDINGS ISD,22.0,139.0,15.827338129496402,2017
GILMER ISD,24.0,173.0,13.872832369942195,2017
GLADEWATER ISD,7.0,104.0,6.730769230769231,2017
GLASSCOCK COUNTY ISD,,19.0,,2017
GLEN ROSE ISD,31.0,106.0,29.245283018867923,2017
GODLEY ISD,14.0,105.0,13.333333333333334,2017
GOLD BURG ISD,,9.0,,2017
GOLDTHWAITE ISD,23.0,40.0,57.49999999999999,2017
GOLIAD ISD,24.0,106.0,22.641509433962266,2017
GONZALES ISD,27.0,180.0,15.0,2017
GOODRICH ISD,,10.0,,2017
GORDON ISD,5.0,21.0,23.809523809523807,2017
GORMAN ISD,9.0,26.0,34.61538461538461,2017
GRADY ISD,,12.0,,2017
GRAFORD ISD,,28.0,,2017
GRAHAM ISD,44.0,174.0,25.287356321839084,2017
GRANBURY ISD,105.0,461.0,22.7765726681128,2017
