DistName,RegnName,Wealth/ADA,Year
FARMERSVILLE ISD,Richardson,239119,2011
FARMERSVILLE ISD,Richardson,233926,2012
FARMERSVILLE ISD,Richardson,231388,2013
FARMERSVILLE ISD,Richardson,221781,2014
FARMERSVILLE ISD,Richardson,229704,2015
FARMERSVILLE ISD,Richardson,234520,2016
FARMERSVILLE ISD,Richardson,259056,2017
FAYETTEVILLE ISD,Austin,787591,2011
FAYETTEVILLE ISD,Austin,885409,2012
FAYETTEVILLE ISD,Austin,837041,2014
FAYETTEVILLE ISD,Austin,837038,2015
FAYETTEVILLE ISD,Austin,759171,2016
FAYETTEVILLE ISD,Austin,807509,2017
FERRIS ISD,Richardson,142994,2011
FERRIS ISD,Richardson,140261,2012
FERRIS ISD,Richardson,138139,2013
FERRIS ISD,Richardson,135115,2014
FERRIS ISD,Richardson,134994,2015
FERRIS ISD,Richardson,128002,2016
FERRIS ISD,Richardson,129755,2017
FLATONIA ISD,Austin,430591,2011
FLATONIA ISD,Austin,435830,2012
FLATONIA ISD,Austin,446110,2013
FLATONIA ISD,Austin,501574,2014
FLATONIA ISD,Austin,590261,2015
FLATONIA ISD,Austin,840418,2016
FLATONIA ISD,Austin,834776,2017
FLORENCE ISD,Austin,275691,2011
FLORENCE ISD,Austin,288103,2012
FLORENCE ISD,Austin,284857,2013
FLORENCE ISD,Austin,286352,2014
FLORENCE ISD,Austin,296387,2015
FLORENCE ISD,Austin,299382,2016
FLORENCE ISD,Austin,321815,2017
FLORESVILLE ISD,San Antonio,258912,2011
FLORESVILLE ISD,San Antonio,267336,2012
FLORESVILLE ISD,San Antonio,272347,2013
FLORESVILLE ISD,San Antonio,276454,2014
FLORESVILLE ISD,San Antonio,280635,2015
FLORESVILLE ISD,San Antonio,292081,2016
FLORESVILLE ISD,San Antonio,321343,2017
FORNEY ISD,Richardson,292929,2011
FORNEY ISD,Richardson,284379,2012
FORNEY ISD,Richardson,280185,2013
FORNEY ISD,Richardson,278211,2014
FORNEY ISD,Richardson,273181,2015
FORNEY ISD,Richardson,271368,2016
FORNEY ISD,Richardson,281342,2017
FORT BEND ISD,Houston,351127,2011
FORT BEND ISD,Houston,351495,2012
FORT BEND ISD,Houston,353175,2013
FORT BEND ISD,Houston,355737,2014
FORT BEND ISD,Houston,373235,2015
FORT BEND ISD,Houston,392617,2016
FORT BEND ISD,Houston,444265,2017
FORT WORTH ISD,Fort Worth,343130,2011
FORT WORTH ISD,Fort Worth,322648,2012
FORT WORTH ISD,Fort Worth,328206,2013
FORT WORTH ISD,Fort Worth,335477,2014
FORT WORTH ISD,Fort Worth,339898,2015
FORT WORTH ISD,Fort Worth,340822,2016
FORT WORTH ISD,Fort Worth,348001,2017
FREDERICKSBURG ISD,Austin,815998,2011
FREDERICKSBURG ISD,Austin,817930,2012
FREDERICKSBURG ISD,Austin,828348,2013
FREDERICKSBURG ISD,Austin,857468,2014
FREDERICKSBURG ISD,Austin,868240,2015
FREDERICKSBURG ISD,Austin,865883,2016
FREDERICKSBURG ISD,Austin,924409,2017
FRIENDSWOOD ISD,Houston,354657,2011
FRIENDSWOOD ISD,Houston,356827,2012
FRIENDSWOOD ISD,Houston,364220,2013
FRIENDSWOOD ISD,Houston,369076,2014
FRIENDSWOOD ISD,Houston,380020,2015
FRIENDSWOOD ISD,Houston,382675,2016
FRIENDSWOOD ISD,Houston,434057,2017
FRISCO ISD,Richardson,448014,2011
FRISCO ISD,Richardson,409845,2012
FRISCO ISD,Richardson,398568,2013
FRISCO ISD,Richardson,389497,2014
FRISCO ISD,Richardson,392958,2015
FRISCO ISD,Richardson,412264,2016
FRISCO ISD,Richardson,458760,2017
FT SAM HOUSTON ISD,San Antonio,,2011
FT SAM HOUSTON ISD,San Antonio,,2012
FT SAM HOUSTON ISD,San Antonio,,2013
FT SAM HOUSTON ISD,San Antonio,,2014
FT SAM HOUSTON ISD,San Antonio,,2015
FT SAM HOUSTON ISD,San Antonio,,2016
FT SAM HOUSTON ISD,San Antonio,,2017
GAINESVILLE ISD,Fort Worth,"$364,769 ",2011
GAINESVILLE ISD,Fort Worth,"$337,353 ",2012
GAINESVILLE ISD,Fort Worth,"$337,802 ",2013
GAINESVILLE ISD,Fort Worth,"$350,203 ",2014
GAINESVILLE ISD,Fort Worth,"$367,205 ",2015
GAINESVILLE ISD,Fort Worth,"$359,637 ",2016
GAINESVILLE ISD,Fort Worth,"$354,935 ",2017
GALENA PARK ISD,Houston,"$289,183 ",2011
GALENA PARK ISD,Houston,"$277,597 ",2012
GALENA PARK ISD,Houston,"$270,212 ",2013
GALENA PARK ISD,Houston,"$308,002 ",2014
GALENA PARK ISD,Houston,"$312,646 ",2015
GALENA PARK ISD,Houston,"$356,031 ",2016
GALENA PARK ISD,Houston,"$382,169 ",2017
GALVESTON ISD,Houston,"$724,883 ",2011
GALVESTON ISD,Houston,"$785,608 ",2012
GALVESTON ISD,Houston,"$817,696 ",2013
GALVESTON ISD,Houston,"$861,978 ",2014
GALVESTON ISD,Houston,"$883,860 ",2015
GALVESTON ISD,Houston,"$899,343 ",2016
GALVESTON ISD,Houston,"$1,017,454 ",2017
GARLAND ISD,Richardson,"$249,795 ",2011
GARLAND ISD,Richardson,"$242,390 ",2012
GARLAND ISD,Richardson,"$240,230 ",2013
GARLAND ISD,Richardson,"$240,611 ",2014
GARLAND ISD,Richardson,"$242,272 ",2015
GARLAND ISD,Richardson,"$243,367 ",2016
GARLAND ISD,Richardson,"$263,202 ",2017
GEORGETOWN ISD,Austin,"$529,858 ",2011
GEORGETOWN ISD,Austin,"$539,763 ",2012
GEORGETOWN ISD,Austin,"$548,453 ",2013
GEORGETOWN ISD,Austin,"$555,072 ",2014
GEORGETOWN ISD,Austin,"$565,119 ",2015
GEORGETOWN ISD,Austin,"$603,338 ",2016
GEORGETOWN ISD,Austin,"$672,245 ",2017
GIDDINGS ISD,Austin,"$408,700 ",2011
GIDDINGS ISD,Austin,"$431,860 ",2012
GIDDINGS ISD,Austin,"$408,946 ",2013
GIDDINGS ISD,Austin,"$421,893 ",2014
GIDDINGS ISD,Austin,"$425,100 ",2015
GIDDINGS ISD,Austin,"$435,061 ",2016
GIDDINGS ISD,Austin,"$437,700 ",2017
GLEN ROSE ISD,Fort Worth,"$2,269,305 ",2011
GLEN ROSE ISD,Fort Worth,"$2,192,209 ",2012
GLEN ROSE ISD,Fort Worth,"$2,238,046 ",2013
GLEN ROSE ISD,Fort Worth,"$2,271,920 ",2014
GLEN ROSE ISD,Fort Worth,"$1,915,051 ",2015
GLEN ROSE ISD,Fort Worth,"$1,662,650 ",2016
GLEN ROSE ISD,Fort Worth,"$1,901,366 ",2017
GODLEY ISD,Fort Worth,"$966,050 ",2011
GODLEY ISD,Fort Worth,"$865,165 ",2012
GODLEY ISD,Fort Worth,"$780,108 ",2013
GODLEY ISD,Fort Worth,"$742,693 ",2014
GODLEY ISD,Fort Worth,"$609,161 ",2015
GODLEY ISD,Fort Worth,"$596,563 ",2016
GODLEY ISD,Fort Worth,"$533,342 ",2017
GONZALES ISD,Austin,"$242,721 ",2011
GONZALES ISD,Austin,"$234,363 ",2012
GONZALES ISD,Austin,"$249,437 ",2013
GONZALES ISD,Austin,"$443,622 ",2014
GONZALES ISD,Austin,"$715,223 ",2015
GONZALES ISD,Austin,"$939,638 ",2016
GONZALES ISD,Austin,"$601,433 ",2017
GORDON ISD,Fort Worth,"$770,077 ",2014
GORDON ISD,Fort Worth,"$779,914 ",2015
GORDON ISD,Fort Worth,"$868,775 ",2016
GORDON ISD,Fort Worth,"$902,979 ",2017
GRAFORD ISD,Fort Worth,"$2,313,961 ",2011
GRAFORD ISD,Fort Worth,"$2,461,809 ",2012
GRAFORD ISD,Fort Worth,"$2,467,162 ",2013
GRAFORD ISD,Fort Worth,"$2,666,825 ",2014
GRAFORD ISD,Fort Worth,"$2,947,637 ",2015
GRAFORD ISD,Fort Worth,"$3,002,621 ",2016
GRAFORD ISD,Fort Worth,"$2,930,073 ",2017
GRANBURY ISD,Fort Worth,"$767,593 ",2011
GRANBURY ISD,Fort Worth,"$772,115 ",2012
GRANBURY ISD,Fort Worth,"$754,804 ",2013
GRANBURY ISD,Fort Worth,"$762,202 ",2014
GRANBURY ISD,Fort Worth,"$729,940 ",2015
GRANBURY ISD,Fort Worth,"$697,751 ",2016
GRANBURY ISD,Fort Worth,"$701,862 ",2017
GRAND PRAIRIE ISD,Richardson,"$187,080 ",2011
GRAND PRAIRIE ISD,Richardson,"$185,641 ",2012
GRAND PRAIRIE ISD,Richardson,"$182,429 ",2013
GRAND PRAIRIE ISD,Richardson,"$173,211 ",2014
GRAND PRAIRIE ISD,Richardson,"$174,352 ",2015
GRAND PRAIRIE ISD,Richardson,"$175,303 ",2016
GRAND PRAIRIE ISD,Richardson,"$186,866 ",2017
GRANDVIEW ISD,Fort Worth,"$362,516 ",2011
GRANDVIEW ISD,Fort Worth,"$311,467 ",2012
GRANDVIEW ISD,Fort Worth,"$285,240 ",2013
GRANDVIEW ISD,Fort Worth,"$284,245 ",2014
GRANDVIEW ISD,Fort Worth,"$257,331 ",2015
GRANDVIEW ISD,Fort Worth,"$253,335 ",2016
GRANDVIEW ISD,Fort Worth,"$249,747 ",2017
GRANGER ISD,Austin,"$257,002 ",2011
GRANGER ISD,Austin,"$268,526 ",2012
GRANGER ISD,Austin,"$279,798 ",2013
GRANGER ISD,Austin,"$301,841 ",2014
GRANGER ISD,Austin,"$302,060 ",2015
GRANGER ISD,Austin,"$319,950 ",2016
GRANGER ISD,Austin,"$327,396 ",2017
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$791,537 ",2011
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$766,565 ",2012
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$792,003 ",2013
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$785,247 ",2014
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$792,073 ",2015
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$805,590 ",2016
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,"$838,566 ",2017
GREENVILLE ISD,Richardson,"$330,209 ",2011
GREENVILLE ISD,Richardson,"$353,126 ",2012
GREENVILLE ISD,Richardson,"$362,198 ",2013
GREENVILLE ISD,Richardson,"$370,971 ",2014
GREENVILLE ISD,Richardson,"$355,207 ",2015
GUNTER ISD,Richardson,"$277,806 ",2011
GUNTER ISD,Richardson,"$263,697 ",2012
GUNTER ISD,Richardson,"$268,093 ",2013
GUNTER ISD,Richardson,"$279,129 ",2014
GUNTER ISD,Richardson,"$276,470 ",2015
GUNTER ISD,Richardson,"$258,337 ",2016
GUNTER ISD,Richardson,"$293,338 ",2017
HARDIN ISD,Houston,"$201,842 ",2011
HARDIN ISD,Houston,"$226,485 ",2012
HARDIN ISD,Houston,"$234,726 ",2013
HARDIN ISD,Houston,"$238,751 ",2014
HARDIN ISD,Houston,"$235,053 ",2015
HARDIN ISD,Houston,"$246,702 ",2016
HARDIN ISD,Houston,"$265,456 ",2017
HARLANDALE ISD,San Antonio,"$90,871 ",2011
HARLANDALE ISD,San Antonio,"$85,263 ",2012
HARLANDALE ISD,San Antonio,"$83,293 ",2013
HARLANDALE ISD,San Antonio,"$81,759 ",2014
HARLANDALE ISD,San Antonio,"$83,957 ",2015
HARLANDALE ISD,San Antonio,"$82,554 ",2016
HARLANDALE ISD,San Antonio,"$96,440 ",2017
HARPER ISD,Austin,"$542,399 ",2011
HARPER ISD,Austin,"$672,607 ",2012
HARPER ISD,Austin,"$657,355 ",2013
HARPER ISD,Austin,"$662,726 ",2014
HARPER ISD,Austin,"$620,906 ",2015
HARPER ISD,Austin,"$639,252 ",2016
HARPER ISD,Austin,"$682,642 ",2017
HEMPSTEAD ISD,Houston,"$293,364 ",2011
HEMPSTEAD ISD,Houston,"$294,827 ",2012
HEMPSTEAD ISD,Houston,"$292,492 ",2013
HEMPSTEAD ISD,Houston,"$297,512 ",2014
HEMPSTEAD ISD,Houston,"$312,458 ",2015
HEMPSTEAD ISD,Houston,"$297,653 ",2016
HEMPSTEAD ISD,Houston,"$328,857 ",2017
HIGHLAND PARK ISD,Richardson,"$1,920,412 ",2011
HIGHLAND PARK ISD,Richardson,"$1,821,457 ",2012
HIGHLAND PARK ISD,Richardson,"$1,776,757 ",2013
HIGHLAND PARK ISD,Richardson,"$1,748,197 ",2014
HIGHLAND PARK ISD,Richardson,"$1,830,168 ",2015
HIGHLAND PARK ISD,Richardson,"$1,960,131 ",2016
HIGHLAND PARK ISD,Richardson,"$2,122,860 ",2017
HITCHCOCK ISD,Houston,"$445,516 ",2011
HITCHCOCK ISD,Houston,"$422,067 ",2012
HITCHCOCK ISD,Houston,"$420,985 ",2013
HITCHCOCK ISD,Houston,"$399,333 ",2014
HITCHCOCK ISD,Houston,"$385,602 ",2015
HITCHCOCK ISD,Houston,"$372,495 ",2016
HITCHCOCK ISD,Houston,"$410,013 ",2017
HONDO ISD,San Antonio,"$205,076 ",2011
HONDO ISD,San Antonio,"$214,431 ",2012
HONDO ISD,San Antonio,"$224,179 ",2013
HONDO ISD,San Antonio,"$250,578 ",2014
HONDO ISD,San Antonio,"$263,715 ",2015
HONDO ISD,San Antonio,"$287,472 ",2016
HONDO ISD,San Antonio,"$305,981 ",2017
HONEY GROVE ISD,Richardson,"$286,459 ",2014
HONEY GROVE ISD,Richardson,"$284,957 ",2015
HONEY GROVE ISD,Richardson,"$301,118 ",2016
HONEY GROVE ISD,Richardson,"$307,547 ",2017
HOUSTON ISD,Houston,"$591,624 ",2011
HOUSTON ISD,Houston,"$569,432 ",2012
HOUSTON ISD,Houston,"$578,069 ",2013
HOUSTON ISD,Houston,"$597,768 ",2014
HOUSTON ISD,Houston,"$641,849 ",2015
HOUSTON ISD,Houston,"$712,393 ",2016
HOUSTON ISD,Houston,"$789,002 ",2017
HOWE ISD,Richardson,"$195,278 ",2011
HOWE ISD,Richardson,"$201,101 ",2012
HOWE ISD,Richardson,"$200,753 ",2013
HOWE ISD,Richardson,"$192,100 ",2014
HOWE ISD,Richardson,"$215,758 ",2015
HOWE ISD,Richardson,"$203,628 ",2016
HOWE ISD,Richardson,"$204,224 ",2017
HUCKABAY ISD,Fort Worth,"$625,236 ",2011
HUCKABAY ISD,Fort Worth,"$595,909 ",2012
HUCKABAY ISD,Fort Worth,"$737,964 ",2013
HUCKABAY ISD,Fort Worth,"$709,067 ",2014
HUCKABAY ISD,Fort Worth,"$638,503 ",2015
HUCKABAY ISD,Fort Worth,"$586,801 ",2016
HUFFMAN ISD,Houston,"$256,255 ",2011
HUFFMAN ISD,Houston,"$250,183 ",2012
HUFFMAN ISD,Houston,"$262,155 ",2013
HUFFMAN ISD,Houston,"$251,819 ",2014
HUFFMAN ISD,Houston,"$250,853 ",2015
HUFFMAN ISD,Houston,"$266,173 ",2016
HUFFMAN ISD,Houston,"$301,519 ",2017
HULL-DAISETTA ISD,Houston,"$479,131 ",2011
HULL-DAISETTA ISD,Houston,"$579,264 ",2012
HUMBLE ISD,Houston,"$293,248 ",2011
HUMBLE ISD,Houston,"$286,829 ",2012
HUMBLE ISD,Houston,"$283,061 ",2013
HUMBLE ISD,Houston,"$279,638 ",2014
HUMBLE ISD,Houston,"$285,005 ",2015
HUMBLE ISD,Houston,"$302,496 ",2016
HUMBLE ISD,Houston,"$330,877 ",2017
HURST-EULESS-BEDFORD ISD,Fort Worth,"$430,237 ",2011
HURST-EULESS-BEDFORD ISD,Fort Worth,"$408,613 ",2012
HURST-EULESS-BEDFORD ISD,Fort Worth,"$407,853 ",2013
HURST-EULESS-BEDFORD ISD,Fort Worth,"$410,262 ",2014
HURST-EULESS-BEDFORD ISD,Fort Worth,"$418,485 ",2015
HURST-EULESS-BEDFORD ISD,Fort Worth,"$427,454 ",2016
HURST-EULESS-BEDFORD ISD,Fort Worth,"$441,116 ",2017
HUTTO ISD,Austin,"$265,353 ",2011
HUTTO ISD,Austin,"$257,525 ",2012
HUTTO ISD,Austin,"$259,548 ",2013
HUTTO ISD,Austin,"$257,165 ",2014
HUTTO ISD,Austin,"$260,512 ",2015
HUTTO ISD,Austin,"$274,616 ",2016
HUTTO ISD,Austin,"$302,918 ",2017
INGRAM ISD,San Antonio,"$433,730 ",2011
INGRAM ISD,San Antonio,"$454,503 ",2012
INGRAM ISD,San Antonio,"$491,376 ",2013
INGRAM ISD,San Antonio,"$487,348 ",2014
INGRAM ISD,San Antonio,"$498,728 ",2015
INGRAM ISD,San Antonio,"$444,134 ",2016
INGRAM ISD,San Antonio,"$459,335 ",2017
IRVING ISD,Richardson,"$286,194 ",2011
IRVING ISD,Richardson,"$267,332 ",2012
IRVING ISD,Richardson,"$264,581 ",2013
IRVING ISD,Richardson,"$262,509 ",2014
IRVING ISD,Richardson,"$268,429 ",2015
IRVING ISD,Richardson,"$277,018 ",2016
IRVING ISD,Richardson,"$300,858 ",2017
ITALY ISD,Richardson,"$173,331 ",2011
ITALY ISD,Richardson,"$183,947 ",2012
ITALY ISD,Richardson,"$190,122 ",2013
ITALY ISD,Richardson,"$196,009 ",2014
ITALY ISD,Richardson,"$184,854 ",2015
ITALY ISD,Richardson,"$177,996 ",2016
ITALY ISD,Richardson,"$182,946 ",2017
JARRELL ISD,Austin,"$692,839 ",2011
JARRELL ISD,Austin,"$663,737 ",2012
JARRELL ISD,Austin,"$623,520 ",2013
JARRELL ISD,Austin,"$605,895 ",2014
JARRELL ISD,Austin,"$570,086 ",2015
JARRELL ISD,Austin,"$561,679 ",2016
JARRELL ISD,Austin,"$615,581 ",2017
JOHNSON CITY ISD,Austin,"$805,614 ",2011
JOHNSON CITY ISD,Austin,"$815,404 ",2012
JOHNSON CITY ISD,Austin,"$815,362 ",2013
JOHNSON CITY ISD,Austin,"$838,153 ",2014
JOHNSON CITY ISD,Austin,"$880,836 ",2015
JOHNSON CITY ISD,Austin,"$911,070 ",2016
JOHNSON CITY ISD,Austin,"$997,800 ",2017
JOSHUA ISD,Fort Worth,"$359,225 ",2011
JOSHUA ISD,Fort Worth,"$334,284 ",2012
JOSHUA ISD,Fort Worth,"$332,789 ",2013
JOSHUA ISD,Fort Worth,"$299,047 ",2014
JOSHUA ISD,Fort Worth,"$270,374 ",2015
JOSHUA ISD,Fort Worth,"$268,973 ",2016
JOSHUA ISD,Fort Worth,"$274,354 ",2017
JOURDANTON ISD,San Antonio,"$332,379 ",2011
JOURDANTON ISD,San Antonio,"$331,997 ",2012
JOURDANTON ISD,San Antonio,"$323,035 ",2013
JOURDANTON ISD,San Antonio,"$347,395 ",2014
JOURDANTON ISD,San Antonio,"$438,238 ",2015
JOURDANTON ISD,San Antonio,"$520,641 ",2016
JOURDANTON ISD,San Antonio,"$575,498 ",2017
JUDSON ISD,San Antonio,"$289,992 ",2011
JUDSON ISD,San Antonio,"$284,328 ",2012
JUDSON ISD,San Antonio,"$280,166 ",2013
JUDSON ISD,San Antonio,"$287,277 ",2014
JUDSON ISD,San Antonio,"$293,780 ",2015
JUDSON ISD,San Antonio,"$309,210 ",2016
JUDSON ISD,San Antonio,"$351,253 ",2017
KATY ISD,Houston,"$330,939 ",2011
KATY ISD,Houston,"$327,631 ",2012
KATY ISD,Houston,"$331,108 ",2013
KATY ISD,Houston,"$338,212 ",2014
KATY ISD,Houston,"$353,693 ",2015
KATY ISD,Houston,"$392,092 ",2016
KATY ISD,Houston,"$448,869 ",2017
KAUFMAN ISD,Richardson,"$179,593 ",2011
KAUFMAN ISD,Richardson,"$174,422 ",2012
KAUFMAN ISD,Richardson,"$172,765 ",2013
KAUFMAN ISD,Richardson,"$165,975 ",2014
KAUFMAN ISD,Richardson,"$166,827 ",2015
KAUFMAN ISD,Richardson,"$157,905 ",2016
KAUFMAN ISD,Richardson,"$164,826 ",2017
KEENE ISD,Fort Worth,"$260,072 ",2011
KEENE ISD,Fort Worth,"$218,415 ",2012
KEENE ISD,Fort Worth,"$205,144 ",2013
KEENE ISD,Fort Worth,"$185,507 ",2014
KEENE ISD,Fort Worth,"$164,059 ",2015
KEENE ISD,Fort Worth,"$154,913 ",2016
KEENE ISD,Fort Worth,"$155,542 ",2017
KELLER ISD,Fort Worth,"$347,047 ",2011
KELLER ISD,Fort Worth,"$340,389 ",2012
KELLER ISD,Fort Worth,"$345,629 ",2013
KELLER ISD,Fort Worth,"$348,489 ",2014
KELLER ISD,Fort Worth,"$367,730 ",2015
KELLER ISD,Fort Worth,"$379,288 ",2016
KELLER ISD,Fort Worth,"$399,061 ",2017
KEMP ISD,Richardson,"$224,317 ",2011
KEMP ISD,Richardson,"$238,746 ",2012
KEMP ISD,Richardson,"$245,158 ",2013
KEMP ISD,Richardson,"$239,293 ",2014
KEMP ISD,Richardson,"$237,463 ",2015
KEMP ISD,Richardson,"$213,577 ",2016
KEMP ISD,Richardson,"$218,019 ",2017
KENNEDALE ISD,Fort Worth,"$331,825 ",2011
KENNEDALE ISD,Fort Worth,"$316,270 ",2012
KENNEDALE ISD,Fort Worth,"$325,209 ",2013
KENNEDALE ISD,Fort Worth,"$325,660 ",2014
KENNEDALE ISD,Fort Worth,"$335,135 ",2015
KENNEDALE ISD,Fort Worth,"$340,139 ",2016
KENNEDALE ISD,Fort Worth,"$358,190 ",2017
KERRVILLE ISD,San Antonio,"$476,934 ",2011
KERRVILLE ISD,San Antonio,"$489,113 ",2012
KERRVILLE ISD,San Antonio,"$494,725 ",2013
KERRVILLE ISD,San Antonio,"$486,896 ",2014
KERRVILLE ISD,San Antonio,"$484,758 ",2015
KERRVILLE ISD,San Antonio,"$488,915 ",2016
KERRVILLE ISD,San Antonio,"$513,176 ",2017
KLEIN ISD,Houston,"$301,357 ",2011
KLEIN ISD,Houston,"$285,220 ",2012
KLEIN ISD,Houston,"$282,795 ",2013
KLEIN ISD,Houston,"$282,036 ",2014
KLEIN ISD,Houston,"$293,054 ",2015
KLEIN ISD,Houston,"$314,422 ",2016
KLEIN ISD,Houston,"$353,021 ",2017
KNIPPA ISD,San Antonio,"$201,092 ",2011
KNIPPA ISD,San Antonio,"$164,858 ",2013
KNIPPA ISD,San Antonio,"$143,410 ",2014
KNIPPA ISD,San Antonio,"$141,409 ",2015
KNIPPA ISD,San Antonio,"$149,347 ",2016
KNIPPA ISD,San Antonio,"$232,449 ",2017
KRUM ISD,Fort Worth,"$446,225 ",2011
KRUM ISD,Fort Worth,"$436,561 ",2012
KRUM ISD,Fort Worth,"$388,088 ",2013
KRUM ISD,Fort Worth,"$344,256 ",2014
KRUM ISD,Fort Worth,"$346,468 ",2015
KRUM ISD,Fort Worth,"$377,308 ",2016
KRUM ISD,Fort Worth,"$369,433 ",2017
LA GRANGE ISD,Austin,"$523,995 ",2011
LA GRANGE ISD,Austin,"$524,082 ",2012
LA GRANGE ISD,Austin,"$508,932 ",2013
LA GRANGE ISD,Austin,"$557,146 ",2014
LA GRANGE ISD,Austin,"$574,724 ",2015
LA GRANGE ISD,Austin,"$530,845 ",2016
LA GRANGE ISD,Austin,"$549,956 ",2017
LA MARQUE ISD,Houston,"$519,572 ",2011
LA MARQUE ISD,Houston,"$548,788 ",2012
LA MARQUE ISD,Houston,"$574,162 ",2013
LA MARQUE ISD,Houston,"$632,067 ",2014
LA MARQUE ISD,Houston,"$708,441 ",2015
LA MARQUE ISD,Houston,"$732,031 ",2016
LA PORTE ISD,Houston,"$849,915 ",2011
LA PORTE ISD,Houston,"$823,231 ",2012
LA PORTE ISD,Houston,"$845,785 ",2013
LA PORTE ISD,Houston,"$898,184 ",2014
LA PORTE ISD,Houston,"$942,798 ",2015
LA PORTE ISD,Houston,"$982,447 ",2016
LA PORTE ISD,Houston,"$1,158,898 ",2017
LA PRYOR ISD,San Antonio,"$108,766 ",2013
LA PRYOR ISD,San Antonio,"$123,104 ",2014
LA PRYOR ISD,San Antonio,"$142,376 ",2015
LA PRYOR ISD,San Antonio,"$167,460 ",2016
LA VERNIA ISD,San Antonio,"$230,871 ",2011
LA VERNIA ISD,San Antonio,"$243,224 ",2012
LA VERNIA ISD,San Antonio,"$260,077 ",2013
LA VERNIA ISD,San Antonio,"$268,247 ",2014
LA VERNIA ISD,San Antonio,"$269,039 ",2015
LA VERNIA ISD,San Antonio,"$269,154 ",2016
LA VERNIA ISD,San Antonio,"$301,389 ",2017
LACKLAND ISD,San Antonio,,2011
LACKLAND ISD,San Antonio,,2012
LACKLAND ISD,San Antonio,,2013
LACKLAND ISD,San Antonio,,2014
LACKLAND ISD,San Antonio,,2015
LACKLAND ISD,San Antonio,,2016
LACKLAND ISD,San Antonio,,2017
LAGO VISTA ISD,Austin,"$1,217,369 ",2011
LAGO VISTA ISD,Austin,"$1,122,652 ",2012
LAGO VISTA ISD,Austin,"$1,091,340 ",2013
LAGO VISTA ISD,Austin,"$1,020,808 ",2014
LAGO VISTA ISD,Austin,"$992,965 ",2015
LAGO VISTA ISD,Austin,"$949,342 ",2016
LAGO VISTA ISD,Austin,"$1,002,393 ",2017
LAKE DALLAS ISD,Fort Worth,"$324,484 ",2011
LAKE DALLAS ISD,Fort Worth,"$313,195 ",2012
LAKE DALLAS ISD,Fort Worth,"$320,677 ",2013
LAKE DALLAS ISD,Fort Worth,"$327,185 ",2014
LAKE DALLAS ISD,Fort Worth,"$331,317 ",2015
LAKE DALLAS ISD,Fort Worth,"$347,364 ",2016
LAKE DALLAS ISD,Fort Worth,"$378,632 ",2017
LAKE TRAVIS ISD,Austin,"$1,066,698 ",2011
LAKE TRAVIS ISD,Austin,"$965,921 ",2012
LAKE TRAVIS ISD,Austin,"$939,378 ",2013
LAKE TRAVIS ISD,Austin,"$915,434 ",2014
LAKE TRAVIS ISD,Austin,"$919,348 ",2015
LAKE TRAVIS ISD,Austin,"$959,682 ",2016
LAKE TRAVIS ISD,Austin,"$1,035,076 ",2017
LAKE WORTH ISD,Fort Worth,"$249,057 ",2011
LAKE WORTH ISD,Fort Worth,"$236,361 ",2012
LAKE WORTH ISD,Fort Worth,"$234,188 ",2013
LAKE WORTH ISD,Fort Worth,"$235,722 ",2014
LAKE WORTH ISD,Fort Worth,"$234,146 ",2015
LAKE WORTH ISD,Fort Worth,"$240,016 ",2016
LAKE WORTH ISD,Fort Worth,"$231,938 ",2017
LANCASTER ISD,Richardson,"$262,718 ",2011
LANCASTER ISD,Richardson,"$261,013 ",2012
LANCASTER ISD,Richardson,"$252,102 ",2013
LANCASTER ISD,Richardson,"$232,472 ",2014
LANCASTER ISD,Richardson,"$211,138 ",2015
LANCASTER ISD,Richardson,"$233,074 ",2016
LANCASTER ISD,Richardson,"$245,946 ",2017
LEAKEY ISD,San Antonio,"$1,092,997 ",2014
LEAKEY ISD,San Antonio,"$1,187,792 ",2015
LEAKEY ISD,San Antonio,"$1,108,667 ",2016
LEAKEY ISD,San Antonio,"$1,042,814 ",2017
LEANDER ISD,Austin,"$429,373 ",2011
LEANDER ISD,Austin,"$401,483 ",2012
LEANDER ISD,Austin,"$397,625 ",2013
LEANDER ISD,Austin,"$400,260 ",2014
LEANDER ISD,Austin,"$418,946 ",2015
LEANDER ISD,Austin,"$450,380 ",2016
LEANDER ISD,Austin,"$498,877 ",2017
LEONARD ISD,Richardson,"$156,115 ",2011
LEONARD ISD,Richardson,"$160,952 ",2012
LEONARD ISD,Richardson,"$161,886 ",2013
LEONARD ISD,Richardson,"$166,456 ",2014
LEONARD ISD,Richardson,"$170,760 ",2015
LEONARD ISD,Richardson,"$165,319 ",2016
LEONARD ISD,Richardson,"$170,459 ",2017
LEWISVILLE ISD,Fort Worth,"$471,674 ",2011
LEWISVILLE ISD,Fort Worth,"$457,115 ",2012
LEWISVILLE ISD,Fort Worth,"$465,378 ",2013
LEWISVILLE ISD,Fort Worth,"$471,430 ",2014
