DistName,RegnName,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Year
Crowley ISD,Fort Worth,283.0,586.0,48.8,2.070671378091873,2011
Kennedale ISD,Fort Worth,51.0,82.0,47.6,1.607843137254902,2011
Azle ISD,Fort Worth,73.0,129.0,46.5,1.7671232876712328,2011
Hurst-Euless-Bedford ISD,Fort Worth,619.0,1105.0,58.8,1.7851373182552503,2011
Castleberry ISD,Fort Worth,94.0,184.0,16.3,1.9574468085106382,2011
Eagle Mt-Saginaw ISD,Fort Worth,432.0,1052.0,42.0,2.435185185185185,2011
Carroll ISD,Fort Worth,491.0,1240.0,83.9,2.525458248472505,2011
Alief ISD,Houston,1410.0,2791.0,21.8,1.9794326241134752,2011
Aldine ISD,Houston,1399.0,2582.0,15.9,1.8456040028591851,2011
Cleveland ISD,Houston,32.0,53.0,15.1,1.65625,2011
Schertz-Cibolo-U City ISD,Austin,483.0,953.0,40.0,1.9730848861283643,2011
Angleton ISD,Houston,101.0,198.0,39.4,1.9603960396039604,2011
Brazosport ISD,Houston,240.0,508.0,58.1,2.1166666666666667,2011
Pearland ISD,Houston,637.0,1572.0,56.0,2.467817896389325,2011
Marble Falls ISD,Austin,101.0,195.0,34.9,1.9306930693069306,2011
Lockhart ISD,Austin,70.0,107.0,43.0,1.5285714285714285,2011
Barbers Hill ISD,Houston,86.0,142.0,60.6,1.6511627906976745,2011
Alvin ISD,Houston,399.0,943.0,40.1,2.363408521303258,2011
Allen ISD,Richardson,837.0,1796.0,60.1,2.1457586618876943,2011
Frisco ISD,Richardson,1252.0,2973.0,70.3,2.3746006389776357,2011
McKinney ISD,Richardson,1298.0,3154.0,60.9,2.4298921417565484,2011
Plano ISD,Richardson,3200.0,8471.0,75.5,2.6471875,2011
Princeton ISD,Richardson,37.0,58.0,43.1,1.5675675675675675,2011
Prosper ISD,Richardson,213.0,412.0,55.3,1.9342723004694835,2011
Wylie ISD,Richardson,278.0,527.0,55.8,1.89568345323741,2011
Lovejoy ISD,Richardson,303.0,706.0,51.6,2.33003300330033,2011
Celina ISD,Richardson,85.0,152.0,31.6,1.7882352941176471,2011
Southside ISD,San Antonio,131.0,187.0,19.3,1.4274809160305344,2011
Judson ISD,San Antonio,361.0,673.0,37.3,1.8642659279778393,2011
Northside ISD,San Antonio,3967.0,8705.0,34.9,2.1943534156793545,2011
Pleasanton ISD,San Antonio,118.0,187.0,13.9,1.5847457627118644,2011
Bandera ISD,San Antonio,124.0,263.0,19.0,2.120967741935484,2011
Navarro ISD,Austin,40.0,60.0,43.3,1.5,2011
Elgin ISD,Austin,45.0,74.0,54.1,1.6444444444444444,2011
Smithville ISD,Austin,32.0,59.0,20.3,1.84375,2011
Alamo Heights ISD,San Antonio,336.0,739.0,66.4,2.199404761904762,2011
Harlandale ISD,San Antonio,311.0,425.0,13.2,1.3665594855305465,2011
Edgewood ISD,San Antonio,289.0,433.0,6.5,1.4982698961937717,2011
Randolph Field ISD,San Antonio,90.0,145.0,56.6,1.6111111111111112,2011
San Antonio ISD,San Antonio,1501.0,2816.0,6.8,1.8760826115922717,2011
South San Antonio ISD,San Antonio,74.0,119.0,25.2,1.6081081081081081,2011
Somerset ISD,San Antonio,48.0,64.0,14.1,1.3333333333333333,2011
North East ISD,San Antonio,2969.0,7517.0,46.5,2.5318288986190636,2011
East Central ISD,San Antonio,150.0,315.0,28.6,2.1,2011
Southwest ISD,San Antonio,95.0,100.0,12.0,1.0526315789473684,2011
Lackland ISD,San Antonio,30.0,68.0,48.5,2.2666666666666666,2011
Ft Sam Houston ISD,San Antonio,54.0,84.0,39.3,1.5555555555555556,2011
New Braunfels ISD,Austin,250.0,745.0,62.3,2.98,2011
Comal ISD,Austin,583.0,1235.0,47.1,2.118353344768439,2011
Bastrop ISD,Austin,247.0,506.0,33.6,2.048582995951417,2011
Carrollton-Farmers Branch ISD,Richardson,939.0,1871.0,53.3,1.992545260915868,2011
Midlothian ISD,Richardson,222.0,454.0,37.2,2.045045045045045,2011
Red Oak ISD,Richardson,99.0,209.0,41.6,2.111111111111111,2011
Waxahachie ISD,Richardson,116.0,191.0,48.7,1.646551724137931,2011
La Grange ISD,Austin,39.0,57.0,73.7,1.4615384615384615,2011
Fort Bend ISD,Houston,2612.0,7116.0,69.5,2.7243491577335375,2011
Dickinson ISD,Houston,70.0,142.0,28.9,2.0285714285714285,2011
Galveston ISD,Houston,185.0,400.0,29.8,2.1621621621621623,2011
Texas City ISD,Houston,60.0,85.0,22.4,1.4166666666666667,2011
Santa Fe ISD,Houston,84.0,125.0,22.4,1.4880952380952381,2011
Clear Creek ISD,Houston,1504.0,3264.0,70.3,2.1702127659574466,2011
Friendswood ISD,Houston,319.0,825.0,73.7,2.586206896551724,2011
Fredericksburg ISD,Austin,121.0,252.0,58.7,2.0826446280991737,2011
Gonzales ISD,Austin,34.0,51.0,9.8,1.5,2011
Denison ISD,Richardson,123.0,289.0,49.5,2.3495934959349594,2011
Seguin ISD,Austin,139.0,181.0,21.0,1.3021582733812949,2011
Lindsay ISD,Fort Worth,37.0,51.0,35.3,1.3783783783783783,2011
Ennis ISD,Richardson,114.0,214.0,37.4,1.8771929824561404,2011
Little Elm ISD,Fort Worth,182.0,428.0,28.7,2.3516483516483517,2011
Sherman ISD,Richardson,159.0,347.0,47.6,2.1823899371069184,2011
Northwest ISD,Fort Worth,434.0,974.0,53.0,2.2442396313364057,2011
Lake Dallas ISD,Fort Worth,75.0,116.0,49.1,1.5466666666666666,2011
Dallas ISD,Richardson,5619.0,13532.0,21.5,2.408257697099128,2011
Desoto ISD,Richardson,241.0,426.0,9.6,1.7676348547717842,2011
Duncanville ISD,Richardson,116.0,235.0,57.0,2.0258620689655173,2011
Garland ISD,Richardson,1637.0,3448.0,41.6,2.106291997556506,2011
Grand Prairie ISD,Richardson,554.0,1044.0,32.5,1.8844765342960288,2011
Highland Park ISD,Richardson,772.0,2387.0,68.1,3.0919689119170983,2011
Irving ISD,Richardson,957.0,1837.0,27.3,1.9195402298850575,2011
Cedar Hill ISD,Richardson,64.0,122.0,26.2,1.90625,2011
Mesquite ISD,Richardson,645.0,1253.0,35.1,1.9426356589147287,2011
Richardson ISD,Richardson,1634.0,3871.0,55.7,2.369033047735618,2011
Coppell ISD,Richardson,539.0,1062.0,71.1,1.9703153988868274,2011
Denton ISD,Fort Worth,725.0,1557.0,39.8,2.147586206896552,2011
Lewisville ISD,Fort Worth,1951.0,4325.0,72.1,2.2168118913377755,2011
Krum ISD,Fort Worth,33.0,66.0,48.5,2.0,2011
Lancaster ISD,Richardson,138.0,200.0,4.5,1.4492753623188406,2011
Argyle ISD,Fort Worth,94.0,215.0,72.6,2.2872340425531914,2011
Burleson ISD,Fort Worth,281.0,579.0,48.0,2.0604982206405693,2012
Cleburne ISD,Fort Worth,113.0,166.0,31.9,1.4690265486725664,2012
Joshua ISD,Fort Worth,42.0,73.0,63.0,1.7380952380952381,2012
Crandall ISD,Richardson,74.0,144.0,10.4,1.945945945945946,2012
