DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
025901   BANGS ISD,19,26.0%,17,23.3%,37,50.7%,73,100.0%
178913   BANQUETE ISD,25,33.3%,14,18.7%,36,48.0%,75,100.0%
036902   BARBERS HILL ISD,92,26.7%,152,44.2%,100,29.1%,344,100.0%
014902   BARTLETT ISD,*,*,*,*,24,80.0%,30,100.0%
011901   BASTROP ISD,132,19.4%,104,15.3%,443,65.2%,679,100.0%
158901   BAY CITY ISD,40,17.9%,53,23.8%,130,58.3%,223,100.0%
123910   BEAUMONT ISD,290,27.9%,205,19.7%,545,52.4%,"1,040",100.0%
183901   BECKVILLE ISD,6,14.3%,24,57.1%,12,28.6%,42,100.0%
013901   BEEVILLE ISD,30,12.5%,82,34.0%,129,53.5%,241,100.0%
039904   BELLEVUE ISD,*,*,*,*,5,38.5%,13,100.0%
091901   BELLS ISD,5,10.2%,20,40.8%,24,49.0%,49,100.0%
008901   BELLVILLE ISD,32,19.9%,52,32.3%,77,47.8%,161,100.0%
014903   BELTON ISD,116,16.0%,217,30.0%,391,54.0%,724,100.0%
125902   BEN BOLT-PALITO BLANCO ISD,11,22.0%,17,34.0%,22,44.0%,50,100.0%
066901   BENAVIDES ISD,9,29.0%,8,25.8%,14,45.2%,31,100.0%
138904   BENJAMIN ISD,,,10,71.4%,*,*,14,100.0%
187901   BIG SANDY ISD,7,22.6%,5,16.1%,19,61.3%,31,100.0%
230901   BIG SANDY ISD,*,*,*,*,22,51.2%,43,100.0%
114901   BIG SPRING ISD,26,12.9%,53,26.2%,123,60.9%,202,100.0%
193801   BIG SPRINGS CHARTER SCHOOL,*,*,*,*,6,50.0%,12,100.0%
220902   BIRDVILLE ISD,253,17.1%,518,34.9%,713,48.1%,"1,484",100.0%
178902   BISHOP CISD,39,46.4%,10,11.9%,35,41.7%,84,100.0%
177903   BLACKWELL CISD,*,*,*,*,7,53.9%,13,100.0%
016902   BLANCO ISD,25,31.7%,13,16.5%,41,51.9%,79,100.0%
116915   BLAND ISD,11,25.0%,12,27.3%,21,47.7%,44,100.0%
025904   BLANKET ISD,*,*,*,*,7,43.8%,16,100.0%
034909   BLOOMBURG ISD,*,*,*,*,16,57.1%,28,100.0%
175902   BLOOMING GROVE ISD,5,9.3%,25,46.3%,24,44.4%,54,100.0%
235901   BLOOMINGTON ISD,8,16.0%,13,26.0%,29,58.0%,50,100.0%
043917   BLUE RIDGE ISD,7,17.5%,11,27.5%,22,55.0%,40,100.0%
109913   BLUM ISD,5,17.2%,14,48.3%,10,34.5%,29,100.0%
123807   BOB HOPE SCHOOL,*,*,*,*,29,52.7%,55,100.0%
130901   BOERNE ISD,206,31.5%,127,19.4%,321,49.1%,654,100.0%
116916   BOLES ISD,11,22.9%,8,16.7%,29,60.4%,48,100.0%
241901   BOLING ISD,13,14.9%,31,35.6%,43,49.4%,87,100.0%
074903   BONHAM ISD,14,13.2%,25,23.6%,67,63.2%,106,100.0%
148901   BOOKER ISD,6,26.1%,5,21.7%,12,52.2%,23,100.0%
017901   BORDEN COUNTY ISD,5,31.3%,9,56.3%,*,*,16,100.0%
117901   BORGER ISD,25,12.8%,58,29.7%,112,57.4%,195,100.0%
161923   BOSQUEVILLE ISD,8,19.1%,21,50.0%,13,31.0%,42,100.0%
185901   BOVINA ISD,*,*,*,*,20,76.9%,26,100.0%
169901   BOWIE ISD,26,23.0%,28,24.8%,59,52.2%,113,100.0%
249902   BOYD ISD,11,18.3%,12,20.0%,37,61.7%,60,100.0%
180901   BOYS RANCH ISD,8,19.5%,13,31.7%,20,48.8%,41,100.0%
136901   BRACKETT ISD,13,27.7%,17,36.2%,17,36.2%,47,100.0%
160901   BRADY ISD,33,29.7%,12,10.8%,66,59.5%,111,100.0%
008903   BRAZOS ISD,8,14.8%,19,35.2%,27,50.0%,54,100.0%
213801   BRAZOS RIVER CHARTER SCHOOL,*,*,*,*,54,77.1%,70,100.0%
020905   BRAZOSPORT ISD,91,11.3%,322,39.9%,394,48.8%,807,100.0%
215901   BRECKENRIDGE ISD,15,16.9%,23,25.8%,51,57.3%,89,100.0%
198901   BREMOND ISD,8,25.8%,7,22.6%,16,51.6%,31,100.0%
239901   BRENHAM ISD,54,17.3%,129,41.2%,130,41.5%,313,100.0%
181901   BRIDGE CITY ISD,36,21.7%,58,34.9%,72,43.4%,166,100.0%
249903   BRIDGEPORT ISD,20,14.8%,41,30.4%,74,54.8%,135,100.0%
203902   BROADDUS ISD,*,*,*,*,21,65.6%,32,100.0%
184909   BROCK ISD,39,40.2%,28,28.9%,30,30.9%,97,100.0%
041901   BRONTE ISD,*,*,*,*,13,46.4%,28,100.0%
121902   BROOKELAND ISD,*,*,*,*,16,64.0%,25,100.0%
025908   BROOKESMITH ISD,*,*,*,*,6,37.5%,16,100.0%
015830   BROOKS ACADEMY OF SCIENCE AND ENGI,9,9.8%,46,50.0%,37,40.2%,92,100.0%
024901   BROOKS COUNTY ISD,30,30.6%,21,21.4%,47,48.0%,98,100.0%
223901   BROWNFIELD ISD,8,6.1%,39,29.6%,85,64.4%,132,100.0%
107902   BROWNSBORO ISD,29,16.7%,52,29.9%,93,53.5%,174,100.0%
031901   BROWNSVILLE ISD,893,28.8%,790,25.5%,"1,413",45.6%,"3,096",100.0%
025902   BROWNWOOD ISD,36,18.2%,22,11.1%,140,70.7%,198,100.0%
161919   BRUCEVILLE-EDDY ISD,6,9.8%,29,47.5%,26,42.6%,61,100.0%
021902   BRYAN ISD,169,18.5%,238,26.1%,506,55.4%,913,100.0%
119901   BRYSON ISD,,,12,52.2%,11,47.8%,23,100.0%
166907   BUCKHOLTS ISD,*,*,,,*,*,*,*
186901   BUENA VISTA ISD,*,*,*,*,*,*,12,100.0%
145901   BUFFALO ISD,8,11.8%,24,35.3%,36,52.9%,68,100.0%
212902   BULLARD ISD,33,19.6%,59,35.1%,76,45.2%,168,100.0%
121903   BUNA ISD,13,15.7%,26,31.3%,44,53.0%,83,100.0%
243901   BURKBURNETT ISD,43,20.2%,48,22.5%,122,57.3%,213,100.0%
176901   BURKEVILLE ISD,*,*,*,*,14,70.0%,20,100.0%
126902   BURLESON ISD,145,17.0%,291,34.1%,417,48.9%,853,100.0%
027903   BURNET CISD,65,27.5%,42,17.8%,129,54.7%,236,100.0%
071801   BURNHAM WOOD CHARTER SCHOOL DISTRI,10,52.6%,6,31.6%,*,*,19,100.0%
239903   BURTON ISD,*,*,*,*,23,69.7%,33,100.0%
188904   BUSHLAND ISD,47,34.8%,41,30.4%,47,34.8%,135,100.0%
109902   BYNUM ISD,,,8,72.7%,*,*,11,100.0%
116901   CADDO MILLS ISD,27,22.5%,34,28.3%,59,49.2%,120,100.0%
178903   CALALLEN ISD,95,32.4%,78,26.6%,120,41.0%,293,100.0%
026901   CALDWELL ISD,21,17.2%,33,27.1%,68,55.7%,122,100.0%
029901   CALHOUN COUNTY ISD,45,14.3%,89,28.3%,180,57.3%,314,100.0%
049905   CALLISBURG ISD,12,15.8%,23,30.3%,41,54.0%,76,100.0%
198902   CALVERT ISD,,,*,*,8,80.0%,10,100.0%
101837   CALVIN NELMS CHARTER SCHOOLS,8,17.8%,16,35.6%,21,46.7%,45,100.0%
166901   CAMERON ISD,8,8.1%,36,36.4%,55,55.6%,99,100.0%
116910   CAMPBELL ISD,*,*,*,*,12,50.0%,24,100.0%
106901   CANADIAN ISD,21,30.9%,12,17.7%,35,51.5%,68,100.0%
234902   CANTON ISD,38,22.9%,50,30.1%,78,47.0%,166,100.0%
071907   CANUTILLO ISD,121,29.6%,83,20.3%,205,50.1%,409,100.0%
191901   CANYON ISD,181,27.6%,182,27.7%,294,44.8%,657,100.0%
201913   CARLISLE ISD,*,*,*,*,26,57.8%,45,100.0%
064903   CARRIZO SPRINGS CISD,34,28.6%,43,36.1%,42,35.3%,119,100.0%
220919   CARROLL ISD,188,28.3%,112,16.9%,364,54.8%,664,100.0%
057903   CARROLLTON-FARMERS BRANCH ISD,321,20.1%,442,27.7%,834,52.2%,"1,597",100.0%
183902   CARTHAGE ISD,24,14.8%,79,48.8%,59,36.4%,162,100.0%
220917   CASTLEBERRY ISD,14,6.5%,67,31.3%,133,62.2%,214,100.0%
001902   CAYUGA ISD,7,14.3%,19,38.8%,23,46.9%,49,100.0%
057904   CEDAR HILL ISD,186,31.3%,140,23.6%,268,45.1%,594,100.0%
116902   CELESTE ISD,9,24.3%,7,18.9%,21,56.8%,37,100.0%
043903   CELINA ISD,42,25.8%,48,29.5%,73,44.8%,163,100.0%
210901   CENTER ISD,23,14.1%,59,36.2%,81,49.7%,163,100.0%
133901   CENTER POINT ISD,5,15.2%,5,15.2%,23,69.7%,33,100.0%
145902   CENTERVILLE ISD,8,20.0%,18,45.0%,14,35.0%,40,100.0%
228904   CENTERVILLE ISD,,,5,71.4%,*,*,7,100.0%
174908   CENTRAL HEIGHTS ISD,24,34.3%,13,18.6%,33,47.1%,70,100.0%
003907   CENTRAL ISD,16,13.7%,52,44.4%,49,41.9%,117,100.0%
101905   CHANNELVIEW ISD,69,11.3%,181,29.7%,359,59.0%,609,100.0%
103901   CHANNING ISD,*,*,*,*,7,46.7%,15,100.0%
227814   CHAPARRAL STAR ACADEMY,6,25.0%,6,25.0%,12,50.0%,24,100.0%
212909   CHAPEL HILL ISD,17,7.1%,90,37.5%,133,55.4%,240,100.0%
225906   CHAPEL HILL ISD,15,22.7%,26,39.4%,25,37.9%,66,100.0%
007901   CHARLOTTE ISD,8,19.5%,9,22.0%,24,58.5%,41,100.0%
206903   CHEROKEE ISD,*,*,*,*,6,50.0%,12,100.0%
229906   CHESTER ISD,*,*,*,*,8,57.1%,14,100.0%
249904   CHICO ISD,5,10.0%,21,42.0%,24,48.0%,50,100.0%
038901   CHILDRESS ISD,21,23.3%,18,20.0%,51,56.7%,90,100.0%
099902   CHILLICOTHE ISD,,,*,*,6,60.0%,10,100.0%
073901   CHILTON ISD,*,*,*,*,9,45.0%,20,100.0%
161920   CHINA SPRING ISD,28,14.4%,102,52.6%,64,33.0%,194,100.0%
174901   CHIRENO ISD,*,*,*,*,13,61.9%,21,100.0%
139905   CHISUM ISD,6,9.5%,31,49.2%,26,41.3%,63,100.0%
226901   CHRISTOVAL ISD,20,43.5%,8,17.4%,18,39.1%,46,100.0%
067902   CISCO ISD,8,11.4%,24,34.3%,38,54.3%,70,100.0%
243906   CITY VIEW ISD,13,21.3%,16,26.2%,32,52.5%,61,100.0%
065901   CLARENDON ISD,5,15.6%,14,43.8%,13,40.6%,32,100.0%
194904   CLARKSVILLE ISD,8,30.8%,6,23.1%,12,46.2%,26,100.0%
006902   CLAUDE ISD,9,34.6%,8,30.8%,9,34.6%,26,100.0%
084910   CLEAR CREEK ISD,947,31.4%,924,30.6%,"1,147",38.0%,"3,018",100.0%
126903   CLEBURNE ISD,47,11.9%,95,24.0%,254,64.1%,396,100.0%
146901   CLEVELAND ISD,25,11.2%,21,9.4%,178,79.5%,224,100.0%
018901   CLIFTON ISD,19,24.4%,22,28.2%,37,47.4%,78,100.0%
071901   CLINT ISD,182,23.2%,233,29.8%,368,47.0%,783,100.0%
030902   CLYDE CISD,17,19.3%,26,29.6%,45,51.1%,88,100.0%
114902   COAHOMA ISD,10,16.7%,21,35.0%,29,48.3%,60,100.0%
204901   COLDSPRING-OAKHURST CISD,10,12.5%,12,15.0%,58,72.5%,80,100.0%
042901   COLEMAN ISD,7,12.7%,22,40.0%,26,47.3%,55,100.0%
021901   COLLEGE STATION ISD,253,30.1%,251,29.8%,338,40.1%,842,100.0%
091902   COLLINSVILLE ISD,9,22.0%,19,46.3%,13,31.7%,41,100.0%
229901   COLMESNEIL ISD,8,25.8%,6,19.4%,17,54.8%,31,100.0%
168901   COLORADO ISD,15,20.8%,17,23.6%,40,55.6%,72,100.0%
020907   COLUMBIA-BRAZORIA ISD,30,16.8%,55,30.7%,94,52.5%,179,100.0%
045902   COLUMBUS ISD,20,16.4%,26,21.3%,76,62.3%,122,100.0%
046902   COMAL ISD,372,25.0%,319,21.4%,799,53.6%,"1,490",100.0%
047901   COMANCHE ISD,27,29.4%,16,17.4%,49,53.3%,92,100.0%
130902   COMFORT ISD,14,17.1%,14,17.1%,54,65.9%,82,100.0%
116903   COMMERCE ISD,28,23.5%,20,16.8%,71,59.7%,119,100.0%
043918   COMMUNITY ISD,28,19.7%,32,22.5%,82,57.8%,142,100.0%
112908   COMO-PICKTON CISD,*,*,*,*,28,62.2%,45,100.0%
101842   COMQUEST ACADEMY,,,*,*,5,71.4%,7,100.0%
233903   COMSTOCK ISD,*,*,*,*,*,*,15,100.0%
161921   CONNALLY ISD,13,8.1%,85,53.1%,62,38.8%,160,100.0%
170902   CONROE ISD,861,22.7%,970,25.6%,"1,960",51.7%,"3,791",100.0%
147901   COOLIDGE ISD,*,*,*,*,6,40.0%,15,100.0%
060902   COOPER ISD,16,28.1%,14,24.6%,27,47.4%,57,100.0%
057922   COPPELL ISD,312,34.9%,179,20.0%,404,45.1%,895,100.0%
050910   COPPERAS COVE ISD,84,14.9%,157,27.9%,322,57.2%,563,100.0%
178904   CORPUS CHRISTI ISD,539,21.8%,634,25.7%,"1,295",52.5%,"2,468",100.0%
187904   CORRIGAN-CAMDEN ISD,6,11.3%,19,35.9%,28,52.8%,53,100.0%
175903   CORSICANA ISD,42,12.1%,151,43.5%,154,44.4%,347,100.0%
095902   COTTON CENTER ISD,*,*,*,*,*,*,7,100.0%
142901   COTULLA ISD,17,19.8%,26,30.2%,43,50.0%,86,100.0%
109903   COVINGTON ISD,,,12,52.2%,11,47.8%,23,100.0%
129901   CRANDALL ISD,42,18.3%,73,31.7%,115,50.0%,230,100.0%
052901   CRANE ISD,18,23.4%,18,23.4%,41,53.3%,77,100.0%
018908   CRANFILLS GAP ISD,*,*,*,*,*,*,8,100.0%
161901   CRAWFORD ISD,5,17.9%,15,53.6%,8,28.6%,28,100.0%
053001   CROCKETT COUNTY CONSOLIDATED CSD,13,22.4%,11,19.0%,34,58.6%,58,100.0%
113901   CROCKETT ISD,8,10.8%,21,28.4%,45,60.8%,74,100.0%
101906   CROSBY ISD,69,19.4%,99,27.8%,188,52.8%,356,100.0%
054901   CROSBYTON CISD,*,*,*,*,5,22.7%,22,100.0%
030901   CROSS PLAINS ISD,*,*,*,*,12,60.0%,20,100.0%
107904   CROSS ROADS ISD,*,*,*,*,20,47.6%,42,100.0%
184801   CROSSTIMBERS ACADEMY,,,*,*,36,92.3%,39,100.0%
078901   CROWELL ISD,*,*,*,*,5,45.5%,11,100.0%
220912   CROWLEY ISD,156,15.2%,315,30.7%,556,54.1%,"1,027",100.0%
254901   CRYSTAL CITY ISD,14,11.2%,51,40.8%,60,48.0%,125,100.0%
062901   CUERO ISD,31,21.8%,28,19.7%,83,58.5%,142,100.0%
055901   CULBERSON COUNTY-ALLAMOORE ISD,5,19.2%,5,19.2%,16,61.5%,26,100.0%
112905   CUMBY ISD,*,*,*,*,22,68.8%,32,100.0%
174902   CUSHING ISD,10,25.0%,14,35.0%,16,40.0%,40,100.0%
101907   CYPRESS-FAIRBANKS ISD,"1,727",21.4%,"2,240",27.8%,"4,105",50.9%,"8,072",100.0%
172902   DAINGERFIELD-LONE STAR ISD,8,12.3%,23,35.4%,34,52.3%,65,100.0%
056901   DALHART ISD,23,19.7%,31,26.5%,63,53.9%,117,100.0%
057905   DALLAS ISD,"1,446",18.8%,"1,734",22.6%,"4,505",58.6%,"7,685",100.0%
020910   DAMON ISD,,,,,*,*,*,*
020904   DANBURY ISD,11,18.6%,26,44.1%,22,37.3%,59,100.0%
148905   DARROUZETT ISD,,,*,*,*,*,*,*
058902   DAWSON ISD,*,*,*,*,*,*,10,100.0%
175904   DAWSON ISD,*,*,*,*,18,46.2%,39,100.0%
146902   DAYTON ISD,47,12.9%,94,25.8%,223,61.3%,364,100.0%
047902   DE LEON ISD,18,43.9%,9,22.0%,14,34.2%,41,100.0%
249905   DECATUR ISD,52,26.0%,52,26.0%,96,48.0%,200,100.0%
101908   DEER PARK ISD,145,15.6%,378,40.8%,404,43.6%,927,100.0%
019901   DEKALB ISD,6,10.9%,17,30.9%,32,58.2%,55,100.0%
227910   DEL VALLE ISD,89,14.1%,127,20.1%,416,65.8%,632,100.0%
115903   DELL CITY ISD,,,,,*,*,*,*
091903   DENISON ISD,32,12.2%,90,34.2%,141,53.6%,263,100.0%
061901   DENTON ISD,270,16.3%,350,21.1%,"1,037",62.6%,"1,657",100.0%
251901   DENVER CITY ISD,17,13.5%,37,29.4%,72,57.1%,126,100.0%
057906   DESOTO ISD,198,27.0%,177,24.2%,358,48.8%,733,100.0%
194905   DETROIT ISD,*,*,*,*,13,40.6%,32,100.0%
163901   DEVINE ISD,26,19.9%,31,23.7%,74,56.5%,131,100.0%
176903   DEWEYVILLE ISD,*,*,*,*,25,50.0%,50,100.0%
163902   D'HANIS ISD,9,33.3%,9,33.3%,9,33.3%,27,100.0%
003905   DIBOLL ISD,16,12.7%,65,51.6%,45,35.7%,126,100.0%
084901   DICKINSON ISD,107,16.8%,208,32.6%,323,50.6%,638,100.0%
082902   DILLEY ISD,11,19.3%,11,19.3%,35,61.4%,57,100.0%
144903   DIME BOX ISD,*,*,*,*,11,73.3%,15,100.0%
035901   DIMMITT ISD,16,20.8%,16,20.8%,45,58.4%,77,100.0%
074904   DODD CITY ISD,8,28.6%,7,25.0%,13,46.4%,28,100.0%
108902   DONNA ISD,141,15.2%,253,27.3%,532,57.5%,926,100.0%
174911   DOUGLASS ISD,6,30.0%,9,45.0%,5,25.0%,20,100.0%
178801   DR M L GARZA-GONZALEZ CHARTER SCHO,,,*,*,*,*,*,*
105904   DRIPPING SPRINGS ISD,136,33.5%,88,21.7%,182,44.8%,406,100.0%
072902   DUBLIN ISD,16,27.1%,16,27.1%,27,45.8%,59,100.0%
171901   DUMAS ISD,27,8.1%,134,40.0%,174,51.9%,335,100.0%
057907   DUNCANVILLE ISD,235,24.9%,282,29.8%,428,45.3%,945,100.0%
220918   EAGLE MT-SAGINAW ISD,239,17.6%,453,33.4%,664,49.0%,"1,356",100.0%
159901   EAGLE PASS ISD,251,23.3%,402,37.3%,426,39.5%,"1,079",100.0%
227909   EANES ISD,204,31.3%,116,17.8%,331,50.8%,651,100.0%
025909   EARLY ISD,27,36.5%,12,16.2%,35,47.3%,74,100.0%
227824   EAST AUSTIN COLLEGE PREP,9,13.0%,34,49.3%,26,37.7%,69,100.0%
241902   EAST BERNARD ISD,19,26.8%,42,59.2%,10,14.1%,71,100.0%
015911   EAST CENTRAL ISD,91,13.1%,183,26.3%,423,60.7%,697,100.0%
036903   EAST CHAMBERS ISD,15,19.0%,17,21.5%,47,59.5%,79,100.0%
092801   EAST TEXAS CHARTER SCHOOLS,*,*,*,*,33,75.0%,44,100.0%
067903   EASTLAND ISD,19,27.5%,16,23.2%,34,49.3%,69,100.0%
068901   ECTOR COUNTY ISD,276,17.5%,520,32.9%,785,49.7%,"1,581",100.0%
074905   ECTOR ISD,*,*,*,*,12,60.0%,20,100.0%
108903   EDCOUCH-ELSA ISD,80,21.9%,87,23.8%,199,54.4%,366,100.0%
048901   EDEN CISD,*,*,*,*,6,46.2%,13,100.0%
015905   EDGEWOOD ISD,65,11.0%,143,24.2%,383,64.8%,591,100.0%
234903   EDGEWOOD ISD,8,11.0%,28,38.4%,37,50.7%,73,100.0%
108904   EDINBURG CISD,680,30.9%,504,22.9%,"1,019",46.3%,"2,203",100.0%
120901   EDNA ISD,12,13.8%,30,34.5%,45,51.7%,87,100.0%
241903   EL CAMPO ISD,29,12.2%,92,38.8%,116,49.0%,237,100.0%
071804   EL PASO ACADEMY,5,2.9%,32,18.4%,137,78.7%,174,100.0%
071902   EL PASO ISD,"1,203",31.0%,858,22.1%,"1,822",46.9%,"3,883",100.0%
243902   ELECTRA ISD,9,31.0%,6,20.7%,14,48.3%,29,100.0%
011902   ELGIN ISD,43,14.9%,76,26.4%,169,58.7%,288,100.0%
001903   ELKHART ISD,8,9.0%,29,32.6%,52,58.4%,89,100.0%
102906   ELYSIAN FIELDS ISD,8,13.3%,18,30.0%,34,56.7%,60,100.0%
070903   ENNIS ISD,41,10.5%,130,33.4%,218,56.0%,389,100.0%
049906   ERA ISD,6,17.1%,13,37.1%,16,45.7%,35,100.0%
072802   ERATH EXCELS ACADEMY INC,,,6,19.4%,25,80.7%,31,100.0%
030906   EULA ISD,*,*,*,*,16,64.0%,25,100.0%
107905   EUSTACE ISD,16,13.7%,29,24.8%,72,61.5%,117,100.0%
121906   EVADALE ISD,6,16.2%,16,43.2%,15,40.5%,37,100.0%
050901   EVANT ISD,5,38.5%,5,38.5%,*,*,13,100.0%
220904   EVERMAN ISD,41,11.7%,65,18.5%,245,69.8%,351,100.0%
057834   EVOLUTION ACADEMY CHARTER SCHOOL,*,*,*,*,218,87.2%,250,100.0%
071903   FABENS ISD,35,22.3%,41,26.1%,81,51.6%,157,100.0%
081902   FAIRFIELD ISD,28,23.9%,36,30.8%,53,45.3%,117,100.0%
128904   FALLS CITY ISD,9,25.7%,18,51.4%,8,22.9%,35,100.0%
060914   FANNINDEL ISD,*,*,*,*,5,62.5%,8,100.0%
043904   FARMERSVILLE ISD,13,15.1%,17,19.8%,56,65.1%,86,100.0%
185902   FARWELL ISD,*,*,*,*,21,67.7%,31,100.0%
075906   FAYETTEVILLE ISD,*,*,*,*,5,50.0%,10,100.0%
070905   FERRIS ISD,9,6.0%,53,35.6%,87,58.4%,149,100.0%
075901   FLATONIA ISD,9,19.6%,13,28.3%,24,52.2%,46,100.0%
246902   FLORENCE ISD,17,23.6%,18,25.0%,37,51.4%,72,100.0%
247901   FLORESVILLE ISD,44,15.7%,68,24.3%,168,60.0%,280,100.0%
178914   FLOUR BLUFF ISD,129,29.5%,89,20.3%,220,50.2%,438,100.0%
077901   FLOYDADA ISD,11,20.0%,19,34.6%,25,45.5%,55,100.0%
148902   FOLLETT ISD,*,*,*,*,*,*,7,100.0%
169910   FORESTBURG ISD,*,*,*,*,7,58.3%,12,100.0%
129902   FORNEY ISD,134,21.4%,199,31.7%,294,46.9%,627,100.0%
114904   FORSAN ISD,8,20.0%,20,50.0%,12,30.0%,40,100.0%
079907   FORT BEND ISD,"1,717",31.3%,"1,456",26.5%,"2,314",42.2%,"5,487",100.0%
242906   FORT ELLIOTT CISD,*,*,*,*,10,62.5%,16,100.0%
186902   FORT STOCKTON ISD,27,17.9%,25,16.6%,99,65.6%,151,100.0%
220809   FORT WORTH ACADEMY OF FINE ARTS,16,29.6%,10,18.5%,28,51.9%,54,100.0%
220905   FORT WORTH ISD,733,17.0%,998,23.2%,"2,575",59.8%,"4,306",100.0%
198903   FRANKLIN ISD,19,23.8%,28,35.0%,33,41.3%,80,100.0%
001904   FRANKSTON ISD,6,11.1%,13,24.1%,35,64.8%,54,100.0%
086901   FREDERICKSBURG ISD,48,21.1%,39,17.1%,141,61.8%,228,100.0%
066903   FREER ISD,8,14.0%,12,21.1%,37,64.9%,57,100.0%
152907   FRENSHIP ISD,148,24.1%,150,24.5%,315,51.4%,613,100.0%
084911   FRIENDSWOOD ISD,205,38.0%,145,26.9%,190,35.2%,540,100.0%
