DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
185903   FRIONA ISD,17,23.9%,12,16.9%,42,59.2%,71,100.0%
043905   FRISCO ISD,889,25.8%,967,28.0%,"1,596",46.2%,"3,452",100.0%
175905   FROST ISD,*,*,*,*,16,45.7%,35,100.0%
234909   FRUITVALE ISD,5,16.7%,13,43.3%,12,40.0%,30,100.0%
122901   FT DAVIS ISD,*,*,*,*,*,*,9,100.0%
115901   FT HANCOCK ISD,*,*,*,*,17,56.7%,30,100.0%
015914   FT SAM HOUSTON ISD,20,26.0%,11,14.3%,46,59.7%,77,100.0%
049901   GAINESVILLE ISD,15,8.6%,56,32.0%,104,59.4%,175,100.0%
101910   GALENA PARK ISD,209,13.0%,508,31.6%,890,55.4%,"1,607",100.0%
084902   GALVESTON ISD,79,19.1%,145,35.1%,189,45.8%,413,100.0%
120902   GANADO ISD,9,18.0%,21,42.0%,20,40.0%,50,100.0%
057909   GARLAND ISD,747,18.8%,"1,207",30.4%,"2,023",50.9%,"3,977",100.0%
174903   GARRISON ISD,13,26.5%,19,38.8%,17,34.7%,49,100.0%
183904   GARY ISD,*,*,*,*,17,53.1%,32,100.0%
050902   GATESVILLE ISD,30,17.3%,53,30.6%,90,52.0%,173,100.0%
240801   GATEWAY ACADEMY CHARTER DISTRICT,,,29,15.5%,158,84.5%,187,100.0%
057831   GATEWAY CHARTER ACADEMY,5,20.8%,6,25.0%,13,54.2%,24,100.0%
015802   GEORGE GERVIN ACADEMY,*,*,*,*,26,86.7%,30,100.0%
101804   GEORGE I SANCHEZ CHARTER,*,*,*,*,78,87.6%,89,100.0%
149901   GEORGE WEST ISD,27,34.6%,15,19.2%,36,46.2%,78,100.0%
246904   GEORGETOWN ISD,221,26.4%,171,20.4%,446,53.2%,838,100.0%
161925   GHOLSON ISD,*,*,*,*,8,40.0%,20,100.0%
144901   GIDDINGS ISD,22,15.8%,47,33.8%,70,50.4%,139,100.0%
230902   GILMER ISD,24,13.9%,55,31.8%,94,54.3%,173,100.0%
092901   GLADEWATER ISD,7,6.7%,32,30.8%,65,62.5%,104,100.0%
087901   GLASSCOCK COUNTY ISD,*,*,*,*,9,47.4%,19,100.0%
213901   GLEN ROSE ISD,31,29.3%,21,19.8%,54,50.9%,106,100.0%
126911   GODLEY ISD,14,13.3%,31,29.5%,60,57.1%,105,100.0%
169906   GOLD BURG ISD,*,*,*,*,5,55.6%,9,100.0%
167901   GOLDTHWAITE ISD,23,57.5%,6,15.0%,11,27.5%,40,100.0%
088902   GOLIAD ISD,24,22.6%,34,32.1%,48,45.3%,106,100.0%
089901   GONZALES ISD,27,15.0%,39,21.7%,114,63.3%,180,100.0%
187903   GOODRICH ISD,*,*,*,*,5,50.0%,10,100.0%
101911   GOOSE CREEK CISD,171,11.5%,515,34.7%,797,53.7%,"1,483",100.0%
182901   GORDON ISD,5,23.8%,7,33.3%,9,42.9%,21,100.0%
067904   GORMAN ISD,9,34.6%,8,30.8%,9,34.6%,26,100.0%
156905   GRADY ISD,*,*,*,*,*,*,12,100.0%
182902   GRAFORD ISD,*,*,*,*,14,50.0%,28,100.0%
252901   GRAHAM ISD,44,25.3%,34,19.5%,96,55.2%,174,100.0%
111901   GRANBURY ISD,105,22.8%,93,20.2%,263,57.1%,461,100.0%
057910   GRAND PRAIRIE ISD,344,18.4%,461,24.7%,"1,065",57.0%,"1,870",100.0%
234904   GRAND SALINE ISD,10,14.3%,13,18.6%,47,67.1%,70,100.0%
238904   GRANDFALLS-ROYALTY ISD,,,*,*,5,55.6%,9,100.0%
126904   GRANDVIEW ISD,16,19.1%,32,38.1%,36,42.9%,84,100.0%
246905   GRANGER ISD,5,13.5%,9,24.3%,23,62.2%,37,100.0%
226907   GRAPE CREEK ISD,18,22.8%,16,20.3%,45,57.0%,79,100.0%
113902   GRAPELAND ISD,*,*,*,*,22,62.9%,35,100.0%
220906   GRAPEVINE-COLLEYVILLE ISD,309,27.4%,304,27.0%,515,45.7%,"1,128",100.0%
116905   GREENVILLE ISD,36,11.0%,80,24.5%,211,64.5%,327,100.0%
165902   GREENWOOD ISD,23,17.8%,52,40.3%,54,41.9%,129,100.0%
205902   GREGORY-PORTLAND ISD,78,22.9%,95,27.9%,168,49.3%,341,100.0%
147902   GROESBECK ISD,18,16.1%,38,33.9%,56,50.0%,112,100.0%
033901   GROOM ISD,*,*,*,*,*,*,8,100.0%
228901   GROVETON ISD,6,11.1%,20,37.0%,28,51.9%,54,100.0%
098901   GRUVER ISD,6,20.7%,7,24.1%,16,55.2%,29,100.0%
091917   GUNTER ISD,13,21.0%,26,41.9%,23,37.1%,62,100.0%
047903   GUSTINE ISD,*,*,*,*,*,*,10,100.0%
135001   GUTHRIE CSD,*,*,*,*,*,*,12,100.0%
095903   HALE CENTER ISD,6,11.5%,21,40.4%,25,48.1%,52,100.0%
143901   HALLETTSVILLE ISD,13,14.9%,31,35.6%,43,49.4%,87,100.0%
102904   HALLSVILLE ISD,63,19.0%,115,34.7%,153,46.2%,331,100.0%
097902   HAMILTON ISD,11,23.4%,11,23.4%,25,53.2%,47,100.0%
127903   HAMLIN ISD,7,21.2%,8,24.2%,18,54.6%,33,100.0%
123914   HAMSHIRE-FANNETT ISD,37,29.4%,38,30.2%,51,40.5%,126,100.0%
219901   HAPPY ISD,9,52.9%,,,8,47.1%,17,100.0%
146904   HARDIN ISD,13,16.5%,22,27.9%,44,55.7%,79,100.0%
100905   HARDIN-JEFFERSON ISD,65,42.5%,30,19.6%,58,37.9%,153,100.0%
015904   HARLANDALE ISD,130,13.2%,348,35.3%,508,51.5%,986,100.0%
102905   HARLETON ISD,9,13.2%,16,23.5%,43,63.2%,68,100.0%
031903   HARLINGEN CISD,316,24.3%,362,27.9%,622,47.9%,"1,300",100.0%
230905   HARMONY ISD,9,12.0%,28,37.3%,38,50.7%,75,100.0%
101858   HARMONY SCHOOL OF EXCELLENCE,68,43.3%,34,21.7%,55,35.0%,157,100.0%
101862   HARMONY SCHOOL OF SCIENCE - HOUSTO,69,42.6%,40,24.7%,53,32.7%,162,100.0%
071806   HARMONY SCIENCE ACAD (EL PASO),47,51.1%,16,17.4%,29,31.5%,92,100.0%
015828   HARMONY SCIENCE ACAD (SAN ANTONIO),53,40.8%,25,19.2%,52,40.0%,130,100.0%
161807   HARMONY SCIENCE ACAD (WACO),117,32.8%,120,33.6%,120,33.6%,357,100.0%
101846   HARMONY SCIENCE ACADEMY,59,30.6%,45,23.3%,89,46.1%,193,100.0%
227816   HARMONY SCIENCE ACADEMY (AUSTIN),37,23.4%,37,23.4%,84,53.2%,158,100.0%
086902   HARPER ISD,16,32.0%,7,14.0%,27,54.0%,50,100.0%
244901   HARROLD ISD,,,,,9,100.0%,9,100.0%
035902   HART ISD,*,*,*,*,12,63.2%,19,100.0%
103902   HARTLEY ISD,*,*,*,*,10,58.8%,17,100.0%
104901   HASKELL CISD,13,31.0%,15,35.7%,14,33.3%,42,100.0%
250902   HAWKINS ISD,7,13.7%,16,31.4%,28,54.9%,51,100.0%
127904   HAWLEY ISD,5,12.2%,9,22.0%,27,65.9%,41,100.0%
105906   HAYS CISD,207,18.6%,282,25.3%,626,56.1%,"1,115",100.0%
198905   HEARNE ISD,7,17.5%,8,20.0%,25,62.5%,40,100.0%
065902   HEDLEY ISD,,,6,46.2%,7,53.9%,13,100.0%
202903   HEMPHILL ISD,15,20.6%,22,30.1%,36,49.3%,73,100.0%
237902   HEMPSTEAD ISD,13,14.9%,22,25.3%,52,59.8%,87,100.0%
201902   HENDERSON ISD,33,15.6%,57,27.0%,121,57.4%,211,100.0%
039902   HENRIETTA ISD,20,40.0%,10,20.0%,20,40.0%,50,100.0%
015833   HENRY FORD ACADEMY ALAMEDA SCHOOL,,,9,36.0%,16,64.0%,25,100.0%
059901   HEREFORD ISD,26,10.0%,69,26.5%,165,63.5%,260,100.0%
015815   HERITAGE ACADEMY,*,*,*,*,12,52.2%,23,100.0%
208901   HERMLEIGH ISD,*,*,*,*,6,37.5%,16,100.0%
097903   HICO ISD,13,27.7%,10,21.3%,24,51.1%,47,100.0%
108905   HIDALGO ISD,80,35.6%,81,36.0%,64,28.4%,225,100.0%
148903   HIGGINS ISD,*,*,*,*,6,75.0%,8,100.0%
084903   HIGH ISLAND ISD,*,*,*,*,9,56.3%,16,100.0%
177905   HIGHLAND ISD,*,*,*,*,*,*,10,100.0%
057911   HIGHLAND PARK ISD,108,20.9%,99,19.2%,310,60.0%,517,100.0%
188903   HIGHLAND PARK ISD,15,24.6%,21,34.4%,25,41.0%,61,100.0%
109904   HILLSBORO ISD,18,13.7%,53,40.5%,60,45.8%,131,100.0%
084908   HITCHCOCK ISD,11,12.6%,22,25.3%,54,62.1%,87,100.0%
014905   HOLLAND ISD,10,18.5%,23,42.6%,21,38.9%,54,100.0%
005902   HOLLIDAY ISD,24,31.2%,11,14.3%,42,54.6%,77,100.0%
163904   HONDO ISD,23,17.2%,33,24.6%,78,58.2%,134,100.0%
074907   HONEY GROVE ISD,16,42.1%,11,29.0%,11,29.0%,38,100.0%
019902   HOOKS ISD,6,8.3%,16,22.2%,50,69.4%,72,100.0%
101828   HOUSTON GATEWAY ACADEMY INC,12,26.1%,14,30.4%,20,43.5%,46,100.0%
101821   HOUSTON HEIGHTS HIGH SCHOOL,7,8.3%,9,10.7%,68,81.0%,84,100.0%
101912   HOUSTON ISD,"2,094",19.7%,"2,032",19.2%,"6,487",61.1%,"10,613",100.0%
091905   HOWE ISD,12,16.4%,25,34.3%,36,49.3%,73,100.0%
109905   HUBBARD ISD,*,*,*,*,9,36.0%,25,100.0%
072908   HUCKABAY ISD,*,*,*,*,*,*,8,100.0%
003902   HUDSON ISD,32,15.7%,86,42.2%,86,42.2%,204,100.0%
101925   HUFFMAN ISD,48,21.0%,70,30.6%,111,48.5%,229,100.0%
034903   HUGHES SPRINGS ISD,9,12.2%,32,43.2%,33,44.6%,74,100.0%
146905   HULL-DAISETTA ISD,9,21.4%,7,16.7%,26,61.9%,42,100.0%
101913   HUMBLE ISD,690,23.8%,716,24.7%,"1,493",51.5%,"2,899",100.0%
003904   HUNTINGTON ISD,22,15.1%,36,24.7%,88,60.3%,146,100.0%
236902   HUNTSVILLE ISD,103,23.0%,95,21.3%,249,55.7%,447,100.0%
220916   HURST-EULESS-BEDFORD ISD,303,19.6%,409,26.4%,837,54.0%,"1,549",100.0%
246906   HUTTO ISD,91,22.1%,102,24.8%,219,53.2%,412,100.0%
152910   IDALOU ISD,12,23.5%,16,31.4%,23,45.1%,51,100.0%
108807   IDEA PUBLIC SCHOOLS,431,63.5%,87,12.8%,161,23.7%,679,100.0%
043801   IMAGINE INTERNATIONAL ACADEMY OF N,14,40.0%,7,20.0%,14,40.0%,35,100.0%
120905   INDUSTRIAL ISD,14,15.6%,46,51.1%,30,33.3%,90,100.0%
205903   INGLESIDE ISD,29,21.2%,25,18.3%,83,60.6%,137,100.0%
133904   INGRAM ISD,19,20.0%,8,8.4%,68,71.6%,95,100.0%
057830   INSPIRED VISION ACADEMY,11,12.1%,35,38.5%,45,49.5%,91,100.0%
057848   INTERNATIONAL LEADERSHIP OF TEXAS,23,28.8%,25,31.3%,32,40.0%,80,100.0%
093903   IOLA ISD,*,*,*,*,20,55.6%,36,100.0%
243903   IOWA PARK CISD,29,25.9%,20,17.9%,63,56.3%,112,100.0%
208903   IRA ISD,6,21.4%,18,64.3%,*,*,28,100.0%
186903   IRAAN-SHEFFIELD ISD,9,19.6%,8,17.4%,29,63.0%,46,100.0%
018906   IREDELL ISD,*,*,*,*,5,45.5%,11,100.0%
118902   IRION COUNTY ISD,6,25.0%,7,29.2%,11,45.8%,24,100.0%
057912   IRVING ISD,294,12.9%,578,25.4%,"1,408",61.8%,"2,280",100.0%
070907   ITALY ISD,5,12.5%,14,35.0%,21,52.5%,40,100.0%
109907   ITASCA ISD,5,9.3%,26,48.2%,23,42.6%,54,100.0%
119902   JACKSBORO ISD,19,32.2%,11,18.6%,29,49.2%,59,100.0%
037904   JACKSONVILLE ISD,27,9.6%,58,20.7%,195,69.6%,280,100.0%
246907   JARRELL ISD,10,10.4%,25,26.0%,61,63.5%,96,100.0%
121904   JASPER ISD,35,22.4%,38,24.4%,83,53.2%,156,100.0%
132902   JAYTON-GIRARD ISD,*,*,*,*,*,*,7,100.0%
057819   JEAN MASSIEU ACADEMY,,,,,*,*,*,*
155901   JEFFERSON ISD,11,12.9%,29,34.1%,45,52.9%,85,100.0%
124901   JIM HOGG COUNTY ISD,24,35.3%,18,26.5%,26,38.2%,68,100.0%
221911   JIM NED CISD,20,31.8%,17,27.0%,26,41.3%,63,100.0%
210902   JOAQUIN ISD,*,*,*,*,33,61.1%,54,100.0%
015808   JOHN H WOOD JR PUBLIC CHARTER DIST,,,*,*,5,83.3%,6,100.0%
016901   JOHNSON CITY ISD,19,32.8%,13,22.4%,26,44.8%,58,100.0%
050909   JONESBORO ISD,,,5,27.8%,13,72.2%,18,100.0%
126905   JOSHUA ISD,59,17.5%,89,26.3%,190,56.2%,338,100.0%
007902   JOURDANTON ISD,27,20.5%,42,31.8%,63,47.7%,132,100.0%
015822   JUBILEE ACADEMIC CENTER,*,*,*,*,31,62.0%,50,100.0%
015916   JUDSON ISD,224,16.7%,291,21.7%,828,61.7%,"1,343",100.0%
134901   JUNCTION ISD,21,37.5%,15,26.8%,20,35.7%,56,100.0%
128901   KARNES CITY ISD,12,20.0%,11,18.3%,37,61.7%,60,100.0%
105801   KATHERINE ANNE PORTER SCHOOL,11,32.4%,7,20.6%,16,47.1%,34,100.0%
101914   KATY ISD,"1,174",23.4%,"1,260",25.1%,"2,582",51.5%,"5,016",100.0%
129903   KAUFMAN ISD,39,15.5%,74,29.5%,138,55.0%,251,100.0%
126906   KEENE ISD,7,9.7%,23,31.9%,42,58.3%,72,100.0%
220907   KELLER ISD,579,22.1%,758,28.9%,"1,282",49.0%,"2,619",100.0%
242905   KELTON ISD,*,*,*,*,*,*,5,100.0%
129904   KEMP ISD,10,8.8%,39,34.2%,65,57.0%,114,100.0%
128902   KENEDY ISD,5,13.9%,8,22.2%,23,63.9%,36,100.0%
113906   KENNARD ISD,*,*,*,*,15,62.5%,24,100.0%
220914   KENNEDALE ISD,52,23.2%,77,34.4%,95,42.4%,224,100.0%
175907   KERENS ISD,6,14.3%,23,54.8%,13,31.0%,42,100.0%
248901   KERMIT ISD,9,11.8%,26,34.2%,41,54.0%,76,100.0%
133903   KERRVILLE ISD,85,24.1%,51,14.5%,217,61.5%,353,100.0%
092902   KILGORE ISD,20,8.2%,103,42.4%,120,49.4%,243,100.0%
014906   KILLEEN ISD,388,18.2%,579,27.1%,"1,166",54.7%,"2,133",100.0%
137901   KINGSVILLE ISD,53,26.9%,32,16.2%,112,56.9%,197,100.0%
227820   KIPP AUSTIN PUBLIC SCHOOLS INC,39,28.3%,32,23.2%,67,48.6%,138,100.0%
101813   KIPP INC CHARTER,191,39.4%,101,20.8%,193,39.8%,485,100.0%
015826   KIPP SAN ANTONIO,42,46.2%,15,16.5%,34,37.4%,91,100.0%
121905   KIRBYVILLE CISD,20,21.3%,17,18.1%,57,60.6%,94,100.0%
101915   KLEIN ISD,718,20.9%,"1,036",30.1%,"1,683",49.0%,"3,437",100.0%
058905   KLONDIKE ISD,*,*,*,*,6,42.9%,14,100.0%
232901   KNIPPA ISD,8,42.1%,6,31.6%,5,26.3%,19,100.0%
138902   KNOX CITY-O'BRIEN CISD,6,23.1%,9,34.6%,11,42.3%,26,100.0%
018907   KOPPERL ISD,*,*,*,*,10,55.6%,18,100.0%
100903   KOUNTZE ISD,10,18.2%,14,25.5%,31,56.4%,55,100.0%
219905   KRESS ISD,*,*,*,*,7,46.7%,15,100.0%
061905   KRUM ISD,39,28.7%,43,31.6%,54,39.7%,136,100.0%
031905   LA FERIA ISD,62,26.6%,65,27.9%,106,45.5%,233,100.0%
075902   LA GRANGE ISD,19,16.4%,50,43.1%,47,40.5%,116,100.0%
108912   LA JOYA ISD,374,20.7%,467,25.8%,967,53.5%,"1,808",100.0%
101916   LA PORTE ISD,79,14.2%,224,40.3%,253,45.5%,556,100.0%
254902   LA PRYOR ISD,5,12.8%,19,48.7%,15,38.5%,39,100.0%
161906   LA VEGA ISD,*,*,*,*,79,49.4%,160,100.0%
247903   LA VERNIA ISD,75,30.0%,62,24.8%,113,45.2%,250,100.0%
108914   LA VILLA ISD,12,31.6%,14,36.8%,12,31.6%,38,100.0%
015913   LACKLAND ISD,6,15.8%,11,29.0%,21,55.3%,38,100.0%
227912   LAGO VISTA ISD,35,34.0%,22,21.4%,46,44.7%,103,100.0%
061912   LAKE DALLAS ISD,71,24.1%,97,32.9%,127,43.1%,295,100.0%
227913   LAKE TRAVIS ISD,191,30.1%,111,17.5%,333,52.4%,635,100.0%
220910   LAKE WORTH ISD,32,20.7%,47,30.3%,76,49.0%,155,100.0%
079901   LAMAR CISD,438,23.7%,585,31.6%,828,44.7%,"1,851",100.0%
058906   LAMESA ISD,17,12.9%,51,38.6%,64,48.5%,132,100.0%
141901   LAMPASAS ISD,55,22.5%,43,17.6%,147,60.0%,245,100.0%
057913   LANCASTER ISD,117,27.8%,97,23.0%,207,49.2%,421,100.0%
201903   LANEVILLE ISD,*,*,*,*,7,58.3%,12,100.0%
107910   LAPOYNOR ISD,*,*,*,*,15,55.6%,27,100.0%
240901   LAREDO ISD,283,20.8%,436,32.1%,641,47.1%,"1,360",100.0%
245901   LASARA ISD,*,*,*,*,15,50.0%,30,100.0%
113905   LATEXO ISD,7,23.3%,8,26.7%,15,50.0%,30,100.0%
185904   LAZBUDDIE ISD,*,*,*,*,*,*,9,100.0%
193902   LEAKEY ISD,6,28.6%,5,23.8%,10,47.6%,21,100.0%
246913   LEANDER ISD,759,29.3%,636,24.6%,"1,195",46.1%,"2,590",100.0%
090902   LEFORS ISD,*,*,*,*,5,50.0%,10,100.0%
187906   LEGGETT ISD,*,*,*,*,*,*,7,100.0%
145911   LEON ISD,10,16.1%,20,32.3%,32,51.6%,62,100.0%
074909   LEONARD ISD,13,21.3%,18,29.5%,30,49.2%,61,100.0%
110902   LEVELLAND ISD,15,8.9%,91,54.2%,62,36.9%,168,100.0%
201904   LEVERETTS CHAPEL ISD,,,8,42.1%,11,57.9%,19,100.0%
061902   LEWISVILLE ISD,974,23.8%,"1,015",24.8%,"2,110",51.5%,"4,099",100.0%
144902   LEXINGTON ISD,12,20.7%,16,27.6%,30,51.7%,58,100.0%
246908   LIBERTY HILL ISD,63,24.0%,73,27.8%,127,48.3%,263,100.0%
146906   LIBERTY ISD,29,20.7%,41,29.3%,70,50.0%,140,100.0%
019908   LIBERTY-EYLAU ISD,17,11.0%,34,22.1%,103,66.9%,154,100.0%
057807   LIFE SCHOOL,60,24.0%,95,38.0%,95,38.0%,250,100.0%
212903   LINDALE ISD,50,18.1%,83,30.0%,144,52.0%,277,100.0%
034905   LINDEN-KILDARE CISD,6,16.2%,12,32.4%,19,51.4%,37,100.0%
049907   LINDSAY ISD,11,32.4%,16,47.1%,7,20.6%,34,100.0%
072909   LINGLEVILLE ISD,*,*,*,*,10,58.8%,17,100.0%
111902   LIPAN ISD,*,*,*,*,9,42.9%,21,100.0%
181908   LITTLE CYPRESS-MAURICEVILLE CISD,54,22.7%,75,31.5%,109,45.8%,238,100.0%
061914   LITTLE ELM ISD,76,16.5%,119,25.8%,267,57.8%,462,100.0%
140904   LITTLEFIELD ISD,16,18.0%,30,33.7%,43,48.3%,89,100.0%
187907   LIVINGSTON ISD,40,13.8%,59,20.4%,190,65.7%,289,100.0%
150901   LLANO ISD,29,29.6%,14,14.3%,55,56.1%,98,100.0%
028902   LOCKHART ISD,67,19.1%,55,15.7%,228,65.1%,350,100.0%
077902   LOCKNEY ISD,6,24.0%,8,32.0%,11,44.0%,25,100.0%
160905   LOHN ISD,*,*,,,*,*,5,100.0%
141902   LOMETA ISD,5,29.4%,7,41.2%,5,29.4%,17,100.0%
178906   LONDON ISD,23,45.1%,14,27.5%,14,27.5%,51,100.0%
116906   LONE OAK ISD,12,17.9%,18,26.9%,37,55.2%,67,100.0%
092903   LONGVIEW ISD,63,11.0%,154,26.8%,358,62.3%,575,100.0%
083902   LOOP ISD,*,*,,,*,*,5,100.0%
168902   LORAINE ISD,*,*,*,*,*,*,6,100.0%
161907   LORENA ISD,21,17.5%,57,47.5%,42,35.0%,120,100.0%
054902   LORENZO ISD,*,*,*,*,11,61.1%,18,100.0%
031906   LOS FRESNOS CISD,210,27.9%,172,22.9%,370,49.2%,752,100.0%
241906   LOUISE ISD,*,*,*,*,8,36.4%,22,100.0%
043919   LOVEJOY ISD,92,28.5%,74,22.9%,157,48.6%,323,100.0%
113903   LOVELADY ISD,20,44.4%,12,26.7%,13,28.9%,45,100.0%
152901   LUBBOCK ISD,268,17.3%,393,25.3%,893,57.5%,"1,554",100.0%
152906   LUBBOCK-COOPER ISD,70,22.2%,101,32.0%,145,45.9%,316,100.0%
127905   LUEDERS-AVOCA ISD,*,*,*,*,5,62.5%,8,100.0%
003903   LUFKIN ISD,93,18.3%,204,40.2%,211,41.5%,508,100.0%
028903   LULING ISD,16,15.2%,16,15.2%,73,69.5%,105,100.0%
100907   LUMBERTON ISD,94,37.9%,44,17.7%,110,44.4%,248,100.0%
245902   LYFORD CISD,29,26.6%,38,34.9%,42,38.5%,109,100.0%
007904   LYTLE ISD,5,5.4%,34,37.0%,53,57.6%,92,100.0%
129905   MABANK ISD,33,13.5%,54,22.1%,157,64.3%,244,100.0%
154901   MADISONVILLE CISD,28,22.8%,31,25.2%,64,52.0%,123,100.0%
170906   MAGNOLIA ISD,162,17.8%,279,30.7%,469,51.5%,910,100.0%
107906   MALAKOFF ISD,12,14.0%,38,44.2%,36,41.9%,86,100.0%
227907   MANOR ISD,85,19.5%,92,21.2%,258,59.3%,435,100.0%
220908   MANSFIELD ISD,685,28.1%,750,30.8%,"1,001",41.1%,"2,436",100.0%
022902   MARATHON ISD,*,*,,,*,*,*,*
027904   MARBLE FALLS ISD,47,17.9%,48,18.3%,168,63.9%,263,100.0%
189901   MARFA ISD,*,*,*,*,14,63.6%,22,100.0%
094904   MARION ISD,23,18.9%,17,13.9%,82,67.2%,122,100.0%
073903   MARLIN ISD,10,22.2%,13,28.9%,22,48.9%,45,100.0%
102902   MARSHALL ISD,40,11.6%,78,22.7%,226,65.7%,344,100.0%
161908   MART ISD,6,13.6%,22,50.0%,16,36.4%,44,100.0%
234905   MARTINS MILL ISD,*,*,*,*,12,40.0%,30,100.0%
174909   MARTINSVILLE ISD,5,20.8%,7,29.2%,12,50.0%,24,100.0%
157901   MASON ISD,20,38.5%,11,21.2%,21,40.4%,52,100.0%
205904   MATHIS ISD,15,19.5%,27,35.1%,35,45.5%,77,100.0%
019903   MAUD ISD,5,13.5%,5,13.5%,27,73.0%,37,100.0%
025905   MAY ISD,*,*,*,*,9,52.9%,17,100.0%
070915   MAYPEARL ISD,9,12.7%,32,45.1%,30,42.3%,71,100.0%
108906   MCALLEN ISD,505,31.7%,440,27.6%,648,40.7%,"1,593",100.0%
231901   MCCAMEY ISD,5,12.8%,11,28.2%,23,59.0%,39,100.0%
161909   MCGREGOR ISD,18,16.1%,38,33.9%,56,50.0%,112,100.0%
043907   MCKINNEY ISD,372,21.2%,540,30.7%,846,48.1%,"1,758",100.0%
090903   MCLEAN ISD,*,*,*,*,7,46.7%,15,100.0%
034906   MCLEOD ISD,*,*,*,*,13,52.0%,25,100.0%
162904   MCMULLEN COUNTY ISD,9,52.9%,7,41.2%,*,*,17,100.0%
223902   MEADOW ISD,5,29.4%,6,35.3%,6,35.3%,17,100.0%
130801   MEADOWLAND CHARTER SCHOOL,,,*,*,8,80.0%,10,100.0%
010901   MEDINA ISD,*,*,*,*,*,*,9,100.0%
163908   MEDINA VALLEY ISD,73,25.4%,58,20.2%,156,54.4%,287,100.0%
043908   MELISSA ISD,31,20.1%,60,39.0%,63,40.9%,154,100.0%
096904   MEMPHIS ISD,6,13.6%,15,34.1%,23,52.3%,44,100.0%
164901   MENARD ISD,*,*,*,*,12,66.7%,18,100.0%
108907   MERCEDES ISD,75,25.5%,109,37.1%,110,37.4%,294,100.0%
018902   MERIDIAN ISD,5,14.7%,8,23.5%,21,61.8%,34,100.0%
246801   MERIDIAN WORLD SCHOOL LLC,*,*,*,*,19,48.7%,39,100.0%
221904   MERKEL ISD,7,10.0%,14,20.0%,49,70.0%,70,100.0%
057914   MESQUITE ISD,463,18.1%,781,30.5%,"1,321",51.5%,"2,565",100.0%
147903   MEXIA ISD,14,9.7%,38,26.4%,92,63.9%,144,100.0%
197902   MIAMI ISD,*,*,*,*,8,57.1%,14,100.0%
165901   MIDLAND ISD,247,17.9%,442,32.0%,691,50.1%,"1,380",100.0%
070908   MIDLOTHIAN ISD,125,20.7%,245,40.5%,235,38.8%,605,100.0%
108804   MIDVALLEY ACADEMY CHARTER DISTRICT,*,*,*,*,117,84.2%,139,100.0%
039905   MIDWAY ISD,*,*,*,*,*,*,6,100.0%
161903   MIDWAY ISD,113,19.4%,225,38.5%,246,42.1%,584,100.0%
166903   MILANO ISD,6,17.1%,14,40.0%,15,42.9%,35,100.0%
175910   MILDRED ISD,8,15.4%,28,53.9%,16,30.8%,52,100.0%
200902   MILES ISD,27,62.8%,8,18.6%,8,18.6%,43,100.0%
070909   MILFORD ISD,*,*,*,*,5,35.7%,14,100.0%
112907   MILLER GROVE ISD,7,30.4%,6,26.1%,10,43.5%,23,100.0%
184904   MILLSAP ISD,11,18.6%,16,27.1%,32,54.2%,59,100.0%
250903   MINEOLA ISD,10,10.6%,33,35.1%,51,54.3%,94,100.0%
182903   MINERAL WELLS ISD,21,10.1%,53,25.6%,133,64.3%,207,100.0%
108908   MISSION CISD,235,25.3%,250,26.9%,443,47.7%,928,100.0%
238902   MONAHANS-WICKETT-PYOTE ISD,33,23.6%,26,18.6%,81,57.9%,140,100.0%
108915   MONTE ALTO ISD,13,20.0%,18,27.7%,34,52.3%,65,100.0%
170903   MONTGOMERY ISD,128,23.7%,163,30.1%,250,46.2%,541,100.0%
161910   MOODY ISD,8,15.7%,17,33.3%,26,51.0%,51,100.0%
209902   MORAN ISD,*,*,,,5,71.4%,7,100.0%
018903   MORGAN ISD,*,*,*,*,6,75.0%,8,100.0%
040901   MORTON ISD,,,9,30.0%,21,70.0%,30,100.0%
173901   MOTLEY COUNTY ISD,*,*,*,*,6,66.7%,9,100.0%
143902   MOULTON ISD,*,*,*,*,11,52.4%,21,100.0%
109910   MOUNT CALM ISD,,,7,58.3%,5,41.7%,12,100.0%
201907   MOUNT ENTERPRISE ISD,*,*,*,*,12,46.2%,26,100.0%
225902   MOUNT PLEASANT ISD,30,9.2%,142,43.7%,153,47.1%,325,100.0%
080901   MOUNT VERNON ISD,16,15.2%,43,41.0%,46,43.8%,105,100.0%
049902   MUENSTER ISD,6,23.1%,9,34.6%,11,42.3%,26,100.0%
009901   MULESHOE ISD,25,28.7%,18,20.7%,44,50.6%,87,100.0%
167902   MULLIN ISD,*,*,*,*,80,94.1%,85,100.0%
198906   MUMFORD ISD,6,15.8%,12,31.6%,20,52.6%,38,100.0%
138903   MUNDAY CISD,6,19.4%,13,41.9%,12,38.7%,31,100.0%
174904   NACOGDOCHES ISD,91,22.8%,95,23.8%,213,53.4%,399,100.0%
163903   NATALIA ISD,7,9.6%,14,19.2%,52,71.2%,73,100.0%
094903   NAVARRO ISD,50,39.1%,24,18.8%,54,42.2%,128,100.0%
093904   NAVASOTA ISD,23,12.9%,50,27.9%,106,59.2%,179,100.0%
035903   NAZARETH ISD,*,*,*,*,*,*,15,100.0%
