Group,District,DistName,County,CntyName,Region,RegnName,Students_Mskd,Exnees_Mskd,Part_Rate,Exnees_Crit_Mskd,Exnees_Above_Crit_Rate,Exams_Mskd,Exams_Crit_Mskd,Exams_Above_Crit_Rate
All Students,091906,Sherman ISD,091,Grayson County,10,Richardson,890,219,24.6,133,60.7,600,320,53.3
All Students,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,228,50,21.9,27,54.0,61,32,52.5
All Students,091909,Whitesboro ISD,091,Grayson County,10,Richardson,195,44,22.6,17,38.6,61,26,42.6
All Students,091910,Whitewright ISD,091,Grayson County,10,Richardson,122,19,15.6,7,36.8,21,8,38.1
All Students,091913,Pottsboro ISD,091,Grayson County,10,Richardson,230,47,20.4,22,46.8,75,25,33.3
All Students,091914,S And S CISD,091,Grayson County,10,Richardson,<125,<25,12.1,<25,21.4,<25,<25,23.5
All Students,091917,Gunter ISD,091,Grayson County,10,Richardson,119,23,19.3,14,60.9,25,16,64.0
All Students,092801,East Texas Charter Schools,092,Gregg County,07,Kilgore,<100,<25,1.1,<25,,<25,<25,
All Students,092902,Kilgore ISD,092,Gregg County,07,Kilgore,520,44,8.5,11,25.0,56,12,21.4
All Students,092903,Longview ISD,092,Gregg County,07,Kilgore,1079,324,30.0,50,15.4,545,61,11.2
All Students,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,647,147,22.7,55,37.4,337,100,29.7
All Students,092906,Sabine ISD,092,Gregg County,07,Kilgore,183,29,15.8,9,31.0,31,9,29.0
All Students,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,236,71,30.1,39,54.9,147,82,55.8
All Students,092908,White Oak ISD,092,Gregg County,07,Kilgore,199,34,17.1,20,58.8,37,21,56.8
All Students,093903,Iola ISD,093,Grimes County,06,Huntsville,<75,<25,9.7,<25,16.7,<25,<25,14.3
All Students,093904,Navasota ISD,093,Grimes County,06,Huntsville,356,36,10.1,16,44.4,59,24,40.7
All Students,094901,Seguin ISD,094,Guadalupe County,13,Austin,947,147,15.5,40,27.2,272,72,26.5
All Students,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,<2500,<725,28.3,<375,52.5,1370,619,45.2
All Students,094903,Navarro ISD,094,Guadalupe County,13,Austin,268,51,19.0,21,41.2,54,21,38.9
All Students,094904,Marion ISD,094,Guadalupe County,20,San Antonio,231,29,12.6,19,65.5,46,22,47.8
All Students,095901,Abernathy ISD,095,Hale County,17,Lubbock,<125,<25,5.8,<25,,<25,<25,
All Students,095905,Plainview ISD,095,Hale County,17,Lubbock,723,123,17.0,24,19.5,184,32,17.4
All Students,097902,Hamilton ISD,097,Hamilton County,12,Waco,<100,<25,7.5,<25,,<25,<25,
All Students,097903,Hico ISD,097,Hamilton County,12,Waco,<100,<25,8.9,<25,37.5,<25,<25,37.5
All Students,098901,Gruver ISD,098,Hansford County,16,Amarillo,<75,<25,10.4,<25,28.6,<25,<25,20.0
All Students,098904,Spearman ISD,098,Hansford County,16,Amarillo,122,38,31.1,6,15.8,38,6,15.8
All Students,100903,Kountze ISD,100,Hardin County,05,Beaumont,<150,<50,22.1,<25,13.3,41,5,12.2
All Students,100904,Silsbee ISD,100,Hardin County,05,Beaumont,390,45,11.5,21,46.7,47,21,44.7
All Students,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,309,25,8.1,12,48.0,46,23,50.0
All Students,100907,Lumberton ISD,100,Hardin County,05,Beaumont,545,60,11.0,34,56.7,107,50,46.7
All Students,100908,West Hardin County CISD,100,Hardin County,05,Beaumont,<100,<25,8.9,<25,,<25,<25,
All Students,101804,George I Sanchez Charter,101,Harris County,04,Houston,<200,<25,0.6,<25,,<25,<25,
All Students,101806,Raul Yzaguirre School For Success,101,Harris County,04,Houston,112,56,50.0,20,35.7,85,21,24.7
All Students,101809,Bay Area Charter Inc,101,Harris County,04,Houston,<25,<25,,<25,,<25,<25,
All Students,101813,Kipp Inc Charter,101,Harris County,04,Houston,1053,573,54.4,169,29.5,1163,241,20.7
All Students,101828,Houston Gateway Academy Inc,101,Harris County,04,Houston,<125,<25,1.0,<25,,<25,<25,
All Students,101838,Southwest School,101,Harris County,04,Houston,<200,<50,18.8,<25,,<50,<25,
All Students,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,1892,1386,73.3,540,39.0,2625,845,32.2
All Students,101846,Harmony Science Academy,101,Harris County,04,Houston,450,131,29.1,77,58.8,250,127,50.8
All Students,101858,Harmony School Of Excellence,101,Harris County,04,Houston,333,143,42.9,106,74.1,316,238,75.3
All Students,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,358,155,43.3,91,58.7,334,169,50.6
All Students,101902,Aldine ISD,101,Harris County,04,Houston,8100,1501,18.5,342,22.8,2617,414,15.8
All Students,101903,Alief ISD,101,Harris County,04,Houston,5707,1165,20.4,463,39.7,2444,707,28.9
All Students,101905,Channelview ISD,101,Harris County,04,Houston,1253,295,23.5,91,30.8,574,121,21.1
All Students,101906,Crosby ISD,101,Harris County,04,Houston,753,107,14.2,58,54.2,190,91,47.9
All Students,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,16874,3830,22.7,2463,64.3,8451,5183,61.3
All Students,101908,Deer Park ISD,101,Harris County,04,Houston,1956,392,20.0,184,46.9,829,332,40.0
All Students,101910,Galena Park ISD,101,Harris County,04,Houston,3405,395,11.6,244,61.8,751,362,48.2
All Students,101911,Goose Creek CISD,101,Harris County,04,Houston,3215,625,19.4,199,31.8,1309,328,25.1
All Students,101912,Houston ISD,101,Harris County,04,Houston,24027,8602,35.8,3052,35.5,20537,6865,33.4
All Students,101913,Humble ISD,101,Harris County,04,Houston,5980,1675,28.0,959,57.3,3758,2045,54.4
All Students,101914,Katy ISD,101,Harris County,04,Houston,10622,3692,34.8,3047,82.5,10504,7932,75.5
All Students,101915,Klein ISD,101,Harris County,04,Houston,<7475,<1625,21.7,<950,58.1,3214,1733,53.9
All Students,101916,La Porte ISD,101,Harris County,04,Houston,1110,240,21.6,69,28.8,553,107,19.3
All Students,101917,Pasadena ISD,101,Harris County,04,Houston,7724,1888,24.4,745,39.5,4820,1437,29.8
All Students,101919,Spring ISD,101,Harris County,04,Houston,4442,971,21.9,139,14.3,1771,181,10.2
All Students,101920,Spring Branch ISD,101,Harris County,04,Houston,4740,1812,38.2,1064,58.7,4723,2577,54.6
All Students,101921,Tomball ISD,101,Harris County,04,Houston,1901,641,33.7,472,73.6,1498,1019,68.0
All Students,101924,Sheldon ISD,101,Harris County,04,Houston,1094,139,12.7,26,18.7,227,28,12.3
All Students,101925,Huffman ISD,101,Harris County,04,Houston,486,91,18.7,52,57.1,183,95,51.9
All Students,102901,Karnack ISD,102,Harrison County,07,Kilgore,<25,<25,,<25,100,<25,<25,100
All Students,102902,Marshall ISD,102,Harrison County,07,Kilgore,623,72,11.6,35,48.6,116,52,44.8
All Students,102904,Hallsville ISD,102,Harrison County,07,Kilgore,674,121,18.0,71,58.7,254,127,50.0
All Students,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,<150,<25,2.9,<25,100,<25,<25,100
All Students,105801,Katherine Anne Porter School,105,Hays County,13,Austin,81,18,22.2,7,38.9,23,8,34.8
All Students,105902,San Marcos CISD,105,Hays County,13,Austin,1096,239,21.8,83,34.7,411,120,29.2
All Students,105904,Dripping Springs ISD,105,Hays County,13,Austin,844,228,27.0,178,78.1,534,398,74.5
All Students,105905,Wimberley ISD,105,Hays County,13,Austin,344,105,30.5,87,82.9,190,144,75.8
All Students,105906,Hays CISD,105,Hays County,13,Austin,2457,793,32.3,336,42.4,1992,717,36.0
All Students,106901,Canadian ISD,106,Hemphill County,16,Amarillo,<175,<25,5.3,<25,12.5,<25,<25,12.5
All Students,107901,Athens ISD,107,Henderson County,10,Richardson,459,124,27.0,15,12.1,183,26,14.2
All Students,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,361,102,28.3,18,17.6,178,25,14.0
All Students,107905,Eustace ISD,107,Henderson County,07,Kilgore,<225,<25,3.2,<25,71.4,7,5,71.4
All Students,107906,Malakoff ISD,107,Henderson County,07,Kilgore,<175,<25,12.7,<25,,<25,<25,
All Students,108801,Ignite Public Schools And Communit,108,Hidalgo County,01,Edinburg,<25,<25,,<25,,<25,<25,
All Students,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,<1625,<1375,85.6,<625,44.8,5979,996,16.7
All Students,108808,Vanguard Academy,108,Hidalgo County,01,Edinburg,116,40,34.5,13,32.5,55,17,30.9
All Students,108902,Donna ISD,108,Hidalgo County,01,Edinburg,1889,479,25.4,69,14.4,924,78,8.4
All Students,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,664,128,19.3,23,18.0,244,25,10.2
All Students,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,4347,869,20.0,331,38.1,1702,519,30.5
All Students,108905,Hidalgo ISD,108,Hidalgo County,01,Edinburg,503,218,43.3,57,26.1,543,82,15.1
All Students,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,<3300,<1375,41.8,<550,39.2,3039,844,27.8
All Students,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,707,142,20.1,24,16.9,293,29,9.9
All Students,108908,Mission CISD,108,Hidalgo County,01,Edinburg,2023,647,32.0,116,17.9,1447,168,11.6
All Students,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,4352,1772,40.7,287,16.2,3647,352,9.7
All Students,108910,Progreso ISD,108,Hidalgo County,01,Edinburg,<275,<100,29.8,<25,1.3,<100,<25,1.3
All Students,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,1597,477,29.9,240,50.3,836,397,47.5
All Students,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,3736,866,23.2,147,17.0,1607,176,11.0
All Students,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,2191,470,21.5,142,30.2,1197,183,15.3
All Students,108914,La Villa ISD,108,Hidalgo County,01,Edinburg,<75,<50,47.2,<25,,<75,<25,
All Students,108915,Monte Alto ISD,108,Hidalgo County,01,Edinburg,145,20,13.8,5,25.0,26,5,19.2
All Students,108916,Valley View ISD,108,Hidalgo County,01,Edinburg,675,124,18.4,60,48.4,169,63,37.3
All Students,109904,Hillsboro ISD,109,Hill County,12,Waco,<275,<50,10.3,<25,11.1,<50,<25,7.5
All Students,109905,Hubbard ISD,109,Hill County,12,Waco,<75,<25,22.8,<25,,<25,<25,
All Students,109911,Whitney ISD,109,Hill County,12,Waco,<225,<25,10.3,<25,18.2,<50,<25,15.4
All Students,110902,Levelland ISD,110,Hockley County,17,Lubbock,396,23,5.8,8,34.8,30,11,36.7
All Students,110905,Ropes ISD,110,Hockley County,17,Lubbock,<75,<25,38.0,<25,10.5,<25,<25,10.0
All Students,110907,Sundown ISD,110,Hockley County,17,Lubbock,<100,<25,2.4,<25,100,<25,<25,100
All Students,111901,Granbury ISD,111,Hood County,11,Fort Worth,913,150,16.4,60,40.0,266,98,36.8
All Students,111902,Lipan ISD,111,Hood County,11,Fort Worth,<50,<25,12.5,<25,,<25,<25,
All Students,111903,Tolar ISD,111,Hood County,11,Fort Worth,<125,<25,8.9,<25,,<25,<25,
All Students,112901,Sulphur Springs ISD,112,Hopkins County,08,Mt Pleasant,575,47,8.2,24,51.1,74,34,45.9
All Students,112908,Como-Pickton CISD,112,Hopkins County,08,Mt Pleasant,<125,<25,1.0,<25,100,<25,<25,50.0
All Students,113901,Crockett ISD,113,Houston County,06,Huntsville,<175,<50,20.6,<25,6.1,<50,<25,6.8
All Students,113903,Lovelady ISD,113,Houston County,06,Huntsville,<100,<25,1.3,<25,,<25,<25,
All Students,113905,Latexo ISD,113,Houston County,06,Huntsville,57,12,21.1,7,58.3,23,9,39.1
All Students,113906,Kennard ISD,113,Houston County,06,Huntsville,<50,<25,2.3,<25,,<25,<25,
All Students,114901,Big Spring ISD,114,Howard County,18,Midland,433,30,6.9,13,43.3,47,20,42.6
All Students,115901,Ft Hancock ISD,115,Hudspeth County,19,El Paso,<75,<25,1.5,<25,,<25,<25,
All Students,116901,Caddo Mills ISD,116,Hunt County,10,Richardson,<250,<25,0.4,<25,,<25,<25,
All Students,116903,Commerce ISD,116,Hunt County,10,Richardson,<250,<25,1.7,<25,25.0,<25,<25,25.0
All Students,116905,Greenville ISD,116,Hunt County,08,Mt Pleasant,<650,<50,6.4,<25,10.0,58,5,8.6
All Students,116906,Lone Oak ISD,116,Hunt County,10,Richardson,150,33,22.0,8,24.2,41,10,24.4
All Students,116908,Quinlan ISD,116,Hunt County,10,Richardson,<400,<25,1.0,<25,75.0,<25,<25,75.0
All Students,117901,Borger ISD,117,Hutchinson County,16,Amarillo,387,48,12.4,5,10.4,53,5,9.4
All Students,118902,Irion County ISD,118,Irion County,15,San Angelo,<50,<25,48.9,<25,,<50,<25,
All Students,119902,Jacksboro ISD,119,Jack County,09,Wichita Falls,134,21,15.7,8,38.1,27,10,37.0
All Students,119903,Perrin-Whitt CISD,119,Jack County,09,Wichita Falls,<75,<25,11.8,<25,66.7,<25,<25,57.1
All Students,120901,Edna ISD,120,Jackson County,03,Victoria,215,48,22.3,7,14.6,57,7,12.3
All Students,120902,Ganado ISD,120,Jackson County,03,Victoria,<125,<25,2.0,<25,50.0,<25,<25,20.0
All Students,120905,Industrial ISD,120,Jackson County,03,Victoria,175,34,19.4,12,35.3,44,17,38.6
All Students,121902,Brookeland ISD,121,Jasper County,05,Beaumont,<75,<25,1.8,<25,100,<25,<25,100
All Students,121903,Buna ISD,121,Jasper County,05,Beaumont,<200,<25,1.1,<25,50.0,<25,<25,50.0
All Students,121904,Jasper ISD,121,Jasper County,05,Beaumont,328,19,5.8,9,47.4,23,13,56.5
All Students,121906,Evadale ISD,121,Jasper County,05,Beaumont,<100,<25,1.3,<25,100,<25,<25,100
All Students,123905,Nederland ISD,123,Jefferson County,05,Beaumont,764,38,5.0,19,50.0,59,26,44.1
All Students,123907,Port Arthur ISD,123,Jefferson County,05,Beaumont,<1000,<25,1.8,<25,,<50,<25,
All Students,123908,Port Neches-Groves ISD,123,Jefferson County,05,Beaumont,<725,<25,1.4,<25,20.0,<25,<25,14.3
All Students,123910,Beaumont ISD,123,Jefferson County,05,Beaumont,2400,141,5.9,63,44.7,228,98,43.0
All Students,123913,Sabine Pass ISD,123,Jefferson County,05,Beaumont,68,31,45.6,16,51.6,64,21,32.8
All Students,123914,Hamshire-Fannett ISD,123,Jefferson County,05,Beaumont,253,76,30.0,18,23.7,114,22,19.3
All Students,124901,Jim Hogg County ISD,124,Jim Hogg County,01,Edinburg,<150,<50,32.6,<25,2.2,<125,<25,1.0
All Students,125901,Alice ISD,125,Jim Wells County,02,Corpus Christi,594,117,19.7,14,12.0,179,18,10.1
All Students,125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,02,Corpus Christi,<100,<25,1.1,<25,,<25,<25,
All Students,125903,Orange Grove ISD,125,Jim Wells County,02,Corpus Christi,<275,<25,4.6,<25,8.3,<25,<25,8.3
All Students,126901,Alvarado ISD,126,Johnson County,11,Fort Worth,542,30,5.5,5,16.7,38,7,18.4
All Students,126902,Burleson ISD,126,Johnson County,11,Fort Worth,1681,456,27.1,256,56.1,1144,527,46.1
All Students,126903,Cleburne ISD,126,Johnson County,11,Fort Worth,776,175,22.6,80,45.7,351,124,35.3
All Students,126904,Grandview ISD,126,Johnson County,11,Fort Worth,<200,<25,2.8,<25,20.0,<25,<25,20.0
All Students,126905,Joshua ISD,126,Johnson County,11,Fort Worth,700,36,5.1,23,63.9,49,32,65.3
All Students,126906,Keene ISD,126,Johnson County,11,Fort Worth,145,18,12.4,10,55.6,25,13,52.0
All Students,126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,<150,<25,6.9,<25,22.2,<25,<25,20.0
All Students,126911,Godley ISD,126,Johnson County,11,Fort Worth,<250,<25,2.1,<25,80.0,<25,<25,80.0
All Students,127903,Hamlin ISD,127,Jones County,14,Abilene,<75,<25,1.6,<25,,<25,<25,
All Students,127904,Hawley ISD,127,Jones County,14,Abilene,<100,<25,9.2,<25,33.3,<25,<25,36.4
All Students,128903,Runge ISD,128,Karnes County,03,Victoria,<50,<25,11.4,<25,20.0,<25,<25,20.0
All Students,128904,Falls City ISD,128,Karnes County,20,San Antonio,<75,<25,1.6,<25,100,<25,<25,100
All Students,129901,Crandall ISD,129,Kaufman County,10,Richardson,480,120,25.0,36,30.0,194,45,23.2
All Students,129902,Forney ISD,129,Kaufman County,10,Richardson,1341,268,20.0,114,42.5,530,226,42.6
All Students,129903,Kaufman ISD,129,Kaufman County,10,Richardson,488,32,6.6,13,40.6,41,15,36.6
All Students,129905,Mabank ISD,129,Kaufman County,10,Richardson,483,108,22.4,51,47.2,208,86,41.3
All Students,129906,Terrell ISD,129,Kaufman County,10,Richardson,<575,<25,2.2,<25,16.7,<25,<25,16.7
All Students,129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,<175,<25,2.4,<25,25.0,<25,<25,16.7
All Students,130901,Boerne ISD,130,Kendall County,20,San Antonio,1321,607,46.0,412,67.9,1579,981,62.1
All Students,130902,Comfort ISD,130,Kendall County,13,Austin,<150,<25,3.4,<25,60.0,<25,<25,50.0
All Students,133903,Kerrville ISD,133,Kerr County,20,San Antonio,694,171,24.6,110,64.3,401,241,60.1
All Students,133904,Ingram ISD,133,Kerr County,20,San Antonio,<175,<25,5.2,<25,44.4,<25,<25,33.3
All Students,134901,Junction ISD,134,Kimble County,15,San Angelo,<125,<25,11.0,<25,27.3,14,6,42.9
All Students,136901,Brackett ISD,136,Kinney County,20,San Antonio,<100,<25,14.4,<25,30.8,<25,<25,26.7
All Students,137901,Kingsville ISD,137,Kleberg County,02,Corpus Christi,416,95,22.8,5,5.3,155,6,3.9
All Students,137903,Riviera ISD,137,Kleberg County,02,Corpus Christi,<100,<25,12.0,<25,66.7,13,6,46.2
All Students,137904,Santa Gertrudis ISD,137,Kleberg County,02,Corpus Christi,179,56,31.3,12,21.4,70,13,18.6
All Students,138903,Munday CISD,138,Knox County,09,Wichita Falls,<50,<25,2.2,<25,100,<25,<25,60.0
All Students,139909,Paris ISD,139,Lamar County,08,Mt Pleasant,429,96,22.4,57,59.4,211,117,55.5
All Students,139911,North Lamar ISD,139,Lamar County,08,Mt Pleasant,420,49,11.7,22,44.9,83,30,36.1
All Students,140901,Amherst ISD,140,Lamb County,17,Lubbock,<25,<25,5.3,<25,100,<25,<25,33.3
All Students,140904,Littlefield ISD,140,Lamb County,17,Lubbock,181,30,16.6,5,16.7,36,5,13.9
All Students,140905,Olton ISD,140,Lamb County,17,Lubbock,<100,<25,7.6,<25,,<25,<25,
All Students,140908,Sudan ISD,140,Lamb County,17,Lubbock,<75,<25,4.4,<25,33.3,<25,<25,33.3
All Students,141901,Lampasas ISD,141,Lampasas County,12,Waco,514,113,22.0,75,66.4,272,158,58.1
All Students,142901,Cotulla ISD,142,La Salle County,20,San Antonio,<200,<50,14.4,<25,3.8,<50,<25,3.7
All Students,143901,Hallettsville ISD,143,Lavaca County,03,Victoria,175,18,10.3,7,38.9,18,7,38.9
All Students,143902,Moulton ISD,143,Lavaca County,03,Victoria,<50,<25,19.6,<25,33.3,<25,<25,33.3
All Students,143903,Shiner ISD,143,Lavaca County,03,Victoria,<100,<25,9.5,<25,,<25,<25,
All Students,144901,Giddings ISD,144,Lee County,13,Austin,292,86,29.5,22,25.6,137,33,24.1
All Students,144902,Lexington ISD,144,Lee County,13,Austin,120,38,31.7,11,28.9,47,11,23.4
All Students,144903,Dime Box ISD,144,Lee County,13,Austin,<50,<25,3.4,<25,,<25,<25,
All Students,145901,Buffalo ISD,145,Leon County,06,Huntsville,<125,<25,12.9,<25,12.5,<25,<25,10.0
All Students,146901,Cleveland ISD,146,Liberty County,04,Houston,496,73,14.7,14,19.2,89,14,15.7
All Students,146902,Dayton ISD,146,Liberty County,04,Houston,729,77,10.6,34,44.2,139,51,36.7
All Students,146906,Liberty ISD,146,Liberty County,04,Houston,<300,<25,7.5,<25,9.1,<50,<25,11.5
All Students,146907,Tarkington ISD,146,Liberty County,04,Houston,244,18,7.4,9,50.0,28,13,46.4
All Students,147902,Groesbeck ISD,147,Limestone County,12,Waco,<250,<25,9.5,<25,,<25,<25,
All Students,149901,George West ISD,149,Live Oak County,02,Corpus Christi,<175,<25,10.7,<25,6.3,<25,<25,6.3
All Students,150901,Llano ISD,150,Llano County,13,Austin,225,36,16.0,15,41.7,51,17,33.3
All Students,152504,Texas Tech University K-12,152,Lubbock County,17,Lubbock,<25,<25,,<25,,<25,<25,
All Students,152901,Lubbock ISD,152,Lubbock County,17,Lubbock,3322,1057,31.8,418,39.5,2756,941,34.1
All Students,152902,New Deal ISD,152,Lubbock County,17,Lubbock,<125,<25,3.5,<25,25.0,<25,<25,25.0
All Students,152903,Slaton ISD,152,Lubbock County,17,Lubbock,<175,<25,4.5,<25,,<25,<25,
All Students,152906,Lubbock-Cooper ISD,152,Lubbock County,17,Lubbock,632,21,3.3,14,66.7,21,14,66.7
All Students,152907,Frenship ISD,152,Lubbock County,17,Lubbock,1243,271,21.8,141,52.0,453,232,51.2
All Students,152909,Shallowater ISD,152,Lubbock County,17,Lubbock,<250,<25,1.3,<25,66.7,<25,<25,66.7
All Students,152910,Idalou ISD,152,Lubbock County,17,Lubbock,<150,<25,4.6,<25,50.0,<25,<25,50.0
All Students,153904,Tahoka ISD,153,Lynn County,17,Lubbock,<75,<25,14.1,<25,,<25,<25,
All Students,154901,Madisonville CISD,154,Madison County,06,Huntsville,<300,<25,3.2,<25,,<25,<25,
All Students,155901,Jefferson ISD,155,Marion County,08,Mt Pleasant,<175,<25,1.9,<25,,<25,<25,
All Students,156902,Stanton ISD,156,Martin County,18,Midland,<125,<50,20.2,<25,16.0,<50,<25,11.1
All Students,157901,Mason ISD,157,Mason County,15,San Angelo,<125,<25,9.6,<25,81.8,11,9,81.8
All Students,158901,Bay City ISD,158,Matagorda County,03,Victoria,466,45,9.7,20,44.4,71,27,38.0
All Students,158902,Tidehaven ISD,158,Matagorda County,03,Victoria,<125,<25,18.7,<25,10.0,<25,<25,10.0
All Students,158905,Palacios ISD,158,Matagorda County,03,Victoria,219,38,17.4,24,63.2,72,33,45.8
All Students,158906,Van Vleck ISD,158,Matagorda County,03,Victoria,<175,<50,30.2,<25,6.1,86,5,5.8
All Students,159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,1899,337,17.7,199,59.1,646,308,47.7
All Students,160901,Brady ISD,160,McCulloch County,15,San Angelo,<200,<25,5.8,<25,27.3,<25,<25,27.3
All Students,161802,Rapoport Academy Public School,161,McLennan County,12,Waco,<100,<25,5.3,<25,100,<25,<25,100
All Students,161807,Harmony Science Acad (Waco),161,McLennan County,12,Waco,806,311,38.6,144,46.3,549,234,42.6
All Students,161903,Midway ISD,161,McLennan County,12,Waco,1183,279,23.6,222,79.6,698,525,75.2
All Students,161907,Lorena ISD,161,McLennan County,12,Waco,250,36,14.4,18,50.0,51,26,51.0
All Students,161908,Mart ISD,161,McLennan County,12,Waco,<100,<25,13.8,<25,9.1,<25,<25,9.1
All Students,161909,McGregor ISD,161,McLennan County,12,Waco,223,50,22.4,24,48.0,81,38,46.9
All Students,161914,Waco ISD,161,McLennan County,12,Waco,1714,281,16.4,92,32.7,335,106,31.6
All Students,161916,West ISD,161,McLennan County,12,Waco,<250,<25,6.6,<25,13.3,<25,<25,13.3
All Students,161918,Axtell ISD,161,McLennan County,12,Waco,110,13,11.8,5,38.5,17,5,29.4
All Students,161920,China Spring ISD,161,McLennan County,12,Waco,393,108,27.5,43,39.8,193,68,35.2
All Students,161921,Connally ISD,161,McLennan County,12,Waco,333,77,23.1,10,13.0,119,11,9.2
All Students,163901,Devine ISD,163,Medina County,20,San Antonio,<300,<25,2.1,<25,66.7,7,5,71.4
All Students,163902,D'Hanis School,163,Medina County,20,San Antonio,<75,<25,8.2,<25,40.0,<25,<25,40.0
All Students,163904,Hondo ISD,163,Medina County,20,San Antonio,289,44,15.2,14,31.8,64,18,28.1
All Students,163908,Medina Valley ISD,163,Medina County,20,San Antonio,606,88,14.5,24,27.3,116,28,24.1
All Students,165901,Midland ISD,165,Midland County,18,Midland,2884,529,18.3,205,38.8,1234,388,31.4
All Students,165902,Greenwood ISD,165,Midland County,18,Midland,302,18,6.0,5,27.8,18,5,27.8
All Students,166903,Milano ISD,166,Milam County,06,Huntsville,<100,<25,3.8,<25,33.3,<25,<25,33.3
All Students,166904,Rockdale ISD,166,Milam County,06,Huntsville,189,49,25.9,14,28.6,91,14,15.4
All Students,166905,Thorndale ISD,166,Milam County,13,Austin,91,27,29.7,7,25.9,39,7,17.9
All Students,169901,Bowie ISD,169,Montague County,09,Wichita Falls,<250,<25,2.1,<25,80.0,7,5,71.4
All Students,169902,Nocona ISD,169,Montague County,09,Wichita Falls,<125,<25,11.4,<25,,<25,<25,
All Students,170902,Conroe ISD,170,Montgomery County,06,Huntsville,8108,2860,35.3,1870,65.4,7393,4405,59.6
All Students,170903,Montgomery ISD,170,Montgomery County,06,Huntsville,1224,278,22.7,131,47.1,551,246,44.6
All Students,170904,Willis ISD,170,Montgomery County,06,Huntsville,929,112,12.1,44,39.3,201,71,35.3
All Students,170906,Magnolia ISD,170,Montgomery County,06,Huntsville,1885,466,24.7,271,58.2,1206,601,49.8
All Students,170907,Splendora ISD,170,Montgomery County,06,Huntsville,522,35,6.7,14,40.0,42,14,33.3
All Students,170908,New Caney ISD,170,Montgomery County,06,Huntsville,1912,483,25.3,149,30.8,953,193,20.3
All Students,171901,Dumas ISD,171,Moore County,16,Amarillo,590,88,14.9,13,14.8,147,17,11.6
All Students,174902,Cushing ISD,174,Nacogdoches County,07,Kilgore,78,41,52.6,6,14.6,59,10,16.9
All Students,174904,Nacogdoches ISD,174,Nacogdoches County,07,Kilgore,806,124,15.4,32,25.8,214,45,21.0
All Students,175902,Blooming Grove ISD,175,Navarro County,12,Waco,<125,<25,10.7,<25,23.1,<25,<25,21.4
All Students,175903,Corsicana ISD,175,Navarro County,12,Waco,715,106,14.8,60,56.6,178,80,44.9
All Students,175907,Kerens ISD,175,Navarro County,12,Waco,<100,<25,5.3,<25,,<25,<25,
All Students,175911,Rice ISD,175,Navarro County,12,Waco,<125,<25,9.4,<25,,<25,<25,
All Students,176902,Newton ISD,176,Newton County,05,Beaumont,<150,<25,0.7,<25,100,<25,<25,100
All Students,177902,Sweetwater ISD,177,Nolan County,14,Abilene,240,28,11.7,8,28.6,28,8,28.6
All Students,177905,Highland ISD,177,Nolan County,14,Abilene,<25,<25,5.6,<25,,<25,<25,
All Students,178801,Dr M L Garza-Gonzalez Charter Scho,178,Nueces County,02,Corpus Christi,<25,<25,16.7,<25,,<25,<25,
All Students,178902,Bishop CISD,178,Nueces County,02,Corpus Christi,<200,<25,7.0,<25,30.8,18,6,33.3
All Students,178903,Calallen ISD,178,Nueces County,02,Corpus Christi,637,118,18.5,62,52.5,190,99,52.1
All Students,178904,Corpus Christi ISD,178,Nueces County,02,Corpus Christi,5095,814,16.0,288,35.4,1616,483,29.9
All Students,178906,London ISD,178,Nueces County,02,Corpus Christi,114,40,35.1,12,30.0,57,19,33.3
All Students,178908,Port Aransas ISD,178,Nueces County,02,Corpus Christi,88,24,27.3,11,45.8,32,12,37.5
All Students,178909,Robstown ISD,178,Nueces County,02,Corpus Christi,<375,<100,23.5,<25,3.6,<150,<25,2.1
All Students,178912,Tuloso-Midway ISD,178,Nueces County,20,San Antonio,585,43,7.4,24,55.8,59,26,44.1
All Students,178913,Banquete ISD,178,Nueces County,02,Corpus Christi,<150,<25,13.7,<25,5.0,<50,<25,6.9
