Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,026902,Somerville ISD,026,Burleson County,06,Huntsville,418,431,387,849,<50,<25,33.3,<25,10
All Students,026903,Snook ISD,026,Burleson County,06,Huntsville,546,511,475,1057,<50,<25,33.3,<25,30
All Students,027903,Burnet CISD,027,Burnet County,13,Austin,461,456,426,917,<225,<150,56.7,<25,11.8
All Students,027904,Marble Falls ISD,027,Burnet County,13,Austin,500,491,460,991,262,118,45,33,28
All Students,028902,Lockhart ISD,028,Caldwell County,13,Austin,435,425,405,859,322,232,72,25,10.8
All Students,028903,Luling ISD,028,Caldwell County,13,Austin,454,444,414,898,<100,<50,44.7,<25,5.3
All Students,028906,Prairie Lea ISD,028,Caldwell County,13,Austin,460,457,411,917,<25,<25,100,<25,14.3
All Students,029901,Calhoun County ISD,029,Calhoun County,03,Victoria,507,488,462,995,278,100,36,24,24
All Students,030901,Cross Plains ISD,030,Callahan County,14,Abilene,,,,,<25,<25,5.9,<25,100
All Students,030902,Clyde CISD,030,Callahan County,14,Abilene,478,467,457,945,79,24,30.4,5,20.8
All Students,030906,Eula ISD,030,Callahan County,14,Abilene,445,500,433,945,<50,<25,11.8,<25,25
All Students,031504,University Of Texas At Brownsville,031,Cameron County,01,Edinburg,564,537,525,1101,<25,<50,,<25,41
All Students,031901,Brownsville ISD,031,Cameron County,01,Edinburg,429,415,404,844,2852,1889,66.2,106,5.6
All Students,031903,Harlingen CISD,031,Cameron County,01,Edinburg,459,452,427,910,1112,585,52.6,71,12.1
All Students,031905,La Feria ISD,031,Cameron County,01,Edinburg,462,464,436,925,<225,<50,16.6,<25,11.8
All Students,031906,Los Fresnos CISD,031,Cameron County,01,Edinburg,463,432,416,895,608,395,65,44,11.1
All Students,031909,Point Isabel ISD,031,Cameron County,01,Edinburg,455,426,407,881,<125,<100,66.7,<25,7.3
All Students,031911,Rio Hondo ISD,031,Cameron County,01,Edinburg,437,408,395,844,<150,<75,51.1,<25,2.9
All Students,031912,San Benito CISD,031,Cameron County,01,Edinburg,436,420,400,856,680,352,51.8,14,4
All Students,031913,Santa Maria ISD,031,Cameron County,01,Edinburg,388,344,363,732,<50,<50,62.8,<25,3.7
All Students,031916,South Texas ISD,031,Cameron County,01,Edinburg,535,513,502,1048,626,517,82.6,197,38.1
All Students,032902,Pittsburg ISD,032,Camp County,08,Mt Pleasant,459,452,448,911,<175,<50,26,<25,10
All Students,033904,White Deer ISD,033,Carson County,16,Amarillo,,,,,<25,<25,4.8,<25,100
All Students,034901,Atlanta ISD,034,Cass County,08,Mt Pleasant,485,510,488,995,<150,<25,3,<25,50
All Students,034902,Avinger ISD,034,Cass County,08,Mt Pleasant,,,,,<25,<25,5.9,<25,
All Students,034903,Hughes Springs ISD,034,Cass County,08,Mt Pleasant,540,595,560,1135,<75,<25,3.1,<25,50
All Students,034905,Linden-Kildare CISD,034,Cass County,08,Mt Pleasant,,,,,<75,<25,1.9,<25,100
All Students,034907,Queen City ISD,034,Cass County,08,Mt Pleasant,547,520,519,1067,<100,<25,13,<25,40
All Students,035901,Dimmitt ISD,035,Castro County,16,Amarillo,560,623,527,1183,<100,<25,3.7,<25,66.7
All Students,036901,Anahuac ISD,036,Chambers County,04,Houston,465,429,429,894,<100,<50,43.2,<25,5.7
All Students,036902,Barbers Hill ISD,036,Chambers County,04,Houston,529,509,487,1038,319,169,53,54,32
All Students,036903,East Chambers ISD,036,Chambers County,05,Beaumont,447,463,430,910,<100,<50,43.2,<25,8.6
All Students,037901,Alto ISD,037,Cherokee County,07,Kilgore,460,441,427,901,<75,<25,35.2,<25,10.5
All Students,037904,Jacksonville ISD,037,Cherokee County,07,Kilgore,513,533,497,1047,<250,<25,3.8,<25,33.3
All Students,037907,Rusk ISD,037,Cherokee County,07,Kilgore,514,517,482,1031,123,24,19.5,8,33.3
All Students,037908,New Summerfield ISD,037,Cherokee County,07,Kilgore,520,547,510,1067,<50,<25,11.1,<25,33.3
All Students,037909,Wells ISD,037,Cherokee County,07,Kilgore,422,425,398,847,<50,<25,68,<25,
All Students,038901,Childress ISD,038,Childress County,16,Amarillo,,,,,<100,<25,1.3,<25,100
All Students,039902,Henrietta ISD,039,Clay County,09,Wichita Falls,504,500,470,1004,70,29,41.4,5,17.2
All Students,039903,Petrolia ISD,039,Clay County,09,Wichita Falls,467,477,427,943,<50,<25,7.5,<25,
All Students,039904,Bellevue ISD,039,Clay County,09,Wichita Falls,480,486,403,966,<25,<25,46.7,<25,14.3
All Students,040901,Morton ISD,040,Cochran County,17,Lubbock,,,,,<50,<25,3.4,<25,
All Students,040902,Whiteface CISD,040,Cochran County,17,Lubbock,493,467,461,960,<50,<25,44.4,<25,33.3
All Students,041902,Robert Lee ISD,041,Coke County,15,San Angelo,,,,,<25,<25,8.3,<25,
All Students,042901,Coleman ISD,042,Coleman County,15,San Angelo,520,537,520,1057,<75,<25,4.8,<25,33.3
All Students,042903,Santa Anna ISD,042,Coleman County,15,San Angelo,390,443,413,833,<25,<25,26.7,<25,
All Students,042905,Panther Creek CISD,042,Coleman County,15,San Angelo,,,,,<25,<25,10,<25,100
All Students,043901,Allen ISD,043,Collin County,10,Richardson,567,546,517,1113,1365,927,67.9,482,52
All Students,043902,Anna ISD,043,Collin County,10,Richardson,496,495,464,990,143,65,45.5,15,23.1
All Students,043903,Celina ISD,043,Collin County,10,Richardson,543,545,501,1088,152,15,9.9,8,53.3
All Students,043904,Farmersville ISD,043,Collin County,10,Richardson,474,459,458,933,111,34,30.6,7,20.6
All Students,043905,Frisco ISD,043,Collin County,10,Richardson,552,533,516,1085,2707,1849,68.3,827,44.7
All Students,043907,McKinney ISD,043,Collin County,10,Richardson,540,526,501,1066,1660,1055,63.6,440,41.7
All Students,043908,Melissa ISD,043,Collin County,10,Richardson,537,530,502,1068,131,44,33.6,19,43.2
All Students,043910,Plano ISD,043,Collin County,10,Richardson,596,559,539,1156,3862,2655,68.7,1575,59.3
All Students,043911,Princeton ISD,043,Collin County,10,Richardson,473,471,444,943,221,76,34.4,9,11.8
All Students,043912,Prosper ISD,043,Collin County,10,Richardson,548,517,497,1064,407,231,56.8,107,46.3
All Students,043914,Wylie ISD,043,Collin County,10,Richardson,508,494,466,1001,858,448,52.2,128,28.6
All Students,043917,Blue Ridge ISD,043,Collin County,10,Richardson,528,538,504,1066,<50,<25,24.5,<25,33.3
All Students,043918,Community ISD,043,Collin County,10,Richardson,468,455,449,923,<125,<50,42.7,<25,6.8
All Students,043919,Lovejoy ISD,043,Collin County,10,Richardson,583,551,523,1134,<275,<225,85.3,<150,56.8
All Students,044902,Wellington ISD,044,Collingsworth County,16,Amarillo,480,435,420,915,<50,<25,5.1,<25,50
All Students,045902,Columbus ISD,045,Colorado County,03,Victoria,476,454,436,930,122,59,48.4,6,10.2
All Students,045903,Rice CISD,045,Colorado County,03,Victoria,498,467,418,965,<75,<25,14.3,<25,10
All Students,045905,Weimar ISD,045,Colorado County,03,Victoria,489,470,440,958,52,28,53.8,6,21.4
All Students,046802,Trinity Charter School,046,Comal County,13,Austin,395,385,455,780,<25,<25,18.2,<25,
All Students,046901,New Braunfels ISD,046,Comal County,13,Austin,513,510,478,1023,630,359,57,108,30.1
All Students,046902,Comal ISD,046,Comal County,13,Austin,509,500,474,1009,1380,891,64.6,248,27.8
All Students,047901,Comanche ISD,047,Comanche County,14,Abilene,467,482,448,949,71,28,39.4,6,21.4
All Students,047902,De Leon ISD,047,Comanche County,14,Abilene,490,480,487,970,<50,<25,17.1,<25,
All Students,047903,Gustine ISD,047,Comanche County,14,Abilene,464,408,416,872,<25,<25,35.7,<25,
All Students,047905,Sidney ISD,047,Comanche County,14,Abilene,,,,,<25,<25,11.1,<25,
All Students,048903,Paint Rock ISD,048,Concho County,15,San Angelo,480,595,505,1075,<25,<25,10,<25,50
All Students,049901,Gainesville ISD,049,Cooke County,11,Fort Worth,488,455,437,943,152,56,36.8,7,12.5
All Students,049902,Muenster ISD,049,Cooke County,11,Fort Worth,552,525,496,1077,30,18,60,6,33.3
All Students,049903,Valley View ISD,049,Cooke County,11,Fort Worth,486,490,446,976,<50,<50,63.3,<25,22.6
All Students,049905,Callisburg ISD,049,Cooke County,11,Fort Worth,475,471,451,947,<100,<50,44.8,<25,15.4
All Students,049906,Era ISD,049,Cooke County,11,Fort Worth,508,506,504,1014,<50,<25,12.2,<25,20
All Students,049907,Lindsay ISD,049,Cooke County,11,Fort Worth,539,493,487,1033,40,19,47.5,8,42.1
All Students,050902,Gatesville ISD,050,Coryell County,12,Waco,515,525,477,1039,186,37,19.9,12,32.4
All Students,050904,Oglesby ISD,050,Coryell County,12,Waco,489,490,446,979,<25,<25,58.3,<25,14.3
All Students,050909,Jonesboro ISD,050,Coryell County,12,Waco,510,487,450,997,<25,<25,23.1,<25,33.3
All Students,050910,Copperas Cove ISD,050,Coryell County,12,Waco,482,475,451,956,546,288,52.7,56,19.4
All Students,052901,Crane ISD,052,Crane County,18,Midland,505,415,410,920,<75,<25,3.5,<25,
All Students,053001,Crockett County Consolidated CSD,053,Crockett County,15,San Angelo,407,458,465,865,<50,<25,26.2,<25,18.2
All Students,054903,Ralls ISD,054,Crosby County,17,Lubbock,478,440,416,918,<50,<25,25,<25,
All Students,056901,Dalhart ISD,056,Dallam County,16,Amarillo,512,502,505,1013,<125,<25,4.9,<25,16.7
All Students,057802,Pegasus School Of Liberal Arts And,057,Dallas County,10,Richardson,404,412,389,815,<50,<50,89.8,<25,
All Students,057803,Uplift Education - North Hills Pre,057,Dallas County,10,Richardson,613,585,587,1198,112,104,92.9,71,68.3
All Students,057804,Texans Can Academies,057,Dallas County,10,Richardson,371,370,353,741,<1700,<75,3.6,<25,1.6
All Students,057806,Advantage Academy,057,Dallas County,10,Richardson,419,399,399,818,<50,<25,44.7,<25,
All Students,057807,Life School,057,Dallas County,10,Richardson,438,438,416,875,<175,<125,71.1,<25,7.4
All Students,057808,Universal Academy,057,Dallas County,10,Richardson,440,437,408,877,<25,<25,78.9,<25,13.3
All Students,057815,Faith Family Academy Of Oak Cliff,057,Dallas County,10,Richardson,405,378,369,782,<25,<25,,<25,
All Students,057817,Focus Learning Academy,057,Dallas County,10,Richardson,384,390,356,774,<50,<50,63.4,<25,
All Students,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,461,458,433,918,<325,<25,5.7,<25,5.6
All Students,057829,A+ Academy,057,Dallas County,10,Richardson,428,383,383,811,<100,<100,90.6,<25,2.6
All Students,057831,Gateway Charter Academy,057,Dallas County,10,Richardson,367,360,349,727,<50,<50,75.7,<25,
All Students,057832,Alpha Charter School,057,Dallas County,10,Richardson,275,300,285,575,<50,<25,8,<25,
All Students,057834,Evolution Academy Charter School,057,Dallas County,10,Richardson,454,461,416,916,<225,<25,7.9,<25,25
All Students,057838,Uplift Education - Peak Preparator,057,Dallas County,10,Richardson,464,429,447,893,107,108,100,11,10.2
All Students,057840,Richland Collegiate High School,057,Dallas County,10,Richardson,548,519,513,1067,245,190,77.6,78,41.1
All Students,057842,Uplift Education - Williams Prepar,057,Dallas County,10,Richardson,487,454,424,941,84,90,100,14,15.6
All Students,057843,Uplift Education - Hampton Prepara,057,Dallas County,10,Richardson,432,433,436,865,<75,<25,39,<25,4.3
All Students,057848,International Leadership Of Texas,057,Dallas County,10,Richardson,,,,,<25,<25,,<25,
All Students,057903,Carrollton-Farmers Branch ISD,057,Dallas County,10,Richardson,503,480,468,984,1650,953,57.8,247,25.9
All Students,057904,Cedar Hill ISD,057,Dallas County,10,Richardson,458,448,427,905,613,333,54.3,43,12.9
All Students,057905,Dallas ISD,057,Dallas County,10,Richardson,415,384,388,799,7505,7866,100,586,7.4
All Students,057906,Desoto ISD,057,Dallas County,10,Richardson,419,403,381,821,678,403,59.4,19,4.7
All Students,057907,Duncanville ISD,057,Dallas County,10,Richardson,440,437,422,878,<875,<500,57.2,<50,9.7
All Students,057909,Garland ISD,057,Dallas County,10,Richardson,483,474,455,957,3941,2027,51.4,433,21.4
All Students,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,428,396,395,824,1734,1621,93.5,113,7
All Students,057911,Highland Park ISD,057,Dallas County,10,Richardson,614,598,578,1212,534,333,62.4,240,72.1
All Students,057912,Irving ISD,057,Dallas County,10,Richardson,433,406,397,840,2137,1761,82.4,149,8.5
All Students,057913,Lancaster ISD,057,Dallas County,10,Richardson,399,394,381,793,<375,<200,53,<25,0.5
All Students,057914,Mesquite ISD,057,Dallas County,10,Richardson,454,444,432,899,2566,1300,50.7,174,13.4
All Students,057916,Richardson ISD,057,Dallas County,10,Richardson,535,504,485,1039,2114,1176,55.6,452,38.4
All Students,057919,Sunnyvale ISD,057,Dallas County,10,Richardson,547,517,488,1064,110,76,69.1,31,40.8
All Students,057922,Coppell ISD,057,Dallas County,10,Richardson,591,564,554,1155,853,637,74.7,374,58.7
All Students,058906,Lamesa ISD,058,Dawson County,17,Lubbock,424,411,414,836,<125,<25,6.7,<25,
All Students,059901,Hereford ISD,059,Deaf Smith County,16,Amarillo,548,547,542,1095,<250,<25,2.5,<25,16.7
All Students,060902,Cooper ISD,060,Delta County,08,Mt Pleasant,457,462,463,919,<75,<25,14.3,<25,
All Students,061501,University Of North Texas,061,Denton County,11,Fort Worth,743,691,687,1434,<25,<200,,<200,100
All Students,061802,Texas Education Centers,061,Denton County,11,Fort Worth,438,498,465,935,<25,<25,,<25,25
All Students,061901,Denton ISD,061,Denton County,11,Fort Worth,502,498,473,1000,1549,793,51.2,223,28.1
All Students,061902,Lewisville ISD,061,Denton County,11,Fort Worth,556,533,519,1090,3777,2493,66,1152,46.2
All Students,061903,Pilot Point ISD,061,Denton County,11,Fort Worth,483,497,464,980,113,43,38.1,9,20.9
All Students,061905,Krum ISD,061,Denton County,11,Fort Worth,488,486,461,975,136,57,41.9,7,12.3
All Students,061906,Ponder ISD,061,Denton County,11,Fort Worth,525,525,485,1049,89,31,34.8,13,41.9
All Students,061907,Aubrey ISD,061,Denton County,11,Fort Worth,510,494,468,1004,111,52,46.8,13,25
All Students,061908,Sanger ISD,061,Denton County,11,Fort Worth,498,475,454,973,206,71,34.5,13,18.3
All Students,061910,Argyle ISD,061,Denton County,11,Fort Worth,568,539,530,1107,176,129,73.3,66,51.2
All Students,061911,Northwest ISD,061,Denton County,11,Fort Worth,519,512,494,1030,1154,672,58.2,220,32.7
All Students,061912,Lake Dallas ISD,061,Denton County,11,Fort Worth,511,496,466,1008,281,170,60.5,49,28.8
