Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,061914,Little Elm ISD,061,Denton County,11,Fort Worth,471,462,439,933,326,172,52.8,30,17.4
All Students,062901,Cuero ISD,062,Dewitt County,03,Victoria,462,443,412,905,<150,<50,19.1,<25,12
All Students,062902,Nordheim ISD,062,Dewitt County,03,Victoria,430,453,433,883,<25,<25,37.5,<25,
All Students,062903,Yoakum ISD,062,Dewitt County,03,Victoria,538,539,517,1077,118,13,11,5,38.5
All Students,062904,Yorktown ISD,062,Dewitt County,03,Victoria,441,422,395,863,<50,<25,50,<25,7.7
All Students,063903,Spur ISD,063,Dickens County,17,Lubbock,,,,,<25,<25,5.9,<25,
All Students,064903,Carrizo Springs CISD,064,Dimmit County,20,San Antonio,420,405,395,825,<150,<100,59,<25,4.7
All Students,066902,San Diego ISD,066,Duval County,02,Corpus Christi,477,385,392,862,<100,<25,7.1,<25,
All Students,067902,Cisco ISD,067,Eastland County,14,Abilene,537,514,458,1051,65,13,20,5,38.5
All Students,067903,Eastland ISD,067,Eastland County,14,Abilene,488,469,440,957,<75,<50,68.8,<25,18.2
All Students,067904,Gorman ISD,067,Eastland County,14,Abilene,439,394,411,833,<25,<25,57.1,<25,
All Students,067907,Ranger ISD,067,Eastland County,14,Abilene,509,479,439,987,<50,<25,25,<25,14.3
All Students,067908,Rising Star ISD,067,Eastland County,14,Abilene,,,,,<25,<25,7.1,<25,
All Students,068901,Ector County ISD,068,Ector County,18,Midland,460,448,431,909,1419,596,42,81,13.6
All Students,070801,Waxahachie Faith Family Academy,070,Ellis County,10,Richardson,430,430,370,860,<25,<25,28.6,<25,
All Students,070901,Avalon ISD,070,Ellis County,10,Richardson,468,474,459,942,<25,<25,50,<25,
All Students,070903,Ennis ISD,070,Ellis County,10,Richardson,488,471,442,959,375,84,22.4,15,17.9
All Students,070905,Ferris ISD,070,Ellis County,10,Richardson,459,437,416,896,<175,<100,49.7,<25,8
All Students,070907,Italy ISD,070,Ellis County,10,Richardson,553,503,440,1057,<50,<25,8.8,<25,33.3
All Students,070908,Midlothian ISD,070,Ellis County,10,Richardson,530,510,483,1040,517,251,48.5,83,33.1
All Students,070910,Palmer ISD,070,Ellis County,10,Richardson,467,444,424,911,<75,<50,58,<25,2.5
All Students,070911,Red Oak ISD,070,Ellis County,10,Richardson,468,470,444,937,384,188,49,32,17
All Students,070912,Waxahachie ISD,070,Ellis County,10,Richardson,504,497,475,1000,545,249,45.7,73,29.3
All Students,070915,Maypearl ISD,070,Ellis County,10,Richardson,513,516,478,1029,65,33,50.8,9,27.3
All Students,071801,Burnham Wood Charter School Distri,071,El Paso County,19,El Paso,482,478,445,960,<25,<25,82.4,<25,21.4
All Students,071803,Paso Del Norte Academy Charter Dis,071,El Paso County,19,El Paso,336,335,326,671,<75,<50,45.2,<25,3
All Students,071804,El Paso Academy,071,El Paso County,19,El Paso,421,433,419,854,<200,<25,8,<25,
All Students,071806,Harmony Science Acad (El Paso),071,El Paso County,19,El Paso,502,473,463,976,88,92,100,28,30.4
All Students,071901,Clint ISD,071,El Paso County,19,El Paso,411,374,378,785,<700,<725,100,<25,3.2
All Students,071902,El Paso ISD,071,El Paso County,19,El Paso,446,409,403,855,3920,3924,100,435,11.1
All Students,071903,Fabens ISD,071,El Paso County,19,El Paso,418,388,372,806,<175,<150,77.6,<25,2.4
All Students,071904,San Elizario ISD,071,El Paso County,19,El Paso,419,384,379,804,<225,<150,71,<25,2
All Students,071905,Ysleta ISD,071,El Paso County,19,El Paso,421,393,388,814,2958,2922,98.8,166,5.7
All Students,071906,Anthony ISD,071,El Paso County,19,El Paso,490,484,489,974,<50,<25,26.5,<25,15.4
All Students,071907,Canutillo ISD,071,El Paso County,19,El Paso,448,426,421,874,421,151,35.9,15,9.9
All Students,071908,Tornillo ISD,071,El Paso County,19,El Paso,409,388,373,797,<100,<75,65.1,<25,
All Students,071909,Socorro ISD,071,El Paso County,19,El Paso,457,433,420,891,2988,1464,49,149,10.2
All Students,072801,Premier High Schools,072,Erath County,11,Fort Worth,436,460,431,896,951,163,17.1,16,9.8
All Students,072802,Erath Excels Academy Inc,072,Erath County,11,Fort Worth,440,463,400,903,<75,<25,7.8,<25,25
All Students,072902,Dublin ISD,072,Erath County,11,Fort Worth,487,448,450,936,<75,<50,63.2,<25,13.9
All Students,072903,Stephenville ISD,072,Erath County,11,Fort Worth,514,505,485,1019,175,94,53.7,28,29.8
All Students,072908,Huckabay ISD,072,Erath County,11,Fort Worth,475,465,445,940,<25,<25,20,<25,
All Students,072909,Lingleville ISD,072,Erath County,11,Fort Worth,464,428,448,891,<25,<25,100,<25,14.3
All Students,073901,Chilton ISD,073,Falls County,12,Waco,480,470,450,950,<50,<25,7.4,<25,
All Students,073903,Marlin ISD,073,Falls County,12,Waco,437,403,388,840,<75,<50,55,<25,6.1
All Students,073905,Rosebud-Lott ISD,073,Falls County,12,Waco,408,431,394,839,<75,<25,33.9,<25,5.3
All Students,074903,Bonham ISD,074,Fannin County,10,Richardson,481,478,454,959,112,36,32.1,8,22.2
All Students,074905,Ector ISD,074,Fannin County,10,Richardson,477,477,440,953,<25,<25,15.8,<25,33.3
All Students,074907,Honey Grove ISD,074,Fannin County,10,Richardson,508,488,435,995,<50,<25,11.1,<25,25
All Students,074909,Leonard ISD,074,Fannin County,10,Richardson,471,487,445,958,78,29,37.2,5,17.2
All Students,074911,Savoy ISD,074,Fannin County,10,Richardson,525,494,502,1019,<25,<25,41.7,<25,20
All Students,074912,Trenton ISD,074,Fannin County,10,Richardson,566,550,526,1116,39,11,28.2,6,54.5
All Students,074917,Sam Rayburn ISD,074,Fannin County,10,Richardson,505,490,420,995,<50,<25,7.4,<25,
All Students,075901,Flatonia ISD,075,Fayette County,13,Austin,489,482,458,971,<50,<25,43.6,<25,23.5
All Students,075902,La Grange ISD,075,Fayette County,13,Austin,512,496,480,1008,133,81,60.9,26,32.1
All Students,075903,Schulenburg ISD,075,Fayette County,13,Austin,539,468,453,1007,<50,<25,51.1,<25,29.2
All Students,075906,Fayetteville ISD,075,Fayette County,13,Austin,537,517,510,1053,<25,<25,46.2,<25,33.3
All Students,075908,Round Top-Carmine ISD,075,Fayette County,13,Austin,506,501,478,1006,<25,<25,77.8,<25,21.4
All Students,076903,Roby CISD,076,Fisher County,14,Abilene,,,,,<25,<25,5.9,<25,100
All Students,076904,Rotan ISD,076,Fisher County,14,Abilene,,,,,<25,<25,4.8,<25,100
All Students,077901,Floydada ISD,077,Floyd County,17,Lubbock,370,385,335,755,<50,<25,5.4,<25,
All Students,077902,Lockney ISD,077,Floyd County,17,Lubbock,440,495,485,935,<50,<25,5.9,<25,50
All Students,078901,Crowell ISD,078,Foard County,09,Wichita Falls,,,,,<25,<25,6.3,<25,
All Students,079901,Lamar CISD,079,Fort Bend County,04,Houston,502,488,469,990,1694,1012,59.7,279,27.6
All Students,079906,Needville ISD,079,Fort Bend County,04,Houston,512,495,477,1007,177,76,42.9,16,21.1
All Students,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,527,499,490,1026,5437,4075,74.9,1439,35.3
All Students,079910,Stafford MSD,079,Fort Bend County,04,Houston,431,423,413,854,229,151,65.9,11,7.3
All Students,080901,Mount Vernon ISD,080,Franklin County,08,Mt Pleasant,530,585,555,1115,<125,<25,2,<25,50
All Students,081902,Fairfield ISD,081,Freestone County,12,Waco,485,485,453,969,<125,<25,14.2,<25,26.7
All Students,081904,Teague ISD,081,Freestone County,12,Waco,486,451,415,938,<100,<25,9.8,<25,
All Students,081905,Wortham ISD,081,Freestone County,12,Waco,475,495,445,970,<25,<25,10,<25,
All Students,082902,Dilley ISD,082,Frio County,20,San Antonio,446,411,417,857,<75,<25,30,<25,5.6
All Students,082903,Pearsall ISD,082,Frio County,20,San Antonio,465,447,423,912,<150,<25,4.5,<25,16.7
All Students,083901,Seagraves ISD,083,Gaines County,17,Lubbock,453,423,407,877,<50,<25,11.5,<25,
All Students,083903,Seminole ISD,083,Gaines County,17,Lubbock,484,454,438,939,174,44,25.3,6,13.6
All Students,084805,Premier Learning Academy,084,Galveston County,04,Houston,395,407,389,802,<25,<25,71.4,<25,
All Students,084901,Dickinson ISD,084,Galveston County,04,Houston,478,466,434,943,568,274,48.2,41,15
All Students,084902,Galveston ISD,084,Galveston County,04,Houston,468,447,427,915,<450,<225,45.4,<50,16.5
All Students,084903,High Island ISD,084,Galveston County,05,Beaumont,412,385,387,797,<25,<25,42.9,<25,
All Students,084904,La Marque ISD,084,Galveston County,04,Houston,404,394,381,798,<150,<75,52.8,<25,3
All Students,084906,Texas City ISD,084,Galveston County,04,Houston,456,439,420,895,<450,<200,42.6,<25,9.9
All Students,084908,Hitchcock ISD,084,Galveston County,04,Houston,361,429,395,790,<75,<25,21.6,<25,
All Students,084909,Santa Fe ISD,084,Galveston County,04,Houston,480,475,448,955,322,115,35.7,22,19.1
All Students,084910,Clear Creek ISD,084,Galveston County,04,Houston,546,527,503,1073,2981,2016,67.6,847,42
All Students,084911,Friendswood ISD,084,Galveston County,04,Houston,559,540,528,1098,532,416,78.2,194,46.6
All Students,086901,Fredericksburg ISD,086,Gillespie County,13,Austin,488,480,459,968,227,143,63,29,20.3
All Students,086902,Harper ISD,086,Gillespie County,13,Austin,497,487,458,984,57,30,52.6,5,16.7
All Students,087901,Glasscock County ISD,087,Glasscock County,18,Midland,,,,,<25,<25,4.5,<25,100
All Students,088902,Goliad ISD,088,Goliad County,03,Victoria,478,457,425,935,<100,<50,30.6,<25,10
All Students,089901,Gonzales ISD,089,Gonzales County,13,Austin,480,464,461,944,138,50,36.2,8,16
All Students,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,497,468,425,965,<75,<25,28.3,<25,11.8
All Students,089905,Waelder ISD,089,Gonzales County,13,Austin,351,376,365,728,<25,<25,44.4,<25,
All Students,090904,Pampa ISD,090,Gray County,16,Amarillo,469,472,447,941,245,55,22.4,8,14.5
All Students,091901,Bells ISD,091,Grayson County,10,Richardson,512,455,443,967,<50,<25,54.5,<25,8.3
All Students,091903,Denison ISD,091,Grayson County,10,Richardson,522,518,493,1040,283,76,26.9,25,32.9
All Students,091905,Howe ISD,091,Grayson County,10,Richardson,517,508,494,1024,55,28,50.9,9,32.1
All Students,091906,Sherman ISD,091,Grayson County,10,Richardson,525,519,490,1044,402,136,33.8,46,33.8
All Students,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,545,524,487,1069,116,30,25.9,11,36.7
All Students,091909,Whitesboro ISD,091,Grayson County,10,Richardson,510,493,431,1003,<100,<25,8.2,<25,14.3
All Students,091910,Whitewright ISD,091,Grayson County,10,Richardson,520,484,448,1004,53,25,47.2,6,24
All Students,091913,Pottsboro ISD,091,Grayson County,10,Richardson,528,521,508,1049,91,47,51.6,16,34
All Students,091914,S And S CISD,091,Grayson County,10,Richardson,484,485,461,969,65,28,43.1,5,17.9
All Students,091917,Gunter ISD,091,Grayson County,10,Richardson,536,503,485,1040,73,26,35.6,6,23.1
All Students,091918,Tom Bean ISD,091,Grayson County,10,Richardson,464,507,468,971,<75,<25,19.3,<25,9.1
All Students,092801,East Texas Charter Schools,092,Gregg County,07,Kilgore,445,490,470,935,<75,<25,3.9,<25,
All Students,092901,Gladewater ISD,092,Gregg County,07,Kilgore,500,507,458,1007,125,23,18.4,7,30.4
All Students,092902,Kilgore ISD,092,Gregg County,07,Kilgore,468,486,448,953,<250,<50,10.5,<25,8
All Students,092903,Longview ISD,092,Gregg County,07,Kilgore,475,462,448,937,518,154,29.7,33,21.4
All Students,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,511,483,461,994,298,108,36.2,31,28.7
All Students,092906,Sabine ISD,092,Gregg County,07,Kilgore,484,478,460,961,<100,<25,32,<25,12.5
All Students,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,551,537,501,1088,115,27,23.5,12,44.4
All Students,092908,White Oak ISD,092,Gregg County,07,Kilgore,516,470,450,986,<100,<25,22,<25,20
All Students,093901,Anderson-Shiro CISD,093,Grimes County,06,Huntsville,506,485,450,992,<50,<25,55.9,<25,15.8
All Students,093903,Iola ISD,093,Grimes County,06,Huntsville,505,475,438,980,<50,<25,34.9,<25,26.7
All Students,093904,Navasota ISD,093,Grimes County,06,Huntsville,473,443,425,916,165,79,47.9,11,13.9
All Students,093905,Richards ISD,093,Grimes County,06,Huntsville,482,488,461,970,<25,<25,50,<25,11.1
All Students,094901,Seguin ISD,094,Guadalupe County,13,Austin,472,462,448,934,441,161,36.5,30,18.6
All Students,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,513,496,469,1009,1129,707,62.6,193,27.3
All Students,094903,Navarro ISD,094,Guadalupe County,13,Austin,490,480,463,971,114,75,65.8,14,18.7
All Students,094904,Marion ISD,094,Guadalupe County,13,Austin,476,470,441,945,115,68,59.1,10,14.7
All Students,095901,Abernathy ISD,095,Hale County,17,Lubbock,533,463,483,995,<75,<25,7.4,<25,25
All Students,095903,Hale Center ISD,095,Hale County,17,Lubbock,460,457,457,917,<50,<25,10.3,<25,
All Students,095904,Petersburg ISD,095,Hale County,17,Lubbock,635,645,625,1280,<25,<25,15.4,<25,100
All Students,095905,Plainview ISD,095,Hale County,17,Lubbock,503,479,470,982,337,26,7.7,6,23.1
All Students,097902,Hamilton ISD,097,Hamilton County,12,Waco,499,496,479,995,64,24,37.5,7,29.2
All Students,097903,Hico ISD,097,Hamilton County,12,Waco,501,477,461,977,<50,<25,32.6,<25,13.3
All Students,098901,Gruver ISD,098,Hansford County,16,Amarillo,535,510,490,1045,<50,<25,5,<25,50
All Students,098904,Spearman ISD,098,Hansford County,16,Amarillo,620,620,510,1240,<75,<25,3.6,<25,100
All Students,099902,Chillicothe ISD,099,Hardeman County,09,Wichita Falls,480,447,457,927,<25,<25,27.3,<25,
All Students,099903,Quanah ISD,099,Hardeman County,09,Wichita Falls,,,,,<50,<25,2.9,<25,
All Students,100903,Kountze ISD,100,Hardin County,05,Beaumont,456,457,431,913,<75,<50,43.2,<25,9.4
All Students,100904,Silsbee ISD,100,Hardin County,05,Beaumont,475,481,441,956,<200,<100,41.4,<25,16.5
All Students,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,524,501,472,1025,143,105,73.4,29,27.6
All Students,100907,Lumberton ISD,100,Hardin County,05,Beaumont,488,494,462,982,238,145,60.9,29,20
All Students,100908,West Hardin County CISD,100,Hardin County,05,Beaumont,418,448,433,867,<50,<25,36.1,<25,7.7
All Students,101101,Faith Christian Academy,101,Harris County,04,Houston,423,438,413,860,<25,<25,,<25,
All Students,101804,George I Sanchez Charter,101,Harris County,04,Houston,406,367,369,773,<100,<25,19.6,<25,
All Students,101805,Girls & Boys Preparatory Academy,101,Harris County,04,Houston,365,331,349,696,<25,<25,,<25,
All Students,101806,Raul Yzaguirre School For Success,101,Harris County,04,Houston,389,368,365,757,<75,<50,74,<25,2.7
All Students,101809,Bay Area Charter Inc,101,Harris County,04,Houston,436,437,394,873,<25,<25,,<25,5.6
All Students,101813,Kipp Inc Charter,101,Harris County,04,Houston,447,416,413,863,315,183,58.1,15,8.2
All Students,101821,Houston Heights High School,101,Harris County,04,Houston,406,369,376,775,<100,<25,17.7,<25,
All Students,101822,Jamie's House Charter School,101,Harris County,04,Houston,,,,,<25,<25,,<25,
All Students,101828,Houston Gateway Academy Inc,101,Harris County,04,Houston,451,390,373,841,<50,<50,83.8,<25,9.7
All Students,101837,Calvin Nelms Charter Schools,101,Harris County,04,Houston,444,490,414,934,<50,<25,32.1,<25,22.2
All Students,101838,Southwest School,101,Harris County,04,Houston,438,436,417,874,<125,<75,56.4,<25,12.1
All Students,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,499,457,451,956,504,531,100,92,17.3
All Students,101846,Harmony Science Academy,101,Harris County,04,Houston,476,450,457,926,144,157,100,32,20.4
All Students,101858,Harmony School Of Excellence,101,Harris County,04,Houston,522,494,497,1015,135,158,100,49,31
All Students,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,537,496,509,1033,93,102,100,32,31.4
All Students,101865,Victory Prep,101,Harris County,04,Houston,389,372,363,761,<75,<25,13.4,<25,11.1
All Students,101868,The Pro-Vision Academy,101,Harris County,04,Houston,389,389,395,778,<50,<25,64,<25,
All Students,101902,Aldine ISD,101,Harris County,04,Houston,413,377,380,791,3370,2965,88,127,4.3
All Students,101903,Alief ISD,101,Harris County,04,Houston,451,430,418,881,2560,1640,64.1,172,10.5
All Students,101905,Channelview ISD,101,Harris County,04,Houston,463,433,419,896,498,253,50.8,24,9.5
All Students,101906,Crosby ISD,101,Harris County,04,Houston,477,472,445,949,321,127,39.6,21,16.5
All Students,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,516,499,476,1015,7479,4417,59.1,1401,31.7
All Students,101908,Deer Park ISD,101,Harris County,04,Houston,502,473,460,975,904,381,42.1,82,21.5
All Students,101910,Galena Park ISD,101,Harris County,04,Houston,446,429,420,875,1557,472,30.3,34,7.2
All Students,101911,Goose Creek CISD,101,Harris County,04,Houston,446,422,399,868,1399,1067,76.3,107,10
All Students,101912,Houston ISD,101,Harris County,04,Houston,437,410,403,848,9740,9403,96.5,1219,13
All Students,101913,Humble ISD,101,Harris County,04,Houston,499,498,474,996,2677,1565,58.5,437,27.9
All Students,101914,Katy ISD,101,Harris County,04,Houston,547,528,511,1075,4684,3265,69.7,1366,41.8
All Students,101915,Klein ISD,101,Harris County,04,Houston,514,504,479,1018,3406,1965,57.7,634,32.3
All Students,101916,La Porte ISD,101,Harris County,04,Houston,479,478,450,956,450,223,49.6,33,14.8
All Students,101917,Pasadena ISD,101,Harris County,04,Houston,459,436,421,895,3216,1669,51.9,191,11.4
All Students,101919,Spring ISD,101,Harris County,04,Houston,399,386,378,785,2058,1965,95.5,89,4.5
All Students,101920,Spring Branch ISD,101,Harris County,04,Houston,515,486,476,1002,1998,1556,77.9,532,34.2
All Students,101921,Tomball ISD,101,Harris County,04,Houston,527,509,480,1035,801,470,58.7,159,33.8
All Students,101924,Sheldon ISD,101,Harris County,04,Houston,423,408,392,831,430,247,57.4,14,5.7
All Students,101925,Huffman ISD,101,Harris County,04,Houston,477,490,468,967,222,119,53.6,24,20.2
All Students,102902,Marshall ISD,102,Harrison County,07,Kilgore,451,436,417,887,301,60,19.9,7,11.7
All Students,102903,Waskom ISD,102,Harrison County,07,Kilgore,430,630,560,1060,<75,<25,3.3,<25,50
All Students,102904,Hallsville ISD,102,Harrison County,07,Kilgore,493,480,454,973,279,131,47,24,18.3
All Students,102905,Harleton ISD,102,Harrison County,07,Kilgore,535,465,460,1000,<50,<25,4.4,<25,
All Students,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,440,400,405,840,<100,<25,2.5,<25,
All Students,103902,Hartley ISD,103,Hartley County,16,Amarillo,,,,,<25,<25,9.1,<25,
All Students,104901,Haskell CISD,104,Haskell County,14,Abilene,,,,,<50,<25,3.2,<25,100
All Students,104907,Paint Creek ISD,104,Haskell County,14,Abilene,,,,,<25,<25,11.1,<25,
All Students,105801,Katherine Anne Porter School,105,Hays County,13,Austin,490,506,466,996,<50,<25,40.5,<25,23.5
All Students,105902,San Marcos CISD,105,Hays County,13,Austin,479,461,442,940,466,177,38,32,18.1
All Students,105904,Dripping Springs ISD,105,Hays County,13,Austin,555,550,524,1105,336,242,72,123,50.8
All Students,105905,Wimberley ISD,105,Hays County,13,Austin,549,540,513,1088,170,117,68.8,58,49.6
All Students,105906,Hays CISD,105,Hays County,13,Austin,492,479,456,970,971,512,52.7,111,21.7
All Students,106901,Canadian ISD,106,Hemphill County,16,Amarillo,507,510,457,1017,<50,<25,6.8,<25,
All Students,107901,Athens ISD,107,Henderson County,07,Kilgore,504,483,471,987,197,27,13.7,7,25.9
All Students,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,478,475,449,953,181,72,39.8,15,20.8
All Students,107904,Cross Roads ISD,107,Henderson County,07,Kilgore,486,470,485,956,<50,<25,28.6,<25,25
All Students,107905,Eustace ISD,107,Henderson County,07,Kilgore,491,491,469,982,<75,<50,56.5,<25,20
All Students,107906,Malakoff ISD,107,Henderson County,07,Kilgore,479,478,452,957,71,29,40.8,6,20.7
All Students,107907,Trinidad ISD,107,Henderson County,07,Kilgore,,,,,<25,<25,5,<25,
All Students,107910,Lapoynor ISD,107,Henderson County,07,Kilgore,470,459,438,929,<50,<25,60,<25,14.3
All Students,108801,Ignite Public Schools And Communit,108,Hidalgo County,01,Edinburg,,,,,<25,<25,,<25,
All Students,108807,Idea Public Schools,108,Hidalgo County,01,Edinburg,466,431,435,898,545,139,25.5,21,15.1
All Students,108808,Vanguard Academy,108,Hidalgo County,01,Edinburg,490,502,479,993,34,32,94.1,8,25
All Students,108902,Donna ISD,108,Hidalgo County,01,Edinburg,473,472,443,945,<725,<50,4.6,<25,9.1
All Students,108903,Edcouch-Elsa ISD,108,Hidalgo County,01,Edinburg,433,410,403,843,<350,<125,34.1,<25,0.9
All Students,108904,Edinburg CISD,108,Hidalgo County,01,Edinburg,488,465,462,953,1995,369,18.5,79,21.4
All Students,108905,Hidalgo ISD,108,Hidalgo County,01,Edinburg,429,404,394,832,<225,<175,68.3,<25,3.9
All Students,108906,McAllen ISD,108,Hidalgo County,01,Edinburg,481,461,446,943,1537,854,55.6,156,18.3
All Students,108907,Mercedes ISD,108,Hidalgo County,01,Edinburg,433,451,458,884,<350,<25,4.8,<25,12.5
All Students,108908,Mission CISD,108,Hidalgo County,01,Edinburg,460,445,438,905,886,124,14,17,13.7
All Students,108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,01,Edinburg,424,413,398,837,1975,326,16.5,16,4.9
All Students,108910,Progreso ISD,108,Hidalgo County,01,Edinburg,430,445,400,875,<150,<25,1.4,<25,
All Students,108911,Sharyland ISD,108,Hidalgo County,01,Edinburg,481,465,448,947,746,452,60.6,83,18.4
All Students,108912,La Joya ISD,108,Hidalgo County,01,Edinburg,448,428,419,876,1649,181,11,12,6.6
All Students,108913,Weslaco ISD,108,Hidalgo County,01,Edinburg,510,491,460,1000,1116,45,4,10,22.2
All Students,108914,La Villa ISD,108,Hidalgo County,01,Edinburg,467,455,440,922,<50,<25,19.4,<25,
All Students,108915,Monte Alto ISD,108,Hidalgo County,01,Edinburg,434,453,414,886,<50,<25,22.9,<25,9.1
All Students,108916,Valley View ISD,108,Hidalgo County,01,Edinburg,420,490,430,910,<325,<25,1.3,<25,25
All Students,109901,Abbott ISD,109,Hill County,12,Waco,539,527,489,1066,<50,<25,37,<25,20
All Students,109902,Bynum ISD,109,Hill County,12,Waco,,,,,<25,<25,6.7,<25,100
All Students,109904,Hillsboro ISD,109,Hill County,12,Waco,451,453,432,904,104,43,41.3,6,14
All Students,109905,Hubbard ISD,109,Hill County,12,Waco,534,470,444,1004,<25,<25,20.8,<25,
All Students,109907,Itasca ISD,109,Hill County,12,Waco,454,440,430,894,<50,<25,47.7,<25,
All Students,109910,Mount Calm ISD,109,Hill County,12,Waco,,,,,<25,<25,7.7,<25,
All Students,109911,Whitney ISD,109,Hill County,12,Waco,517,509,491,1026,117,30,25.6,11,36.7
All Students,109912,Aquilla ISD,109,Hill County,12,Waco,441,440,434,881,<25,<25,33.3,<25,
All Students,109913,Blum ISD,109,Hill County,12,Waco,500,480,444,980,<50,<25,30.8,<25,25
All Students,109914,Penelope ISD,109,Hill County,12,Waco,425,443,479,868,<25,<25,47.1,<25,
All Students,110901,Anton ISD,110,Hockley County,17,Lubbock,,,,,<25,<25,11.1,<25,
All Students,110902,Levelland ISD,110,Hockley County,17,Lubbock,468,456,454,924,<200,<25,12.6,<25,13.6
All Students,110905,Ropes ISD,110,Hockley County,17,Lubbock,440,477,484,917,<25,<25,45.8,<25,27.3
All Students,110906,Smyer ISD,110,Hockley County,17,Lubbock,502,490,468,992,<50,<25,41.4,<25,25
All Students,110907,Sundown ISD,110,Hockley County,17,Lubbock,550,492,470,1042,29,20,69,7,35
All Students,110908,Whitharral ISD,110,Hockley County,17,Lubbock,590,583,550,1173,<25,<25,21.4,<25,100
All Students,111901,Granbury ISD,111,Hood County,11,Fort Worth,505,491,465,996,444,210,47.3,61,29
All Students,111902,Lipan ISD,111,Hood County,11,Fort Worth,533,503,490,1037,<25,<25,25,<25,33.3
All Students,111903,Tolar ISD,111,Hood County,11,Fort Worth,533,499,476,1032,55,19,34.5,7,36.8
All Students,112901,Sulphur Springs ISD,112,Hopkins County,08,Mt Pleasant,522,517,493,1039,269,51,19,20,39.2
All Students,112905,Cumby ISD,112,Hopkins County,08,Mt Pleasant,447,422,385,869,<50,<25,33.3,<25,9.1
All Students,112907,Miller Grove ISD,112,Hopkins County,08,Mt Pleasant,487,453,423,940,<25,<25,21.4,<25,33.3
All Students,112910,Sulphur Bluff ISD,112,Hopkins County,08,Mt Pleasant,487,440,430,927,<25,<25,23.1,<25,
All Students,113901,Crockett ISD,113,Houston County,06,Huntsville,427,405,394,832,<100,<75,63,<25,2
All Students,113902,Grapeland ISD,113,Houston County,06,Huntsville,421,378,381,799,<50,<25,37.9,<25,
All Students,113903,Lovelady ISD,113,Houston County,06,Huntsville,453,431,452,884,<50,<25,34.4,<25,9.1
All Students,113905,Latexo ISD,113,Houston County,06,Huntsville,506,501,471,1008,<50,<25,45.7,<25,18.8
All Students,113906,Kennard ISD,113,Houston County,06,Huntsville,458,444,409,901,<25,<25,73.7,<25,7.1
All Students,114901,Big Spring ISD,114,Howard County,18,Midland,555,520,555,1075,<225,<25,1,<25,50
All Students,114902,Coahoma ISD,114,Howard County,18,Midland,480,540,520,1020,<75,<25,10,<25,20
All Students,114904,Forsan ISD,114,Howard County,18,Midland,500,483,490,983,<50,<25,7,<25,33.3
All Students,115901,Ft Hancock ISD,115,Hudspeth County,19,El Paso,415,391,402,806,<50,<25,80,<25,
All Students,115902,Sierra Blanca ISD,115,Hudspeth County,19,El Paso,470,433,427,903,<25,<25,37.5,<25,
All Students,116801,Phoenix Charter School,116,Hunt County,10,Richardson,444,446,404,890,<25,<25,,<25,
All Students,116901,Caddo Mills ISD,116,Hunt County,10,Richardson,505,509,491,1014,92,40,43.5,12,30
All Students,116902,Celeste ISD,116,Hunt County,10,Richardson,490,503,515,993,<50,<25,9.3,<25,50
All Students,116903,Commerce ISD,116,Hunt County,10,Richardson,490,471,440,961,86,30,34.9,8,26.7
All Students,116905,Greenville ISD,116,Hunt County,10,Richardson,486,473,447,958,267,89,33.3,23,25.8
All Students,116906,Lone Oak ISD,116,Hunt County,10,Richardson,482,482,459,964,78,39,50,7,17.9
All Students,116908,Quinlan ISD,116,Hunt County,10,Richardson,490,474,454,964,156,43,27.6,6,14
All Students,116910,Campbell ISD,116,Hunt County,10,Richardson,460,478,416,938,<50,<25,29.6,<25,25
All Students,116915,Bland ISD,116,Hunt County,10,Richardson,504,504,475,1008,<50,<25,57.5,<25,26.1
All Students,116916,Boles ISD,116,Hunt County,10,Richardson,458,479,435,937,<50,<25,71,<25,18.2
All Students,117901,Borger ISD,117,Hutchinson County,16,Amarillo,493,488,469,981,190,32,16.8,8,25
All Students,117903,Sanford-Fritch ISD,117,Hutchinson County,16,Amarillo,450,438,418,888,<50,<25,8.3,<25,25
All Students,117904,Plemons-Stinnett-Phillips CISD,117,Hutchinson County,16,Amarillo,,,,,<50,<25,2.1,<25,100
All Students,118902,Irion County ISD,118,Irion County,15,San Angelo,573,555,550,1128,<50,<25,14.3,<25,75
All Students,119901,Bryson ISD,119,Jack County,09,Wichita Falls,427,445,425,872,<25,<25,75,<25,8.3
