Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,116906,Lone Oak ISD,116,Hunt County,10,Richardson,498,509,475,1003,63,24,38.1,6,25.0
All Students,116908,Quinlan ISD,116,Hunt County,10,Richardson,455,471,431,923,<175,<50,23.8,<25,13.9
All Students,116910,Campbell ISD,116,Hunt County,10,Richardson,469,503,467,967,<50,<25,24.1,<25,28.6
All Students,116915,Bland ISD,116,Hunt County,10,Richardson,410,423,419,833,<50,<25,27.8,<25,
All Students,116916,Boles ISD,116,Hunt County,10,Richardson,478,463,457,940,<75,<25,45.1,<25,17.4
All Students,117901,Borger ISD,117,Hutchinson County,16,Amarillo,462,473,449,932,196,68,34.7,10,14.7
All Students,117904,Plemons-Stinnett-Phillips CISD,117,Hutchinson County,16,Amarillo,500,560,545,1060,<50,<25,4.3,<25,50.0
All Students,119901,Bryson ISD,119,Jack County,09,Wichita Falls,449,448,432,891,<25,<25,39.1,<25,22.2
All Students,119902,Jacksboro ISD,119,Jack County,09,Wichita Falls,461,454,438,913,<75,<50,60.3,<25,11.4
All Students,119903,Perrin-Whitt CISD,119,Jack County,09,Wichita Falls,436,478,435,915,<25,<25,52.4,<25,9.1
All Students,120901,Edna ISD,120,Jackson County,03,Victoria,435,467,437,901,<125,<25,19.2,<25,15.0
All Students,120905,Industrial ISD,120,Jackson County,03,Victoria,519,518,481,1034,90,40,44.4,11,27.5
All Students,121902,Brookeland ISD,121,Jasper County,05,Beaumont,530,523,523,1053,<25,<25,17.4,<25,50.0
All Students,121903,Buna ISD,121,Jasper County,05,Beaumont,499,504,478,1003,86,49,57.0,11,22.4
All Students,121904,Jasper ISD,121,Jasper County,05,Beaumont,503,484,463,984,157,23,14.6,7,30.4
All Students,121905,Kirbyville CISD,121,Jasper County,05,Beaumont,,,,,<100,<25,1.1,<25,
All Students,121906,Evadale ISD,121,Jasper County,05,Beaumont,439,451,437,889,<50,<25,55.6,<25,
All Students,122901,Ft Davis ISD,122,Jeff Davis County,18,Midland,473,494,484,969,<25,<50,100,<25,16.1
All Students,123503,Texas Academy Of Leadership In The,123,Jefferson County,05,Beaumont,618,627,603,1244,<25,<25,,<25,93.8
All Students,123803,Tekoa Academy Of Accelerated Studi,123,Jefferson County,05,Beaumont,320,398,374,722,<50,<25,18.5,<25,
All Students,123807,Bob Hope School,123,Jefferson County,05,Beaumont,457,422,436,878,<50,<25,58.1,<25,11.1
All Students,123905,Nederland ISD,123,Jefferson County,05,Beaumont,479,472,453,950,345,247,71.6,38,15.4
All Students,123907,Port Arthur ISD,123,Jefferson County,05,Beaumont,390,397,383,787,<400,<200,44.2,<25,1.1
All Students,123908,Port Neches-Groves ISD,123,Jefferson County,05,Beaumont,482,474,442,954,298,196,65.8,33,16.8
All Students,123910,Beaumont ISD,123,Jefferson County,05,Beaumont,439,439,419,877,1048,665,63.5,75,11.3
All Students,123913,Sabine Pass ISD,123,Jefferson County,05,Beaumont,467,465,448,930,<50,<50,78.9,<25,13.3
All Students,123914,Hamshire-Fannett ISD,123,Jefferson County,05,Beaumont,462,467,447,928,<150,<100,66.9,<25,9.0
All Students,124901,Jim Hogg County ISD,124,Jim Hogg County,01,Edinburg,463,447,414,910,<75,<25,10.0,<25,14.3
All Students,125901,Alice ISD,125,Jim Wells County,02,Corpus Christi,476,489,476,958,<300,<25,5.8,<25,23.5
All Students,125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,02,Corpus Christi,,,,,<50,<25,2.1,<25,
All Students,125903,Orange Grove ISD,125,Jim Wells County,02,Corpus Christi,518,534,516,1052,149,13,8.7,5,38.5
All Students,126901,Alvarado ISD,126,Johnson County,11,Fort Worth,449,445,413,893,237,94,39.7,6,6.4
All Students,126902,Burleson ISD,126,Johnson County,11,Fort Worth,484,484,458,968,784,478,61.0,105,22.0
All Students,126903,Cleburne ISD,126,Johnson County,11,Fort Worth,461,471,442,932,437,175,40.0,25,14.3
All Students,126904,Grandview ISD,126,Johnson County,11,Fort Worth,496,488,466,982,96,35,36.5,6,17.1
All Students,126905,Joshua ISD,126,Johnson County,11,Fort Worth,495,496,462,990,334,172,51.5,34,19.8
All Students,126906,Keene ISD,126,Johnson County,11,Fort Worth,488,466,447,953,<75,<50,52.4,<25,21.2
All Students,126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,484,462,427,944,<75,<50,49.0,<25,16.0
All Students,126908,Venus ISD,126,Johnson County,11,Fort Worth,465,459,410,921,<125,<50,34.3,<25,11.1
All Students,126911,Godley ISD,126,Johnson County,11,Fort Worth,465,467,428,931,100,48,48.0,6,12.5
All Students,127901,Anson ISD,127,Jones County,14,Abilene,,,,,<50,<25,2.6,<25,
All Students,127904,Hawley ISD,127,Jones County,14,Abilene,510,498,463,1007,<50,<25,32.7,<25,12.5
All Students,128901,Karnes City ISD,128,Karnes County,03,Victoria,476,473,451,950,<75,<50,46.3,<25,12.9
All Students,128902,Kenedy ISD,128,Karnes County,03,Victoria,,,,,<50,<25,2.6,<25,
All Students,128903,Runge ISD,128,Karnes County,03,Victoria,431,426,394,854,<25,<25,75.0,<25,
All Students,128904,Falls City ISD,128,Karnes County,20,San Antonio,513,395,468,908,<50,<25,11.4,<25,
All Students,129901,Crandall ISD,129,Kaufman County,10,Richardson,464,463,431,925,227,107,47.1,12,11.2
All Students,129902,Forney ISD,129,Kaufman County,10,Richardson,491,484,451,974,620,360,58.1,78,21.7
All Students,129903,Kaufman ISD,129,Kaufman County,10,Richardson,478,477,452,955,<50,<100,100,<25,17.9
All Students,129904,Kemp ISD,129,Kaufman County,10,Richardson,480,495,459,977,<100,<25,22.9,<25,21.1
All Students,129905,Mabank ISD,129,Kaufman County,10,Richardson,480,488,453,968,226,76,33.6,13,17.1
All Students,129906,Terrell ISD,129,Kaufman County,10,Richardson,446,442,423,884,240,66,27.5,11,16.7
All Students,129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,490,485,455,977,<75,<50,43.8,<25,21.9
All Students,130801,Meadowland Charter School,130,Kendall County,20,San Antonio,,,,,<25,<25,7.7,<25,
All Students,130901,Boerne ISD,130,Kendall County,20,San Antonio,532,530,500,1062,580,450,77.6,177,39.3
All Students,130902,Comfort ISD,130,Kendall County,13,Austin,472,442,431,914,64,34,53.1,5,14.7
All Students,133901,Center Point ISD,133,Kerr County,20,San Antonio,458,470,478,930,<50,<25,48.8,<25,9.5
All Students,133903,Kerrville ISD,133,Kerr County,20,San Antonio,514,506,473,1019,327,169,51.7,59,34.9
All Students,133904,Ingram ISD,133,Kerr County,20,San Antonio,433,422,403,856,<100,<50,59.0,<25,8.2
All Students,134901,Junction ISD,134,Kimble County,15,San Angelo,461,448,412,909,<75,<50,58.0,<25,10.3
All Students,136901,Brackett ISD,136,Kinney County,20,San Antonio,503,512,481,1015,<50,<25,47.4,<25,27.8
All Students,137901,Kingsville ISD,137,Kleberg County,02,Corpus Christi,432,425,407,858,<250,<100,36.3,<25,4.9
All Students,137903,Riviera ISD,137,Kleberg County,02,Corpus Christi,416,415,400,827,<50,<25,70.6,<25,
All Students,137904,Santa Gertrudis ISD,137,Kleberg County,02,Corpus Christi,498,463,446,961,81,28,34.6,6,21.4
All Students,138903,Munday CISD,138,Knox County,09,Wichita Falls,515,530,495,1045,<50,<25,7.4,<25,
All Students,139905,Chisum ISD,139,Lamar County,08,Mt Pleasant,455,530,480,965,<75,<25,2.9,<25,
All Students,139909,Paris ISD,139,Lamar County,08,Mt Pleasant,473,483,473,956,197,39,19.8,9,23.1
All Students,139911,North Lamar ISD,139,Lamar County,08,Mt Pleasant,506,520,486,1026,186,36,19.4,10,27.8
All Students,139912,Prairiland ISD,139,Lamar County,08,Mt Pleasant,444,444,388,888,<75,<25,7.8,<25,20.0
All Students,140904,Littlefield ISD,140,Lamb County,17,Lubbock,570,565,490,1135,<100,<25,2.6,<25,50.0
All Students,140905,Olton ISD,140,Lamb County,17,Lubbock,,,,,<50,<25,2.6,<25,
All Students,140907,Springlake-Earth ISD,140,Lamb County,17,Lubbock,,,,,<25,<25,4.5,<25,
All Students,140908,Sudan ISD,140,Lamb County,17,Lubbock,445,430,435,875,<50,<25,6.7,<25,
All Students,141901,Lampasas ISD,141,Lampasas County,12,Waco,494,491,460,986,246,127,51.6,25,19.7
All Students,141902,Lometa ISD,141,Lampasas County,12,Waco,473,440,448,913,<25,<25,23.5,<25,
All Students,142901,Cotulla ISD,142,La Salle County,20,San Antonio,405,408,401,812,<100,<50,44.6,<25,
All Students,143901,Hallettsville ISD,143,Lavaca County,03,Victoria,485,446,449,931,<100,<25,27.5,<25,13.6
All Students,143902,Moulton ISD,143,Lavaca County,03,Victoria,486,430,464,916,<25,<25,33.3,<25,14.3
All Students,143903,Shiner ISD,143,Lavaca County,03,Victoria,489,452,467,942,<50,<50,94.7,<25,16.7
All Students,144901,Giddings ISD,144,Lee County,13,Austin,492,480,456,970,<175,<75,46.4,<25,20.0
All Students,144902,Lexington ISD,144,Lee County,13,Austin,484,478,448,962,75,32,42.7,5,15.6
All Students,144903,Dime Box ISD,144,Lee County,13,Austin,493,417,433,910,<25,<25,21.4,<25,
All Students,145901,Buffalo ISD,145,Leon County,06,Huntsville,449,460,427,909,<75,<50,47.9,<25,5.9
All Students,145902,Centerville ISD,145,Leon County,06,Huntsville,477,447,437,924,<75,<25,40.4,<25,14.3
All Students,145906,Normangee ISD,145,Leon County,06,Huntsville,488,484,473,969,<50,<25,34.9,<25,6.7
All Students,145907,Oakwood ISD,145,Leon County,06,Huntsville,449,427,399,876,<25,<25,69.2,<25,11.1
All Students,145911,Leon ISD,145,Leon County,06,Huntsville,451,441,445,892,<75,<25,20.0,<25,9.1
All Students,146901,Cleveland ISD,146,Liberty County,04,Houston,382,367,358,748,<200,<225,100,<25,2.9
All Students,146902,Dayton ISD,146,Liberty County,04,Houston,457,452,424,905,<325,<125,39.8,<25,9.1
All Students,146904,Hardin ISD,146,Liberty County,04,Houston,464,465,427,928,<75,<50,57.8,<25,5.4
All Students,146905,Hull-Daisetta ISD,146,Liberty County,05,Beaumont,435,440,409,872,<50,<25,47.2,<25,5.9
All Students,146906,Liberty ISD,146,Liberty County,04,Houston,469,464,437,932,<175,<75,49.0,<25,13.5
All Students,146907,Tarkington ISD,146,Liberty County,04,Houston,459,483,450,941,121,56,46.3,9,16.1
All Students,147901,Coolidge ISD,147,Limestone County,12,Waco,417,411,404,829,<50,<25,25.9,<25,
All Students,147902,Groesbeck ISD,147,Limestone County,12,Waco,504,516,476,1022,114,14,12.3,5,35.7
All Students,147903,Mexia ISD,147,Limestone County,12,Waco,470,450,453,933,<125,<25,2.5,<25,
All Students,149901,George West ISD,149,Live Oak County,02,Corpus Christi,439,441,429,880,<100,<25,32.0,<25,8.3
All Students,150901,Llano ISD,150,Llano County,13,Austin,503,484,458,989,<125,<75,47.7,<25,15.1
All Students,152504,Texas Tech University High School,152,Lubbock County,17,Lubbock,514,530,505,1043,<25,<50,,<25,34.1
All Students,152803,South Plains Academy Charter Distr,152,Lubbock County,17,Lubbock,385,374,343,756,<100,<25,16.3,<25,
All Students,152901,Lubbock ISD,152,Lubbock County,17,Lubbock,429,422,414,851,1580,1469,93.0,193,13.1
All Students,152902,New Deal ISD,152,Lubbock County,17,Lubbock,419,434,431,852,<50,<25,42.9,<25,
All Students,152903,Slaton ISD,152,Lubbock County,17,Lubbock,467,444,421,912,<100,<50,36.3,<25,10.3
All Students,152906,Lubbock-Cooper ISD,152,Lubbock County,17,Lubbock,487,502,472,987,282,92,32.6,23,25.0
All Students,152907,Frenship ISD,152,Lubbock County,17,Lubbock,506,503,481,1009,549,241,43.9,65,27.0
All Students,152908,Roosevelt ISD,152,Lubbock County,17,Lubbock,440,442,419,880,<75,<50,50.0,<25,3.1
All Students,152909,Shallowater ISD,152,Lubbock County,17,Lubbock,507,497,462,1004,99,30,30.3,8,26.7
All Students,152910,Idalou ISD,152,Lubbock County,17,Lubbock,489,500,470,981,<100,<25,10.4,<25,25.0
All Students,153903,O'Donnell ISD,153,Lynn County,17,Lubbock,385,390,445,810,<25,<25,11.8,<25,
All Students,153904,Tahoka ISD,153,Lynn County,17,Lubbock,445,405,404,850,<50,<25,20.5,<25,
All Students,153905,New Home ISD,153,Lynn County,17,Lubbock,643,633,563,1277,<25,<25,15.0,<25,100
All Students,153907,Wilson ISD,153,Lynn County,17,Lubbock,465,443,388,908,<25,<25,66.7,<25,
All Students,154901,Madisonville CISD,154,Madison County,06,Huntsville,448,438,410,886,<175,<100,54.5,<25,14.3
All Students,154903,North Zulch ISD,154,Madison County,06,Huntsville,409,437,406,847,<25,<25,63.6,<25,
All Students,155901,Jefferson ISD,155,Marion County,08,Mt Pleasant,570,535,500,1105,<100,<25,2.6,<25,50.0
All Students,156902,Stanton ISD,156,Martin County,18,Midland,427,417,385,838,<50,<25,36.6,<25,6.7
All Students,156905,Grady ISD,156,Martin County,18,Midland,,,,,<25,<25,6.7,<25,100
All Students,157901,Mason ISD,157,Mason County,15,San Angelo,508,492,461,1000,46,24,52.2,6,25.0
All Students,158901,Bay City ISD,158,Matagorda County,03,Victoria,451,460,443,910,240,95,39.6,12,12.6
All Students,158902,Tidehaven ISD,158,Matagorda County,03,Victoria,463,473,429,936,<75,<25,24.6,<25,
All Students,158905,Palacios ISD,158,Matagorda County,03,Victoria,494,470,458,965,92,45,48.9,8,17.8
All Students,158906,Van Vleck ISD,158,Matagorda County,03,Victoria,488,488,472,976,<75,<50,38.5,<25,16.0
All Students,159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,437,430,411,866,989,542,54.8,38,7.0
All Students,160901,Brady ISD,160,McCulloch County,15,San Angelo,454,465,433,918,87,37,42.5,5,13.5
All Students,160905,Lohn ISD,160,McCulloch County,15,San Angelo,473,513,463,987,<25,<25,60.0,<25,
All Students,161802,Rapoport Academy Public School,161,McLennan County,12,Waco,527,548,516,1075,33,23,69.7,9,39.1
All Students,161807,Harmony Science Acad (Waco),161,McLennan County,12,Waco,507,481,470,988,289,309,100,90,29.1
All Students,161901,Crawford ISD,161,McLennan County,12,Waco,498,506,486,1003,<75,<25,33.3,<25,5.6
All Students,161903,Midway ISD,161,McLennan County,12,Waco,503,514,481,1017,568,338,59.5,103,30.5
All Students,161906,La Vega ISD,161,McLennan County,12,Waco,418,398,380,817,<150,<75,43.8,<25,3.3
All Students,161907,Lorena ISD,161,McLennan County,12,Waco,523,519,487,1043,122,59,48.4,21,35.6
All Students,161908,Mart ISD,161,McLennan County,12,Waco,446,402,404,848,<50,<25,46.8,<25,4.5
All Students,161909,McGregor ISD,161,McLennan County,12,Waco,463,459,434,922,<100,<25,25.6,<25,4.3
All Students,161910,Moody ISD,161,McLennan County,12,Waco,462,484,461,946,<75,<25,20.0,<25,
All Students,161912,Riesel ISD,161,McLennan County,12,Waco,472,454,433,922,<50,<25,37.5,<25,16.7
All Students,161914,Waco ISD,161,McLennan County,12,Waco,417,425,396,840,714,241,33.8,20,8.3
All Students,161916,West ISD,161,McLennan County,12,Waco,482,448,437,929,97,38,39.2,5,13.2
All Students,161918,Axtell ISD,161,McLennan County,12,Waco,449,472,461,921,<75,<50,45.8,<25,11.1
All Students,161919,Bruceville-Eddy ISD,161,McLennan County,12,Waco,455,495,462,949,<75,<50,45.6,<25,15.4
All Students,161920,China Spring ISD,161,McLennan County,12,Waco,531,526,493,1059,177,72,40.7,27,37.5
All Students,161921,Connally ISD,161,McLennan County,12,Waco,461,454,437,914,134,53,39.6,8,15.1
All Students,161922,Robinson ISD,161,McLennan County,12,Waco,467,480,456,947,194,47,24.2,7,14.9
All Students,161923,Bosqueville ISD,161,McLennan County,12,Waco,498,504,466,1003,56,32,57.1,7,21.9
All Students,161925,Gholson ISD,161,McLennan County,12,Waco,435,428,405,859,<25,<25,61.1,<25,9.1
All Students,162904,McMullen County ISD,162,McMullen County,02,Corpus Christi,527,532,520,1058,<25,<25,25.0,<25,33.3
All Students,163901,Devine ISD,163,Medina County,20,San Antonio,461,460,437,919,<125,<75,44.7,<25,12.7
All Students,163902,D'Hanis School,163,Medina County,20,San Antonio,435,452,427,887,<50,<25,37.0,<25,
All Students,163903,Natalia ISD,163,Medina County,20,San Antonio,410,425,387,833,<75,<50,59.3,<25,2.9
All Students,163904,Hondo ISD,163,Medina County,20,San Antonio,439,452,451,891,<150,<25,11.7,<25,13.3
All Students,163908,Medina Valley ISD,163,Medina County,20,San Antonio,489,466,445,956,<275,<50,10.3,<25,14.3
All Students,164901,Menard ISD,164,Menard County,15,San Angelo,515,465,515,1000,<25,<25,9.1,<25,50.0
All Students,165901,Midland ISD,165,Midland County,18,Midland,491,480,456,969,1286,477,37.1,91,19.1
All Students,165902,Greenwood ISD,165,Midland County,18,Midland,464,462,436,924,<100,<75,57.1,<25,12.5
All Students,166901,Cameron ISD,166,Milam County,06,Huntsville,451,429,430,881,<100,<50,41.8,<25,5.3
All Students,166903,Milano ISD,166,Milam County,06,Huntsville,512,475,470,987,<50,<25,15.8,<25,16.7
All Students,166904,Rockdale ISD,166,Milam County,06,Huntsville,458,446,427,904,<125,<50,30.1,<25,9.7
All Students,166905,Thorndale ISD,166,Milam County,13,Austin,494,469,449,965,<50,<50,62.2,<25,17.9
All Students,167901,Goldthwaite ISD,167,Mills County,12,Waco,528,512,500,1040,<75,<25,24.5,<25,30.8
All Students,167904,Priddy ISD,167,Mills County,12,Waco,,,,,<25,<25,14.3,<25,
All Students,168901,Colorado ISD,168,Mitchell County,14,Abilene,430,450,423,880,<100,<25,3.8,<25,
All Students,168903,Westbrook ISD,168,Mitchell County,14,Abilene,,,,,<25,<25,7.1,<25,
All Students,169901,Bowie ISD,169,Montague County,09,Wichita Falls,460,477,462,939,107,74,69.2,11,14.9
All Students,169902,Nocona ISD,169,Montague County,09,Wichita Falls,494,442,433,939,<75,<25,13.4,<25,11.1
All Students,169910,Forestburg ISD,169,Montague County,09,Wichita Falls,446,442,440,890,<25,<25,38.5,<25,
All Students,169911,Saint Jo ISD,169,Montague County,09,Wichita Falls,485,580,465,1065,<25,<25,14.3,<25,50.0
All Students,170902,Conroe ISD,170,Montgomery County,06,Huntsville,533,520,498,1052,3492,2219,63.5,854,38.5
All Students,170903,Montgomery ISD,170,Montgomery County,06,Huntsville,532,514,483,1046,542,297,54.8,105,35.4
All Students,170904,Willis ISD,170,Montgomery County,06,Huntsville,471,469,443,939,411,203,49.4,32,15.8
All Students,170906,Magnolia ISD,170,Montgomery County,06,Huntsville,504,499,467,1001,915,454,49.6,119,26.2
All Students,170907,Splendora ISD,170,Montgomery County,06,Huntsville,470,472,453,939,244,38,15.6,5,13.2
All Students,170908,New Caney ISD,170,Montgomery County,06,Huntsville,462,463,430,924,702,270,38.5,35,13.0
All Students,171901,Dumas ISD,171,Moore County,16,Amarillo,456,486,479,944,<300,<25,2.4,<25,42.9
All Students,172902,Daingerfield-Lone Star ISD,172,Morris County,08,Mt Pleasant,523,533,510,1056,<75,<25,9.5,<25,28.6
All Students,172905,Pewitt CISD,172,Morris County,08,Mt Pleasant,459,472,443,931,<100,<25,21.3,<25,25.0
All Students,173901,Motley County ISD,173,Motley County,17,Lubbock,480,475,400,955,<25,<25,15.4,<25,
All Students,174901,Chireno ISD,174,Nacogdoches County,07,Kilgore,,,,,<50,<25,3.8,<25,
All Students,174902,Cushing ISD,174,Nacogdoches County,07,Kilgore,476,491,459,966,<75,<25,20.0,<25,10.0
All Students,174903,Garrison ISD,174,Nacogdoches County,07,Kilgore,471,459,418,923,<75,<25,41.8,<25,4.3
All Students,174904,Nacogdoches ISD,174,Nacogdoches County,07,Kilgore,458,449,440,908,<375,<150,40.3,<25,11.3
All Students,174906,Woden ISD,174,Nacogdoches County,07,Kilgore,496,502,486,999,<75,<25,30.9,<25,23.5
All Students,174908,Central Heights ISD,174,Nacogdoches County,07,Kilgore,499,501,486,1002,62,22,35.5,7,31.8
All Students,174911,Douglass ISD,174,Nacogdoches County,07,Kilgore,486,476,455,959,<50,<25,36.7,<25,9.1
All Students,175902,Blooming Grove ISD,175,Navarro County,12,Waco,495,488,469,988,<75,<50,43.9,<25,13.8
All Students,175903,Corsicana ISD,175,Navarro County,12,Waco,465,437,422,900,347,182,52.4,16,8.8
All Students,175904,Dawson ISD,175,Navarro County,12,Waco,478,489,471,967,<50,<25,26.3,<25,30.0
All Students,175905,Frost ISD,175,Navarro County,12,Waco,503,467,470,970,<50,<25,24.1,<25,28.6
All Students,175907,Kerens ISD,175,Navarro County,12,Waco,440,468,426,912,<50,<25,35.0,<25,7.1
All Students,175910,Mildred ISD,175,Navarro County,12,Waco,513,497,463,1014,61,27,44.3,7,25.9
All Students,175911,Rice ISD,175,Navarro County,12,Waco,451,421,413,873,<75,<50,60.0,<25,5.1
All Students,176902,Newton ISD,176,Newton County,05,Beaumont,426,494,444,924,<75,<25,8.2,<25,
All Students,176903,Deweyville ISD,176,Newton County,05,Beaumont,452,467,427,919,<75,<50,52.7,<25,13.8
All Students,177901,Roscoe Collegiate ISD,177,Nolan County,14,Abilene,545,555,485,1100,<50,<25,6.7,<25,
All Students,177902,Sweetwater ISD,177,Nolan County,14,Abilene,542,554,532,1090,<150,<25,3.9,<25,40.0
All Students,177905,Highland ISD,177,Nolan County,14,Abilene,515,445,465,960,<25,<25,13.3,<25,
All Students,178902,Bishop CISD,178,Nueces County,02,Corpus Christi,433,437,407,870,<125,<75,55.6,<25,6.7
All Students,178903,Calallen ISD,178,Nueces County,02,Corpus Christi,471,480,444,950,273,155,56.8,24,15.5
All Students,178904,Corpus Christi ISD,178,Nueces County,02,Corpus Christi,445,450,428,894,2259,1123,49.7,149,13.3
All Students,178906,London ISD,178,Nueces County,02,Corpus Christi,528,520,503,1049,54,38,70.4,15,39.5
All Students,178908,Port Aransas ISD,178,Nueces County,02,Corpus Christi,501,508,477,1011,<50,<25,40.6,<25,23.1
All Students,178909,Robstown ISD,178,Nueces County,02,Corpus Christi,,,,,<175,<25,0.6,<25,
All Students,178912,Tuloso-Midway ISD,178,Nueces County,20,San Antonio,476,486,462,960,317,97,30.6,19,19.6
All Students,178913,Banquete ISD,178,Nueces County,02,Corpus Christi,535,420,405,945,<75,<25,5.6,<25,
All Students,178914,Flour Bluff ISD,178,Nueces County,02,Corpus Christi,513,500,474,1012,463,257,55.5,73,28.4
All Students,178915,West Oso ISD,178,Nueces County,02,Corpus Christi,427,417,399,842,<100,<25,19.8,<25,
All Students,179901,Perryton ISD,179,Ochiltree County,16,Amarillo,505,480,455,980,<125,<25,1.7,<25,
All Students,180901,Boys Ranch ISD,180,Oldham County,16,Amarillo,545,505,470,1050,<50,<25,5.6,<25,
All Students,180902,Vega ISD,180,Oldham County,16,Amarillo,524,485,485,1015,<50,<25,32.0,<25,25.0
All Students,181901,Bridge City ISD,181,Orange County,05,Beaumont,492,484,459,976,155,100,64.5,20,20.0
All Students,181905,Orangefield ISD,181,Orange County,05,Beaumont,491,489,467,978,120,69,57.5,13,18.8
All Students,181906,West Orange-Cove CISD,181,Orange County,05,Beaumont,398,391,380,785,<125,<75,52.5,<25,4.7
All Students,181907,Vidor ISD,181,Orange County,05,Beaumont,473,457,439,930,<350,<150,36.2,<25,11.2
All Students,181908,Little Cypress-Mauriceville CISD,181,Orange County,05,Beaumont,489,488,457,976,240,122,50.8,24,19.7
All Students,182901,Gordon ISD,182,Palo Pinto County,11,Fort Worth,460,518,476,978,<25,<25,29.4,<25,
All Students,182902,Graford ISD,182,Palo Pinto County,11,Fort Worth,485,498,451,976,<25,<25,33.3,<25,12.5
All Students,182903,Mineral Wells ISD,182,Palo Pinto County,11,Fort Worth,473,469,434,941,216,91,42.1,11,12.1
All Students,182904,Santo ISD,182,Palo Pinto County,11,Fort Worth,400,428,443,828,<50,<25,11.4,<25,
All Students,182905,Strawn ISD,182,Palo Pinto County,11,Fort Worth,490,447,443,937,<25,<25,25.0,<25,
All Students,183801,Panola Charter School,183,Panola County,07,Kilgore,517,513,467,1030,<50,<25,22.6,<25,42.9
All Students,183901,Beckville ISD,183,Panola County,07,Kilgore,500,525,485,1025,<75,<25,3.8,<25,
All Students,183902,Carthage ISD,183,Panola County,07,Kilgore,509,504,468,1014,<175,<25,8.1,<25,23.1
All Students,183904,Gary ISD,183,Panola County,07,Kilgore,,,,,<25,<25,5.9,<25,
All Students,184901,Poolville ISD,184,Parker County,11,Fort Worth,454,444,410,891,<50,<25,36.0,<25,
All Students,184902,Springtown ISD,184,Parker County,11,Fort Worth,473,470,451,944,193,74,38.3,9,12.2
All Students,184903,Weatherford ISD,184,Parker County,11,Fort Worth,471,496,465,966,514,242,47.1,48,19.8
All Students,184904,Millsap ISD,184,Parker County,11,Fort Worth,477,465,430,937,<75,<50,58.6,<25,5.9
All Students,184907,Aledo ISD,184,Parker County,11,Fort Worth,540,526,501,1066,370,248,67.0,104,41.9
All Students,184908,Peaster ISD,184,Parker County,11,Fort Worth,535,543,483,1077,54,23,42.6,11,47.8
All Students,184909,Brock ISD,184,Parker County,11,Fort Worth,512,501,464,1013,85,25,29.4,8,32.0
All Students,185901,Bovina ISD,185,Parmer County,16,Amarillo,,,,,<25,<25,5.3,<25,
All Students,185902,Farwell ISD,185,Parmer County,16,Amarillo,,,,,<50,<25,2.6,<25,100
All Students,185903,Friona ISD,185,Parmer County,16,Amarillo,,,,,<100,<25,1.2,<25,
All Students,186901,Buena Vista ISD,186,Pecos County,18,Midland,486,436,386,922,<25,<25,62.5,<25,
All Students,186902,Fort Stockton ISD,186,Pecos County,18,Midland,464,461,443,924,<150,<50,31.2,<25,9.1
All Students,186903,Iraan-Sheffield ISD,186,Pecos County,18,Midland,,,,,<75,<25,1.6,<25,
All Students,187901,Big Sandy ISD,187,Polk County,06,Huntsville,477,457,425,939,<50,<25,30.0,<25,8.3
All Students,187903,Goodrich ISD,187,Polk County,06,Huntsville,410,393,393,806,<25,<25,84.2,<25,
All Students,187904,Corrigan-Camden ISD,187,Polk County,06,Huntsville,459,444,415,902,<75,<50,42.6,<25,3.4
All Students,187906,Leggett ISD,187,Polk County,06,Huntsville,380,365,390,745,<25,<25,20.0,<25,
All Students,187907,Livingston ISD,187,Polk County,06,Huntsville,484,477,445,961,274,100,36.5,20,20.0
All Students,187910,Onalaska ISD,187,Polk County,06,Huntsville,459,484,452,944,<75,<25,39.7,<25,8.7
All Students,188901,Amarillo ISD,188,Potter County,16,Amarillo,432,420,398,852,1884,1760,93.4,179,10.2
All Students,188902,River Road ISD,188,Potter County,16,Amarillo,523,538,500,1060,<100,<25,4.5,<25,25.0
All Students,188903,Highland Park ISD,188,Potter County,16,Amarillo,527,513,417,1040,<75,<25,5.0,<25,33.3
All Students,188904,Bushland ISD,188,Potter County,16,Amarillo,545,529,498,1078,118,15,12.7,6,40.0
All Students,190903,Rains ISD,190,Rains County,07,Kilgore,493,495,450,990,<125,<25,3.6,<25,25.0
All Students,191901,Canyon ISD,191,Randall County,16,Amarillo,502,487,462,990,682,128,18.8,35,27.3
All Students,192901,Reagan County ISD,192,Reagan County,18,Midland,,,,,<75,<25,1.4,<25,
All Students,193902,Leakey ISD,193,Real County,20,San Antonio,487,567,527,1053,<25,<25,21.4,<25,33.3
All Students,194903,Rivercrest ISD,194,Red River County,08,Mt Pleasant,530,507,520,1037,<50,<25,7.0,<25,33.3
All Students,194905,Detroit ISD,194,Red River County,08,Mt Pleasant,,,,,<50,<25,2.4,<25,
All Students,195901,Pecos-Barstow-Toyah ISD,195,Reeves County,18,Midland,416,420,394,835,<150,<100,52.7,<25,3.9
All Students,195902,Balmorhea ISD,195,Reeves County,18,Midland,448,418,435,865,<25,<25,33.3,<25,
