Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,015826,Kipp San Antonio,015,Bexar County,20,San Antonio,436,418,410,854,<75,<50,71.7,<25,9.3
All Students,015827,School Of Science And Technology,015,Bexar County,20,San Antonio,524,490,485,1014,<50,<50,100,<25,26.7
All Students,015828,Harmony Science Acad (San Antonio),015,Bexar County,20,San Antonio,485,457,447,943,<75,<75,100,<25,19.4
All Students,015830,Brooks Academy Of Science And Engi,015,Bexar County,20,San Antonio,463,471,469,934,<100,<75,82.1,<25,14.1
All Students,015831,School Of Science And Technology D,015,Bexar County,20,San Antonio,514,448,451,962,<25,<25,100,<25,11.8
All Students,015832,City Center Health Careers,015,Bexar County,20,San Antonio,420,515,465,935,<25,<25,15.4,<25,
All Students,015833,Henry Ford Academy Alameda School,015,Bexar County,20,San Antonio,442,483,458,925,<75,<50,67.9,<25,10.5
All Students,015901,Alamo Heights ISD,015,Bexar County,20,San Antonio,569,547,529,1117,353,296,83.9,153,51.7
All Students,015904,Harlandale ISD,015,Bexar County,20,San Antonio,411,380,379,791,887,797,89.9,37,4.6
All Students,015905,Edgewood ISD,015,Bexar County,20,San Antonio,411,385,372,796,533,273,51.2,9,3.3
All Students,015906,Randolph Field ISD,015,Bexar County,20,San Antonio,531,557,501,1088,60,43,71.7,19,44.2
All Students,015907,San Antonio ISD,015,Bexar County,20,San Antonio,414,395,392,809,2519,1535,60.9,76,5
All Students,015908,South San Antonio ISD,015,Bexar County,20,San Antonio,435,419,407,854,<525,<200,38.8,<25,3.1
All Students,015909,Somerset ISD,015,Bexar County,20,San Antonio,420,417,394,837,<250,<125,50.9,<25,1.7
All Students,015910,North East ISD,015,Bexar County,20,San Antonio,511,501,479,1013,4676,3235,69.2,979,30.3
All Students,015911,East Central ISD,015,Bexar County,20,San Antonio,455,451,422,906,627,312,49.8,33,10.6
All Students,015912,Southwest ISD,015,Bexar County,20,San Antonio,395,367,370,763,<725,<675,94.7,<50,4.2
All Students,015913,Lackland ISD,015,Bexar County,20,San Antonio,521,537,493,1058,27,11,40.7,5,45.5
All Students,015914,Ft Sam Houston ISD,015,Bexar County,20,San Antonio,525,526,501,1051,84,58,69,20,34.5
All Students,015915,Northside ISD,015,Bexar County,20,San Antonio,495,481,461,976,6444,3876,60.1,907,23.4
All Students,015916,Judson ISD,015,Bexar County,20,San Antonio,451,442,424,893,1366,868,63.5,106,12.2
All Students,015917,Southside ISD,015,Bexar County,20,San Antonio,445,391,390,836,268,253,94.4,17,6.7
All Students,016901,Johnson City ISD,016,Blanco County,13,Austin,493,499,475,992,<50,<50,75,<25,15.2
All Students,016902,Blanco ISD,016,Blanco County,13,Austin,506,495,451,1001,63,26,41.3,6,23.1
All Students,017901,Borden County ISD,017,Borden County,17,Lubbock,,,,,<25,<25,6.7,<25,
All Students,018901,Clifton ISD,018,Bosque County,12,Waco,512,510,494,1022,70,19,27.1,7,36.8
All Students,018902,Meridian ISD,018,Bosque County,12,Waco,451,440,425,891,<50,<50,80.6,<25,8
All Students,018903,Morgan ISD,018,Bosque County,12,Waco,395,374,386,769,<25,<25,64.7,<25,
All Students,018904,Valley Mills ISD,018,Bosque County,12,Waco,443,450,414,892,<50,<50,65.9,<25,3.7
All Students,018905,Walnut Springs ISD,018,Bosque County,12,Waco,453,427,360,880,<25,<25,37.5,<25,
All Students,018906,Iredell ISD,018,Bosque County,12,Waco,523,473,417,997,<25,<25,42.9,<25,33.3
All Students,018907,Kopperl ISD,018,Bosque County,12,Waco,500,525,488,1025,<25,<25,47.1,<25,12.5
All Students,018908,Cranfills Gap ISD,018,Bosque County,12,Waco,490,463,453,953,<25,<25,66.7,<25,
All Students,019905,New Boston ISD,019,Bowie County,08,Mt Pleasant,,,,,<100,<25,1.2,<25,100
All Students,019907,Texarkana ISD,019,Bowie County,08,Mt Pleasant,538,545,502,1083,<450,<50,6.5,<25,35.7
All Students,019908,Liberty-Eylau ISD,019,Bowie County,08,Mt Pleasant,380,440,410,820,<175,<25,1.2,<25,
All Students,019909,Simms ISD,019,Bowie County,08,Mt Pleasant,490,500,493,990,<75,<25,5.7,<25,
All Students,019912,Pleasant Grove ISD,019,Bowie County,08,Mt Pleasant,637,610,603,1247,145,7,4.8,6,85.7
All Students,020901,Alvin ISD,020,Brazoria County,04,Houston,493,469,453,962,1022,508,49.7,101,19.9
All Students,020902,Angleton ISD,020,Brazoria County,04,Houston,495,470,442,965,417,180,43.2,36,20
All Students,020904,Danbury ISD,020,Brazoria County,04,Houston,495,469,447,965,<75,<50,53,<25,14.3
All Students,020905,Brazosport ISD,020,Brazoria County,04,Houston,503,491,460,994,736,321,43.6,88,27.4
All Students,020906,Sweeny ISD,020,Brazoria County,04,Houston,486,462,441,949,126,58,46,9,15.5
All Students,020907,Columbia-Brazoria ISD,020,Brazoria County,04,Houston,491,487,440,977,180,56,31.1,11,19.6
All Students,020908,Pearland ISD,020,Brazoria County,04,Houston,529,515,499,1044,1332,789,59.2,284,36
All Students,021803,Brazos School For Inquiry & Creati,021,Brazos County,06,Huntsville,600,440,410,1040,<25,<25,10.5,<25,
All Students,021901,College Station ISD,021,Brazos County,06,Huntsville,564,532,513,1096,667,432,64.8,205,47.5
All Students,021902,Bryan ISD,021,Brazos County,06,Huntsville,497,477,456,974,794,399,50.3,94,23.6
All Students,022004,Terlingua CSD,022,Brewster County,18,Midland,,,,,<25,<25,12.5,<25,100
All Students,022901,Alpine ISD,022,Brewster County,18,Midland,498,503,474,1001,<100,<50,37.3,<25,28.6
All Students,023902,Silverton ISD,023,Briscoe County,16,Amarillo,,,,,<25,<25,10,<25,
All Students,024901,Brooks County ISD,024,Brooks County,02,Corpus Christi,504,516,472,1020,<100,<25,6,<25,20
All Students,025901,Bangs ISD,025,Brown County,15,San Angelo,507,509,458,1016,<100,<25,10.6,<25,11.1
All Students,025902,Brownwood ISD,025,Brown County,15,San Angelo,499,488,469,986,<200,<100,49,<50,27.8
All Students,025904,Blanket ISD,025,Brown County,15,San Angelo,525,455,430,980,<25,<25,22.2,<25,
All Students,025905,May ISD,025,Brown County,15,San Angelo,488,456,441,943,<50,<25,36,<25,11.1
All Students,025906,Zephyr ISD,025,Brown County,15,San Angelo,535,455,510,990,<25,<25,14.3,<25,50
All Students,025909,Early ISD,025,Brown County,15,San Angelo,522,502,473,1023,72,39,54.2,13,33.3
All Students,026901,Caldwell ISD,026,Burleson County,06,Huntsville,516,507,471,1023,124,53,42.7,16,30.2
All Students,026902,Somerville ISD,026,Burleson County,06,Huntsville,441,415,399,856,<50,<25,42.4,<25,7.1
All Students,026903,Snook ISD,026,Burleson County,06,Huntsville,508,469,450,978,<50,<25,48.1,<25,30.8
All Students,027903,Burnet CISD,027,Burnet County,13,Austin,473,457,429,930,234,135,57.7,25,18.5
All Students,027904,Marble Falls ISD,027,Burnet County,13,Austin,495,485,448,981,272,133,48.9,25,18.8
All Students,028902,Lockhart ISD,028,Caldwell County,13,Austin,464,452,428,917,298,154,51.7,19,12.3
All Students,028903,Luling ISD,028,Caldwell County,13,Austin,467,453,441,920,<100,<50,42.1,<25,7.5
All Students,028906,Prairie Lea ISD,028,Caldwell County,13,Austin,402,458,440,860,<25,<25,42.9,<25,
All Students,029901,Calhoun County ISD,029,Calhoun County,03,Victoria,521,488,469,1009,<300,<100,30.3,<25,27.6
All Students,030902,Clyde CISD,030,Callahan County,14,Abilene,491,474,443,965,90,36,40,6,16.7
All Students,030906,Eula ISD,030,Callahan County,14,Abilene,,,,,<25,<25,11.1,<25,
All Students,031504,University Of Texas At Brownsville,031,Cameron County,01,Edinburg,577,543,548,1120,<25,<50,,<25,50
All Students,031803,Harmony Science Academy - Brownsvi,031,Cameron County,01,Edinburg,517,466,449,984,<25,<25,100,<25,27.3
All Students,031901,Brownsville ISD,031,Cameron County,01,Edinburg,433,414,409,847,2854,1793,62.8,92,5.1
All Students,031903,Harlingen CISD,031,Cameron County,01,Edinburg,464,446,424,909,1112,574,51.6,75,13.1
All Students,031905,La Feria ISD,031,Cameron County,01,Edinburg,479,456,434,935,<225,<50,17.8,<25,10.3
All Students,031906,Los Fresnos CISD,031,Cameron County,01,Edinburg,453,420,407,873,728,456,62.6,36,7.9
All Students,031909,Point Isabel ISD,031,Cameron County,01,Edinburg,440,409,404,849,<175,<125,62.7,<25,6.7
All Students,031911,Rio Hondo ISD,031,Cameron County,01,Edinburg,428,408,395,836,<150,<100,63.6,<25,3.7
All Students,031912,San Benito CISD,031,Cameron County,01,Edinburg,434,404,400,837,650,352,54.2,18,5.1
All Students,031913,Santa Maria ISD,031,Cameron County,01,Edinburg,412,371,387,784,<50,<25,78.6,<25,
All Students,031916,South Texas ISD,031,Cameron County,01,Edinburg,517,496,488,1013,617,531,86.1,159,29.9
All Students,032902,Pittsburg ISD,032,Camp County,08,Mt Pleasant,474,469,460,943,<175,<25,15.2,<25,17.4
All Students,033901,Groom ISD,033,Carson County,16,Amarillo,,,,,<25,<25,14.3,<25,100
All Students,033902,Panhandle ISD,033,Carson County,16,Amarillo,,,,,<75,<25,1.7,<25,
All Students,033904,White Deer ISD,033,Carson County,16,Amarillo,540,512,468,1052,<25,<25,30,<25,16.7
All Students,034901,Atlanta ISD,034,Cass County,08,Mt Pleasant,465,495,428,960,<150,<25,2.9,<25,
All Students,034903,Hughes Springs ISD,034,Cass County,08,Mt Pleasant,473,417,453,890,<75,<25,4.2,<25,
All Students,034907,Queen City ISD,034,Cass County,08,Mt Pleasant,533,457,440,990,<75,<25,4.5,<25,33.3
All Students,036901,Anahuac ISD,036,Chambers County,04,Houston,469,436,420,905,65,41,63.1,7,17.1
All Students,036902,Barbers Hill ISD,036,Chambers County,04,Houston,521,492,465,1013,332,179,53.9,48,26.8
All Students,036903,East Chambers ISD,036,Chambers County,05,Beaumont,484,469,444,952,91,48,52.7,8,16.7
All Students,037901,Alto ISD,037,Cherokee County,07,Kilgore,489,479,467,967,<50,<25,21.2,<25,28.6
All Students,037904,Jacksonville ISD,037,Cherokee County,07,Kilgore,493,507,476,999,246,18,7.3,5,27.8
All Students,037907,Rusk ISD,037,Cherokee County,07,Kilgore,517,520,493,1037,128,30,23.4,12,40
All Students,037908,New Summerfield ISD,037,Cherokee County,07,Kilgore,,,,,<50,<25,3.8,<25,
All Students,037909,Wells ISD,037,Cherokee County,07,Kilgore,407,395,423,802,<25,<25,47.6,<25,
All Students,038901,Childress ISD,038,Childress County,16,Amarillo,555,558,480,1113,<75,<25,5.4,<25,50
All Students,039902,Henrietta ISD,039,Clay County,09,Wichita Falls,485,495,460,980,51,24,47.1,7,29.2
All Students,039904,Bellevue ISD,039,Clay County,09,Wichita Falls,490,543,480,1033,<25,<25,23.1,<25,33.3
All Students,039905,Midway ISD,039,Clay County,09,Wichita Falls,,,,,<25,<25,12.5,<25,
All Students,040901,Morton ISD,040,Cochran County,17,Lubbock,,,,,<50,<25,3.6,<25,
All Students,040902,Whiteface CISD,040,Cochran County,17,Lubbock,520,530,467,1050,<25,<25,12.5,<25,33.3
All Students,041902,Robert Lee ISD,041,Coke County,15,San Angelo,518,518,463,1035,<25,<25,26.7,<25,25
All Students,042903,Santa Anna ISD,042,Coleman County,15,San Angelo,503,440,463,943,<25,<25,20,<25,33.3
All Students,043901,Allen ISD,043,Collin County,10,Richardson,559,533,513,1092,<1425,<975,67.6,<450,47.2
All Students,043902,Anna ISD,043,Collin County,10,Richardson,497,489,467,987,139,64,46,15,23.4
All Students,043903,Celina ISD,043,Collin County,10,Richardson,527,494,484,1021,134,30,22.4,8,26.7
All Students,043904,Farmersville ISD,043,Collin County,10,Richardson,496,510,497,1006,96,34,35.4,7,20.6
All Students,043905,Frisco ISD,043,Collin County,10,Richardson,556,536,517,1092,2388,1571,65.8,733,46.7
All Students,043907,McKinney ISD,043,Collin County,10,Richardson,545,527,504,1072,1578,970,61.5,398,41
All Students,043908,Melissa ISD,043,Collin County,10,Richardson,511,495,469,1006,130,59,45.4,14,23.7
All Students,043910,Plano ISD,043,Collin County,10,Richardson,595,556,542,1151,3796,2665,70.2,1537,57.7
All Students,043911,Princeton ISD,043,Collin County,10,Richardson,501,478,458,979,223,60,26.9,13,21.7
All Students,043912,Prosper ISD,043,Collin County,10,Richardson,543,517,501,1060,343,229,66.8,84,36.7
All Students,043914,Wylie ISD,043,Collin County,10,Richardson,511,490,466,1001,794,408,51.4,117,28.7
All Students,043917,Blue Ridge ISD,043,Collin County,10,Richardson,456,453,424,909,<50,<25,24.3,<25,11.1
All Students,043918,Community ISD,043,Collin County,10,Richardson,478,469,445,947,103,54,52.4,9,16.7
All Students,043919,Lovejoy ISD,043,Collin County,10,Richardson,587,557,533,1144,<300,<250,82.2,<150,56.2
All Students,044902,Wellington ISD,044,Collingsworth County,16,Amarillo,,,,,<50,<25,2.6,<25,
All Students,045902,Columbus ISD,045,Colorado County,03,Victoria,483,447,427,930,119,65,54.6,11,16.9
All Students,045903,Rice CISD,045,Colorado County,03,Victoria,489,471,450,960,<75,<25,11.3,<25,25
All Students,045905,Weimar ISD,045,Colorado County,03,Victoria,486,453,460,940,<50,<25,57.5,<25,8.7
All Students,046901,New Braunfels ISD,046,Comal County,13,Austin,516,508,478,1024,<550,<325,56.5,<125,33.1
All Students,046902,Comal ISD,046,Comal County,13,Austin,512,501,476,1013,1263,807,63.9,234,29
All Students,047901,Comanche ISD,047,Comanche County,14,Abilene,484,475,451,959,<75,<50,45.5,<25,10
All Students,047902,De Leon ISD,047,Comanche County,14,Abilene,514,500,444,1014,<50,<25,17.5,<25,28.6
All Students,047903,Gustine ISD,047,Comanche County,14,Abilene,431,395,395,826,<25,<25,50,<25,
All Students,047905,Sidney ISD,047,Comanche County,14,Abilene,483,498,513,980,<25,<25,100,<25,
All Students,048903,Paint Rock ISD,048,Concho County,15,San Angelo,527,583,567,1110,<25,<25,33.3,<25,66.7
All Students,049901,Gainesville ISD,049,Cooke County,11,Fort Worth,508,486,457,994,153,34,22.2,7,20.6
All Students,049902,Muenster ISD,049,Cooke County,11,Fort Worth,569,526,497,1095,36,23,63.9,9,39.1
All Students,049903,Valley View ISD,049,Cooke County,11,Fort Worth,470,473,445,943,<50,<50,70.8,<25,11.8
All Students,049905,Callisburg ISD,049,Cooke County,11,Fort Worth,459,438,425,897,<100,<75,72.8,<25,11.9
All Students,049906,Era ISD,049,Cooke County,11,Fort Worth,445,476,450,921,<25,<25,33.3,<25,
All Students,049907,Lindsay ISD,049,Cooke County,11,Fort Worth,559,510,501,1070,33,23,69.7,9,39.1
All Students,050901,Evant ISD,050,Coryell County,12,Waco,,,,,<25,<25,6.7,<25,
All Students,050902,Gatesville ISD,050,Coryell County,12,Waco,478,467,436,945,<200,<50,14.2,<25,14.8
All Students,050904,Oglesby ISD,050,Coryell County,12,Waco,464,454,424,918,<25,<25,41.7,<25,
All Students,050909,Jonesboro ISD,050,Coryell County,12,Waco,417,417,403,833,<25,<25,25,<25,
All Students,050910,Copperas Cove ISD,050,Coryell County,12,Waco,467,470,445,936,501,280,55.9,41,14.6
All Students,052901,Crane ISD,052,Crane County,18,Midland,541,559,521,1100,<75,<25,12.1,<25,57.1
All Students,053001,Crockett County Consolidated CSD,053,Crockett County,15,San Angelo,444,442,410,886,<50,<25,10.6,<25,
All Students,054902,Lorenzo ISD,054,Crosby County,17,Lubbock,,,,,<25,<25,8.3,<25,
All Students,054903,Ralls ISD,054,Crosby County,17,Lubbock,440,442,417,882,<50,<25,20.7,<25,
All Students,055901,Culberson County-Allamoore ISD,055,Culberson County,18,Midland,515,500,458,1015,<50,<25,11.8,<25,
All Students,056901,Dalhart ISD,056,Dallam County,16,Amarillo,548,530,498,1078,<125,<25,4.3,<25,60
All Students,056902,Texline ISD,056,Dallam County,16,Amarillo,,,,,<25,<25,9.1,<25,
All Students,057802,Pegasus School Of Liberal Arts And,057,Dallas County,10,Richardson,433,399,403,832,<50,<50,96.8,<25,10
All Students,057803,Uplift Education - North Hills Pre,057,Dallas County,10,Richardson,578,567,569,1145,121,115,95,62,53.9
All Students,057804,Texans Can Academies,057,Dallas County,10,Richardson,399,386,369,785,<1425,<100,5.4,<25,
All Students,057806,Advantage Academy,057,Dallas County,10,Richardson,408,388,397,797,<50,<25,48.6,<25,5.6
All Students,057807,Life School,057,Dallas County,10,Richardson,451,453,435,903,142,90,63.4,5,5.6
All Students,057808,Universal Academy,057,Dallas County,10,Richardson,464,414,448,877,<25,<25,91.7,<25,
All Students,057815,Faith Family Academy Of Oak Cliff,057,Dallas County,10,Richardson,405,367,383,772,<75,<25,43.4,<25,
All Students,057817,Focus Learning Academy,057,Dallas County,10,Richardson,408,393,380,801,<25,<25,52.6,<25,
All Students,057819,Jean Massieu Academy,057,Dallas County,10,Richardson,,,,,<25,<25,50,<25,
All Students,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,508,489,477,997,<375,<25,5.2,<25,10.5
All Students,057829,A+ Academy,057,Dallas County,10,Richardson,415,393,390,808,<100,<75,83.8,<25,1.5
All Students,057831,Gateway Charter Academy,057,Dallas County,10,Richardson,375,392,375,767,<50,<25,67.7,<25,
All Students,057832,Alpha Charter School,057,Dallas County,10,Richardson,,,,,<25,<25,4.2,<25,
All Students,057834,Evolution Academy Charter School,057,Dallas County,10,Richardson,435,434,420,869,<150,<25,6.4,<25,12.5
All Students,057838,Uplift Education - Peak Preparator,057,Dallas County,10,Richardson,471,440,445,911,86,89,100,9,10.1
All Students,057840,Richland Collegiate High School,057,Dallas County,10,Richardson,556,531,525,1087,176,182,100,73,40.1
All Students,057842,Uplift Education - Williams Prepar,057,Dallas County,10,Richardson,489,453,449,942,96,104,100,14,13.5
All Students,057843,Uplift Education - Hampton Prepara,057,Dallas County,10,Richardson,435,424,421,859,<50,<75,100,<25,5
All Students,057903,Carrollton-Farmers Branch ISD,057,Dallas County,10,Richardson,514,486,476,1000,1641,929,56.6,259,27.9
All Students,057904,Cedar Hill ISD,057,Dallas County,10,Richardson,461,450,435,911,541,262,48.4,38,14.5
All Students,057905,Dallas ISD,057,Dallas County,10,Richardson,443,422,414,865,7410,4849,65.4,574,11.8
All Students,057906,Desoto ISD,057,Dallas County,10,Richardson,431,415,403,846,711,401,56.4,11,2.7
All Students,057907,Duncanville ISD,057,Dallas County,10,Richardson,445,438,423,883,823,380,46.2,30,7.9
All Students,057909,Garland ISD,057,Dallas County,10,Richardson,494,479,461,974,3957,1972,49.8,481,24.4
All Students,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,467,443,424,910,1742,826,47.4,122,14.8
All Students,057911,Highland Park ISD,057,Dallas County,10,Richardson,617,600,575,1217,502,349,69.5,260,74.5
All Students,057912,Irving ISD,057,Dallas County,10,Richardson,437,400,401,837,1998,1741,87.1,138,7.9
All Students,057913,Lancaster ISD,057,Dallas County,10,Richardson,402,400,396,802,<375,<200,52.1,<25,2.1
All Students,057914,Mesquite ISD,057,Dallas County,10,Richardson,465,440,432,905,2543,1311,51.6,176,13.4
All Students,057916,Richardson ISD,057,Dallas County,10,Richardson,542,510,489,1052,2082,1227,58.9,494,40.3
All Students,057919,Sunnyvale ISD,057,Dallas County,10,Richardson,534,514,492,1048,86,71,82.6,27,38
All Students,057922,Coppell ISD,057,Dallas County,10,Richardson,594,559,551,1153,827,717,86.7,419,58.4
All Students,058905,Klondike ISD,058,Dawson County,17,Lubbock,,,,,<25,<25,7.1,<25,
All Students,058906,Lamesa ISD,058,Dawson County,17,Lubbock,436,478,420,914,<125,<25,4.6,<25,20
All Students,059901,Hereford ISD,059,Deaf Smith County,16,Amarillo,561,568,551,1129,219,8,3.7,6,75
All Students,060902,Cooper ISD,060,Delta County,08,Mt Pleasant,452,480,458,932,<75,<25,9.2,<25,33.3
All Students,060914,Fannindel ISD,060,Delta County,08,Mt Pleasant,,,,,<25,<25,8.3,<25,
All Students,061501,University Of North Texas,061,Denton County,11,Fort Worth,744,694,702,1439,<25,<175,,<175,100
All Students,061802,Texas Education Centers,061,Denton County,11,Fort Worth,490,534,514,1024,<25,<25,20.8,<25,40
All Students,061901,Denton ISD,061,Denton County,11,Fort Worth,502,500,474,1003,1510,849,56.2,234,27.6
All Students,061902,Lewisville ISD,061,Denton County,11,Fort Worth,562,530,519,1091,3642,2390,65.6,1101,46.1
All Students,061903,Pilot Point ISD,061,Denton County,11,Fort Worth,484,475,468,959,<100,<50,36.8,<25,12.5
All Students,061905,Krum ISD,061,Denton County,11,Fort Worth,494,487,453,981,99,55,55.6,12,21.8
All Students,061906,Ponder ISD,061,Denton County,11,Fort Worth,536,507,484,1044,80,37,46.3,14,37.8
All Students,061907,Aubrey ISD,061,Denton County,11,Fort Worth,531,484,470,1015,141,68,48.2,19,27.9
All Students,061908,Sanger ISD,061,Denton County,11,Fort Worth,500,485,455,984,160,69,43.1,14,20.3
All Students,061910,Argyle ISD,061,Denton County,11,Fort Worth,548,534,518,1082,176,143,81.3,64,44.8
